Index,NTES.Open,NTES.High,NTES.Low,NTES.Close,NTES.Volume,NTES.Adjusted
2015-12-14,34.5620002746582,35.5400009155273,34.4020004272461,35.515998840332,5034500,29.5303401947021
2015-12-15,35.5999984741211,36.7859992980957,35.5960006713867,36.1339988708496,6367000,30.0441761016846
2015-12-16,36.6640014648438,36.9900016784668,36.1660003662109,36.8680000305176,3668500,30.6544742584229
2015-12-17,37,37.1699981689453,36.2200012207031,36.4720001220703,3733000,30.325216293335
2015-12-18,36.4099998474121,36.5960006713867,35.4780006408691,36.3619995117188,4965500,30.2337703704834
2015-12-21,36.5040016174316,37.0480003356934,35.6539993286133,36,3408000,29.9327735900879
2015-12-22,36.2000007629395,36.3040008544922,35.5519981384277,36.2840003967285,4908500,30.1689014434814
2015-12-23,36.7039985656738,36.7039985656738,36.2099990844727,36.423999786377,2653500,30.2853012084961
2015-12-24,36.3619995117188,37.2000007629395,36.2999992370605,36.7700004577637,1690500,30.5729923248291
2015-12-28,36.439998626709,36.7999992370605,35.5740013122559,36.3460006713867,2320500,30.220458984375
2015-12-29,36.476001739502,37.2900009155273,36.476001739502,36.9459991455078,2020500,30.7193222045898
2015-12-30,36.8059997558594,36.9519996643066,36.0320014953613,36.1300010681152,3423500,30.0408515930176
2015-12-31,36.0060005187988,36.4860000610352,35.8680000305176,36.2480010986328,2461000,30.1389789581299
2016-01-04,34.4300003051758,34.6920013427734,33.0120010375977,34.423999786377,5596000,28.6223735809326
2016-01-05,34.6080017089844,35,34.2999992370605,34.7719993591309,3657500,28.9117183685303
2016-01-06,34.4000015258789,35.1440010070801,34.0979995727539,34.734001159668,4790500,28.8801326751709
2016-01-07,33.060001373291,33.4980010986328,32.5559997558594,33.0740013122559,6584000,27.4999027252197
2016-01-08,33.4220008850098,34,32.5779991149902,32.6920013427734,4828000,27.1822834014893
2016-01-11,32,32.6959991455078,31.0480003356934,31.757999420166,6052500,26.4056835174561
2016-01-12,32.0620002746582,32.2779998779297,31.6940002441406,32.1720008850098,3872500,26.749906539917
2016-01-13,32.4000015258789,32.4000015258789,31.4720001220703,31.5620002746582,3320000,26.2427177429199
2016-01-14,31.3999996185303,32.8759994506836,31.1159992218018,32.7039985656738,4398000,27.1922550201416
2016-01-15,31.6079998016357,32.1959991455078,30.496000289917,30.9979991912842,5006500,25.7737674713135
2016-01-19,31.6599998474121,32.976001739502,31.6599998474121,32.3300018310547,6923000,26.8812885284424
2016-01-20,31.3740005493164,32.2820014953613,30.9020004272461,32.0639991760254,5101500,26.6601123809814
2016-01-21,32.1119995117188,32.2900009155273,31.4039993286133,31.8320007324219,5604000,26.4672164916992
2016-01-22,32.4440002441406,32.5979995727539,30.2299995422363,30.7000007629395,8352000,25.525993347168
2016-01-25,30.7999992370605,32.1780014038086,30.6200008392334,31.6959991455078,4172000,26.3541374206543
2016-01-26,31.1520004272461,31.1940002441406,30.1000003814697,30.4799995422363,6157500,25.3430728912354
2016-01-27,30.5459995269775,31.1000003814697,30.2240009307861,30.8080005645752,5027000,25.6157989501953
2016-01-28,31.0639991760254,31.3320007324219,30.4020004272461,30.75,5184500,25.5675735473633
2016-01-29,31.1159992218018,31.511999130249,30.8419990539551,31.2280006408691,5937000,25.9650096893311
2016-02-01,31.1700000762939,31.4759998321533,30.7059993743896,31.3020000457764,4101500,26.0265407562256
2016-02-02,31,31.3700008392334,30.8239994049072,30.9459991455078,4571000,25.730541229248
2016-02-03,30.988000869751,31.0979995727539,29.2320003509521,29.9039993286133,6049000,24.8641471862793
2016-02-04,29.8939990997314,30.5559997558594,29.7199993133545,30.1380004882812,3576500,25.0587100982666
2016-02-05,30.2800006866455,30.2800006866455,27.7759990692139,27.8939990997314,5862500,23.1929035186768
2016-02-08,27.3419990539551,27.6000003814697,26.0200004577637,26.6259994506836,6304000,22.138599395752
2016-02-09,26.3379993438721,27.7999992370605,25.9200000762939,27.2800006866455,5764000,22.6823902130127
2016-02-10,27.5860004425049,28.0779991149902,27.5020008087158,27.6380004882812,3109500,22.9800472259521
2016-02-11,26.8080005645752,27.9139995574951,26.5,27.3700008392334,3083000,22.7572135925293
2016-02-12,28.0900001525879,29.0580005645752,27.4580001831055,27.6860008239746,6145500,23.0199565887451
2016-02-16,28.6840000152588,30.6000003814697,28.6840000152588,30.1280002593994,8989000,25.0503959655762
2016-02-17,30.3999996185303,31.3379993438721,29.6079998016357,31.1919994354248,5610000,25.9350738525391
2016-02-18,31.3999996185303,31.5300006866455,30.0979995727539,30.4540004730225,3792500,25.3214588165283
2016-02-19,30.2119998931885,31.0540008544922,30.1180000305176,30.7880001068115,3998000,25.5991668701172
2016-02-22,31.3819999694824,32.507999420166,31,32.015998840332,4728500,26.6202049255371
2016-02-23,32.0660018920898,32.1199989318848,30.9599990844727,31.4740009307861,4012000,26.1695537567139
2016-02-24,31.1599998474121,32.0859985351562,30.3999996185303,31.9799995422363,4241000,26.5902729034424
2016-02-25,29.3780002593994,29.3780002593994,26.3999996185303,27.246000289917,18390000,22.6541156768799
2016-02-26,27.5499992370605,28.5200004577637,27.0639991760254,27.076000213623,8210500,22.512767791748
2016-02-29,27.0300006866455,27.3339996337891,26.8279991149902,26.9220008850098,6579500,22.3847198486328
2016-03-01,27.2180004119873,28.0279998779297,27.0020008087158,27.753999710083,6707500,23.0764980316162
2016-03-02,28.1359996795654,28.3379993438721,26.5200004577637,27.1840000152588,7380000,22.6025581359863
2016-03-03,26.9839992523193,28.2439994812012,26.9720001220703,28.011999130249,5128000,23.2910118103027
2016-03-04,28.25,28.9780006408691,28.0599994659424,28.3460006713867,6710000,23.5687255859375
2016-03-07,28.3279991149902,28.6439990997314,27.9260005950928,28.3239994049072,4962000,23.5504341125488
2016-03-08,28.1359996795654,28.5939998626709,27.4479999542236,27.5359992980957,5904500,22.8952407836914
2016-03-09,27.8719997406006,28.1200008392334,27.257999420166,28.0939998626709,4894500,23.4682903289795
2016-03-10,28.0259990692139,28.3999996185303,27.4559993743896,27.8799991607666,5436000,23.2895240783691
2016-03-11,28.3999996185303,28.9599990844727,28.1959991455078,28.8239994049072,6150000,24.0780906677246
2016-03-14,28.6380004882812,29.9580001831055,28.6380004882812,29.3159999847412,5719000,24.4890842437744
2016-03-15,28.9780006408691,29.5279998779297,28.8619995117188,29.2560005187988,12737500,24.43896484375
2016-03-16,29.1840000152588,30.1560001373291,28.9080009460449,30.1499996185303,4934500,25.1857662200928
2016-03-17,30.2000007629395,31.0900001525879,30.1860008239746,30.3819999694824,6870500,25.3795680999756
2016-03-18,30.2560005187988,30.2560005187988,29.1000003814697,29.568000793457,9659500,24.699592590332
2016-03-21,29.5359992980957,29.9979991912842,29.3999996185303,29.738000869751,3923500,24.8415966033936
2016-03-22,29.6940002441406,30.1879997253418,29.6079998016357,29.8959999084473,4187500,24.9735813140869
2016-03-23,29.7299995422363,29.8740005493164,28.8279991149902,29.1520004272461,4911500,24.3520927429199
2016-03-24,29,29,28.3460006713867,28.8959999084473,3780500,24.1382389068604
2016-03-28,28.8759994506836,28.9099998474121,27.9300003051758,28,4462500,23.3897666931152
2016-03-29,27.9759998321533,28.0060005187988,27.2740001678467,27.7719993591309,9413000,23.1993026733398
2016-03-30,27.9720001220703,28.6580009460449,27.8999996185303,28.5259990692139,5835500,23.829158782959
2016-03-31,28.6180000305176,29.2000007629395,28.5300006866455,28.7159996032715,5425000,23.9878768920898
2016-04-01,28.4640007019043,28.6679992675781,28.0699996948242,28.6040000915527,5314500,23.8943176269531
2016-04-04,28.5919990539551,28.8320007324219,27.9659996032715,28.261999130249,5512500,23.6086292266846
2016-04-05,28.0520000457764,28.4379997253418,27.8199996948242,28.2600002288818,5385000,23.6069564819336
2016-04-06,28.3400001525879,29.1100006103516,28.1439990997314,28.9400005340576,5133500,24.174991607666
2016-04-07,28.8479995727539,29.2059993743896,28.5200004577637,28.9720001220703,6182000,24.2017250061035
2016-04-08,29.1340007781982,29.3099994659424,28.4020004272461,28.6499996185303,5382000,23.932746887207
2016-04-11,28.9519996643066,29.0839996337891,27.7360000610352,27.7819995880127,5677500,23.2076568603516
2016-04-12,27.8680000305176,28.0659999847412,27.2479991912842,27.4379997253418,6423500,22.9203090667725
2016-04-13,28,28.6560001373291,27.8239994049072,28.5480003356934,5363500,23.8475399017334
2016-04-14,28.6979999542236,28.9400005340576,28.1060009002686,28.2880001068115,5045500,23.630350112915
2016-04-15,28.3519992828369,28.3659992218018,27.5459995269775,27.6560001373291,4761000,23.102409362793
2016-04-18,27.3740005493164,27.9899997711182,27.3740005493164,27.8040008544922,6087500,23.2260398864746
2016-04-19,28.0179996490479,28.0179996490479,27.076000213623,27.5559997558594,3856000,23.0188694000244
2016-04-20,27.4020004272461,27.5960006713867,27.1700000762939,27.1879997253418,5355000,22.7114639282227
2016-04-21,27.5259990692139,27.5879993438721,26.6420001983643,27.2280006408691,5960500,22.7448768615723
2016-04-22,27.0020008087158,27.242000579834,26.4659996032715,26.6140003204346,4931000,22.231969833374
2016-04-25,26.6000003814697,26.6359996795654,26.1639995574951,26.6159992218018,4461500,22.2336483001709
2016-04-26,26.6159992218018,26.9619998931885,26.3980007171631,26.7199993133545,3897000,22.3205223083496
2016-04-27,26.5820007324219,26.9559993743896,26.4179992675781,26.6280002593994,3569500,22.2436695098877
2016-04-28,26.7019996643066,27.5820007324219,26.7019996643066,26.9759998321533,4870000,22.534366607666
2016-04-29,26.9340000152588,28.1459999084473,26.9340000152588,28.1399993896484,7754500,23.5067138671875
2016-05-02,27.8780002593994,28.1399993896484,27.6200008392334,27.8759994506836,4227000,23.2861881256104
2016-05-03,27.6019992828369,27.7819995880127,27.2900009155273,27.5400009155273,4423500,23.0055046081543
2016-05-04,27.3700008392334,28.1219997406006,27.3700008392334,27.8980007171631,4494500,23.3045616149902
2016-05-05,28.007999420166,28.5,27.9179992675781,28.0960006713867,4688000,23.4699592590332
2016-05-06,27.992000579834,28.3560009002686,27.5,28.0620002746582,4871000,23.441556930542
2016-05-09,27.8999996185303,28.1679992675781,27.6180000305176,27.7919998168945,4290500,23.2160167694092
2016-05-10,27.7999992370605,28.8239994049072,27.6459999084473,28.6800003051758,5220000,23.9578075408936
2016-05-11,28.7119998931885,29.6399993896484,28.3640003204346,29.0340003967285,9073500,24.2535171508789
2016-05-12,29.8320007324219,30,27.9139995574951,29.1599998474121,16863000,24.3587703704834
2016-05-13,29.3460006713867,30.8640003204346,29.3120002746582,30.6800003051758,11649000,25.6284980773926
2016-05-16,31.1040000915527,32.6279983520508,31.0300006866455,32.3240013122559,9242000,27.0018177032471
2016-05-17,32.2919998168945,33.3359985351562,32.0820007324219,32.6980018615723,7891500,27.3142318725586
2016-05-18,32.7540016174316,32.8940010070801,32.0320014953613,32.7120018005371,7114500,27.3259296417236
2016-05-19,32.5620002746582,32.8940010070801,31.7859992980957,32.2459983825684,5250000,26.9366588592529
2016-05-20,32.4980010986328,33.773998260498,32.4980010986328,33.3619995117188,6120000,27.8689079284668
2016-05-23,33.2019996643066,33.5320014953613,32.7919998168945,32.8400001525879,3024500,27.553430557251
2016-05-24,33.2140007019043,34.826000213623,33.0040016174316,34.7999992370605,9124000,29.1979122161865
2016-05-25,35.2120018005371,35.2120018005371,34.2019996643066,34.5999984741211,5789000,29.0301094055176
2016-05-26,34.6020011901855,35.4059982299805,34.4000015258789,35.3660011291504,5749500,29.6727962493896
2016-05-27,35.4980010986328,35.5740013122559,34.6599998474121,35.1580009460449,7170000,29.4982814788818
2016-05-31,35.3860015869141,35.8199996948242,35.068000793457,35.568000793457,34692000,29.8422813415527
2016-06-01,35.2019996643066,35.4640007019043,34.5219993591309,35.2319984436035,7837000,29.5603733062744
2016-06-02,35.1459999084473,35.3880004882812,34.5460014343262,34.7200012207031,5840000,29.1308002471924
2016-06-03,34.7820014953613,35.5060005187988,34.7200012207031,35.1119995117188,5718500,29.4596843719482
2016-06-06,35.1599998474121,35.1959991455078,34.6020011901855,34.9039993286133,5159000,29.2851676940918
2016-06-07,34.7540016174316,35.4580001831055,34.4980010986328,34.9620018005371,7254500,29.3338432312012
2016-06-08,34.9360008239746,35.1839981079102,34.6539993286133,34.9640007019043,7163500,29.3355197906494
2016-06-09,34.7019996643066,34.923999786377,33.8940010070801,34.2960014343262,5642500,28.7750511169434
2016-06-10,33.8120002746582,33.8940010070801,32.2900009155273,32.3959999084473,11401500,27.1809139251709
2016-06-13,32.2000007629395,33.2299995422363,32.2000007629395,32.6419982910156,5949500,27.3873119354248
2016-06-14,32.5519981384277,33.0900001525879,32.4179992675781,32.8919982910156,3849500,27.5970630645752
2016-06-15,32.9560012817383,33.068000793457,32.5880012512207,32.8600006103516,4409000,27.5702114105225
2016-06-16,32.7000007629395,33.1699981689453,32.5019989013672,33.0559997558594,5819000,27.7346687316895
2016-06-17,32.8419990539551,33.1500015258789,32.2639999389648,32.6220016479492,4312000,27.3705253601074
2016-06-20,33.2680015563965,33.4780006408691,32.726001739502,32.9879989624023,3887000,27.6776103973389
2016-06-21,33.0820007324219,33.4480018615723,32.9459991455078,33.1539993286133,3717500,27.8168888092041
2016-06-22,33.3219985961914,33.8540000915527,33.0040016174316,33.5060005187988,4257500,28.1122169494629
2016-06-23,33.9199981689453,34.5979995727539,33.5639991760254,34.5820007324219,4028000,29.0150089263916
2016-06-24,33.0880012512207,34.7200012207031,33.0299987792969,34.4179992675781,5965000,28.8774070739746
2016-06-27,34.0979995727539,34.2000007629395,33.0900001525879,33.3320007324219,5346000,27.9662303924561
2016-06-28,33.7439994812012,34.6479988098145,33.7439994812012,34.5999984741211,3546000,29.0301094055176
2016-06-29,35,36.7779998779297,34.4900016784668,36.2960014343262,8494500,30.4530925750732
2016-06-30,36.9640007019043,38.6539993286133,36.8619995117188,38.6440010070801,12487500,32.4230995178223
2016-07-01,38.6500015258789,38.6879997253418,36.7599983215332,36.9140014648438,10597000,30.9716091156006
2016-07-05,36.7999992370605,38,36.673999786377,37.3680000305176,8051500,31.3525161743164
2016-07-06,37.1559982299805,37.6959991455078,37.0660018920898,37.2239990234375,8203500,31.2316989898682
2016-07-07,37,37.8819999694824,37,37.6879997253418,5874000,31.6210041046143
2016-07-08,37.8320007324219,37.9259986877441,36.5719985961914,37.0260009765625,7473000,31.0655765533447
2016-07-11,37.8320007324219,39.6399993896484,37.6059989929199,39.3240013122559,13902000,32.9936370849609
2016-07-12,39.923999786377,40.5400009155273,39.0719985961914,39.4659996032715,8764000,33.1127777099609
2016-07-13,39.5320014953613,39.576000213623,38.5999984741211,38.726001739502,5305500,32.4919166564941
2016-07-14,39.0320014953613,39.4560012817383,38.7019996643066,39.0999984741211,3854000,32.8056907653809
2016-07-15,39.181999206543,39.9560012817383,38.8499984741211,39.0419998168945,4052500,32.7570457458496
2016-07-18,39.3400001525879,40.3860015869141,39.0400009155273,39.8860015869141,7442000,33.4651756286621
2016-07-19,39.6479988098145,40.0499992370605,39.2620010375977,39.7560005187988,3330500,33.3560943603516
2016-07-20,40,40,39.4039993286133,39.810001373291,4839000,33.4014053344727
2016-07-21,39.6399993896484,39.9980010986328,39.2999992370605,39.4739990234375,3741000,33.1195030212402
2016-07-22,39.5999984741211,39.6959991455078,38.8800010681152,39.2039985656738,4343500,32.892951965332
2016-07-25,39.2200012207031,40.3139991760254,38.6539993286133,40.2239990234375,3728000,33.7487525939941
2016-07-26,40.2840003967285,41.2120018005371,40.1920013427734,40.8979988098145,4693500,34.3142585754395
2016-07-27,41.1180000305176,41.5880012512207,40.9000015258789,41.4339981079102,3626500,34.7639770507812
2016-07-28,41.5579986572266,42.0540008544922,40.8759994506836,41.2060012817383,3816000,34.5726776123047
2016-07-29,41.1259994506836,41.2000007629395,40.6440010070801,40.8540000915527,2533500,34.2773513793945
2016-08-01,40.8499984741211,40.8499984741211,39.7159996032715,40.5419998168945,5400500,34.0155639648438
2016-08-02,40.4580001831055,40.5120010375977,39.8380012512207,40.068000793457,3688500,33.6178779602051
2016-08-03,39.9339981079102,40.5359992980957,39.4000015258789,39.7200012207031,4446500,33.3259086608887
2016-08-04,39.8359985351562,40.2299995422363,39.4339981079102,39.6839981079102,2743000,33.2956848144531
2016-08-05,40.1020011901855,40.4000015258789,39.9140014648438,40.318000793457,2957500,33.82763671875
2016-08-08,40.318000793457,40.6679992675781,39.9280014038086,40.0719985961914,3049500,33.6212387084961
2016-08-09,39.9140014648438,40.0880012512207,39.5299987792969,39.7980003356934,3397500,33.3913383483887
2016-08-10,40,40.2779998779297,39.5919990539551,39.8819999694824,3881500,33.4618186950684
2016-08-11,40.2700004577637,40.4980010986328,39.939998626709,40.0579986572266,3461000,33.6094741821289
2016-08-12,39.992000579834,41.2980003356934,39.8019981384277,41.173999786377,5542000,34.5458374023438
2016-08-15,41.8059997558594,43.1940002441406,41.0999984741211,42.2960014343262,6188000,35.4872093200684
2016-08-16,42.6699981689453,43.4739990234375,42.4939994812012,42.6399993896484,7476000,35.7758255004883
2016-08-17,42.8540000915527,43.0979995727539,42.4560012817383,42.6660003662109,5663000,35.7976531982422
2016-08-18,43.4000015258789,43.4020004272461,39.826000213623,41.523998260498,15799000,34.8394813537598
2016-08-19,41.2799987792969,42.1459999084473,40.8400001525879,41.9480018615723,6664000,35.195240020752
2016-08-22,41.7999992370605,42.8959999084473,41.6860008239746,42.5139999389648,4536500,35.6701164245605
2016-08-23,42.7120018005371,42.9959983825684,42.3499984741211,42.6339988708496,3826000,35.7708053588867
2016-08-24,42.568000793457,42.8759994506836,42.0960006713867,42.2220001220703,4846000,35.4251289367676
2016-08-25,42,42.060001373291,41.2999992370605,41.6980018615723,3876000,34.985481262207
2016-08-26,41.9000015258789,43.7540016174316,41.7039985656738,43.5419998168945,6458500,36.5326271057129
2016-08-29,43.4000015258789,43.492000579834,42.6100006103516,42.7140007019043,4668000,35.9667892456055
2016-08-30,43.1339988708496,43.1339988708496,41.8419990539551,42.2000007629395,5068000,35.5339889526367
2016-08-31,42.3079986572266,42.5540008544922,41.8520011901855,42.3940010070801,3803000,35.6973419189453
2016-09-01,42.3800010681152,43.4160003662109,42.1839981079102,43.181999206543,5644500,36.3608512878418
2016-09-02,43.4000015258789,43.673999786377,42.4000015258789,42.9819984436035,7736500,36.1924514770508
2016-09-06,43.5019989013672,44.8359985351562,43.326000213623,44.4000015258789,10868500,37.3864555358887
2016-09-07,44.3779983520508,44.523998260498,43.5800018310547,43.7859992980957,5701000,36.869457244873
2016-09-08,43.7999992370605,44.6500015258789,43.5019989013672,44.3359985351562,3581500,37.3325653076172
2016-09-09,44,44.4879989624023,42.242000579834,42.6339988708496,4699500,35.8994178771973
2016-09-12,41.6599998474121,46.1100006103516,41.6040000915527,46.0139999389648,8782000,38.7454948425293
2016-09-13,45.7379989624023,48.0940017700195,45.7360000610352,46.2540016174316,14067000,38.9475975036621
2016-09-14,46.4700012207031,48.6300010681152,46.4700012207031,46.9519996643066,12452500,39.5353355407715
2016-09-15,47.1520004272461,47.8400001525879,46.5139999389648,47.5499992370605,4489000,40.0388832092285
2016-09-16,47.5,48.5960006713867,47.25,47.6059989929199,6091000,40.0860252380371
2016-09-19,48.4259986877441,50.484001159668,48.1059989929199,49.7980003356934,10960000,41.931770324707
2016-09-20,49.9939994812012,50.5940017700195,48.2200012207031,48.8279991149902,7442000,41.1149978637695
2016-09-21,49.5979995727539,50.2939987182617,49.2000007629395,49.9080009460449,6630000,42.0244026184082
2016-09-22,50.25,50.8959999084473,49.9480018615723,50.4099998474121,6424500,42.4471092224121
2016-09-23,49.6199989318848,49.9799995422363,49.1640014648438,49.484001159668,5099000,41.667366027832
2016-09-26,48.6419982910156,48.765998840332,47.4459991455078,48.242000579834,8469500,40.6215629577637
2016-09-27,48.773998260498,49.7140007019043,48.5,48.8300018310547,5160500,41.1166954040527
2016-09-28,49,49.2459983825684,48.310001373291,48.6980018615723,2974000,41.0055351257324
2016-09-29,48.4900016784668,48.8600006103516,48.2179985046387,48.4119987487793,4202500,40.7647132873535
2016-09-30,48.6940002441406,48.7960014343262,47.6040000915527,48.1559982299805,3846500,40.5491523742676
2016-10-03,48.7480010986328,49.5740013122559,48.6619987487793,48.9720001220703,3238000,41.236255645752
2016-10-04,49.3440017700195,50.1940002441406,49.2400016784668,49.7200012207031,5011000,41.8661003112793
2016-10-05,49.7400016784668,49.9500007629395,49.4519996643066,49.6259994506836,3154000,41.7869453430176
2016-10-06,49.4939994812012,51.3479995727539,48.9780006408691,51.1959991455078,5404000,43.1089363098145
2016-10-07,51.0040016174316,51.5120010375977,50.0740013122559,50.5900001525879,4046500,42.5986671447754
2016-10-10,50.9000015258789,52.5439987182617,50.9000015258789,52.2680015563965,4332000,44.0116119384766
2016-10-11,52.2680015563965,52.2680015563965,50.6599998474121,50.8400001525879,5732500,42.8091812133789
2016-10-12,51.0320014953613,54.1860008239746,50.9000015258789,52.2840003967285,10183500,44.0250816345215
2016-10-13,51.6520004272461,52.7000007629395,50.4640007019043,52.3959999084473,6806500,44.119384765625
2016-10-14,53.1759986877441,54.515998840332,51.9640007019043,52.273998260498,8335000,44.0166625976562
2016-10-17,52.2960014343262,52.773998260498,51.7179985046387,52.2200012207031,4160000,43.97119140625
2016-10-18,52.9280014038086,53.7980003356934,52.8959999084473,53.1139984130859,4400500,44.7239761352539
2016-10-19,53.476001739502,53.7379989624023,52.3959999084473,52.7779998779297,3114500,44.441047668457
2016-10-20,52.7779998779297,53.1100006103516,52.4000015258789,52.9000015258789,4203500,44.5437698364258
2016-10-21,52.673999786377,52.9980010986328,52.2000007629395,52.7060012817383,2215500,44.380428314209
2016-10-24,53.5960006713867,53.6720008850098,53,53.4360008239746,4643000,44.9951019287109
2016-10-25,53.6259994506836,54.0880012512207,53.1339988708496,53.9199981689453,4885000,45.4026489257812
2016-10-26,53.6520004272461,53.6520004272461,53.0419998168945,53.1479988098145,3037500,44.7526054382324
2016-10-27,53.6440010070801,54.3320007324219,52.6539993286133,53.4099998474121,5147500,44.973217010498
2016-10-28,53.4000015258789,53.4099998474121,52.6419982910156,52.9939994812012,3551500,44.6229400634766
2016-10-31,53.0960006713867,53.7960014343262,51.3720016479492,51.3979988098145,5608500,43.2790298461914
2016-11-01,51.7999992370605,51.9780006408691,49.3279991149902,49.8059997558594,12938000,41.9385185241699
2016-11-02,49.7540016174316,49.7999992370605,48.2060012817383,48.5880012512207,8325500,40.9129180908203
2016-11-03,48.6240005493164,49.2299995422363,47.5320014953613,48.6839981079102,4542000,40.9937515258789
2016-11-04,48.0800018310547,49.1759986877441,48.0400009155273,48.6860008239746,3481500,40.9954299926758
2016-11-07,50.2859992980957,51.2000007629395,50.0060005187988,50.2360000610352,6053500,42.3005905151367
2016-11-08,50.2000007629395,50.3800010681152,49.4000015258789,49.7919998168945,4381000,41.9267234802246
2016-11-09,48.2900009155273,51.1399993896484,48.1319999694824,50.3720016479492,8054000,42.4151039123535
2016-11-10,47.9519996643066,50.4199981689453,44.9420013427734,45.7239990234375,23145000,38.5013160705566
2016-11-11,45.8019981384277,47.1759986877441,43.5999984741211,46.9140014648438,14222500,39.5033416748047
2016-11-14,46.8540000915527,47.1220016479492,43.2779998779297,43.5820007324219,9822500,36.6976699829102
2016-11-15,45.5219993591309,46.5800018310547,45.1119995117188,45.6199989318848,8587000,38.4137344360352
2016-11-16,45.2620010375977,46.3959999084473,44.765998840332,46.0260009765625,4310500,38.7556114196777
