Index,GOOGL.Open,GOOGL.High,GOOGL.Low,GOOGL.Close,GOOGL.Volume,GOOGL.Adjusted
2015-10-13,33.7130012512207,34.4230003356934,33.6554985046387,34.1585006713867,42446000,33.9023475646973
2015-10-14,34.1865005493164,34.5019989013672,33.9449996948242,34.0205001831055,31292000,33.7653770446777
2015-10-15,34.2625007629395,34.7080001831055,34.2195014953613,34.6510009765625,47156000,34.3911514282227
2015-10-16,34.7700004577637,34.8110008239746,34.4550018310547,34.765998840332,36316000,34.5052871704102
2015-10-19,34.7000007629395,35.0120010375977,34.6105003356934,34.997501373291,30172000,34.7350540161133
2015-10-20,34.8945007324219,34.9000015258789,33.6839981079102,34,52434000,33.7450256347656
2015-10-21,34.1604995727539,34.2449989318848,33.5349998474121,33.5900001525879,31952000,33.3381080627441
2015-10-22,33.7719993591309,34.4025001525879,33.5849990844727,34.056999206543,88632000,33.8016052246094
2015-10-23,37.5029983520508,37.625,35.8969993591309,35.9664993286133,126726000,35.6967849731445
2015-10-26,36.0009994506836,36.747501373291,36.0009994506836,36.5559997558594,48776000,36.2818641662598
2015-10-27,36.328498840332,36.7980003356934,36.2070007324219,36.640998840332,38778000,36.3662261962891
2015-10-28,36.6500015258789,36.8684997558594,36.3634986877441,36.8460006713867,39604000,36.5696907043457
2015-10-29,36.8315010070801,37.3395004272461,36.757999420166,37.2425003051758,36520000,36.9632110595703
2015-10-30,37.2779998779297,37.3154983520508,36.8264999389648,36.869499206543,39984000,36.5930137634277
2015-11-02,36.7265014648438,37.4090003967285,36.5724983215332,37.3870010375977,39914000,37.1066360473633
2015-11-03,37.2714996337891,37.5849990844727,37.0579986572266,37.4410018920898,36306000,37.160228729248
2015-11-04,37.4949989318848,37.9949989318848,37.4599990844727,37.7654991149902,41840000,37.482292175293
2015-11-05,37.9404983520508,38.3175010681152,37.8735008239746,38.0335006713867,45486000,37.7482833862305
2015-11-06,37.9695014953613,38.1510009765625,37.7514991760254,38.0800018310547,33544000,37.79443359375
2015-11-09,37.9259986877441,38.1650009155273,37.4555015563965,37.7384986877441,35538000,37.4554977416992
2015-11-10,37.673999786377,38.0299987792969,37.4205017089844,37.9129981994629,29798000,37.6286926269531
2015-11-11,38.1189994812012,38.4539985656738,37.9874992370605,38.2625007629395,41866000,37.9755668640137
2015-11-12,38.0089988708496,38.2900009155273,37.7929992675781,37.8264999389648,35452000,37.542839050293
2015-11-13,37.7019996643066,37.7664985656738,36.9734992980957,37.0035018920898,48188000,36.7260055541992
2015-11-16,37.0105018615723,37.5854988098145,36.7164993286133,37.5209999084473,50704000,37.2396240234375
2015-11-17,37.6235008239746,37.747501373291,37.2024993896484,37.298999786377,38864000,37.0192947387695
2015-11-18,37.4785003662109,38.0550003051758,37.369499206543,38.0004997253418,36266000,37.7155303955078
2015-11-19,37.9889984130859,38.1614990234375,37.861499786377,37.9970016479492,28078000,37.7120552062988
2015-11-20,38.4650001525879,38.9659996032715,38.2050018310547,38.8499984741211,55478000,38.5586585998535
2015-11-23,38.8735008239746,39.1450004577637,38.6754989624023,38.8349990844727,34648000,38.543773651123
2015-11-24,38.6479988098145,38.7994995117188,37.9054985046387,38.4814987182617,47880000,38.1929206848145
2015-11-25,38.5844993591309,38.6500015258789,38.3264999389648,38.4630012512207,23612000,38.1745643615723
2015-11-27,38.4580001831055,38.7000007629395,38.3499984741211,38.5984992980957,14434000,38.3090515136719
2015-11-30,38.5934982299805,38.7514991760254,38.0559997558594,38.1425018310547,33586000,37.8564682006836
2015-12-01,38.3470001220703,39.25,38.2975006103516,39.1894989013672,40398000,38.8956146240234
2015-12-02,39.2625007629395,39.6525001525879,38.8214988708496,38.8925018310547,46876000,38.6008453369141
2015-12-03,39.0279998779297,39.2239990234375,38.122501373291,38.4099998474121,41950000,38.1219635009766
2015-12-04,38.4855003356934,39.1209983825684,38.2755012512207,38.9604988098145,49800000,38.668327331543
2015-12-07,39.0029983520508,39.0499992370605,38.3359985351562,38.6495018005371,36626000,38.3596649169922
2015-12-08,38.2249984741211,38.9324989318848,38.1259994506836,38.7569999694824,31082000,38.4663619995117
2015-12-09,38.5550003051758,38.804500579834,37.6004981994629,38.127498626709,46550000,37.8415794372559
2015-12-10,38.179500579834,38.3035011291504,37.75,38.0019989013672,32458000,37.7170181274414
2015-12-11,37.4500007629395,37.8720016479492,37.4324989318848,37.5209999084473,43184000,37.2396240234375
2015-12-14,37.5629997253418,38.2075004577637,36.8129997253418,38.1269989013672,53864000,37.8410797119141
2015-12-15,38.3894996643066,38.7374992370605,37.9000015258789,38.0045013427734,49386000,37.7195014953613
2015-12-16,38.328498840332,39.0750007629395,37.8525009155273,38.8294982910156,53120000,38.5383148193359
2015-12-17,39.0579986572266,39.0794982910156,38.4650001525879,38.4915008544922,36510000,38.2028541564941
2015-12-18,38.361499786377,38.7070007324219,37.8294982910156,37.8424987792969,67794000,37.5587196350098
2015-12-21,38.1525001525879,38.3175010681152,37.7075004577637,38.0400009155273,34848000,37.7547340393066
2015-12-22,38.2135009765625,38.5169982910156,38.060001373291,38.3564987182617,36338000,38.0688629150391
2015-12-23,38.5345001220703,38.5950012207031,37.8824996948242,38.4254989624023,30594000,38.1373443603516
2015-12-24,38.4259986877441,38.4599990844727,38.2195014953613,38.2919998168945,10412000,38.0048446655273
2015-12-28,38.5,39.140998840332,38.3865013122559,39.1119995117188,31156000,38.8186950683594
2015-12-29,39.3494987487793,39.9345016479492,39.310001373291,39.6980018615723,38430000,39.4003028869629
2015-12-30,39.6980018615723,39.8230018615723,39.3600006103516,39.5149993896484,28566000,39.2186698913574
2015-12-31,39.390998840332,39.4165000915527,38.8660011291504,38.9005012512207,32752000,38.6087837219238
2016-01-04,38.1100006103516,38.1100006103516,37.3769989013672,37.9720001220703,67382000,37.6872482299805
2016-01-05,38.2050018310547,38.4599990844727,37.7825012207031,38.0764999389648,45216000,37.7909622192383
2016-01-06,37.5185012817383,38.2864990234375,37.4000015258789,37.9664993286133,48206000,37.6817855834961
2016-01-07,37.3245010375977,37.7654991149902,36.7639999389648,37.0499992370605,63132000,36.772159576416
2016-01-08,37.3899993896484,37.5060005187988,36.4459991455078,36.5455017089844,47506000,36.2714500427246
2016-01-11,36.5974998474121,36.7540016174316,35.9780006408691,36.6534996032715,50896000,36.3786315917969
2016-01-12,37.0374984741211,37.4169998168945,36.8214988708496,37.2669982910156,46816000,36.9875297546387
2016-01-13,37.4669990539551,37.6500015258789,35.8390007019043,35.9785003662109,51728000,35.7086982727051
2016-01-14,36.2220001220703,36.994499206543,35.25,36.5694999694824,55558000,36.2952575683594
2016-01-15,35.4995002746582,36.2080001831055,35.0755004882812,35.5245018005371,76676000,35.2581024169922
2016-01-19,36.0074996948242,36.2675018310547,35.4925003051758,35.9539985656738,48724000,35.6843795776367
2016-01-20,35.2949981689453,36.3474998474121,34.3889999389648,35.9280014038086,82440000,35.658576965332
2016-01-21,36.0084991455078,36.8834991455078,35.5555000305176,36.3334999084473,51938000,36.0610313415527
2016-01-22,37.0999984741211,37.4280014038086,37.0250015258789,37.2729988098145,47146000,36.9934883117676
2016-01-25,37.1920013427734,37.6230010986328,36.625,36.6809997558594,45340000,36.4059295654297
2016-01-26,36.7605018615723,36.9729995727539,36.3484992980957,36.6894989013672,30940000,36.414363861084
2016-01-27,36.7944984436035,36.7944984436035,35.6725006103516,35.8790016174316,42428000,35.6099433898926
2016-01-28,36.9095001220703,37.5579986572266,36.5299987792969,37.4150009155273,62104000,37.1344261169434
2016-01-29,37.4480018615723,38.255500793457,37.2099990844727,38.0675010681152,75808000,37.7820320129395
2016-02-01,38.5629997253418,38.8795013427734,38.0690002441406,38.538501739502,111522000,38.2495002746582
2016-02-02,40.0250015258789,40.5175018310547,39.0299987792969,39.0455017089844,135846000,38.7527008056641
2016-02-03,39.3139991760254,39.5714988708496,36.8129997253418,37.4690017700195,131114000,37.1880226135254
2016-02-04,37.2294998168945,37.2620010375977,36.1300010681152,36.5014991760254,104922000,36.2277717590332
2016-02-05,36.2750015258789,36.3359985351562,35.0069999694824,35.1879997253418,109556000,34.9241180419922
