Index,PFG.Open,PFG.High,PFG.Low,PFG.Close,PFG.Volume,PFG.Adjusted
2015-10-13,49.0099983215332,49.2299995422363,48.3600006103516,48.439998626709,810800,34.095775604248
2015-10-14,48.25,48.5400009155273,47.6699981689453,47.7700004577637,909800,33.6241798400879
2015-10-15,48.0699996948242,48.7799987792969,47.8400001525879,48.7700004577637,871100,34.3280410766602
2015-10-16,49.0699996948242,49.3699989318848,48.5200004577637,48.9300003051758,921800,34.440673828125
2015-10-19,48.6599998474121,49.1399993896484,48.5800018310547,49.1300010681152,961600,34.5814514160156
2015-10-20,48.9900016784668,49.5299987792969,48.9000015258789,49.3300018310547,836500,34.7222328186035
2015-10-21,49.4900016784668,49.689998626709,48.6199989318848,48.6599998474121,875600,34.2506217956543
2015-10-22,49.0200004577637,50.2200012207031,48.939998626709,49.7700004577637,1574000,35.0319213867188
2015-10-23,49.9300003051758,50.5499992370605,48.0400009155273,50.5099983215332,2322800,35.552791595459
2015-10-26,50.5,50.7000007629395,50.0900001525879,50.5900001525879,1289100,35.6091003417969
2015-10-27,50.1300010681152,50.2000007629395,48.8699989318848,48.9900016784668,1324900,34.48291015625
2015-10-28,49.189998626709,51,49.0099983215332,51,1467600,35.8976936340332
2015-10-29,50.7900009155273,51.2200012207031,50.5099983215332,50.7999992370605,1380500,35.7569274902344
2015-10-30,50.8300018310547,50.9599990844727,49.9700012207031,50.1599998474121,1497300,35.3064308166504
2015-11-02,50.3699989318848,51.5,50.0699996948242,51.3600006103516,1078500,36.1510925292969
2015-11-03,51.0999984741211,51.6599998474121,51.0400009155273,51.4000015258789,882500,36.1792526245117
2015-11-04,51.4900016784668,51.5999984741211,50.7000007629395,50.810001373291,980000,35.7639579772949
2015-11-05,50.8699989318848,51.1100006103516,50.5499992370605,50.9300003051758,856400,35.8484153747559
2015-11-06,52,52.2099990844727,51.2999992370605,51.9500007629395,1444700,36.5663833618164
2015-11-09,51.8699989318848,51.8800010681152,50.2200012207031,50.4599990844727,1809400,35.5176124572754
2015-11-10,50.4000015258789,50.689998626709,49.9300003051758,50.5900001525879,1119200,35.6091003417969
2015-11-11,50.9000015258789,50.9000015258789,50.2700004577637,50.5200004577637,700700,35.5598373413086
2015-11-12,50.1399993896484,50.25,49.0200004577637,49.0400009155273,1336100,34.5181121826172
2015-11-13,48.9199981689453,49.310001373291,48.5999984741211,48.7700004577637,1077400,34.3280410766602
2015-11-16,48.5800018310547,49.7099990844727,48.4199981689453,49.7000007629395,836900,34.9826622009277
2015-11-17,49.9300003051758,50.25,49.2799987792969,49.7299995422363,1395600,35.0037803649902
2015-11-18,49.9799995422363,50.8699989318848,49.5,50.8499984741211,1043800,35.7921104431152
2015-11-19,50.7400016784668,50.9799995422363,50.4500007629395,50.7200012207031,632900,35.700611114502
2015-11-20,50.9900016784668,51.1399993896484,50.6800003051758,50.8300018310547,758300,35.7780418395996
2015-11-23,50.7900009155273,51.0900001525879,50.6199989318848,50.7999992370605,751600,35.7569274902344
2015-11-24,50.2900009155273,50.8699989318848,49.9900016784668,50.75,956200,35.7217178344727
2015-11-25,50.939998626709,51,50.5499992370605,50.9099998474121,757100,35.8343505859375
2015-11-27,50.9199981689453,51.4500007629395,50.8800010681152,51.4199981689453,464500,36.1933212280273
2015-11-30,51.4199981689453,51.939998626709,51.060001373291,51.4599990844727,1281100,36.2214889526367
2015-12-01,51.7700004577637,52.1699981689453,51.4700012207031,52.1199989318848,1161300,36.68603515625
2015-12-02,52.1100006103516,52.1800003051758,51.0999984741211,51.1599998474121,1504000,36.0103187561035
2015-12-03,50.7599983215332,50.7599983215332,48.0299987792969,48.2000007629395,3629700,34.180736541748
2015-12-04,48.3300018310547,49.189998626709,48.2000007629395,49.1399993896484,2905300,34.8473167419434
2015-12-07,48.9099998474121,49.3600006103516,48.6800003051758,49.0499992370605,1990000,34.783504486084
2015-12-08,48.6100006103516,48.8600006103516,48.1100006103516,48.25,1536300,34.2161827087402
2015-12-09,48.0299987792969,48.6500015258789,46.9300003051758,47.2299995422363,1915400,33.4928512573242
2015-12-10,47.2599983215332,47.9099998474121,47.1599998474121,47.4300003051758,1759400,33.6346855163574
2015-12-11,46.6399993896484,46.7900009155273,44.9000015258789,45.2299995422363,3276900,32.0745697021484
2015-12-14,45.4000015258789,46,44.560001373291,44.9900016784668,1606400,31.9043712615967
2015-12-15,45.6300010681152,46.0699996948242,45.3600006103516,45.7700004577637,1864700,32.4575119018555
2015-12-16,46.1500015258789,46.8400001525879,45.560001373291,46.7299995422363,1705600,33.1382865905762
2015-12-17,46.810001373291,46.9199981689453,45.2099990844727,45.2299995422363,1703900,32.0745697021484
2015-12-18,45,45,43.8199996948242,43.8199996948242,2814900,31.0746669769287
2015-12-21,44.2799987792969,44.5499992370605,43.6399993896484,44.1699981689453,1533800,31.3228702545166
2015-12-22,44.5299987792969,44.9799995422363,44.0499992370605,44.810001373291,1005100,31.776725769043
2015-12-23,45.060001373291,45.8199996948242,44.9599990844727,45.7000007629395,991200,32.4078712463379
2015-12-24,45.6599998474121,45.8699989318848,45.4799995422363,45.6599998474121,383500,32.3795013427734
2015-12-28,45.3499984741211,45.5699996948242,44.9599990844727,45.5699996948242,837800,32.3156852722168
2015-12-29,46.4500007629395,46.4500007629395,45.9099998474121,46.1599998474121,965700,32.7340774536133
2015-12-30,46.0299987792969,46.1399993896484,45.4199981689453,45.4700012207031,798100,32.244758605957
2015-12-31,45.2099990844727,45.8699989318848,44.9199981689453,44.9799995422363,933700,31.8972816467285
2016-01-04,43.810001373291,44.0699996948242,43.2799987792969,44.0400009155273,1816200,31.2306900024414
2016-01-05,43.7900009155273,44.2999992370605,43.5900001525879,44.1399993896484,1487100,31.3016014099121
2016-01-06,43.2000007629395,43.3300018310547,42.0400009155273,42.3199996948242,2110400,30.0109596252441
2016-01-07,41.2999992370605,41.6500015258789,40.0999984741211,40.2299995422363,2936200,28.5288429260254
2016-01-08,40.7200012207031,41.1199989318848,40.0400009155273,40.1399993896484,3309300,28.4650268554688
2016-01-11,40.3300018310547,41.3300018310547,38.9300003051758,39.5099983215332,2188900,28.0182647705078
2016-01-12,40.189998626709,40.189998626709,39.060001373291,39.6800003051758,1387100,28.138822555542
2016-01-13,40.189998626709,40.4700012207031,37.9000015258789,38.2999992370605,2365500,27.1602020263672
2016-01-14,38.7700004577637,39.3899993896484,37.689998626709,38.9900016784668,1954800,27.6495094299316
2016-01-15,37.7400016784668,38.2700004577637,37.0299987792969,37.9099998474121,2510800,26.8836364746094
2016-01-19,38.7000007629395,38.8499984741211,37.1800003051758,37.5299987792969,1971900,26.6141624450684
2016-01-20,36.560001373291,36.8199996948242,35.2200012207031,36.4700012207031,2572100,25.862476348877
2016-01-21,36.5900001525879,37.7400016784668,36.3800010681152,36.8400001525879,1719400,26.1248569488525
2016-01-22,37.7700004577637,38.3699989318848,37.5299987792969,38.060001373291,1983000,26.9900093078613
2016-01-25,37.8699989318848,38.0200004577637,37.1500015258789,37.2299995422363,2162500,26.4014167785645
2016-01-26,37.3699989318848,38.0200004577637,37.3300018310547,37.939998626709,1584400,26.9049129486084
2016-01-27,37.75,38.7299995422363,37.2599983215332,37.5999984741211,1865500,26.6638107299805
