Index,BRK-B.Open,BRK-B.High,BRK-B.Low,BRK-B.Close,BRK-B.Volume,BRK-B.Adjusted
2016-12-02,160.050003051758,160.119995117188,158.699996948242,159.389999389648,3854400,159.389999389648
2016-12-05,160.25,160.679992675781,159.270004272461,160.210006713867,4870400,160.210006713867
2016-12-06,160.570007324219,161.550003051758,159.929992675781,161.339996337891,3543600,161.339996337891
2016-12-07,161.940002441406,164.690002441406,161.399993896484,164.690002441406,6043200,164.690002441406
2016-12-08,164.979995727539,165.949996948242,163.520004272461,164.110000610352,4902500,164.110000610352
2016-12-09,164.279998779297,165.160003662109,163.070007324219,164.860000610352,3887900,164.860000610352
2016-12-12,164.649993896484,166.639999389648,164.350006103516,166.119995117188,6759700,166.119995117188
2016-12-13,166.490005493164,166.990005493164,165.399993896484,166.619995117188,4359100,166.619995117188
2016-12-14,166.589996337891,167.25,164.539993286133,165.059997558594,4537400,165.059997558594
2016-12-15,165.5,167.020004272461,164.800003051758,165.729995727539,3985500,165.729995727539
2016-12-16,166.139999389648,166.149993896484,164.330001831055,164.759994506836,7046200,164.759994506836
2016-12-19,165.190002441406,165.649993896484,164.479995727539,165.350006103516,2972500,165.350006103516
2016-12-20,166.149993896484,166.419998168945,165.399993896484,166.360000610352,3103100,166.360000610352
2016-12-21,166.399993896484,166.669998168945,165.550003051758,165.949996948242,2480500,165.949996948242
2016-12-22,165.770004272461,166.119995117188,164.889999389648,166.029998779297,2511600,166.029998779297
2016-12-23,166.259994506836,166.440002441406,164.770004272461,165.320007324219,2043100,165.320007324219
2016-12-27,165.509994506836,165.820007324219,164.779998779297,164.949996948242,2133800,164.949996948242
2016-12-28,165.449996948242,165.639999389648,163.559997558594,163.75,2626800,163.75
