Index,SYGEU.JO.Open,SYGEU.JO.High,SYGEU.JO.Low,SYGEU.JO.Close,SYGEU.JO.Volume,SYGEU.JO.Adjusted
2018-09-21,5796.7998046875,5796.7998046875,5796.7998046875,5796.7998046875,0,5793.03662109375
2018-09-25,5817.2001953125,5817.2001953125,5817.2001953125,5817.2001953125,0,5813.4248046875
2018-09-26,5750.7998046875,5750.7998046875,5750.7998046875,5750.7998046875,0,5747.06689453125
2018-09-27,5684.60009765625,5684.60009765625,5684.60009765625,5684.60009765625,0,5680.90966796875
2018-09-28,5610,5610,5610,5610,0,5606.3583984375
2018-10-01,5638.2998046875,5638.2998046875,5638.2998046875,5638.2998046875,0,5634.64013671875
2018-10-02,5631.39990234375,5631.39990234375,5631.39990234375,5631.39990234375,0,5627.74365234375
2018-10-03,5661.10009765625,5661.10009765625,5661.10009765625,5661.10009765625,0,5657.42578125
2018-10-04,5748.60009765625,5748.60009765625,5748.60009765625,5748.60009765625,0,5744.8681640625
2018-10-05,5700.2001953125,5700.2001953125,5700.2001953125,5700.2001953125,0,5696.49951171875
2018-10-08,5669.39990234375,5669.39990234375,5669.39990234375,5669.39990234375,0,5665.7197265625
2018-10-09,5649.5,5649.5,5649.5,5649.5,0,5645.8330078125
2018-10-10,5540.60009765625,5540.60009765625,5540.60009765625,5540.60009765625,0,5537.0029296875
2018-10-11,5452.2998046875,5452.2998046875,5452.2998046875,5452.2998046875,0,5448.76025390625
2018-10-12,5362.2001953125,5362.2001953125,5362.2001953125,5362.2001953125,0,5358.7197265625
2018-10-15,5364.89990234375,5364.89990234375,5364.89990234375,5364.89990234375,0,5361.41796875
2018-10-16,5379,5379,5379,5379,0,5375.5078125
2018-10-17,5327,5327,5327,5327,0,5323.54150390625
2018-10-18,5309.60009765625,5309.60009765625,5309.60009765625,5309.60009765625,0,5306.15283203125
2018-10-19,5341.7001953125,5341.7001953125,5341.7001953125,5341.7001953125,0,5338.23291015625
2018-10-22,5246.39990234375,5246.39990234375,5246.39990234375,5246.39990234375,0,5242.99365234375
2018-10-23,5214.2001953125,5214.2001953125,5214.2001953125,5214.2001953125,0,5210.81494140625
2018-10-24,5187.2001953125,5187.2001953125,5187.2001953125,5187.2001953125,0,5183.8330078125
2018-10-25,5269.10009765625,5269.10009765625,5269.10009765625,5269.10009765625,0,5265.6796875
2018-10-26,5241.10009765625,5241.10009765625,5241.10009765625,5241.10009765625,0,5237.697265625
2018-10-29,5241.10009765625,5241.10009765625,5241.10009765625,5241.10009765625,0,5237.697265625
2018-10-30,5252,5252,5252,5252,0,5248.59033203125
2018-10-31,5370.7001953125,5370.7001953125,5370.7001953125,5370.7001953125,0,5367.2138671875
2018-11-01,5319.89990234375,5319.89990234375,5319.89990234375,5319.89990234375,0,5316.44677734375
2018-11-02,5281.7998046875,5281.7998046875,5281.7998046875,5281.7998046875,0,5278.37060546875
2018-11-05,5223,5223,5223,5223,0,5219.609375
2018-11-06,5216.89990234375,5216.89990234375,5216.89990234375,5216.89990234375,0,5213.5126953125
2018-11-07,5223,5223,5223,5223,0,5219.609375
2018-11-08,5216.5,5216.5,5216.5,5216.5,0,5213.11328125
2018-11-09,5258.60009765625,5258.60009765625,5258.60009765625,5258.60009765625,0,5255.1865234375
2018-11-12,5201.60009765625,5201.60009765625,5201.60009765625,5201.60009765625,0,5198.22265625
2018-11-13,5288.2001953125,5288.2001953125,5288.2001953125,5288.2001953125,0,5284.76708984375
2018-11-14,5220,5220,5220,5220,0,5216.611328125
2018-11-15,5177.7001953125,5177.7001953125,5177.7001953125,5177.7001953125,0,5174.3388671875
2018-11-16,5116.7001953125,5116.7001953125,5116.7001953125,5116.7001953125,0,5113.37939453125
2018-11-19,5079.2001953125,5079.2001953125,5079.2001953125,5079.2001953125,0,5075.90283203125
2018-11-20,5016.89990234375,5016.89990234375,5016.89990234375,5016.89990234375,0,5013.64306640625
2018-11-21,5016.7998046875,5016.7998046875,5016.7998046875,5016.7998046875,0,5013.54296875
2018-11-22,4927.7998046875,4927.7998046875,4927.7998046875,4927.7998046875,0,4924.60107421875
2018-11-23,4950.7998046875,4950.7998046875,4950.7998046875,4950.7998046875,0,4947.58544921875
2018-11-26,5007.2998046875,5007.2998046875,5007.2998046875,5007.2998046875,0,5004.0498046875
2018-11-27,4994.89990234375,4994.89990234375,4994.89990234375,4994.89990234375,0,4991.65771484375
2018-11-28,4999.5,4999.5,4999.5,4999.5,0,4996.2548828125
2018-11-29,4949.60009765625,4949.60009765625,4949.60009765625,4949.60009765625,0,4946.38720703125
2018-11-30,5000.60009765625,5000.60009765625,5000.60009765625,5000.60009765625,0,4997.35400390625
2018-12-03,5015.39990234375,5015.39990234375,5015.39990234375,5015.39990234375,0,5012.14453125
2018-12-04,4984.39990234375,4984.39990234375,4984.39990234375,4984.39990234375,0,4981.16455078125
2018-12-05,4967.39990234375,4967.39990234375,4967.39990234375,4967.39990234375,0,4964.17578125
2018-12-06,4930.10009765625,4930.10009765625,4930.10009765625,4930.10009765625,0,4926.900390625
2018-12-07,4915.39990234375,4915.39990234375,4915.39990234375,4915.39990234375,0,4912.20947265625
2018-12-10,4969.2001953125,4969.2001953125,4969.2001953125,4969.2001953125,0,4965.97412109375
2018-12-11,4982.39990234375,4982.39990234375,4982.39990234375,4982.39990234375,0,4979.16552734375
2018-12-12,4992.5,4992.5,4992.5,4992.5,0,4989.25927734375
2018-12-13,5032.10009765625,5032.10009765625,5032.10009765625,5032.10009765625,0,5028.8330078125
2018-12-14,5053.7001953125,5053.7001953125,5053.7001953125,5053.7001953125,0,5050.42041015625
2018-12-18,4958.2001953125,4958.2001953125,4958.2001953125,4958.2001953125,0,4954.98095703125
2018-12-19,4958.7998046875,4958.7998046875,4958.7998046875,4958.7998046875,0,4955.58056640625
2018-12-20,4920.7001953125,4920.7001953125,4920.7001953125,4920.7001953125,0,4917.5068359375
2018-12-21,4963.7998046875,4963.7998046875,4963.7998046875,4963.7998046875,0,4960.5771484375
2018-12-24,4970.60009765625,4970.60009765625,4970.60009765625,4970.60009765625,0,4967.3740234375
2018-12-27,4882.39990234375,4882.39990234375,4882.39990234375,4882.39990234375,0,4879.23046875
2018-12-28,4929.89990234375,4929.89990234375,4929.89990234375,4929.89990234375,0,4926.7001953125
2018-12-31,4958,4958,4958,4958,0,4954.78076171875
2019-01-02,4921,4921,4921,4921,0,4917.81640625
2019-01-03,4857.7998046875,4857.7998046875,4857.7998046875,4857.7998046875,0,4854.65673828125
2019-01-04,4876.7998046875,4876.7998046875,4876.7998046875,4876.7998046875,0,4873.64404296875
2019-01-07,4841.2998046875,4841.2998046875,4841.2998046875,4841.2998046875,0,4838.16796875
2019-01-08,4905.5,4905.5,4905.5,4905.5,0,4902.326171875
2019-01-09,4944.2001953125,4944.2001953125,4944.2001953125,4944.2001953125,0,4941.00048828125
2019-01-10,4923.7001953125,4923.7001953125,4923.7001953125,4923.7001953125,0,4920.51416015625
2019-01-11,4902.60009765625,4902.60009765625,4902.60009765625,4902.60009765625,0,4899.427734375
2019-01-14,4850.60009765625,4850.60009765625,4850.60009765625,4850.60009765625,0,4847.46142578125
2019-01-15,4852,4852,4852,4852,0,4848.85986328125
2019-01-16,4833.2001953125,4833.2001953125,4833.2001953125,4833.2001953125,0,4830.07275390625
2019-01-17,4836.89990234375,4836.89990234375,4836.89990234375,4836.89990234375,0,4833.7705078125
2019-01-18,4927.7998046875,4927.7998046875,4927.7998046875,4927.7998046875,0,4924.61083984375
2019-01-21,4935.2001953125,4935.2001953125,4935.2001953125,4935.2001953125,0,4932.00634765625
2019-01-22,4938.7998046875,4938.7998046875,4938.7998046875,4938.7998046875,0,4935.60400390625
2019-01-23,4922.7998046875,4922.7998046875,4922.7998046875,4922.7998046875,0,4919.61376953125
2019-01-24,4886.5,4886.5,4886.5,4886.5,0,4883.33837890625
2019-01-25,4925,4925,4925,4925,0,4921.8125
2019-01-28,4938.60009765625,4938.60009765625,4938.60009765625,4938.60009765625,0,4935.40478515625
2019-01-29,4924.39990234375,4924.39990234375,4924.39990234375,4924.39990234375,0,4921.21337890625
2019-01-30,4928.60009765625,4928.60009765625,4928.60009765625,4928.60009765625,0,4925.41064453125
2019-01-31,4839.10009765625,4839.10009765625,4839.10009765625,4839.10009765625,0,4835.9697265625
2019-02-01,4874.02001953125,4874.02001953125,4874.02001953125,4874.02001953125,0,4870.86572265625
2019-02-04,4839.10009765625,4839.10009765625,4839.10009765625,4839.10009765625,0,4835.9697265625
2019-02-05,4943.56884765625,4943.56884765625,4943.56884765625,4943.56884765625,0,4940.3701171875
2019-02-06,4961.51611328125,4961.51611328125,4961.51611328125,4961.51611328125,0,4958.3056640625
2019-02-07,4908.44677734375,4908.44677734375,4908.44677734375,4908.44677734375,0,4905.27001953125
2019-02-08,4871.66015625,4871.66015625,4871.66015625,4871.66015625,0,4868.5078125
2019-02-11,4946.5810546875,4946.5810546875,4946.5810546875,4946.5810546875,0,4943.3798828125
2019-02-12,4998.76806640625,4998.76806640625,4998.76806640625,4998.76806640625,0,4995.53369140625
2019-02-13,5080.98583984375,5080.98583984375,5080.98583984375,5080.98583984375,0,5077.6982421875
2019-02-14,5143.06005859375,5143.06005859375,5143.06005859375,5143.06005859375,0,5139.73193359375
2019-02-15,5192.5478515625,5192.5478515625,5192.5478515625,5192.5478515625,0,5189.1884765625
2019-02-18,5219.31201171875,5219.31201171875,5219.31201171875,5219.31201171875,0,5215.93408203125
2019-02-19,5216.3271484375,5216.3271484375,5216.3271484375,5216.3271484375,0,5212.951171875
2019-02-20,5201.6767578125,5201.6767578125,5201.6767578125,5201.6767578125,0,5198.31005859375
2019-02-21,5212.712890625,5212.712890625,5212.712890625,5212.712890625,0,5209.33935546875
2019-02-22,5213.7412109375,5213.7412109375,5213.7412109375,5213.7412109375,0,5210.36669921875
2019-02-25,5172.2578125,5172.2578125,5172.2578125,5172.2578125,0,5168.91064453125
2019-02-26,5216.22998046875,5216.22998046875,5216.22998046875,5216.22998046875,0,5212.85400390625
2019-02-27,5241.59423828125,5241.59423828125,5241.59423828125,5241.59423828125,0,5238.2021484375
2019-02-28,5308.3388671875,5308.3388671875,5308.3388671875,5308.3388671875,0,5304.90380859375
2019-03-01,5385.1689453125,5385.1689453125,5385.1689453125,5385.1689453125,0,5381.68408203125
2019-03-04,5378.90283203125,5378.90283203125,5378.90283203125,5378.90283203125,0,5375.42138671875
2019-03-05,5358.384765625,5358.384765625,5358.384765625,5358.384765625,0,5354.91748046875
2019-03-06,5370.53515625,5370.53515625,5370.53515625,5370.53515625,0,5367.0595703125
2019-03-07,5417.35009765625,5417.35009765625,5417.35009765625,5417.35009765625,0,5413.84423828125
2019-03-08,5357.48388671875,5357.48388671875,5357.48388671875,5357.48388671875,0,5354.0166015625
2019-03-11,5355.23583984375,5355.23583984375,5355.23583984375,5355.23583984375,0,5351.77099609375
2019-03-12,5366.93408203125,5366.93408203125,5366.93408203125,5366.93408203125,0,5363.46142578125
2019-03-13,5443.51708984375,5443.51708984375,5443.51708984375,5443.51708984375,0,5439.99462890625
2019-03-14,5505.14892578125,5505.14892578125,5505.14892578125,5505.14892578125,0,5501.58642578125
2019-03-15,5552.8369140625,5552.8369140625,5552.8369140625,5552.8369140625,0,5549.2431640625
2019-03-18,5572.09619140625,5572.09619140625,5572.09619140625,5572.09619140625,0,5568.49072265625
2019-03-19,5615.3837890625,5615.3837890625,5615.3837890625,5615.3837890625,0,5611.74951171875
2019-03-20,5533.47509765625,5533.47509765625,5533.47509765625,5533.47509765625,0,5529.89501953125
2019-03-22,5431.14306640625,5431.14306640625,5431.14306640625,5431.14306640625,0,5427.62841796875
2019-03-25,5381.94482421875,5381.94482421875,5381.94482421875,5381.94482421875,0,5378.46240234375
2019-03-26,5432.2841796875,5432.2841796875,5432.2841796875,5432.2841796875,0,5428.76953125
2019-03-27,5497.0029296875,5497.0029296875,5497.0029296875,5497.0029296875,0,5493.44580078125
2019-03-28,5485.22705078125,5485.22705078125,5485.22705078125,5485.22705078125,0,5481.67724609375
2019-03-29,5462.69921875,5462.69921875,5462.69921875,5462.69921875,0,5459.16455078125
2019-04-01,5410.55517578125,5410.55517578125,5410.55517578125,5410.55517578125,0,5407.0537109375
2019-04-02,5440.77880859375,5440.77880859375,5440.77880859375,5440.77880859375,0,5437.2587890625
2019-04-03,5495.873046875,5495.873046875,5495.873046875,5495.873046875,0,5492.31640625
2019-04-04,5482.033203125,5482.033203125,5482.033203125,5482.033203125,0,5478.486328125
2019-04-05,5474.4248046875,5474.4248046875,5474.4248046875,5474.4248046875,0,5470.88232421875
2019-04-08,5503.40576171875,5503.40576171875,5503.40576171875,5503.40576171875,0,5499.84423828125
2019-04-09,5440.45703125,5440.45703125,5440.45703125,5440.45703125,0,5436.9375
2019-04-10,5399.326171875,5399.326171875,5399.326171875,5399.326171875,0,5395.83203125
2019-04-11,5450.92578125,5450.92578125,5450.92578125,5450.92578125,0,5447.3984375
2019-04-12,5473.35107421875,5473.35107421875,5473.35107421875,5473.35107421875,0,5469.81005859375
2019-04-15,5508.42578125,5508.42578125,5508.42578125,5508.42578125,0,5504.86083984375
2019-04-16,5548.81591796875,5548.81591796875,5548.81591796875,5548.81591796875,0,5545.2255859375
2019-04-17,5530.2919921875,5530.2919921875,5530.2919921875,5530.2919921875,0,5526.71337890625
2019-04-18,5570.1240234375,5570.1240234375,5570.1240234375,5570.1240234375,0,5566.5205078125
2019-04-23,5663.9140625,5663.9140625,5663.9140625,5663.9140625,0,5660.2490234375
2019-04-24,5692.19482421875,5692.19482421875,5692.19482421875,5692.19482421875,0,5688.51123046875
2019-04-25,5660.84716796875,5660.84716796875,5660.84716796875,5660.84716796875,0,5657.18408203125
2019-04-26,5635.81787109375,5635.81787109375,5635.81787109375,5635.81787109375,0,5632.1708984375
2019-04-29,5646.48291015625,5646.48291015625,5646.48291015625,5646.48291015625,0,5642.82958984375
2019-04-30,5703.64697265625,5703.64697265625,5703.64697265625,5703.64697265625,0,5699.9560546875
2019-05-02,5740.17578125,5740.17578125,5740.17578125,5740.17578125,0,5736.4619140625
2019-05-03,5697.85498046875,5697.85498046875,5697.85498046875,5697.85498046875,0,5694.16796875
2019-05-06,5693.10205078125,5693.10205078125,5693.10205078125,5693.10205078125,0,5689.41845703125
2019-05-07,5572.1337890625,5572.1337890625,5572.1337890625,5572.1337890625,0,5568.5283203125
2019-05-09,5514.65380859375,5514.65380859375,5514.65380859375,5514.65380859375,0,5511.08544921875
2019-05-10,5453.1982421875,5453.1982421875,5453.1982421875,5453.1982421875,0,5449.66943359375
2019-05-13,5427.708984375,5427.708984375,5427.708984375,5427.708984375,0,5424.1962890625
2019-05-14,5451.1689453125,5451.1689453125,5451.1689453125,5451.1689453125,0,5447.64111328125
2019-05-15,5477.7998046875,5477.7998046875,5477.7998046875,5477.7998046875,0,5474.2548828125
2019-05-16,5560.365234375,5560.365234375,5560.365234375,5560.365234375,0,5556.767578125
2019-05-17,5599.81103515625,5599.81103515625,5599.81103515625,5599.81103515625,0,5596.1865234375
2019-05-20,5506.14990234375,5506.14990234375,5506.14990234375,5506.14990234375,0,5502.58642578125
2019-05-21,5551.10009765625,5551.10009765625,5551.10009765625,5551.10009765625,0,5547.50830078125
2019-05-22,5534.962890625,5534.962890625,5534.962890625,5534.962890625,0,5531.380859375
2019-05-23,5481.22509765625,5481.22509765625,5481.22509765625,5481.22509765625,0,5477.67822265625
2019-05-24,5527.43603515625,5527.43603515625,5527.43603515625,5527.43603515625,0,5523.859375
2019-05-27,5554.51513671875,5554.51513671875,5554.51513671875,5554.51513671875,0,5550.9208984375
2019-05-28,5630.708984375,5630.708984375,5630.708984375,5630.708984375,0,5627.0654296875
2019-05-29,5545.576171875,5545.576171875,5545.576171875,5545.576171875,0,5541.98828125
2019-05-30,5543.17919921875,5543.17919921875,5543.17919921875,5543.17919921875,0,5539.591796875
2019-05-31,5441.30517578125,5441.30517578125,5441.30517578125,5441.30517578125,0,5437.78515625
2019-06-03,5469.49609375,5469.49609375,5469.49609375,5469.49609375,0,5465.95703125
2019-06-04,5631.4638671875,5631.4638671875,5631.4638671875,5631.4638671875,0,5627.81884765625
2019-06-05,5729.90283203125,5729.90283203125,5729.90283203125,5729.90283203125,0,5726.1953125
2019-06-06,5773.68212890625,5773.68212890625,5773.68212890625,5773.68212890625,0,5769.9462890625
2019-06-07,5838.0380859375,5838.0380859375,5838.0380859375,5838.0380859375,0,5834.26025390625
2019-06-10,5787.3310546875,5787.3310546875,5787.3310546875,5787.3310546875,0,5783.58642578125
2019-06-11,5779.88623046875,5779.88623046875,5779.88623046875,5779.88623046875,0,5776.1455078125
2019-06-12,5806.18603515625,5806.18603515625,5806.18603515625,5806.18603515625,0,5802.42822265625
2019-06-13,5815.75390625,5815.75390625,5815.75390625,5815.75390625,0,5811.99072265625
2019-06-14,5726.5869140625,5726.5869140625,5726.5869140625,5726.5869140625,0,5722.880859375
2019-06-18,5728.126953125,5728.126953125,5728.126953125,5728.126953125,0,5724.419921875
2019-06-19,5751.52978515625,5751.52978515625,5751.52978515625,5751.52978515625,0,5747.8076171875
2019-06-20,5726.30517578125,5726.30517578125,5726.30517578125,5726.30517578125,0,5722.59912109375
2019-06-21,5739.4140625,5739.4140625,5739.4140625,5739.4140625,0,5735.7001953125
2019-06-24,5775.783203125,5775.783203125,5775.783203125,5775.783203125,0,5772.0458984375
2019-06-25,5729.65283203125,5729.65283203125,5729.65283203125,5729.65283203125,0,5725.9453125
2019-06-26,5712.18603515625,5712.18603515625,5712.18603515625,5712.18603515625,0,5708.4892578125
2019-06-27,5657.59912109375,5657.59912109375,5657.59912109375,5657.59912109375,0,5653.9375
2019-06-28,5699.60888671875,5699.60888671875,5699.60888671875,5699.60888671875,0,5695.92041015625
2019-07-01,5694.05615234375,5694.05615234375,5694.05615234375,5694.05615234375,0,5690.3720703125
2019-07-02,5704.02880859375,5704.02880859375,5704.02880859375,5704.02880859375,0,5700.33740234375
2019-07-03,5745.4619140625,5745.4619140625,5745.4619140625,5745.4619140625,0,5741.744140625
2019-07-04,5733.4189453125,5733.4189453125,5733.4189453125,5733.4189453125,0,5729.70849609375
2019-07-05,5742.7568359375,5742.7568359375,5742.7568359375,5742.7568359375,0,5739.04052734375
2019-07-08,5713.60400390625,5713.60400390625,5713.60400390625,5713.60400390625,0,5709.90576171875
2019-07-09,5697.9140625,5697.9140625,5697.9140625,5697.9140625,0,5694.22705078125
2019-07-10,5665.98388671875,5665.98388671875,5665.98388671875,5665.98388671875,0,5662.31787109375
2019-07-11,5607.455078125,5607.455078125,5607.455078125,5607.455078125,0,5603.82666015625
2019-07-12,5645.19384765625,5645.19384765625,5645.19384765625,5645.19384765625,0,5641.54052734375
2019-07-15,5602.9072265625,5602.9072265625,5602.9072265625,5602.9072265625,0,5599.28173828125
2019-07-16,5618.65185546875,5618.65185546875,5618.65185546875,5618.65185546875,0,5615.01611328125
2019-07-17,5518.2109375,5518.2109375,5518.2109375,5518.2109375,0,5515.62109375
2019-07-18,5455.7158203125,5455.7158203125,5455.7158203125,5455.7158203125,0,5453.15478515625
2019-07-19,5457.06298828125,5457.06298828125,5457.06298828125,5457.06298828125,0,5454.50146484375
2019-07-22,5448.85986328125,5448.85986328125,5448.85986328125,5448.85986328125,0,5446.3017578125
2019-07-23,5494.18017578125,5494.18017578125,5494.18017578125,5494.18017578125,0,5491.60107421875
2019-07-24,5488.8759765625,5488.8759765625,5488.8759765625,5488.8759765625,0,5486.29931640625
2019-07-25,5520.55908203125,5520.55908203125,5520.55908203125,5520.55908203125,0,5517.96875
2019-07-26,5616.630859375,5616.630859375,5616.630859375,5616.630859375,0,5613.994140625
2019-07-29,5598.85107421875,5598.85107421875,5598.85107421875,5598.85107421875,0,5596.22314453125
2019-07-30,5495.39599609375,5495.39599609375,5495.39599609375,5495.39599609375,0,5492.81640625
2019-07-31,5495.97802734375,5495.97802734375,5495.97802734375,5495.97802734375,0,5493.39794921875
2019-08-01,5635.578125,5635.578125,5635.578125,5635.578125,0,5632.9326171875
2019-08-02,5554.65478515625,5554.65478515625,5554.65478515625,5554.65478515625,0,5552.0478515625
2019-08-05,5548.27197265625,5548.27197265625,5548.27197265625,5548.27197265625,0,5545.66796875
2019-08-06,5526.81787109375,5526.81787109375,5526.81787109375,5526.81787109375,0,5524.22412109375
2019-08-07,5627.77099609375,5627.77099609375,5627.77099609375,5627.77099609375,0,5625.12890625
2019-08-08,5724.15380859375,5724.15380859375,5724.15380859375,5724.15380859375,0,5721.46728515625
2019-08-12,5756.89892578125,5756.89892578125,5756.89892578125,5756.89892578125,0,5754.19677734375
2019-08-13,5726.11279296875,5726.11279296875,5726.11279296875,5726.11279296875,0,5723.42431640625
2019-08-14,5680.19677734375,5680.19677734375,5680.19677734375,5680.19677734375,0,5677.5302734375
2019-08-15,5594.7158203125,5594.7158203125,5594.7158203125,5594.7158203125,0,5592.08935546875
2019-08-16,5658.77294921875,5658.77294921875,5658.77294921875,5658.77294921875,0,5656.11669921875
2019-08-19,5788.93798828125,5788.93798828125,5788.93798828125,5788.93798828125,0,5786.22021484375
2019-08-20,5725.365234375,5725.365234375,5725.365234375,5725.365234375,0,5722.67724609375
2019-08-21,5767.85302734375,5767.85302734375,5767.85302734375,5767.85302734375,0,5765.1455078125
2019-08-22,5723.10400390625,5723.10400390625,5723.10400390625,5723.10400390625,0,5720.41748046875
2019-08-23,5624.93017578125,5624.93017578125,5624.93017578125,5624.93017578125,0,5622.28955078125
2019-08-26,5695.09912109375,5695.09912109375,5695.09912109375,5695.09912109375,0,5692.42626953125
2019-08-27,5761.912109375,5761.912109375,5761.912109375,5761.912109375,0,5759.20751953125
2019-08-28,5758.5830078125,5758.5830078125,5758.5830078125,5758.5830078125,0,5755.88037109375
2019-08-29,5809.25390625,5809.25390625,5809.25390625,5809.25390625,0,5806.52685546875
2019-08-30,5756.9619140625,5756.9619140625,5756.9619140625,5756.9619140625,0,5754.259765625
2019-09-02,5743.6337890625,5743.6337890625,5743.6337890625,5743.6337890625,0,5740.9375
2019-09-03,5699.0439453125,5699.0439453125,5699.0439453125,5699.0439453125,0,5696.36865234375
2019-09-04,5664.13818359375,5664.13818359375,5664.13818359375,5664.13818359375,0,5661.4794921875
2019-09-05,5741.10107421875,5741.10107421875,5741.10107421875,5741.10107421875,0,5738.40673828125
2019-09-06,5720.0751953125,5720.0751953125,5720.0751953125,5720.0751953125,0,5717.3896484375
2019-09-09,NA,NA,NA,NA,NA,NA
2019-09-10,5695.67919921875,5695.67919921875,5695.67919921875,5695.67919921875,0,5693.00634765625
2019-09-11,5725.02978515625,5725.02978515625,5725.02978515625,5725.02978515625,0,5722.341796875
2019-09-12,5724.8330078125,5724.8330078125,5724.8330078125,5724.8330078125,0,5722.14599609375
2019-09-13,5735.64306640625,5735.64306640625,5735.64306640625,5735.64306640625,0,5732.95068359375
2019-09-16,5670.4130859375,5670.4130859375,5670.4130859375,5670.4130859375,0,5667.7509765625
2019-09-17,5752.92578125,5752.92578125,5752.92578125,5752.92578125,0,5750.2255859375
2019-09-18,5735.7490234375,5735.7490234375,5735.7490234375,5735.7490234375,0,5733.056640625
2019-09-19,5791.77978515625,5791.77978515625,5791.77978515625,5791.77978515625,0,5789.06103515625
2019-09-20,5895.68212890625,5895.68212890625,5895.68212890625,5895.68212890625,0,5892.9150390625
2019-09-23,5798.17822265625,5798.17822265625,5798.17822265625,5798.17822265625,0,5795.45654296875
2019-09-25,5800.22900390625,5800.22900390625,5800.22900390625,5800.22900390625,0,5797.505859375
2019-09-26,5833.09423828125,5833.09423828125,5833.09423828125,5833.09423828125,0,5830.3564453125
2019-09-27,5888.41796875,5888.41796875,5888.41796875,5888.41796875,0,5885.65380859375
2019-09-30,5928.47705078125,5928.47705078125,5928.47705078125,5928.47705078125,0,5925.69384765625
2019-10-01,5920.21484375,5920.21484375,5920.21484375,5920.21484375,0,5917.4365234375
2019-10-02,5726.9990234375,5726.9990234375,5726.9990234375,5726.9990234375,0,5724.310546875
2019-10-03,5716.39501953125,5716.39501953125,5716.39501953125,5716.39501953125,0,5713.7119140625
2019-10-04,5722.4912109375,5722.4912109375,5722.4912109375,5722.4912109375,0,5719.80517578125
2019-10-07,5805.64111328125,5805.64111328125,5805.64111328125,5805.64111328125,0,5802.916015625
2019-10-08,5766.7001953125,5766.7001953125,5766.7001953125,5766.7001953125,0,5763.9931640625
2019-10-09,5805.8408203125,5805.8408203125,5805.8408203125,5805.8408203125,0,5803.115234375
2019-10-10,5828.8681640625,5828.8681640625,5828.8681640625,5828.8681640625,0,5826.13232421875
2019-10-11,5861.31494140625,5861.31494140625,5861.31494140625,5861.31494140625,0,5858.56396484375
2019-10-14,5829.9990234375,5829.9990234375,5829.9990234375,5829.9990234375,0,5827.26220703125
2019-10-15,5923.6748046875,5923.6748046875,5923.6748046875,5923.6748046875,0,5920.89453125
2019-10-16,5979.20703125,5979.20703125,5979.20703125,5979.20703125,0,5976.39990234375
2019-10-17,5935.1640625,5935.1640625,5935.1640625,5935.1640625,0,5932.37841796875
2019-10-18,5927.41015625,5927.41015625,5927.41015625,5927.41015625,0,5924.6279296875
2019-10-21,5952.22998046875,5952.22998046875,5952.22998046875,5952.22998046875,0,5949.4365234375
2019-10-22,5892.97705078125,5892.97705078125,5892.97705078125,5892.97705078125,0,5890.2109375
2019-10-23,5891.98486328125,5891.98486328125,5891.98486328125,5891.98486328125,0,5889.21923828125
2019-10-24,5913.89697265625,5913.89697265625,5913.89697265625,5913.89697265625,0,5911.12109375
2019-10-25,5891.494140625,5891.494140625,5891.494140625,5891.494140625,0,5888.72900390625
2019-10-28,5879.09423828125,5879.09423828125,5879.09423828125,5879.09423828125,0,5876.333984375
2019-10-29,5894.76904296875,5894.76904296875,5894.76904296875,5894.76904296875,0,5892.001953125
2019-10-30,6061.0068359375,6061.0068359375,6061.0068359375,6061.0068359375,0,6058.16162109375
2019-10-31,6087.79296875,6087.79296875,6087.79296875,6087.79296875,0,6084.935546875
2019-11-01,6113.43408203125,6113.43408203125,6113.43408203125,6113.43408203125,0,6110.5654296875
2019-11-04,6057.1259765625,6057.1259765625,6057.1259765625,6057.1259765625,0,6054.28271484375
2019-11-05,6049.63720703125,6049.63720703125,6049.63720703125,6049.63720703125,0,6046.7978515625
2019-11-06,6093.31396484375,6093.31396484375,6093.31396484375,6093.31396484375,0,6090.4541015625
2019-11-07,6077.6162109375,6077.6162109375,6077.6162109375,6077.6162109375,0,6074.76318359375
2019-11-08,6060.2451171875,6060.2451171875,6060.2451171875,6060.2451171875,0,6057.400390625
2019-11-11,6097.02783203125,6097.02783203125,6097.02783203125,6097.02783203125,0,6094.16650390625
2019-11-12,6124.81494140625,6124.81494140625,6124.81494140625,6124.81494140625,0,6121.94091796875
2019-11-13,6112.2900390625,6112.2900390625,6112.2900390625,6112.2900390625,0,6109.42138671875
2019-11-14,6039.3291015625,6039.3291015625,6039.3291015625,6039.3291015625,0,6036.4951171875
2019-11-15,6052.51513671875,6052.51513671875,6052.51513671875,6052.51513671875,0,6049.673828125
2019-11-18,6092.40283203125,6092.40283203125,6092.40283203125,6092.40283203125,0,6089.54345703125
2019-11-19,6082.60693359375,6082.60693359375,6082.60693359375,6082.60693359375,0,6079.751953125
2019-11-20,6041.44580078125,6041.44580078125,6041.44580078125,6041.44580078125,0,6038.6103515625
2019-11-21,6018.0380859375,6018.0380859375,6018.0380859375,6018.0380859375,0,6015.2138671875
2019-11-22,6005.72216796875,6005.72216796875,6005.72216796875,6005.72216796875,0,6002.9033203125
2019-11-25,6057.84521484375,6057.84521484375,6057.84521484375,6057.84521484375,0,6055.00146484375
2019-11-26,6076.9111328125,6076.9111328125,6076.9111328125,6076.9111328125,0,6074.05908203125
