Index,LLY.Open,LLY.High,LLY.Low,LLY.Close,LLY.Volume,LLY.Adjusted
2015-10-13,79.7900009155273,81.25,79.5400009155273,79.620002746582,10104700,66.8845138549805
2015-10-14,80.9700012207031,82,79.0500030517578,79.25,9495500,66.5737228393555
2015-10-15,79.3399963378906,80.0800018310547,78.8099975585938,79.8600006103516,6408600,67.0861053466797
2015-10-16,80.5800018310547,81.5299987792969,79.9599990844727,81.5100021362305,5519800,68.4722061157227
2015-10-19,81.129997253418,81.3000030517578,79.4700012207031,80.25,5869900,67.4137268066406
2015-10-20,80.1500015258789,80.3399963378906,77.629997253418,77.7900009155273,7458000,65.3472442626953
2015-10-21,78.2300033569336,78.379997253418,75.9199981689453,77.0100021362305,8955200,64.6919937133789
2015-10-22,77.2200012207031,77.8399963378906,75.1600036621094,76.9800033569336,10075500,64.6667709350586
2015-10-23,77.5500030517578,79.0800018310547,77.2699966430664,78.3099975585938,5679200,65.7840576171875
2015-10-26,78.3099975585938,79.8600006103516,77.7699966430664,79.1100006103516,4755200,66.4561080932617
2015-10-27,79.5,80.9499969482422,79.5,80.9100036621094,4771600,67.9681701660156
2015-10-28,81.1999969482422,83.0999984741211,80.3899993896484,83.0699996948242,5710300,69.7826690673828
2015-10-29,82.3000030517578,83.5699996948242,81.2900009155273,82,5158600,68.8838272094727
2015-10-30,82.0800018310547,82.5500030517578,81.5699996948242,81.5699996948242,4044300,68.5226135253906
2015-11-02,81.1399993896484,82.1800003051758,80.8099975585938,82.0400009155273,3473900,68.9174118041992
2015-11-03,82.2300033569336,82.5400009155273,81.129997253418,81.6699981689453,4826100,68.6066131591797
2015-11-04,82.1500015258789,82.1500015258789,80.9300003051758,81.0500030517578,3401900,68.0857925415039
2015-11-05,81,81.4000015258789,79.6600036621094,80.6100006103516,3787200,67.7161483764648
2015-11-06,80.3000030517578,80.5899963378906,78.4400024414062,80.4599990844727,6082600,67.5901489257812
2015-11-09,80.0299987792969,80.2900009155273,78.5800018310547,79.3600006103516,4160200,66.6661224365234
2015-11-10,78.7099990844727,80.3199996948242,78.7099990844727,80.0599975585938,3302600,67.6805801391602
2015-11-11,80.0999984741211,81.2799987792969,79.9700012207031,80.6999969482422,3323400,68.2215576171875
2015-11-12,80.5500030517578,80.7600021362305,79.8000030517578,79.8600006103516,3647800,67.511474609375
2015-11-13,79.6600036621094,80.2699966430664,79.1800003051758,79.5500030517578,3638600,67.2494049072266
2015-11-16,80,81.2600021362305,79.9800033569336,81.2300033569336,3318900,68.6696395874023
2015-11-17,80.9300003051758,82.4300003051758,80.629997253418,81.3000030517578,3012100,68.7288055419922
2015-11-18,81.4899978637695,83.7600021362305,81.3899993896484,83.6500015258789,3916600,70.7154235839844
2015-11-19,83.1999969482422,83.879997253418,82.7300033569336,83.7200012207031,3156100,70.7745895385742
2015-11-20,84.3000030517578,85.5,84.1100006103516,84.4700012207031,4251500,71.4086380004883
2015-11-23,84.5,84.9199981689453,84.120002746582,84.7399978637695,4033100,71.6369018554688
