Index,SPXT.Open,SPXT.High,SPXT.Low,SPXT.Close,SPXT.Volume,SPXT.Adjusted
2015-10-13,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-14,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-15,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-16,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-19,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-20,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-21,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-22,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-23,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-26,41.4700012207031,41.4700012207031,41.4700012207031,41.4700012207031,0,34.8834381103516
2015-10-27,42.2099990844727,42.2099990844727,42.2099990844727,42.2099990844727,100,35.5059242248535
2015-10-28,42.4099998474121,42.5,42.4099998474121,42.5,200,35.749870300293
2015-10-29,42.5,42.5,42.5,42.5,0,35.749870300293
2015-10-30,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-02,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-03,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-04,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-05,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-06,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-09,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-10,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-11,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-12,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-13,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-16,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-17,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-18,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-19,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-20,42.5,42.5,42.5,42.5,0,35.749870300293
2015-11-23,42.939998626709,42.939998626709,42.939998626709,42.939998626709,100,36.1199760437012
2015-11-24,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-11-25,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-11-27,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-11-30,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-01,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-02,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-03,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-04,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-07,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-08,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-09,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-10,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-11,42.8800010681152,42.8800010681152,42.8800010681152,42.8800010681152,0,36.0695037841797
2015-12-14,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-12-15,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-12-16,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-12-17,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-12-18,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-12-21,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.1199760437012
2015-12-22,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.3178901672363
2015-12-23,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.3178901672363
2015-12-24,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.3178901672363
2015-12-28,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.3178901672363
2015-12-29,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.3178901672363
2015-12-30,42.939998626709,42.939998626709,42.939998626709,42.939998626709,0,36.3178901672363
2015-12-31,42.060001373291,42.060001373291,42.060001373291,42.060001373291,200,35.5735969543457
2016-01-04,40.9700012207031,40.9700012207031,40.9560012817383,40.9560012817383,400,34.6398506164551
2016-01-05,40.9560012817383,40.9560012817383,40.9560012817383,40.9560012817383,0,34.6398506164551
2016-01-06,40.9560012817383,40.9560012817383,40.9560012817383,40.9560012817383,0,34.6398506164551
2016-01-07,40.9560012817383,40.9560012817383,40.9560012817383,40.9560012817383,0,34.6398506164551
2016-01-08,40.9560012817383,40.9560012817383,40.9560012817383,40.9560012817383,0,34.6398506164551
2016-01-11,39.4000015258789,39.4000015258789,39.4000015258789,39.4000015258789,300,33.3238296508789
2016-01-12,39.810001373291,39.810001373291,39.810001373291,39.810001373291,100,33.6705894470215
2016-01-13,39.810001373291,39.810001373291,39.810001373291,39.810001373291,0,33.6705894470215
2016-01-14,39.810001373291,39.810001373291,39.810001373291,39.810001373291,0,33.6705894470215
2016-01-15,38.5200004577637,38.5200004577637,38.5200004577637,38.5200004577637,100,32.5795440673828
2016-01-19,38.5200004577637,38.5200004577637,38.5200004577637,38.5200004577637,0,32.5795440673828
2016-01-20,38.5200004577637,38.5200004577637,38.5200004577637,38.5200004577637,0,32.5795440673828
2016-01-21,38.5200004577637,38.5200004577637,38.5200004577637,38.5200004577637,0,32.5795440673828
2016-01-22,38.5200004577637,38.5200004577637,38.5200004577637,38.5200004577637,0,32.5795440673828
2016-01-25,38.5200004577637,38.5200004577637,38.5200004577637,38.5200004577637,0,32.5795440673828
2016-01-26,38.7630004882812,38.7630004882812,38.7630004882812,38.7630004882812,300,32.7850532531738
2016-01-27,38.7630004882812,38.7630004882812,38.7630004882812,38.7630004882812,0,32.7850532531738
2016-01-28,38.6800003051758,38.6800003051758,38.6800003051758,38.6800003051758,100,32.7148551940918
2016-01-29,38.6800003051758,38.6800003051758,38.6800003051758,38.6800003051758,0,32.7148551940918
2016-02-01,38.6800003051758,38.6800003051758,38.6800003051758,38.6800003051758,0,32.7148551940918
2016-02-02,38.7799987792969,38.7799987792969,38.7799987792969,38.7799987792969,100,32.7994346618652
2016-02-03,38.9000015258789,38.9000015258789,38.6100006103516,38.6100006103516,300,32.6556510925293
2016-02-04,38.6100006103516,38.6100006103516,38.6100006103516,38.6100006103516,0,32.6556510925293
2016-02-05,38.6100006103516,38.6100006103516,38.6100006103516,38.6100006103516,0,32.6556510925293
2016-02-08,38.6100006103516,38.6100006103516,38.6100006103516,38.6100006103516,0,32.6556510925293
2016-02-09,38.6100006103516,38.6100006103516,38.6100006103516,38.6100006103516,0,32.6556510925293
2016-02-10,38.4500007629395,38.4500007629395,38.4500007629395,38.4500007629395,200,32.520320892334
2016-02-11,38.4500007629395,38.4500007629395,38.4500007629395,38.4500007629395,0,32.520320892334
2016-02-12,38.4500007629395,38.4500007629395,38.4500007629395,38.4500007629395,0,32.520320892334
2016-02-16,38.4500007629395,38.4500007629395,38.4500007629395,38.4500007629395,0,32.520320892334
2016-02-17,38.4500007629395,38.4500007629395,38.4500007629395,38.4500007629395,0,32.520320892334
