Index,V.Open,V.High,V.Low,V.Close,V.Volume,V.Adjusted
2015-10-13,74.4599990844727,75.25,74.1500015258789,75,7439400,69.6558837890625
2015-10-14,74.8399963378906,75.2600021362305,73.7200012207031,74.1999969482422,7568300,68.9128723144531
2015-10-15,74.9599990844727,75.4100036621094,74.5800018310547,75.3399963378906,6856200,69.9716262817383
2015-10-16,75.3300018310547,76.5400009155273,74.7900009155273,76,9117400,70.5846328735352
2015-10-19,75.9300003051758,77.3300018310547,75.9300003051758,76.9899978637695,9952600,71.5040893554688
2015-10-20,76.6399993896484,76.8899993896484,75.9300003051758,76.2799987792969,8148800,70.8446731567383
2015-10-21,76.9400024414062,76.9400024414062,75.3099975585938,75.4599990844727,7277900,70.0830917358398
2015-10-22,75.8899993896484,76.8499984741211,75.6399993896484,76.4199981689453,9093400,70.9746704101562
2015-10-23,77.4599990844727,77.629997253418,74.9499969482422,77.0699996948242,11971300,71.578369140625
2015-10-26,78.0800018310547,78.3099975585938,77.0899963378906,78.1800003051758,8019400,72.6092987060547
2015-10-27,78.0299987792969,78.1800003051758,77.0599975585938,77.5199966430664,9527400,71.996337890625
2015-10-28,77.8199996948242,78.8899993896484,77.4400024414062,78.870002746582,10850200,73.2501068115234
2015-10-29,78.5899963378906,78.7099990844727,77.9300003051758,78.5100021362305,7648600,72.9157638549805
2015-10-30,78.7200012207031,78.8099975585938,77.5599975585938,77.5800018310547,11186500,72.0520629882812
2015-11-02,75.1900024414062,76.2099990844727,74.5299987792969,75.2200012207031,29966000,69.8601837158203
2015-11-03,75.129997253418,78.5800018310547,74.8099975585938,77.9000015258789,18899900,72.3492431640625
2015-11-04,78.370002746582,78.8300018310547,77.9000015258789,78.3499984741211,8640800,72.7671508789062
2015-11-05,78.4199981689453,79.7099990844727,78.4199981689453,79.2600021362305,9392600,73.6123123168945
2015-11-06,79.5699996948242,79.5699996948242,78.3199996948242,78.75,8221600,73.1386489868164
2015-11-09,78.4000015258789,78.4000015258789,77.2900009155273,78.0400009155273,10157300,72.4792633056641
2015-11-10,77.6500015258789,79.5299987792969,77.6100006103516,79.4800033569336,8440300,73.9492874145508
2015-11-11,79.8499984741211,80.25,79.1699981689453,79.1800003051758,8024400,73.6701965332031
2015-11-12,78.8600006103516,79.1500015258789,78.1399993896484,78.3099975585938,8939800,72.8606948852539
2015-11-13,78.0199966430664,78.9700012207031,77.7699966430664,78.1100006103516,9913200,72.6746215820312
2015-11-16,77.7900009155273,78.9100036621094,77.5800018310547,78.9000015258789,7805000,73.4096603393555
2015-11-17,78.9400024414062,79.2799987792969,78.4700012207031,78.8300018310547,6942600,73.3445587158203
2015-11-18,78.9599990844727,80.5,78.7399978637695,80.4599990844727,7212400,74.8611145019531
2015-11-19,80.5999984741211,81.0100021362305,79.8499984741211,80.1500015258789,6082200,74.5726852416992
2015-11-20,80.5899963378906,81,79.9800033569336,80.1900024414062,6764300,74.6099166870117
2015-11-23,80.5899963378906,80.7799987792969,79.5599975585938,80.1100006103516,5910600,74.5354919433594
2015-11-24,79.2300033569336,80.1999969482422,79.2099990844727,79.7900009155273,6040800,74.2377243041992
2015-11-25,79.7799987792969,80.0899963378906,79.5599975585938,79.5599975585938,4268700,74.0237426757812
2015-11-27,79.6399993896484,80.1500015258789,79.6100006103516,79.8399963378906,3139500,74.2842788696289
2015-11-30,80.0599975585938,80.129997253418,78.9599990844727,79.0100021362305,8874600,73.5120162963867
2015-12-01,79.5299987792969,79.9300003051758,78.7699966430664,79.9100036621094,6702100,74.3494033813477
2015-12-02,79.8300018310547,80.1500015258789,78.9700012207031,79.0400009155273,7310000,73.539924621582
2015-12-03,79.3600006103516,79.7699966430664,78.0800018310547,78.2900009155273,8689600,72.8421173095703
2015-12-04,78.5800018310547,80.4000015258789,78.4499969482422,80.4000015258789,9944600,74.805305480957
2015-12-07,80.129997253418,80.4899978637695,79.0699996948242,79.5500030517578,15262400,74.0144424438477
2015-12-08,78.9800033569336,79.6699981689453,78.3600006103516,79.0699996948242,11344000,73.5678482055664
2015-12-09,78.8300018310547,79.75,77.4000015258789,77.879997253418,15361500,72.4606628417969
2015-12-10,77.9100036621094,79.1100006103516,77.629997253418,78.120002746582,8717100,72.6839370727539
2015-12-11,77.1399993896484,77.1399993896484,75.5199966430664,76.1100006103516,15625800,70.8138046264648
2015-12-14,76.1999969482422,77.3300018310547,75.5800018310547,76.870002746582,10361000,71.5209197998047
2015-12-15,78.370002746582,79.4499969482422,78.2099990844727,78.620002746582,11355300,73.1491622924805
2015-12-16,79.4499969482422,79.9800033569336,78.1500015258789,79.8600006103516,10497500,74.302864074707
2015-12-17,79.9800033569336,80.2799987792969,78.629997253418,78.6900024414062,7555300,73.2142791748047
2015-12-18,78.0400009155273,78.1900024414062,76.2799987792969,76.3199996948242,16271200,71.0092163085938
2015-12-21,76.9000015258789,77.3600006103516,76.4000015258789,77.1699981689453,8442100,71.8000640869141
2015-12-22,77.4300003051758,77.4899978637695,76.6600036621094,77.379997253418,5699100,71.9954528808594
2015-12-23,78.0800018310547,78.6600036621094,77.5599975585938,78.5599975585938,6335900,73.0933227539062
2015-12-24,78.3499984741211,78.7099990844727,78.1800003051758,78.2600021362305,2188800,72.8142166137695
2015-12-28,78.0400009155273,78.6500015258789,77.8199996948242,78.5299987792969,3680900,73.0654067993164
2015-12-29,79,79.3899993896484,78.9000015258789,79.2099990844727,4627100,73.698112487793
2015-12-30,79.0699996948242,79.1900024414062,78.2600021362305,78.3499984741211,4230400,72.8979644775391
2015-12-31,78.2399978637695,78.8000030517578,77.5500030517578,77.5500030517578,6538300,72.1535949707031
2016-01-04,76.0599975585938,76.379997253418,75.0100021362305,75.6999969482422,13476800,70.4323348999023
2016-01-05,76.25,76.5100021362305,75.5400009155273,76.2699966430664,8972700,70.9626693725586
2016-01-06,75,75.8499984741211,74.8499984741211,75.2699966430664,16092000,70.0322570800781
2016-01-07,73.7600021362305,75.0899963378906,73.3499984741211,73.7900009155273,12470800,68.6552505493164
2016-01-08,74.0599975585938,74.5100021362305,72.75,72.879997253418,9977600,67.8085632324219
