Index,WMT.Open,WMT.High,WMT.Low,WMT.Close,WMT.Volume,WMT.Adjusted
2015-10-13,22.2066669464111,22.3133335113525,22.0866661071777,22.2433338165283,26575200,18.3473777770996
2015-10-14,22.203332901001,22.6499996185303,20.0066661834717,20.0100002288818,242694300,16.5052070617676
2015-10-15,19.8999996185303,20.1566677093506,19.5366668701172,19.7766666412354,138760500,16.3127536773682
2015-10-16,19.8233337402344,19.8299999237061,19.4566669464111,19.6299991607666,78585300,16.1917667388916
2015-10-19,19.5966663360596,19.7666664123535,19.5,19.6166667938232,53417400,16.1807727813721
2015-10-20,19.6200008392334,19.6666679382324,19.5233325958252,19.5833320617676,31271100,16.1532783508301
2015-10-21,19.6000003814697,19.6800003051758,19.5233325958252,19.546667098999,39352800,16.1230316162109
2015-10-22,19.6466674804688,19.9866676330566,19.546667098999,19.6333332061768,43765500,16.1945266723633
2015-10-23,19.7299995422363,19.7600002288818,19.4066677093506,19.4333324432373,39121800,16.0295524597168
2015-10-26,19.466667175293,19.4833335876465,19.3233337402344,19.3400001525879,32519400,15.9525709152222
2015-10-27,19.3366661071777,19.3466663360596,19.1266670227051,19.1599998474121,31534200,15.8040962219238
2015-10-28,19.2199993133545,19.2399997711182,19.0533332824707,19.2133331298828,35504100,15.8480930328369
2015-10-29,19.2399997711182,19.3733329772949,19.1599998474121,19.3199996948242,38566500,15.9360628128052
2015-10-30,19.2433338165283,19.3733329772949,19.0799999237061,19.0799999237061,47416500,15.7381076812744
2015-11-02,19.0966663360596,19.203332901001,18.9233322143555,19.203332901001,32157600,15.83984375
2015-11-03,19.1900005340576,19.4433326721191,19.1766662597656,19.3700008392334,30761700,15.977313041687
2015-11-04,19.5266666412354,19.5866661071777,19.3966674804688,19.4566669464111,30169500,16.0487976074219
2015-11-05,19.5033321380615,19.6599998474121,19.4733333587646,19.5366668701172,26581500,16.1147861480713
2015-11-06,19.6399993896484,19.7333335876465,19.4366664886475,19.5933322906494,29931900,16.1615314483643
2015-11-09,19.5,19.5933322906494,19.3400001525879,19.4966678619385,25321200,16.0817909240723
2015-11-10,19.4366664886475,19.5699996948242,19.4366664886475,19.5599994659424,22844700,16.1340293884277
2015-11-11,19.5,19.5766677856445,19.1566677093506,19.1933326721191,26069700,15.8315858840942
2015-11-12,19.2133331298828,19.2566661834717,18.9733333587646,18.9833335876465,28654500,15.658371925354
2015-11-13,18.9133338928223,19.0200004577637,18.7666664123535,18.8066673278809,37544700,15.5126447677612
2015-11-16,18.796667098999,19.3433322906494,18.7866668701172,19.2900009155273,39964800,15.9113264083862
2015-11-17,19.7800006866455,20.2999992370605,19.7333335876465,19.9733333587646,74037900,16.4749641418457
2015-11-18,20.0133323669434,20.3566665649414,19.8500003814697,20.3099994659424,44633100,16.7526683807373
2015-11-19,20.3733329772949,20.453332901001,20.1433334350586,20.2333335876465,34698300,16.6894359588623
2015-11-20,20.3266677856445,20.4899997711182,20.0066661834717,20.0233325958252,37113300,16.5162105560303
2015-11-23,20.0966663360596,20.2466678619385,19.9599990844727,20.0866661071777,31731000,16.5684547424316
2015-11-24,19.9833335876465,20.1399993896484,19.953332901001,19.9733333587646,37361700,16.4749641418457
2015-11-25,20,20.2366676330566,19.9599990844727,20.0799999237061,23460600,16.5629558563232
2015-11-27,20.1466674804688,20.2299995422363,19.9566669464111,19.9633331298828,16022700,16.4667224884033
2015-11-30,19.9566669464111,20.0200004577637,19.5766677856445,19.6133327484131,44827800,16.1780242919922
2015-12-01,19.7099990844727,19.7633323669434,19.5499992370605,19.6633338928223,36612300,16.2192668914795
2015-12-02,19.5366668701172,19.7633323669434,19.4400005340576,19.4500007629395,40760700,16.1776828765869
2015-12-03,19.5633335113525,19.8866672515869,19.533332824707,19.6800003051758,47532300,16.3689823150635
2015-12-04,19.6833324432373,19.9500007629395,19.6766662597656,19.8866672515869,31305900,16.5408802032471
2015-12-07,19.8566665649414,20.2433338165283,19.8566665649414,20.1666679382324,34787700,16.7737731933594
2015-12-08,20.0233325958252,20.1633338928223,19.8333320617676,19.8700008392334,31132800,16.5270175933838
2015-12-09,19.7533321380615,20.0366668701172,19.6333332061768,19.7099990844727,26945100,16.3939323425293
2015-12-10,19.7099990844727,20.0300006866455,19.6966667175293,19.8533325195312,34078200,16.5131492614746
2015-12-11,19.6833324432373,19.8433322906494,19.6033325195312,19.7866668701172,29235000,16.4577045440674
2015-12-14,19.7666664123535,20.1466674804688,19.6900005340576,20.1299991607666,43574700,16.7432765960693
2015-12-15,20.2133331298828,20.2800006866455,19.8566665649414,19.8799991607666,43846200,16.5353336334229
2015-12-16,20.0366668701172,20.216667175293,19.8999996185303,20.1000003814697,29881500,16.7183208465576
2015-12-17,20.1100006103516,20.1100006103516,19.6566677093506,19.6599998474121,38928300,16.3523426055908
2015-12-18,19.6433334350586,19.7999992370605,19.5833320617676,19.6166667938232,48770100,16.3163070678711
2015-12-21,19.6066665649414,19.8600006103516,19.5566673278809,19.8500003814697,28936500,16.5103816986084
2015-12-22,19.9300003051758,20.2333335876465,19.8700008392334,20.1800003051758,27798900,16.7848567962646
2015-12-23,20.3333320617676,20.3733329772949,20.1466674804688,20.3633327484131,22559400,16.937349319458
2015-12-24,20.2600002288818,20.3666667938232,20.2266674041748,20.2766666412354,7448400,16.8652667999268
2015-12-28,20.1933326721191,20.3233337402344,20.1666679382324,20.25,16265100,16.8430843353271
2015-12-29,20.3333320617676,20.5833320617676,20.3266677856445,20.5366668701172,23650800,17.0815277099609
2015-12-30,20.5533332824707,20.6233329772949,20.4966678619385,20.5599994659424,17150100,17.1009292602539
2015-12-31,20.4433326721191,20.5733337402344,20.3899993896484,20.4333324432373,19725300,16.995569229126
2016-01-04,20.1666679382324,20.4966678619385,20.1200008392334,20.4866676330566,35967600,17.0399341583252
2016-01-05,20.6766662597656,21.0166664123535,20.6166667938232,20.9733333587646,39978000,17.4447231292725
2016-01-06,20.8266677856445,21.3166675567627,20.8233337402344,21.1833324432373,49693800,17.6193904876709
2016-01-07,20.9899997711182,21.7433338165283,20.9733333587646,21.6766662597656,79290000,18.0297183990479
2016-01-08,21.6933326721191,21.8033332824707,21.1366672515869,21.1800003051758,53303700,17.6166248321533
2016-01-11,21.2533321380615,21.4899997711182,21.2099990844727,21.4066677093506,37961400,17.8051490783691
2016-01-12,21.4599990844727,21.5766677856445,21.1433334350586,21.2066669464111,36587700,17.6387977600098
2016-01-13,21.2433338165283,21.2433338165283,20.6100006103516,20.6399993896484,41177100,17.1674709320068
2016-01-14,20.6666679382324,21.2066669464111,20.6066665649414,21.0200004577637,38804700,17.4835376739502
2016-01-15,20.5166664123535,20.8233337402344,20.4200000762939,20.6433334350586,45523200,17.1702461242676
2016-01-19,20.75,20.9333324432373,20.6700000762939,20.8533325195312,39153900,17.3449096679688
2016-01-20,20.6000003814697,20.7766666412354,20.0666675567627,20.2800006866455,52107300,16.8680362701416
2016-01-21,20.3266677856445,20.9300003051758,20.3033332824707,20.6266670227051,36267600,17.1563816070557
