Index,NET.Open,NET.High,NET.Low,NET.Close,NET.Volume,NET.Adjusted
2020-10-02,41.0999984741211,42.5800018310547,40.5,41.75,3201400,41.75
2020-10-05,42.0200004577637,43.1769981384277,41.810001373291,42.8600006103516,3869000,42.8600006103516
2020-10-06,42.7000007629395,43.0999984741211,41.6599998474121,42.2299995422363,5647600,42.2299995422363
2020-10-07,42.9000015258789,43.4199981689453,42.5999984741211,43.3800010681152,3614500,43.3800010681152
2020-10-08,44.5200004577637,44.5999984741211,42.9700012207031,43.4099998474121,3333800,43.4099998474121
2020-10-09,43.6599998474121,46.3699989318848,43.5099983215332,46.3499984741211,5629000,46.3499984741211
2020-10-12,47.1199989318848,57.2999992370605,47,57.0099983215332,27061500,57.0099983215332
2020-10-13,55.2000007629395,60.1300010681152,54.8199996948242,59.7299995422363,15590300,59.7299995422363
2020-10-14,59.5,61.6699981689453,58.1800003051758,61.5,10308000,61.5
2020-10-15,56,60.0999984741211,54.8549995422363,58.7799987792969,17108900,58.7799987792969
2020-10-16,60.3400001525879,61.8600006103516,58,58.2900009155273,7938200,58.2900009155273
2020-10-19,58.560001373291,60.1599998474121,57.8300018310547,58.2700004577637,5002000,58.2700004577637
2020-10-20,57.7999992370605,58.5,56.9199981689453,57.060001373291,3320500,57.060001373291
2020-10-21,57.5499992370605,58.2999992370605,54.6399993896484,54.9799995422363,4510500,54.9799995422363
2020-10-22,55,56.6399993896484,54.2099990844727,55.810001373291,3422400,55.810001373291
2020-10-23,55.2200012207031,56.3839988708496,54.9599990844727,55.8199996948242,3120100,55.8199996948242
2020-10-26,55.0699996948242,56.5699996948242,53.6500015258789,54.75,4115900,54.75
2020-10-27,56.1500015258789,57.75,55.3300018310547,55.9799995422363,3971800,55.9799995422363
