Index,ZS.Open,ZS.High,ZS.Low,ZS.Close,ZS.Volume,ZS.Adjusted
2018-03-16,27.5,33.4700012207031,26.0599994659424,33,16931900,33
2018-03-19,31.4500007629395,31.5,26.75,27.8999996185303,5892100,27.8999996185303
2018-03-20,28.4099998474121,30.9039993286133,28.0699996948242,30.3799991607666,3262000,30.3799991607666
2018-03-21,30.7900009155273,34.8300018310547,29.2900009155273,31.0799999237061,4460900,31.0799999237061
2018-03-22,30,31.8799991607666,28.5599994659424,29.8299999237061,3239500,29.8299999237061
2018-03-23,30.3099994659424,30.4500007629395,28.6000003814697,29.4300003051758,1247100,29.4300003051758
2018-03-26,30.6299991607666,30.9379997253418,27.2999992370605,27.8299999237061,1916700,27.8299999237061
2018-03-27,28,28.5990009307861,26.6000003814697,27.75,1719500,27.75
2018-03-28,27.3500003814697,28.1900005340576,27,27.5300006866455,824700,27.5300006866455
2018-03-29,27.75,28.4549999237061,26.7999992370605,28.0699996948242,1137600,28.0699996948242
2018-04-02,27.8999996185303,28.6599998474121,26.806999206543,27.0599994659424,786700,27.0599994659424
2018-04-03,27.1299991607666,27.1900005340576,26.5,26.7999992370605,787500,26.7999992370605
2018-04-04,26.3500003814697,28.9500007629395,26.3199996948242,27.9699993133545,1023800,27.9699993133545
2018-04-05,28.6100006103516,29.1499996185303,27.9699993133545,28.5300006866455,1210400,28.5300006866455
2018-04-06,28.3199996948242,29.6630001068115,28.0499992370605,28.2199993133545,737300,28.2199993133545
2018-04-09,28.4699993133545,28.7000007629395,26.5,26.5400009155273,934500,26.5400009155273
2018-04-10,27.0599994659424,28.5,26.8400001525879,28.0699996948242,1068400,28.0699996948242
2018-04-11,28.0300006866455,29.4599990844727,27.3999996185303,27.7099990844727,795300,27.7099990844727
2018-04-12,27.8099994659424,28.5900001525879,27.7749996185303,27.9599990844727,258900,27.9599990844727
2018-04-13,28.7000007629395,28.7000007629395,27.0300006866455,27.4799995422363,418300,27.4799995422363
2018-04-16,27.8899993896484,29,27.5650005340576,28.9899997711182,401000,28.9899997711182
2018-04-17,29.3099994659424,29.9729995727539,28.6299991607666,28.75,951500,28.75
2018-04-18,28.9599990844727,29,28,28.6499996185303,377700,28.6499996185303
2018-04-19,28.6499996185303,28.9449996948242,27.75,28.0300006866455,265500,28.0300006866455
2018-04-20,28.0499992370605,28.2299995422363,27.0300006866455,27.2199993133545,522500,27.2199993133545
2018-04-23,27.2000007629395,27.5799999237061,26.5,26.8600006103516,626800,26.8600006103516
2018-04-24,27,27.9699993133545,27,27.1399993896484,393200,27.1399993896484
2018-04-25,27.0900001525879,28.4500007629395,26.8500003814697,28.1100006103516,415700,28.1100006103516
2018-04-26,28.3999996185303,28.8099994659424,28.1709995269775,28.6499996185303,396000,28.6499996185303
2018-04-27,28.8600006103516,28.9300003051758,28.4109992980957,28.7099990844727,197200,28.7099990844727
2018-04-30,28.7000007629395,30.0599994659424,28.7000007629395,29.8899993896484,399100,29.8899993896484
2018-05-01,29.7999992370605,30.0300006866455,29,29.1299991607666,418400,29.1299991607666
2018-05-02,29.3199996948242,30.0599994659424,29.0100002288818,29.9500007629395,265300,29.9500007629395
2018-05-03,28.75,28.75,26.75,27.5699996948242,1937300,27.5699996948242
2018-05-04,27.5799999237061,27.9599990844727,27.5799999237061,27.8600006103516,651300,27.8600006103516
2018-05-07,28,28.3500003814697,27.5100002288818,27.6499996185303,470200,27.6499996185303
2018-05-08,27.6499996185303,27.9099998474121,27.2700004577637,27.5300006866455,266400,27.5300006866455
2018-05-09,27.4899997711182,27.8700008392334,27.3339996337891,27.8500003814697,325500,27.8500003814697
2018-05-10,27.8500003814697,28.8199996948242,27.5,28.1800003051758,380900,28.1800003051758
2018-05-11,28.25,29.4599990844727,28.0100002288818,29.3199996948242,604500,29.3199996948242
2018-05-14,29.3700008392334,30.1000003814697,28.4099998474121,28.4699993133545,564800,28.4699993133545
2018-05-15,28.4200000762939,28.7600002288818,27.25,27.4099998474121,753500,27.4099998474121
2018-05-16,27.5300006866455,27.7999992370605,27.0650005340576,27.0900001525879,383100,27.0900001525879
2018-05-17,27.0699996948242,28.5100002288818,26.7520008087158,27.3899993896484,676300,27.3899993896484
2018-05-18,27.3999996185303,27.8099994659424,27.2099990844727,27.2800006866455,227400,27.2800006866455
2018-05-21,27.3500003814697,27.9899997711182,27.0400009155273,27.4200000762939,268300,27.4200000762939
2018-05-22,27.5599994659424,27.5599994659424,27,27.0900001525879,348700,27.0900001525879
2018-05-23,26.8799991607666,27.1399993896484,26.2600002288818,26.5599994659424,693400,26.5599994659424
2018-05-24,26.4500007629395,27.0300006866455,26.3500003814697,26.5499992370605,467800,26.5499992370605
2018-05-25,26.5,26.75,24.7600002288818,24.9500007629395,1034000,24.9500007629395
2018-05-29,25,26.1399993896484,25,25.6299991607666,731200,25.6299991607666
2018-05-30,25.9400005340576,26.3999996185303,25.1110000610352,25.5,763300,25.5
2018-05-31,25.6200008392334,26.3299999237061,25.0699996948242,26.2600002288818,725900,26.2600002288818
2018-06-01,26.3600006103516,28.2000007629395,26.3600006103516,28.1800003051758,849100,28.1800003051758
2018-06-04,28.3899993896484,29.3999996185303,28.3899993896484,29.2099990844727,1217700,29.2099990844727
2018-06-05,29.3199996948242,30.1599998474121,28.9099998474121,30.1299991607666,818100,30.1299991607666
2018-06-06,30.2000007629395,31.5100002288818,29.8600006103516,30.6499996185303,2051600,30.6499996185303
2018-06-07,36,42.1599998474121,34.8499984741211,37.7900009155273,10862900,37.7900009155273
2018-06-08,37.4900016784668,40.9500007629395,37.4000015258789,40.5299987792969,3254200,40.5299987792969
2018-06-11,40.9599990844727,43.9799995422363,40.5900001525879,41.25,3320600,41.25
2018-06-12,41.7599983215332,41.7999992370605,38.7900009155273,38.9300003051758,2774100,38.9300003051758
2018-06-13,39.1100006103516,39.8699989318848,38.2999992370605,38.8300018310547,1568600,38.8300018310547
2018-06-14,39.5800018310547,41,39.2700004577637,39.3899993896484,1952300,39.3899993896484
2018-06-15,38.9500007629395,42.7200012207031,38.935001373291,41,3448000,41
2018-06-18,40.75,40.8400001525879,39.5200004577637,40.4000015258789,1760500,40.4000015258789
2018-06-19,39.8899993896484,39.9900016784668,36.3600006103516,39.1599998474121,3160600,39.1599998474121
2018-06-20,39.6100006103516,39.9900016784668,37.7700004577637,37.8849983215332,1292000,37.8849983215332
2018-06-21,38.0800018310547,38.0800018310547,35.189998626709,35.2099990844727,2687000,35.2099990844727
2018-06-22,35.5999984741211,36.9000015258789,34.25,36.6300010681152,3702500,36.6300010681152
