Index,GGB.Open,GGB.High,GGB.Low,GGB.Close,GGB.Volume,GGB.Adjusted
2015-10-13,1.35714304447174,1.35714304447174,1.27777802944183,1.2936509847641,9133740,0.854189157485962
2015-10-14,1.30158698558807,1.34126996994019,1.28571403026581,1.30952405929565,8941968,0.864670217037201
2015-10-15,1.33333301544189,1.34920597076416,1.28571403026581,1.34126996994019,5151006,0.885631442070007
2015-10-16,1.34920597076416,1.34920597076416,1.2936509847641,1.30158698558807,4102938,0.85942929983139
2015-10-19,1.26190495491028,1.28571403026581,1.23015904426575,1.24603199958801,3478104,0.822746515274048
2015-10-20,1.26190495491028,1.26984095573425,1.22222197055817,1.23809504508972,3898692,0.817505955696106
2015-10-21,1.23809504508972,1.26190495491028,1.23015904426575,1.24603199958801,4448178,0.822746515274048
2015-10-22,1.24603199958801,1.25396800041199,1.19841301441193,1.22222197055817,8985690,0.807025015354156
2015-10-23,1.22222197055817,1.23809504508972,1.17460298538208,1.18254005908966,10655946,0.780823409557343
2015-10-26,1.19047594070435,1.2063490152359,1.15079402923584,1.16666698455811,3633840,0.770342409610748
2015-10-27,1.15873003005981,1.16666698455811,1.15079402923584,1.15873003005981,6914880,0.765101730823517
2015-10-28,1.14285695552826,1.16666698455811,1.0873019695282,1.11904799938202,7907508,0.738900125026703
2015-10-29,1.15079402923584,1.16666698455811,1.11111104488373,1.11111104488373,17690652,0.733659148216248
2015-10-30,1.11111104488373,1.12698400020599,1.09523797035217,1.10317504405975,9380448,0.728419005870819
2015-11-02,1.11111104488373,1.17460298538208,1.11111104488373,1.15079402923584,5255964,0.759861469268799
2015-11-03,1.15873003005981,1.27777802944183,1.15079402923584,1.23809504508972,12434058,0.817505955696106
2015-11-04,1.23809504508972,1.26190495491028,1.18254005908966,1.21428596973419,5854590,0.801784932613373
2015-11-05,1.19841301441193,1.23809504508972,1.19047594070435,1.21428596973419,4386942,0.801784932613373
2015-11-06,1.19841301441193,1.19841301441193,1.14285695552826,1.16666698455811,9738036,0.770342409610748
2015-11-09,1.17460298538208,1.19047594070435,1.14285695552826,1.15079402923584,10032246,0.759861469268799
2015-11-10,1.15079402923584,1.19841301441193,1.13492095470428,1.17460298538208,9888858,0.78096878528595
2015-11-11,1.22222197055817,1.23015904426575,1.17460298538208,1.19047594070435,7086114,0.791522443294525
2015-11-12,1.10317504405975,1.14285695552826,1.09523797035217,1.13492095470428,10595970,0.754585206508636
2015-11-13,1.10317504405975,1.12698400020599,1.07936501502991,1.09523797035217,10859058,0.728200554847717
2015-11-16,1.07142901420593,1.10317504405975,1.05555605888367,1.07936501502991,7293132,0.717647075653076
2015-11-17,1.04761898517609,1.11904799938202,1.03968298435211,1.07936501502991,12937680,0.717647075653076
2015-11-18,1.19047594070435,1.23015904426575,1.11111104488373,1.16666698455811,15297282,0.775692284107208
2015-11-19,1.18254005908966,1.24603199958801,1.17460298538208,1.23809504508972,15257718,0.823183476924896
2015-11-20,1.25396800041199,1.28571403026581,1.21428596973419,1.25396800041199,5578902,0.833737134933472
2015-11-23,1.23809504508972,1.2936509847641,1.22222197055817,1.23809504508972,19297404,0.823183476924896
2015-11-24,1.26984095573425,1.34920597076416,1.25396800041199,1.33333301544189,14683662,0.88650506734848
2015-11-25,1.31745994091034,1.37301599979401,1.31745994091034,1.31745994091034,8320284,0.87595134973526
2015-11-27,1.2936509847641,1.31745994091034,1.26984095573425,1.27777802944183,6863094,0.849567949771881
2015-11-30,1.23809504508972,1.27777802944183,1.23015904426575,1.25396800041199,13857606,0.833737134933472
2015-12-01,1.26190495491028,1.27777802944183,1.19841301441193,1.22222197055817,5260122,0.812629699707031
2015-12-02,1.23809504508972,1.25396800041199,1.19841301441193,1.23015904426575,7573230,0.817906856536865
2015-12-03,1.26984095573425,1.2936509847641,1.24603199958801,1.25396800041199,4810554,0.833737134933472
2015-12-04,1.19841301441193,1.19841301441193,1.13492095470428,1.16666698455811,8462916,0.775692284107208
2015-12-07,1.16666698455811,1.16666698455811,1.10317504405975,1.12698400020599,4135320,0.749307990074158
2015-12-08,1.07142901420593,1.0873019695282,1.03968298435211,1.06349194049835,8161524,0.707093358039856
2015-12-09,1.07936501502991,1.11904799938202,1.04761898517609,1.07142901420593,5641524,0.712370574474335
2015-12-10,1.05555605888367,1.07142901420593,1.03968298435211,1.05555605888367,7570458,0.701817095279694
2015-12-11,1.03174602985382,1.03968298435211,0.992062985897064,1,5357646,0.664878964424133
2015-12-14,0.992062985897064,1.02381002902985,0.960317015647888,0.976189970970154,5873616,0.649048209190369
2015-12-15,1.01587295532227,1.03174602985382,0.992062985897064,1.02381002902985,3322494,0.680709779262543
2015-12-16,1,1.03174602985382,0.976189970970154,1.00793695449829,7498638,0.670156061649323
2015-12-17,1.02381002902985,1.03174602985382,0.960317015647888,0.968254029750824,5606244,0.643771588802338
2015-12-18,0.98412698507309,1.01587295532227,0.944444000720978,0.944444000720978,8434188,0.627940893173218
2015-12-21,0.98412698507309,1,0.920634984970093,0.928570985794067,7646688,0.617387294769287
2015-12-22,0.944444000720978,0.960317015647888,0.920634984970093,0.944444000720978,3325644,0.627940893173218
