Index,HKD=X.Open,HKD=X.High,HKD=X.Low,HKD=X.Close,HKD=X.Volume,HKD=X.Adjusted
2015-10-12,7.74949979782104,7.74995994567871,7.74943017959595,7.74949979782104,0,7.74949979782104
2015-10-13,7.7494797706604,7.74997997283936,7.74935007095337,7.7494797706604,0,7.7494797706604
2015-10-14,7.7494797706604,7.74997997283936,7.74947023391724,7.74948978424072,0,7.74948978424072
2015-10-15,7.74947023391724,7.74996995925903,7.74943017959595,7.74947023391724,0,7.74947023391724
2015-10-18,7.74945020675659,7.74997997283936,7.74945020675659,7.74945020675659,0,7.74945020675659
2015-10-19,7.74948978424072,7.75017023086548,7.74937009811401,7.74948978424072,0,7.74948978424072
2015-10-20,7.74949979782104,7.75038003921509,7.74945020675659,7.74994993209839,0,7.74994993209839
2015-10-21,7.74973011016846,7.75015020370483,7.74937009811401,7.74970006942749,0,7.74970006942749
2015-10-22,7.74951982498169,7.75004005432129,7.7494797706604,7.74951982498169,0,7.74951982498169
2015-10-26,7.74948978424072,7.74996995925903,7.74943017959595,7.74948978424072,0,7.74948978424072
2015-10-27,7.74949979782104,7.74996995925903,7.74949979782104,7.74949979782104,0,7.74949979782104
2015-10-28,7.74952983856201,7.74996995925903,7.74910020828247,7.74952983856201,0,7.74952983856201
2015-10-29,7.74951982498169,7.74998998641968,7.74900007247925,7.74951982498169,0,7.74951982498169
2015-10-30,7.74994993209839,7.75010013580322,7.74943017959595,7.74954986572266,0,7.74954986572266
2015-11-02,7.74955987930298,7.75027990341187,7.74930000305176,7.74953985214233,0,7.74953985214233
2015-11-03,7.74959993362427,7.75034999847412,7.74949979782104,7.74958992004395,0,7.74958992004395
2015-11-04,7.75008010864258,7.75102996826172,7.74949979782104,7.75016021728516,0,7.75016021728516
2015-11-05,7.74995994567871,7.75091981887817,7.74970006942749,7.74995994567871,0,7.74995994567871
2015-11-06,7.75065994262695,7.75224018096924,7.75018978118896,7.75026988983154,0,7.75026988983154
2015-11-09,7.75110006332397,7.75230979919434,7.75048017501831,7.75165987014771,0,7.75165987014771
2015-11-10,7.75126981735229,7.75212001800537,7.75,7.75131988525391,0,7.75131988525391
2015-11-11,7.75134992599487,7.75158023834229,7.75013017654419,7.75097990036011,0,7.75097990036011
2015-11-12,7.74994993209839,7.75051021575928,7.74959993362427,7.74994993209839,0,7.74994993209839
2015-11-13,7.74977016448975,7.75113010406494,7.74930000305176,7.74977016448975,0,7.74977016448975
2015-11-16,7.75008010864258,7.75093984603882,7.74980020523071,7.75008010864258,0,7.75008010864258
2015-11-17,7.75005006790161,7.75072002410889,7.74959993362427,7.75005006790161,0,7.75005006790161
2015-11-18,7.75012016296387,7.75128984451294,7.74970006942749,7.75051021575928,0,7.75051021575928
2015-11-19,7.74979019165039,7.75031995773315,7.74949979782104,7.75020980834961,0,7.75020980834961
2015-11-20,7.74968004226685,7.75023984909058,7.74919986724854,7.75006008148193,0,7.75006008148193
2015-11-23,7.74970006942749,7.75031995773315,7.74949979782104,7.74969005584717,0,7.74969005584717
2015-11-24,7.75003004074097,7.75015020370483,7.74910020828247,7.74962997436523,0,7.74962997436523
2015-11-25,7.75001001358032,7.75056982040405,7.74910020828247,7.75001001358032,0,7.75001001358032
2015-11-26,7.74981021881104,7.75047016143799,7.74930000305176,7.74981021881104,0,7.74981021881104
2015-11-27,7.74981021881104,7.75076007843018,7.74968004226685,7.74981021881104,0,7.74981021881104
2015-11-30,7.74994993209839,7.75115013122559,7.74958992004395,7.74994993209839,0,7.74994993209839
2015-12-01,7.75103998184204,7.75287008285522,7.75047016143799,7.75200986862183,0,7.75200986862183
2015-12-02,7.75097990036011,7.75212001800537,7.74959993362427,7.75109004974365,0,7.75109004974365
2015-12-03,7.75027990341187,7.75039005279541,7.74930000305176,7.74967002868652,0,7.74967002868652
2015-12-04,7.75001001358032,7.75021982192993,7.74910020828247,7.74940013885498,0,7.74940013885498
2015-12-07,7.7494797706604,7.75019979476929,7.74940013885498,7.7494797706604,0,7.7494797706604
2015-12-08,7.74978017807007,7.7505898475647,7.74940013885498,7.74994993209839,0,7.74994993209839
2015-12-09,7.7495698928833,7.75034999847412,7.74940013885498,7.7495698928833,0,7.7495698928833
2015-12-10,7.75011014938354,7.75054979324341,7.74940013885498,7.75011014938354,0,7.75011014938354
2015-12-11,7.7495698928833,7.75088977813721,7.74940013885498,7.7495698928833,0,7.7495698928833
2015-12-14,7.74960994720459,7.75099992752075,7.74939012527466,7.74959993362427,0,7.74959993362427
2015-12-15,7.74946022033691,7.75025987625122,7.74919986724854,7.74946022033691,0,7.74946022033691
2015-12-16,7.74960994720459,7.75064992904663,7.74910020828247,7.75023984909058,0,7.75023984909058
2015-12-17,7.75027990341187,7.75263023376465,7.74930000305176,7.74977016448975,0,7.74977016448975
2015-12-18,7.75211000442505,7.75272989273071,7.75069999694824,7.75220012664795,0,7.75220012664795
2015-12-21,7.75217008590698,7.75256013870239,7.7512001991272,7.75216007232666,0,7.75216007232666
2015-12-22,7.75195980072021,7.75334978103638,7.75099992752075,7.75195980072021,0,7.75195980072021
2015-12-23,7.75191020965576,7.752610206604,7.74930000305176,7.75191020965576,0,7.75191020965576
2015-12-24,7.7502498626709,7.7513599395752,7.74959993362427,7.7502498626709,0,7.7502498626709
2015-12-25,7.75090980529785,7.75119018554688,7.74954986572266,7.75090980529785,0,7.75090980529785
2015-12-28,7.75029993057251,7.75122976303101,7.74910020828247,7.75040006637573,0,7.75040006637573
2015-12-29,7.75030994415283,7.75065994262695,7.74919986724854,7.75030994415283,0,7.75030994415283
2015-12-30,7.75006008148193,7.75082015991211,7.74910020828247,7.75006008148193,0,7.75006008148193
2015-12-31,7.75081014633179,7.75118017196655,7.74930000305176,7.75071001052856,0,7.75071001052856
2016-01-01,7.75011014938354,7.75031995773315,7.74989986419678,7.75011014938354,0,7.75011014938354
2016-01-04,7.75031995773315,7.75219011306763,7.74930000305176,7.75037002563477,0,7.75037002563477
2016-01-05,7.75125980377197,7.75161981582642,7.74940013885498,7.75125980377197,0,7.75125980377197
2016-01-06,7.7511100769043,7.75281000137329,7.75019979476929,7.7511100769043,0,7.7511100769043
2016-01-07,7.75216007232666,7.75387001037598,7.75069999694824,7.75216007232666,0,7.75216007232666
2016-01-08,7.75461006164551,7.76331996917725,7.75279998779297,7.75475978851318,0,7.75475978851318
2016-01-11,7.76281976699829,7.76311016082764,7.75570011138916,7.76222991943359,0,7.76222991943359
2016-01-12,7.76368999481201,7.76411008834839,7.75680017471313,7.76288986206055,0,7.76288986206055
2016-01-13,7.76113986968994,7.76142978668213,7.75729990005493,7.76166009902954,0,7.76166009902954
2016-01-14,7.75986003875732,7.78934001922607,7.75979995727539,7.75986003875732,0,7.75986003875732
2016-01-15,7.78056001663208,7.79877996444702,7.77349996566772,7.78136014938354,0,7.78136014938354
2016-01-18,7.79246997833252,7.79996013641357,7.79209995269775,7.7923002243042,0,7.7923002243042
2016-01-19,7.80117988586426,7.81969976425171,7.80030012130737,7.80117988586426,0,7.80117988586426
2016-01-20,7.82195997238159,7.82921981811523,7.81507015228271,7.8217601776123,0,7.8217601776123
