Index,UNH.Open,UNH.High,UNH.Low,UNH.Close,UNH.Volume,UNH.Adjusted
2015-10-13,123.160003662109,125.98999786377,121.589996337891,123.98999786377,6655700,105.179092407227
2015-10-14,123.849998474121,125,120.839996337891,122.069999694824,5592200,103.550384521484
2015-10-15,119,120.5,115.959999084473,120.169998168945,8012400,101.938629150391
2015-10-16,120.849998474121,120.849998474121,118.580001831055,119.980003356934,4416500,101.777473449707
2015-10-19,119.779998779297,120.910003662109,119.199996948242,120.730003356934,3707500,102.413650512695
2015-10-20,120.639999389648,121.569999694824,119.690002441406,120.419998168945,3278400,102.150726318359
2015-10-21,120.690002441406,120.800003051758,115.269996643066,118.110000610352,5305600,100.19115447998
2015-10-22,118.209999084473,119.029998779297,110.069999694824,113.809997558594,10475000,96.5435409545898
2015-10-23,114.449996948242,116.620002746582,114.040000915527,115.919998168945,5497500,98.3334197998047
2015-10-26,115.919998168945,117,115,116.529998779297,3377100,98.8508453369141
2015-10-27,116.389999389648,119.519996643066,115.900001525879,119.370002746582,4008400,101.260009765625
2015-10-28,119.76000213623,120.139999389648,115.910003662109,119.779998779297,4405500,101.607810974121
2015-10-29,119.790000915527,121.669998168945,119.5,119.709999084473,3257500,101.548431396484
2015-10-30,119.930000305176,120.370002746582,117.779998779297,117.779998779297,4237800,99.9112014770508
2015-11-02,118.639999389648,119.949996948242,117.839996337891,118.690002441406,3874200,100.683166503906
2015-11-03,118.169998168945,118.459999084473,116.25,117.660003662109,2758200,99.8094100952148
2015-11-04,117.599998474121,117.75,114.059997558594,114.639999389648,5396100,97.2475814819336
2015-11-05,114.980003356934,116.769996643066,113.629997253418,116.230003356934,4009100,98.5963668823242
2015-11-06,115.230003356934,115.800003051758,114.01000213623,114.809997558594,4106900,97.3918304443359
2015-11-09,114.129997253418,114.639999389648,113.01000213623,114.26000213623,2755100,96.9252471923828
2015-11-10,114.269996643066,116.199996948242,114.029998779297,115.889999389648,2842600,98.3079528808594
