Index,HLAG.F.Open,HLAG.F.High,HLAG.F.Low,HLAG.F.Close,HLAG.F.Volume,HLAG.F.Adjusted
2015-11-06,19.8373622894287,20.0837211608887,19.8373622894287,20.0837211608887,32095,12.6145343780518
2015-11-09,20.2331218719482,20.2331218719482,19.9066200256348,19.9847831726074,8762,12.5523920059204
2015-11-10,19.9847831726074,19.9857711791992,19.8165855407715,19.8165855407715,1160,12.4467468261719
2015-11-11,19.8373622894287,20.0352420806885,19.7878932952881,19.7958087921143,3250,12.4336967468262
2015-11-12,19.7295188903809,19.9363021850586,19.7295188903809,19.9016723632812,2456,12.500189781189
2015-11-13,19.7958087921143,19.7958087921143,19.7037944793701,19.7146778106689,678,12.382740020752
2015-11-16,19.55637550354,19.5811100006104,19.55637550354,19.5811100006104,75,12.298846244812
2015-11-17,19.5405445098877,19.7631587982178,19.5009689331055,19.7631587982178,1426,12.4131889343262
2015-11-18,19.6612510681152,19.8670444488525,19.6612510681152,19.8670444488525,126,12.478440284729
2015-11-19,19.7562313079834,19.7562313079834,19.7562313079834,19.7562313079834,0,12.4088382720947
2015-11-20,19.4178581237793,19.5009689331055,19.3673992156982,19.48118019104,960,12.2360782623291
2015-11-23,20.0451354980469,20.0451354980469,20.0451354980469,20.0451354980469,808,12.5902986526489
2015-11-24,19.5900135040283,19.5900135040283,19.3921356201172,19.3921356201172,424,12.1801500320435
2015-11-25,19.3921356201172,19.3921356201172,19.3921356201172,19.3921356201172,101,12.1801500320435
2015-11-26,19.4831600189209,19.5207576751709,19.2981433868408,19.5207576751709,218,12.2609386444092
2015-11-27,19.6780700683594,21.3709259033203,19.3377170562744,20.01149559021,4522,12.5691690444946
2015-11-30,20.0946044921875,20.0946044921875,19.6068344116211,19.7097301483154,713,12.3796319961548
2015-12-01,19.5949611663818,19.5949611663818,19.4663391113281,19.4762344360352,550,12.2329730987549
2015-12-02,19.499979019165,19.946195602417,19.4366588592529,19.946195602417,679,12.5281543731689
2015-12-03,19.7878932952881,20.3003997802734,19.7878932952881,20.3003997802734,151,12.7506294250488
2015-12-04,20.1480331420898,20.1480331420898,20.1480331420898,20.1480331420898,0,12.6549282073975
2015-12-07,20.1173610687256,21.6479549407959,20.1173610687256,21.6479549407959,1736,13.5970230102539
2015-12-08,21.3442115783691,21.3442115783691,21.2225151062012,21.2225151062012,889,13.3298091888428
2015-12-09,21.0741062164307,21.0741062164307,20.7772884368896,20.7772884368896,202,13.0501623153687
2015-12-10,20.8960151672363,20.9167919158936,20.6288795471191,20.6288795471191,222,12.9569454193115
2015-12-11,20.5220241546631,20.6674652099609,20.5220241546631,20.6674652099609,11,12.9811811447144
2015-12-14,20.9474639892578,20.9474639892578,20.3320598602295,20.3320598602295,982,12.7705154418945
2015-12-15,20.51806640625,21.0325527191162,20.51806640625,20.6120586395264,859,12.9463815689087
2015-12-16,20.421106338501,20.7753086090088,20.421106338501,20.7753086090088,262,13.0489187240601
2015-12-17,20.6585597991943,20.6585597991943,20.2400455474854,20.2400455474854,313,12.712721824646
2015-12-18,20.0253486633301,20.2875366210938,20.0253486633301,20.2875366210938,252,12.7425489425659
2015-12-21,19.8512134552002,20.3231563568115,19.8512134552002,20.3231563568115,545,12.7649221420288
2015-12-22,20.2538986206055,20.2538986206055,20.2538986206055,20.2538986206055,0,12.7214221954346
2015-12-23,20.2964420318604,20.2964420318604,20.2964420318604,20.2964420318604,0,12.748143196106
2015-12-28,20.4309997558594,20.4309997558594,20.4309997558594,20.4309997558594,252,12.8326587677002
2015-12-29,20.602165222168,20.602165222168,20.602165222168,20.602165222168,0,12.940167427063
2015-12-30,20.267749786377,20.267749786377,19.8373622894287,19.8373622894287,555,12.4597959518433
2016-01-04,19.8373622894287,20.0055599212646,19.6889533996582,20.0055599212646,856,12.5654411315918
2016-01-05,19.8937587738037,19.8937587738037,19.8937587738037,19.8937587738037,0,12.4952201843262
2016-01-06,19.9867610931396,20.1510009765625,19.9867610931396,20.1510009765625,15,12.6567916870117
2016-01-07,19.6889533996582,19.6889533996582,19.5850677490234,19.5850677490234,859,12.3013305664062
2016-01-08,19.4900856018066,19.7285289764404,19.4900856018066,19.5959510803223,540,12.3081665039062
2016-01-11,19.1942558288574,19.3436546325684,19.1942558288574,19.2833023071289,739,12.1117925643921
2016-01-12,19.3436546325684,19.3436546325684,19.3436546325684,19.3436546325684,0,12.1496992111206
2016-01-13,19.6315689086914,19.6315689086914,19.6315689086914,19.6315689086914,0,12.3305377960205
2016-01-14,19.003303527832,19.3426647186279,18.6006183624268,18.6006183624268,515,11.6830015182495
2016-01-15,18.1148262023926,18.3038005828857,17.1719341278076,17.1719341278076,262,10.7856464385986
2016-01-18,17.58154296875,17.6033096313477,17.4232406616211,17.4232406616211,859,10.9434928894043
2016-01-19,17.5479030609131,17.5479030609131,17.078929901123,17.078929901123,1000,10.7272338867188
2016-01-20,16.6871299743652,16.8691787719727,16.6188621520996,16.6188621520996,464,10.4382648468018
2016-01-21,16.6821823120117,16.8899555206299,16.6821823120117,16.8899555206299,485,10.6085386276245
2016-01-22,17.2075519561768,17.2985763549805,16.9235954284668,17.2985763549805,793,10.8651914596558
2016-01-25,16.875114440918,17.8091049194336,16.875114440918,17.8091049194336,1010,11.1858539581299
2016-01-26,16.3804187774658,16.3804187774658,16.3804187774658,16.3804187774658,0,10.2884998321533
2016-01-27,17.0532054901123,17.3638763427734,17.0532054901123,17.3638763427734,260,10.9062070846558
2016-01-28,16.9512996673584,16.9512996673584,16.9512996673584,16.9512996673584,0,10.6470680236816
2016-01-29,16.9196376800537,17.116527557373,16.9196376800537,17.116527557373,303,10.750846862793
2016-02-01,16.6495323181152,16.6495323181152,16.6495323181152,16.6495323181152,0,10.4575290679932
2016-02-02,16.3190746307373,16.809814453125,16.3190746307373,16.6792144775391,2324,10.4761724472046
2016-02-03,16.2310180664062,16.3448009490967,16.2310180664062,16.3448009490967,12,10.2661275863647
2016-02-04,16.4417591094971,16.4417591094971,16.4417591094971,16.4417591094971,0,10.3270263671875
2016-02-05,16.666353225708,16.666353225708,16.609956741333,16.609956741333,101,10.4326705932617
2016-02-08,16.2824687957764,16.8236675262451,15.3039560317993,15.4543437957764,1437,9.7068338394165
2016-02-09,15.095193862915,15.5146970748901,14.7281293869019,14.7281293869019,571,9.25069999694824
2016-02-10,14.7033939361572,14.8854417800903,14.7033939361572,14.8854417800903,3,9.34950637817383
2016-02-11,14.872579574585,15.479079246521,14.872579574585,15.479079246521,70,9.72237014770508
2016-02-12,15.095193862915,15.095193862915,14.9913082122803,14.9913082122803,101,9.41600131988525
2016-02-15,15.2287616729736,15.8362512588501,15.2287616729736,15.4009170532227,959,9.6732759475708
2016-02-16,15.3652992248535,15.3652992248535,15.3652992248535,15.3652992248535,0,9.65090560913086
2016-02-17,14.8844528198242,15.7036724090576,14.8844528198242,15.6878423690796,432,9.85349369049072
2016-02-18,15.2673492431641,15.2673492431641,15.2673492431641,15.2673492431641,0,9.58938312530518
2016-02-19,17.0551853179932,17.0551853179932,17.0551853179932,17.0551853179932,0,10.7123184204102
2016-02-22,16.7920055389404,17.2154674530029,16.7920055389404,17.2154674530029,101,10.8129920959473
2016-02-23,16.8523597717285,16.8523597717285,16.1152591705322,16.1726455688477,1384,10.157998085022
2016-02-24,15.7996425628662,15.8619747161865,15.7264280319214,15.8619747161865,534,9.96286487579346
2016-02-25,15.7679815292358,16.9047966003418,15.7679815292358,16.9047966003418,172,10.6178607940674
2016-02-26,16.7870597839355,16.7870597839355,16.7870597839355,16.7870597839355,0,10.543909072876
2016-02-29,16.5891799926758,16.9661388397217,16.5891799926758,16.9661388397217,252,10.6563873291016
2016-03-01,16.9671287536621,17.6112251281738,16.9671287536621,17.6112251281738,334,11.0615644454956
2016-03-02,18.1286773681641,18.1613273620605,17.8091049194336,17.8091049194336,1063,11.1858539581299
2016-03-03,17.2164554595947,17.362886428833,16.3695335388184,16.6445865631104,119,10.4544219970703
2016-03-04,16.3754711151123,17.1115798950195,16.3754711151123,17.1115798950195,54,10.7477407455444
2016-03-07,17.4746875762939,17.4746875762939,17.2451496124268,17.2451496124268,530,10.8316326141357
2016-03-08,16.8503799438477,16.8503799438477,16.3250122070312,16.3250122070312,80,10.2536973953247
2016-03-09,16.0934925079346,16.4467067718506,16.0934925079346,16.2686157226562,232,10.2182760238647
2016-03-10,15.9539890289307,16.104377746582,15.9539890289307,15.997522354126,760,10.048002243042
2016-03-11,16.2656478881836,16.4021835327148,15.929253578186,15.9886178970337,1692,10.0424098968506
2016-03-14,15.9064979553223,16.3250122070312,15.9064979553223,16.3250122070312,80,10.2536973953247
2016-03-15,16.485294342041,16.485294342041,16.485294342041,16.485294342041,0,10.3543720245361
2016-03-16,17.0175876617432,17.0175876617432,16.7613353729248,16.7613353729248,1151,10.5277519226074
2016-03-17,16.7207698822021,16.7405567169189,16.6050090789795,16.6050090789795,449,10.4295644760132
2016-03-18,16.3170967102051,16.9186496734619,16.3170967102051,16.9186496734619,202,10.626561164856
2016-03-21,16.7583675384521,16.8592853546143,15.7086191177368,16.8592853546143,1369,10.5892734527588
2016-03-22,16.7900276184082,16.7900276184082,16.4892501831055,16.5496044158936,454,10.3947629928589
2016-03-23,16.401195526123,17.387622833252,16.401195526123,17.3529930114746,990,10.8993701934814
2016-03-24,17.1778697967529,17.1778697967529,16.8503799438477,16.8503799438477,303,10.5836791992188
2016-03-29,16.9552555084229,16.9552555084229,16.9552555084229,16.9552555084229,0,10.6495532989502
2016-03-30,16.5535621643066,16.5535621643066,16.085578918457,16.085578918457,775,10.1033115386963
2016-03-31,15.9183702468872,16.4041633605957,15.9183702468872,16.4041633605957,758,10.3034133911133
2016-04-01,15.7808446884155,15.7808446884155,15.6363925933838,15.6363925933838,646,9.8211784362793
2016-04-04,15.7937068939209,16.1271324157715,15.7937068939209,16.1271324157715,773,10.1294116973877
2016-04-05,15.8204202651978,16.2547645568848,15.8204202651978,16.1122913360596,192,10.1200895309448
2016-04-06,15.932222366333,16.2389335632324,15.932222366333,16.2389335632324,25,10.1996326446533
2016-04-07,16.0657901763916,16.0657901763916,16.0657901763916,16.0657901763916,0,10.0908823013306
2016-04-08,16.0420455932617,16.1271324157715,16.0420455932617,16.1271324157715,202,10.1294116973877
2016-04-11,16.11328125,16.11328125,16.0281925201416,16.0370979309082,1788,10.0728607177734
2016-04-12,16.0281925201416,16.1736335754395,15.9529991149902,16.1736335754395,3303,10.1586179733276
2016-04-13,16.1835289001465,16.2488288879395,16.1271324157715,16.2488288879395,308,10.2058477401733
2016-04-14,16.0776634216309,16.4051532745361,16.0776634216309,16.4051532745361,5,10.3040351867676
2016-04-15,16.275541305542,16.275541305542,16.2428913116455,16.2428913116455,230,10.2021179199219
2016-04-18,16.1251544952393,16.1251544952393,16.1251544952393,16.1251544952393,151,10.1281690597534
2016-04-19,15.9737768173218,16.2359657287598,15.9737768173218,16.2359657287598,64,10.1977682113647
2016-04-20,15.8797836303711,16.2201366424561,15.8797836303711,16.2201366424561,252,10.1878252029419
2016-04-21,16.1676979064941,19.0458469390869,16.1676979064941,18.6827392578125,3425,11.7345809936523
2016-04-22,18.5778636932373,18.5778636932373,18.4621047973633,18.4621047973633,909,11.596001625061
2016-04-25,18.2266273498535,18.6322803497314,18.2266273498535,18.6322803497314,1220,11.7028865814209
2016-04-26,18.393835067749,18.393835067749,18.393835067749,18.393835067749,0,11.5531206130981
2016-04-27,18.6906547546387,18.7984981536865,18.6708660125732,18.7984981536865,45,11.8072891235352
2016-04-28,18.6174392700195,18.8479671478271,18.4363803863525,18.4363803863525,232,11.5798425674438
2016-04-29,18.3869094848633,19.2842903137207,18.3869094848633,19.2842903137207,827,12.1124124526978
2016-05-02,19.6147499084473,20.0708599090576,19.6147499084473,20.0708599090576,278,12.6064558029175
2016-05-03,19.9333343505859,20.0332622528076,19.5207576751709,20.0332622528076,283,12.5828409194946
2016-05-04,19.8700122833252,20.48046875,19.8700122833252,19.946195602417,1241,12.5281543731689
2016-05-05,19.868034362793,20.5794086456299,19.868034362793,20.5141086578369,1111,12.884859085083
2016-05-06,20.2360897064209,20.2370777130127,20.2360897064209,20.2370777130127,151,12.7108554840088
2016-05-09,20.1826610565186,20.3666896820068,18.8628082275391,19.0804767608643,5188,11.9843988418579
2016-05-10,18.8905124664307,18.8905124664307,18.8905124664307,18.8905124664307,0,11.865083694458
2016-05-11,18.4927749633789,19.0458469390869,18.4927749633789,19.0458469390869,2021,11.9626483917236
2016-05-12,19.0626678466797,19.4584255218506,19.0626678466797,19.3921356201172,541,12.1801500320435
2016-05-13,19.3980712890625,19.3980712890625,18.7866268157959,18.7866268157959,20,11.7998313903809
2016-05-17,18.7984981536865,19.1319236755371,18.7984981536865,18.9587802886963,1107,11.9079618453979
2016-05-18,18.7984981536865,18.7984981536865,18.7549648284912,18.7895946502686,1124,11.8016967773438
2016-05-19,18.6382160186768,18.9953880310059,18.5788536071777,18.5788536071777,1369,11.6693305969238
2016-05-20,18.8756713867188,19.0903701782227,18.7984981536865,18.9943981170654,5745,11.9303331375122
2016-05-23,18.8934803009033,18.8934803009033,18.8934803009033,18.8934803009033,0,11.8669452667236
2016-05-24,19.0646457672119,19.440616607666,19.0646457672119,19.440616607666,2637,12.2106008529663
2016-05-25,19.4089546203613,19.5316390991211,19.4089546203613,19.421817779541,2031,12.1987943649292
2016-05-26,19.2140445709229,19.6691665649414,19.2140445709229,19.5623111724854,1516,12.287036895752
2016-05-27,19.440616607666,20.0728397369385,19.440616607666,20.0728397369385,3573,12.6076974868774
2016-05-30,20.053050994873,20.053050994873,20.053050994873,20.053050994873,0,12.5952701568604
2016-05-31,19.7324867248535,20.183650970459,19.7324867248535,20.183650970459,74,12.6772994995117
2016-06-01,19.6840076446533,19.9363021850586,19.6840076446533,19.9363021850586,2021,12.5219411849976
2016-06-02,19.5731945037842,19.7542533874512,19.5731945037842,19.7542533874512,107,12.4075956344604
2016-06-03,19.6939010620117,19.6939010620117,19.6939010620117,19.6939010620117,0,12.3696889877319
2016-06-06,19.5454902648926,20.1707897186279,19.5454902648926,20.1707897186279,384,12.6692218780518
2016-06-07,19.8987045288086,19.8987045288086,19.8710021972656,19.8710021972656,101,12.4809265136719
2016-06-08,19.7324867248535,19.7878932952881,19.7324867248535,19.7878932952881,758,12.4287252426147
2016-06-09,19.6760902404785,20.0055599212646,19.6760902404785,20.0055599212646,1684,12.5654411315918
2016-06-10,19.7878932952881,19.8413200378418,19.7878932952881,19.8403301239014,460,12.4616613388062
2016-06-13,19.4416046142578,19.4416046142578,18.8974380493164,18.8974380493164,50,11.8694334030151
2016-06-14,18.6085357666016,18.6085357666016,18.6085357666016,18.6085357666016,0,11.6879730224609
2016-06-15,18.3463459014893,18.3463459014893,18.269172668457,18.269172668457,59,11.4748210906982
2016-06-16,18.0534839630127,18.1108684539795,17.697301864624,17.7062072753906,1746,11.121223449707
2016-06-17,17.5548286437988,17.5548286437988,17.5548286437988,17.5548286437988,0,11.0261430740356
2016-06-20,19.0804767608643,19.0804767608643,18.5036582946777,18.5036582946777,1263,11.6220998764038
2016-06-21,18.6510791778564,18.6510791778564,18.2741184234619,18.2741184234619,277,11.4779272079468
2016-06-22,18.1979351043701,18.4175815582275,18.1979351043701,18.4175815582275,758,11.5680360794067
2016-06-23,18.5936946868896,18.8717136383057,18.0683250427246,18.2305850982666,1870,11.4505834579468
2016-06-24,16.5228900909424,17.525146484375,16.5228900909424,17.525146484375,935,11.0074996948242
2016-06-27,17.5023918151855,17.5023918151855,17.5023918151855,17.5023918151855,0,10.9932069778442
2016-06-28,17.1956787109375,17.1956787109375,17.1956787109375,17.1956787109375,0,10.8005628585815
2016-06-29,17.9001274108887,18.5511493682861,17.9001274108887,18.5511493682861,1364,11.6519298553467
2016-06-30,18.2058506011963,18.8291702270508,18.2058506011963,18.8291702270508,623,11.8265533447266
2016-07-01,18.6787815093994,18.6787815093994,18.6787815093994,18.6787815093994,0,11.7320947647095
2016-07-04,18.6006183624268,18.6006183624268,18.2543315887451,18.2939071655273,328,11.4903564453125
2016-07-05,17.9901638031006,17.9901638031006,17.9901638031006,17.9901638031006,0,11.2995748519897
2016-07-06,17.6567363739014,17.6567363739014,16.9958209991455,17.4578685760498,874,10.9652414321899
2016-07-07,17.2698841094971,17.2698841094971,17.2698841094971,17.2698841094971,0,10.8471689224243
2016-07-08,16.9997787475586,16.9997787475586,16.9997787475586,16.9997787475586,0,10.6775169372559
2016-07-11,17.322322845459,17.8546161651611,17.322322845459,17.8546161651611,90,11.2144393920898
2016-07-12,17.8833084106445,17.8833084106445,17.8833084106445,17.8833084106445,0,11.232460975647
2016-07-13,17.7497406005859,18.0712928771973,17.7497406005859,18.0712928771973,56,11.3505334854126
2016-07-14,18.2117862701416,18.2117862701416,18.2117862701416,18.2117862701416,0,11.4387769699097
2016-07-15,18.431432723999,18.431432723999,18.431432723999,18.431432723999,353,11.576735496521
2016-07-18,18.4611148834229,18.4621047973633,16.7702388763428,16.8949031829834,7161,10.611644744873
2016-07-19,16.7405567169189,17.1659965515137,16.7405567169189,17.1056442260742,969,10.7440118789673
2016-07-20,16.944372177124,17.1155376434326,16.944372177124,17.0710144042969,303,10.7222595214844
2016-07-21,17.0373764038086,17.0373764038086,16.1736335754395,16.1736335754395,2265,10.1586179733276
2016-07-22,16.1746234893799,16.3012657165527,16.0974502563477,16.2310180664062,555,10.1946601867676
2016-07-25,15.9777336120605,16.5872001647949,15.9777336120605,16.5872001647949,24,10.4183778762817
2016-07-26,16.1380157470703,16.6257877349854,16.1380157470703,16.4912300109863,311,10.3580989837646
2016-07-27,16.0004901885986,16.0004901885986,16.0004901885986,16.0004901885986,0,10.0498685836792
2016-07-28,15.9470634460449,15.9470634460449,15.9470634460449,15.9470634460449,0,10.0163097381592
2016-07-29,16.2270622253418,16.4754009246826,16.2270622253418,16.4754009246826,353,10.3481578826904
2016-08-01,16.4635276794434,16.782112121582,16.4635276794434,16.5921478271484,80,10.4214849472046
