Index,SE.Open,SE.High,SE.Low,SE.Close,SE.Volume,SE.Adjusted
2020-06-26,103.540000915527,107.800003051758,101.610000610352,105.199996948242,4453900,105.199996948242
2020-06-29,104.980003356934,110.639999389648,101.611999511719,108.769996643066,4478300,108.769996643066
2020-06-30,109.080001831055,110.419998168945,107.050003051758,107.23999786377,2912400,107.23999786377
2020-07-01,108.279998779297,116.76000213623,108.279998779297,114.459999084473,4728800,114.459999084473
2020-07-02,117.849998474121,119.230003356934,115.330001831055,117.620002746582,3278100,117.620002746582
2020-07-06,122.5,123.5,113.184997558594,114.410003662109,5475600,114.410003662109
2020-07-07,113.440002441406,116.120002746582,111.339996337891,112.900001525879,4917700,112.900001525879
2020-07-08,118.019996643066,126.680000305176,118.01000213623,124.459999084473,7608300,124.459999084473
2020-07-09,129.710006713867,129.720001220703,119,123.050003051758,5192900,123.050003051758
2020-07-10,121.529998779297,122.379997253418,118.449996948242,121,2501300,121
2020-07-13,123.169998168945,125.290000915527,113.580001831055,113.650001525879,4961600,113.650001525879
2020-07-14,111.150001525879,113.540000915527,106.01000213623,113.300003051758,5621200,113.300003051758
2020-07-15,114.51000213623,116.736000061035,112.629997253418,113.209999084473,2941700,113.209999084473
2020-07-16,109.599998474121,110.48999786377,106.879997253418,109,3044800,109
2020-07-17,110.169998168945,111.76000213623,107.870002746582,109.040000915527,1697000,109.040000915527
2020-07-20,111.900001525879,117.98999786377,111.139999389648,115.25,3510100,115.25
2020-07-21,118.319999694824,120.449996948242,114.680999755859,115.449996948242,2526300,115.449996948242
2020-07-22,115.930000305176,116.75,113.160003662109,114.650001525879,1397400,114.650001525879
2020-07-23,114.650001525879,114.959999084473,107.199996948242,108.949996948242,2745400,108.949996948242
2020-07-24,105.430000305176,108.199996948242,101.699996948242,107.120002746582,3797800,107.120002746582
2020-07-27,110.480003356934,115.019996643066,109.169998168945,114.180000305176,3498500,114.180000305176
2020-07-28,115.629997253418,118.75,114.139999389648,116,2937000,116
2020-07-29,119.169998168945,120.339996337891,116.910003662109,118.690002441406,2385500,118.690002441406
2020-07-30,118.519996643066,122.550003051758,118.139999389648,122.290000915527,3665400,122.290000915527
2020-07-31,124.51000213623,125.839996337891,120.099998474121,122.199996948242,4166700,122.199996948242
2020-08-03,124.919998168945,134.330001831055,124.5,132.75,4569800,132.75
2020-08-04,132.860000610352,138.539993286133,131.740005493164,137.509994506836,4490600,137.509994506836
2020-08-05,140.509994506836,146.690002441406,140.050003051758,145.470001220703,4543000,145.470001220703
2020-08-06,146.990005493164,146.990005493164,137.039993286133,138.210006713867,4497700,138.210006713867
2020-08-07,137.270004272461,140.442993164062,127.639999389648,129,5050200,129
2020-08-10,132.660003662109,135.520004272461,120.339996337891,122.699996948242,5945300,122.699996948242
2020-08-11,122.849998474121,127.790000915527,118.080001831055,120.360000610352,3967900,120.360000610352
2020-08-12,122.48999786377,128.684005737305,121.370002746582,126.919998168945,3832400,126.919998168945
2020-08-13,128,130.649993896484,126.5,128,4053600,128
2020-08-14,128.309997558594,129.669998168945,124.389999389648,126.5,3299400,126.5
2020-08-17,128.919998168945,134.440002441406,127.230003356934,134.279998779297,6073200,134.279998779297
2020-08-18,148,152.509994506836,141.029998779297,145.979995727539,12364800,145.979995727539
2020-08-19,151.770004272461,154.25,146.300003051758,150.559997558594,5442100,150.559997558594
2020-08-20,151.300003051758,153.339996337891,145.759994506836,152.639999389648,4178400,152.639999389648
2020-08-21,153.279998779297,154.279998779297,145.899993896484,147.419998168945,3934100,147.419998168945
2020-08-24,149.789993286133,152.190002441406,144.259994506836,150.410003662109,4437800,150.410003662109
2020-08-25,148.25,155,147.300003051758,154.130004882812,3644900,154.130004882812
2020-08-26,154.919998168945,163.139999389648,154.339996337891,159,5392700,159
2020-08-27,158,158.899993896484,150.339996337891,153.149993896484,3919200,153.149993896484
2020-08-28,154.479995727539,156.089996337891,151.979995727539,152.669998168945,2396500,152.669998168945
2020-08-31,154.339996337891,158.990005493164,150.559997558594,152.809997558594,3949200,152.809997558594
2020-09-01,156.699996948242,162,153.309997558594,161.800003051758,5358200,161.800003051758
2020-09-02,164.259994506836,165.229995727539,153.380004882812,157.220001220703,4471600,157.220001220703
2020-09-03,150.660003662109,152.970001220703,144.119995117188,147.559997558594,6682700,147.559997558594
2020-09-04,145.050003051758,145.710006713867,137.889999389648,144.149993896484,7891400,144.149993896484
2020-09-08,136,144.929992675781,135.279998779297,138,7301100,138
2020-09-09,141.929992675781,143.479995727539,138.130004882812,142.029998779297,3896300,142.029998779297
2020-09-10,142,146.100006103516,138.029998779297,139.5,2591900,139.5
2020-09-11,142.270004272461,142.990005493164,138.074996948242,139.509994506836,2337000,139.509994506836
2020-09-14,143.990005493164,149.220001220703,143.001007080078,147.820007324219,3586100,147.820007324219
2020-09-15,150,150.589996337891,145.289993286133,149.990005493164,3010300,149.990005493164
2020-09-16,148.960006713867,151.240005493164,146.729995727539,147.580001831055,1536100,147.580001831055
2020-09-17,143.800003051758,149.259994506836,141.854995727539,149.080001831055,3154400,149.080001831055
2020-09-18,150.050003051758,150.979995727539,143.880004882812,147.550003051758,2542800,147.550003051758
2020-09-21,143,150.880004882812,142.639999389648,150.699996948242,2230100,150.699996948242
2020-09-22,151.089996337891,152.75,145.899993896484,152.119995117188,3080600,152.119995117188
2020-09-23,150.75,155.539993286133,146.639999389648,147.880004882812,3441800,147.880004882812
2020-09-24,144.940002441406,152.449996948242,142.406005859375,150.059997558594,3102000,150.059997558594
2020-09-25,150.740005493164,157.800003051758,149.550003051758,155.289993286133,4289600,155.289993286133
2020-09-28,159,162,157.009994506836,159.970001220703,3658100,159.970001220703
2020-09-29,159.410003662109,161.509994506836,154.389999389648,155.149993896484,2500400,155.149993896484
2020-09-30,155.100006103516,158.539993286133,153.860000610352,154.039993286133,2290500,154.039993286133
2020-10-01,157,160.440002441406,154.520004272461,160,3054200,160
2020-10-02,154.5,160.089996337891,154.330001831055,155.360000610352,3017000,155.360000610352
2020-10-05,158.880004882812,162.050003051758,155.210006713867,157.580001831055,3345900,157.580001831055
2020-10-06,159,167.940002441406,158.130004882812,163.440002441406,5642700,163.440002441406
2020-10-07,167.429992675781,171.300003051758,165.449996948242,167.419998168945,4245600,167.419998168945
2020-10-08,170.490005493164,172,168.149993896484,169.289993286133,3370800,169.289993286133
2020-10-09,170,172.5,166.279998779297,172.119995117188,2645500,172.119995117188
2020-10-12,175,175.600006103516,166.901000976562,167.179992675781,3050400,167.179992675781
2020-10-13,170,172.470001220703,166.380004882812,172.399993896484,2064100,172.399993896484
2020-10-14,174.300003051758,176.899993896484,166.330001831055,167.630004882812,2208300,167.630004882812
2020-10-15,165.800003051758,169.309997558594,161.839996337891,169.300003051758,1994500,169.300003051758
2020-10-16,170.169998168945,171.610000610352,164.880004882812,165.199996948242,2158300,165.199996948242
2020-10-19,165.419998168945,168.179992675781,161.949996948242,162.839996337891,2567700,162.839996337891
2020-10-20,163,169.490005493164,162.5,166.869995117188,1921600,166.869995117188
2020-10-21,167.229995727539,172.119995117188,163.779998779297,168.380004882812,2175600,168.380004882812
2020-10-22,168.789993286133,169.789993286133,159.600006103516,161.630004882812,3112700,161.630004882812
2020-10-23,162,163.117004394531,158.789993286133,162.960006713867,1841200,162.960006713867
2020-10-26,160.399993896484,164.673004150391,159.410003662109,162.360000610352,1965700,162.360000610352
2020-10-27,164.679992675781,172.449996948242,162.949996948242,172.289993286133,3340200,172.289993286133
2020-10-28,167.490005493164,167.990005493164,161.259994506836,163.240005493164,2794100,163.240005493164
2020-10-29,166.419998168945,169.979995727539,163.453002929688,167.020004272461,1902300,167.020004272461
2020-10-30,163.419998168945,164.740005493164,155.330001831055,157.699996948242,3226900,157.699996948242
2020-11-02,160.399993896484,164.940002441406,157.550003051758,159.669998168945,2719800,159.669998168945
2020-11-03,161.110000610352,169.220001220703,161,166.389999389648,2081300,166.389999389648
2020-11-04,171.350006103516,177.589996337891,170.589996337891,176.960006713867,3116100,176.960006713867
2020-11-05,183,187.449996948242,180.580001831055,184.619995117188,3371000,184.619995117188
2020-11-06,184.789993286133,187.75,180.169998168945,186.789993286133,1734800,186.789993286133
2020-11-09,176.160003662109,182.970001220703,164,169.080001831055,6129200,169.080001831055
2020-11-10,169.800003051758,169.960006713867,155.100006103516,156.529998779297,7169100,156.529998779297
2020-11-11,166.449996948242,171.690002441406,161.509994506836,169.130004882812,6227100,169.130004882812
2020-11-12,174,179.449005126953,171.820007324219,178.770004272461,4093300,178.770004272461
2020-11-13,181.199996948242,183.660003662109,176.630004882812,181.440002441406,2902900,181.440002441406
2020-11-16,178.699996948242,179.240005493164,172,178.220001220703,4711000,178.220001220703
2020-11-17,182.889999389648,187.179992675781,168.559997558594,170.619995117188,6000700,170.619995117188
2020-11-18,174.289993286133,174.830001831055,165,165.160003662109,4290100,165.160003662109
2020-11-19,167.720001220703,174.809997558594,166,173.470001220703,2750400,173.470001220703
2020-11-20,175.199996948242,184.059997558594,175.190002441406,183.110000610352,3841400,183.110000610352
2020-11-23,183,185,178.15299987793,182.919998168945,3122400,182.919998168945
2020-11-24,179.229995727539,181.25,174.302001953125,176.919998168945,3308700,176.919998168945
2020-11-25,176.350006103516,178.720001220703,173.699996948242,177.699996948242,2155800,177.699996948242
2020-11-27,180.5,182.75,178.220001220703,182.550003051758,1895800,182.550003051758
2020-11-30,183,183.800003051758,173.910003662109,180.369995117188,2289600,180.369995117188
2020-12-01,183.100006103516,183.5,176.589996337891,177.380004882812,2323400,177.380004882812
2020-12-02,174.990005493164,184.929992675781,174.5,183.880004882812,4206600,183.880004882812
2020-12-03,185.059997558594,192.360000610352,182.580001831055,183.529998779297,5084000,183.529998779297
2020-12-04,190.970001220703,203.423004150391,186.100006103516,198.779998779297,11898800,198.779998779297
2020-12-07,200,200,195.399993896484,198.570007324219,2951600,198.570007324219
2020-12-08,199,207.514999389648,197.600006103516,205.869995117188,5915500,205.869995117188
2020-12-09,208.550003051758,212.330001831055,200.399993896484,202.679992675781,3627600,202.679992675781
2020-12-10,194.919998168945,201.699996948242,194.039993286133,198.949996948242,3969000,198.949996948242
2020-12-11,194.300003051758,195.899993896484,190.25,193.380004882812,6945700,193.380004882812
2020-12-14,195,195.679992675781,189.059997558594,190.259994506836,2889600,190.259994506836
2020-12-15,191.5,191.75,186,188.089996337891,3005200,188.089996337891
2020-12-16,189.669998168945,196.440002441406,188.375,192.990005493164,3706800,192.990005493164
2020-12-17,195.460006713867,198.445007324219,194.029998779297,198.050003051758,2842500,198.050003051758
2020-12-18,198.960006713867,200.850006103516,196.600006103516,200.350006103516,2633200,200.350006103516
2020-12-21,197,201.5,192.850006103516,196.899993896484,3157700,196.899993896484
2020-12-22,198.5,202.412002563477,196.513000488281,200.649993896484,2244000,200.649993896484
2020-12-23,199.740005493164,200.335006713867,194.360000610352,195.070007324219,1878600,195.070007324219
2020-12-24,194.539993286133,197.300003051758,191.800003051758,193.179992675781,1132100,193.179992675781
2020-12-28,193.25,194.5,178.800003051758,180.279998779297,5843100,180.279998779297
2020-12-29,185.089996337891,190.869995117188,183.309997558594,188.350006103516,3111900,188.350006103516
2020-12-30,190,197.593002319336,186.679992675781,196.75,2526300,196.75
2020-12-31,196.740005493164,199.119995117188,194.529006958008,199.050003051758,3775300,199.050003051758
2021-01-04,200.75,203.110000610352,191.869995117188,196.059997558594,4332700,196.059997558594
2021-01-05,198.100006103516,204.089996337891,195.089996337891,202.929992675781,3297500,202.929992675781
2021-01-06,201.580001831055,204.119995117188,193.910003662109,194.369995117188,3224800,194.369995117188
2021-01-07,198.020004272461,205.339996337891,197.889999389648,203.940002441406,3392000,203.940002441406
2021-01-08,205.940002441406,213.600006103516,202.429992675781,210.160003662109,4604400,210.160003662109
2021-01-11,209,213.350006103516,206.889999389648,209.059997558594,2553900,209.059997558594
2021-01-12,214.380004882812,218.570007324219,212.399993896484,218.479995727539,5471700,218.479995727539
2021-01-13,223.610000610352,229.979995727539,220.880004882812,226.779998779297,5065800,226.779998779297
2021-01-14,230.880004882812,237.270004272461,227.647003173828,229.660003662109,3890500,229.660003662109
2021-01-15,230.880004882812,233.479995727539,222.080001831055,226.050003051758,2346800,226.050003051758
2021-01-19,232.449996948242,234.5,226.050003051758,231.639999389648,2515800,231.639999389648
2021-01-20,238.199996948242,238.419998168945,232.080001831055,233.149993896484,2152500,233.149993896484
2021-01-21,233.380004882812,237,232,233.960006713867,1648000,233.960006713867
2021-01-22,232.610000610352,236.789993286133,230.25,236.490005493164,2043100,236.490005493164
2021-01-25,240,240.440002441406,226.139999389648,228.679992675781,4295200,228.679992675781
2021-01-26,230,232.330001831055,215.809997558594,217.220001220703,3869600,217.220001220703
2021-01-27,212.264999389648,223.173004150391,203.059997558594,205.779998779297,6373000,205.779998779297
2021-01-28,210,228.410003662109,209.300003051758,219.779998779297,5835000,219.779998779297
2021-01-29,218.059997558594,221.610000610352,211.25,216.710006713867,3419600,216.710006713867
2021-02-01,222.970001220703,236.979995727539,222.970001220703,233.529998779297,4397100,233.529998779297
2021-02-02,235.919998168945,241.779998779297,231,238.539993286133,3377900,238.539993286133
