Index,JFIN.Open,JFIN.High,JFIN.Low,JFIN.Close,JFIN.Volume,JFIN.Adjusted
2019-06-11,10.5200004577637,12,10.3699998855591,11.1999998092651,194700,8.78011894226074
2019-06-12,10.9300003051758,11.6700000762939,10.7700004577637,11.5100002288818,177700,9.0231409072876
2019-06-13,11.2600002288818,11.7399997711182,11.1499996185303,11.3599996566772,40800,8.90554904937744
2019-06-14,11.6300001144409,13.7200002670288,11.3400001525879,13,137900,10.1912097930908
2019-06-17,12.710000038147,12.710000038147,12,12.3000001907349,18800,9.64245223999023
2019-06-18,11.75,12.6700000762939,11.7069997787476,12.1400003433228,29100,9.51702213287354
2019-06-19,12.4399995803833,12.960000038147,11.8800001144409,12.5,38100,9.79924011230469
2019-06-20,12.8280000686646,14.2559995651245,12.4989995956421,13.9399995803833,122000,10.9281120300293
2019-06-21,14.5500001907349,14.6000003814697,13.7399997711182,14.3900003433228,36900,11.2808856964111
2019-06-24,14.5600004196167,14.5600004196167,13.5,13.9899997711182,8900,10.9673099517822
2019-06-25,14,14,12.7419996261597,12.7600002288818,10900,10.0030651092529
2019-06-26,12.831000328064,13.5,12.8299999237061,12.9469995498657,2200,10.1496610641479
2019-06-27,12.5640001296997,15,12.5640001296997,14,110000,10.9751491546631
2019-06-28,14.3800001144409,16.1200008392334,14.3800001144409,15.9899997711182,103900,12.5351886749268
2019-07-01,16.1499996185303,16.1499996185303,14.9099998474121,15.1899995803833,40400,11.9080371856689
2019-07-02,15.0200004577637,16.8600006103516,15.0200004577637,16.2099990844727,35300,12.7076539993286
2019-07-03,16.4899997711182,16.4899997711182,15.5699996948242,16,1152400,12.5430278778076
2019-07-05,15.8000001907349,16.1140003204346,14.0100002288818,14.9300003051758,1275400,11.704213142395
2019-07-08,14.6999998092651,14.6999998092651,12.5100002288818,13.1000003814697,64000,10.269603729248
2019-07-09,12.8100004196167,13.9309997558594,11.1000003814697,11.5,55400,9.01530075073242
2019-07-10,11.6499996185303,11.8800001144409,10.710000038147,10.9460000991821,88100,8.58099937438965
2019-07-11,10.9300003051758,11.0600004196167,9.27000045776367,9.44999980926514,197400,7.40822553634644
2019-07-12,9.51000022888184,10,9.30000019073486,9.31999969482422,30300,7.30631303787231
2019-07-15,9.43000030517578,9.72299957275391,9.20100021362305,9.35000038146973,15400,7.32983207702637
2019-07-16,9.36999988555908,9.625,9.01000022888184,9.22000026702881,182700,7.22791957855225
2019-07-17,9.53999996185303,9.95400047302246,9.10999965667725,9.40999984741211,440800,7.37686777114868
2019-07-18,9.3100004196167,9.53999996185303,9.3100004196167,9.5,560300,7.44742250442505
2019-07-19,9.75,10.3129997253418,9.3100004196167,9.55000019073486,443800,7.48661947250366
2019-07-22,9.80000019073486,10.3000001907349,9.77999973297119,10.1499996185303,643200,7.95698308944702
2019-07-23,10.3699998855591,12.210000038147,9.99499988555908,12.1000003814697,126900,9.4856653213501
2019-07-24,12.25,15.4799995422363,12.25,15.3599996566772,288400,12.0413064956665
2019-07-25,15.0699996948242,15.9899997711182,14.3999996185303,15.6899995803833,120000,12.3000068664551
2019-07-26,15.1999998092651,15.4200000762939,14.6350002288818,14.9499998092651,26900,11.7198915481567
2019-07-29,15.3999996185303,17.4500007629395,15.3000001907349,17,174500,13.3269672393799
2019-07-30,17.3899993896484,18.0499992370605,16.6599998474121,16.6800003051758,1431900,13.0761060714722
2019-07-31,16.5599994659424,17.6800003051758,12.9940004348755,14.8900003433228,796000,11.6728553771973
2019-08-01,14.5299997329712,16.25,13.1999998092651,14.3699998855591,355100,11.2652072906494
2019-08-02,14.0299997329712,15.7829999923706,12.0699996948242,12.7700004577637,226200,10.0109043121338
2019-08-05,12.1599998474121,12.9300003051758,11.1999998092651,12.3800001144409,51000,9.70516777038574
2019-08-06,12.3500003814697,13.1899995803833,12.3500003814697,12.4899997711182,22000,9.79140090942383
2019-08-07,12.3699998855591,13.0699996948242,12.0100002288818,12.8699998855591,25400,10.089298248291
2019-08-08,12.7200002670288,13.1000003814697,12.5,12.5,25100,9.79924011230469
2019-08-09,11.9099998474121,12.7469997406006,11.9099998474121,12.5200004577637,13200,9.81491947174072
2019-08-12,12.1999998092651,12.1999998092651,11,11.2600002288818,38300,8.82715606689453
2019-08-13,11.0100002288818,11.2399997711182,10.3100004196167,10.6499996185303,24300,8.34895324707031
2019-08-14,10.6000003814697,10.9799995422363,10,10.6000003814697,60100,8.3097562789917
2019-08-15,10.6199998855591,11.3000001907349,10.2700004577637,10.5600004196167,31300,8.27839851379395
2019-08-16,10.5600004196167,11.6400003433228,10.5,10.6099996566772,12000,8.31759548187256
2019-08-19,11.1400003433228,11.576000213623,11.1400003433228,11.4099998474121,12800,8.94474697113037
2019-08-20,11.6000003814697,12.9379997253418,11.6000003814697,12.5,15200,9.79924011230469
2019-08-21,12.8400001525879,13.9329996109009,12.0100002288818,13,29000,10.1912097930908
2019-08-22,12.4659996032715,12.6999998092651,12.1709995269775,12.4700002670288,4700,9.77572250366211
2019-08-23,12.1499996185303,13.1920003890991,11.4099998474121,12.5,39600,9.79924011230469
2019-08-26,12.5100002288818,12.7620000839233,11.8999996185303,11.9200000762939,9500,9.34455585479736
2019-08-27,12.3500003814697,12.3500003814697,11.3000001907349,11.4399995803833,9700,8.96826457977295
2019-08-28,11.6499996185303,12,11.5900001525879,11.5900001525879,1300,9.08585643768311
2019-08-29,11.6000003814697,12.8500003814697,11.1000003814697,12.3000001907349,10600,9.64245223999023
2019-08-30,12.3699998855591,12.4029998779297,11.5100002288818,11.9799995422363,11100,9.39159107208252
2019-09-03,11.9309997558594,11.960000038147,11.1999998092651,11.8999996185303,34800,9.32887649536133
2019-09-04,11.0900001525879,12.460000038147,11.0900001525879,11.9300003051758,34500,9.35239601135254
2019-09-05,12.4399995803833,14.3500003814697,11.5939998626709,14.3000001907349,140400,11.2103309631348
2019-09-06,13.9399995803833,16,12.5,13.5299997329712,333300,10.6066980361938
2019-09-09,14.9099998474121,15.8000001907349,13.5200004577637,14.0600004196167,267400,11.0221862792969
2019-09-10,14.1999998092651,15.5,14.0600004196167,14.3999996185303,65800,11.288724899292
2019-09-11,14.789999961853,14.9499998092651,14.1350002288818,14.6000003814697,78400,11.4455127716064
2019-09-12,14.5970001220703,14.6000003814697,14,14.3900003433228,62600,11.2808856964111
2019-09-13,14.3999996185303,17.1650009155273,14.1999998092651,16.5699996948242,76200,12.9898729324341
2019-09-16,16,19.488000869751,15.9519996643066,18.9699993133545,389600,14.8713264465332
2019-09-17,18.0900001525879,18.4899997711182,13,14.1000003814697,842800,11.0535430908203
2019-09-18,14.3699998855591,14.7749996185303,13.5200004577637,13.9099998474121,62800,10.9045944213867
2019-09-19,13.5200004577637,14.2889995574951,13.4799995422363,13.8000001907349,68100,10.8183612823486
2019-09-20,13.2700004577637,14.1000003814697,13.2700004577637,13.6000003814697,22900,10.6615734100342
2019-09-23,13.6000003814697,13.960000038147,13.1000003814697,13.25,117900,10.3871955871582
2019-09-24,13.1499996185303,13.6499996185303,13,13.0699996948242,71800,10.2460861206055
2019-09-25,13.1049995422363,15.6490001678467,13.0500001907349,14.8800001144409,187900,11.6650161743164
2019-09-26,14.75,15.9499998092651,13.8839998245239,14.7700004577637,40300,11.5787830352783
2019-09-27,14.5,15.2270002365112,14.168999671936,14.539999961853,10900,11.398476600647
2019-09-30,15.0500001907349,17.3799991607666,14.4399995803833,16.6900005340576,315500,13.083945274353
2019-10-01,16.8199996948242,16.8199996948242,12,12.3800001144409,737100,9.70516777038574
2019-10-02,12.2700004577637,12.6850004196167,11.3100004196167,11.6700000762939,533600,9.1485710144043
2019-10-03,11.3699998855591,11.789999961853,11.3199996948242,11.585000038147,37700,9.08193588256836
2019-10-04,11.4099998474121,12.1000003814697,11.4099998474121,11.9399995803833,12800,9.36023426055908
2019-10-07,12.3000001907349,12.6300001144409,11.4499998092651,12.1000003814697,27500,9.4856653213501
2019-10-08,12.210000038147,12.3409996032715,11.4499998092651,11.4499998092651,16200,8.97610473632812
2019-10-09,12.3999996185303,12.4799995422363,11.2200002670288,11.6700000762939,35900,9.1485710144043
2019-10-10,11.7399997711182,11.7399997711182,10.6000003814697,10.9899997711182,21400,8.61549186706543
2019-10-11,10.9499998092651,11.8000001907349,10.5139999389648,11.4200000762939,14000,8.95258617401123
2019-10-14,11.6400003433228,11.9750003814697,11.0200004577637,11.5,5700,9.01530075073242
2019-10-15,11.0970001220703,11.6099996566772,10.8800001144409,10.8800001144409,5800,8.52925872802734
2019-10-16,11.1899995803833,11.3730001449585,11.1899995803833,11.2469997406006,2400,8.8169641494751
2019-10-17,11.1000003814697,11.1499996185303,10,10.0600004196167,22800,7.88642835617065
2019-10-18,10.1000003814697,10.5200004577637,10.1000003814697,10.5100002288818,12900,8.23920154571533
2019-10-21,10.5100002288818,10.6149997711182,10.3249998092651,10.5,11100,8.23136138916016
2019-10-22,10.1999998092651,10.2390003204346,9.47799968719482,9.80000019073486,15000,7.68260478973389
2019-10-23,9.80000019073486,10.5900001525879,9.60000038146973,9.99499988555908,23000,7.83547258377075
2019-10-24,10,10,9.52000045776367,9.5600004196167,21900,7.49445915222168
2019-10-25,10.1400003433228,10.1400003433228,9.61999988555908,9.80000019073486,5600,7.68260478973389
2019-10-28,9.9399995803833,9.9399995803833,9.52000045776367,9.52000045776367,5600,7.46310138702393
2019-10-29,9.59000015258789,10.0200004577637,9.30000019073486,9.44999980926514,88200,7.40822553634644
2019-10-30,9.42099952697754,9.4399995803833,8.61999988555908,8.80000019073486,91000,6.89866495132446
2019-10-31,8.75599956512451,8.75599956512451,7.6100001335144,8,110900,6.27151393890381
2019-11-01,8.25,8.25,7.75,7.75,16900,6.07552909851074
2019-11-04,7.77899980545044,7.96999979019165,7.5149998664856,7.51999998092651,16900,5.89522314071655
2019-11-05,7.86999988555908,7.86999988555908,7.11999988555908,7.17000007629395,9700,5.62084436416626
2019-11-06,7.6399998664856,8.19999980926514,7.11499977111816,8.19999980926514,22400,6.4283013343811
2019-11-07,8.10999965667725,8.25699996948242,7.28000020980835,7.80000019073486,167900,6.11472606658936
2019-11-08,7.78000020980835,8.1899995803833,7.5,8.1899995803833,35300,6.42046213150024
2019-11-11,8,8.10999965667725,7.73999977111816,8,15600,6.27151393890381
2019-11-12,8,8.02999973297119,7.51000022888184,7.96999979019165,29300,6.24799537658691
2019-11-13,7.51000022888184,7.8899998664856,7.51000022888184,7.80000019073486,9600,6.11472606658936
2019-11-14,7.73000001907349,7.80000019073486,7.58599996566772,7.59000015258789,7400,5.95009899139404
2019-11-15,7.69999980926514,7.76000022888184,7.25,7.59999990463257,16000,5.9579381942749
2019-11-18,7.57000017166138,7.79899978637695,7.2189998626709,7.51000022888184,37800,5.88738393783569
2019-11-19,7.53999996185303,7.76000022888184,7.50400018692017,7.69999980926514,16400,6.03633165359497
2019-11-20,7.59999990463257,7.69000005722046,7.28000020980835,7.5,40900,5.87954425811768
2019-11-21,7.3600001335144,7.59999990463257,7.25299978256226,7.44000005722046,23800,5.8325080871582
2019-11-22,7.48999977111816,7.5,7.03999996185303,7.09000015258789,13500,5.55812931060791
2019-11-25,7.3899998664856,7.59999990463257,6.63399982452393,7.59999990463257,31200,5.9579381942749
2019-11-26,7,7.57999992370605,7,7.5,6900,5.87954425811768
2019-11-27,7.30000019073486,7.53000020980835,7.1100001335144,7.40999984741211,12600,5.80898952484131
2019-11-29,7.40000009536743,7.44000005722046,6.90999984741211,7.05999994277954,4400,5.53461074829102
2019-12-02,7.30000019073486,7.44999980926514,6.8289999961853,6.98000001907349,35500,5.47189569473267
2019-12-03,7,8.08300018310547,6.875,7.65000009536743,67700,5.99713516235352
2019-12-04,7.67000007629395,7.67000007629395,7,7.5,22100,5.87954425811768
2019-12-05,7.18400001525879,7.60599994659424,7.01100015640259,7.33199977874756,3400,5.74784231185913
2019-12-06,7.01000022888184,7.44299983978271,6.75,6.82499980926514,16200,5.3503851890564
2019-12-09,6.82000017166138,6.98000001907349,6.80000019073486,6.94000005722046,2300,5.44053840637207
2019-12-10,6.92999982833862,6.92999982833862,6.40999984741211,6.42999982833862,15500,5.04072904586792
2019-12-11,6.28999996185303,6.28999996185303,5.67999982833862,5.80000019073486,17200,4.54684782028198
2019-12-12,5.6710000038147,5.6710000038147,5.51000022888184,5.51000022888184,4600,4.31950521469116
2019-12-13,5.84999990463257,5.84999990463257,5.59999990463257,5.61499977111816,4800,4.40181875228882
2019-12-16,5.80999994277954,5.82499980926514,5.64099979400635,5.69000005722046,2700,4.46061420440674
2019-12-17,5.6100001335144,5.63700008392334,5.6100001335144,5.63700008392334,1200,4.41906595230103
2019-12-18,5.59000015258789,5.69999980926514,5.21500015258789,5.26999998092651,9200,4.13135957717896
2019-12-19,5.01999998092651,5.07999992370605,4.82000017166138,4.94000005722046,29700,3.87265944480896
2019-12-20,4.98999977111816,5.15999984741211,4.76599979400635,5.07499980926514,8900,3.97849154472351
2019-12-23,5.13000011444092,5.21999979019165,4.96999979019165,5.07999992370605,16000,3.98241114616394
2019-12-24,5.3899998664856,5.3899998664856,5.20499992370605,5.34000015258789,800,4.18623542785645
2019-12-26,5.30000019073486,5.48000001907349,5.00899982452393,5.19000005722046,15900,4.06864404678345
2019-12-27,5.36999988555908,5.57499980926514,4.9060001373291,5.19999980926514,10900,4.07648372650146
2019-12-30,5.23999977111816,5.8600001335144,5.19999980926514,5.2350001335144,18800,4.10392236709595
2019-12-31,5.28599977493286,5.36600017547607,5.05999994277954,5.26000022888184,27000,4.1235203742981
2020-01-02,5.09999990463257,5.38899993896484,5.09999990463257,5.28000020980835,4300,4.13919925689697
2020-01-03,5.34000015258789,5.67899990081787,5.30999994277954,5.59999990463257,10200,4.39005947113037
2020-01-06,5.42000007629395,5.65000009536743,5.17000007629395,5.17000007629395,7400,4.05296516418457
2020-01-07,5.28999996185303,5.3899998664856,5.26999998092651,5.26999998092651,2300,4.13135957717896
2020-01-08,5.25,5.3439998626709,5.25,5.26700019836426,2700,4.1290078163147
2020-01-09,5.49700021743774,5.64200019836426,5.26000022888184,5.38000011444092,3600,4.21759271621704
2020-01-10,5.32999992370605,5.57999992370605,5.17999982833862,5.17999982833862,6500,4.06080484390259
2020-01-13,5.44000005722046,5.46500015258789,5.20699977874756,5.30999994277954,3700,4.16271686553955
2020-01-14,5.65000009536743,5.84000015258789,5.30000019073486,5.41699981689453,1200,4.24659872055054
2020-01-15,5.55999994277954,5.59000015258789,5.30999994277954,5.30999994277954,2100,4.16271686553955
2020-01-16,5.40000009536743,5.40899991989136,5.30999994277954,5.30999994277954,1200,4.16271686553955
2020-01-17,5.48799991607666,5.48799991607666,5.34999990463257,5.34999990463257,1700,4.1940746307373
2020-01-21,5.34999990463257,5.34999990463257,4.09000015258789,4.23999977111816,39800,3.32390213012695
2020-01-22,4.5,4.5,4.25,4.34999990463257,7900,3.41013526916504
2020-01-23,4.34999990463257,4.3600001335144,4.34999990463257,4.3600001335144,1500,3.41797494888306
2020-01-24,4.34999990463257,4.3600001335144,4.15999984741211,4.15999984741211,7200,3.2611870765686
2020-01-27,4.15999984741211,4.19600009918213,3.86999988555908,4,9200,3.1357569694519
2020-01-28,3.82999992370605,3.83500003814697,3.66899991035461,3.71000003814697,5100,2.90841460227966
2020-01-29,3.87899994850159,3.87899994850159,3.87899994850159,3.87899994850159,400,3.04090023040771
2020-01-30,3.75,3.79299998283386,3.75,3.79299998283386,1100,2.97348141670227
2020-01-31,3.71000003814697,3.75399994850159,3,3,16400,2.35181760787964
2020-02-03,3.14000010490417,3.60999989509583,3.14000010490417,3.41000008583069,17600,2.67323279380798
2020-02-04,3.63899993896484,3.63899993896484,3.33999991416931,3.48000001907349,4600,2.72810840606689
2020-02-05,3.61999988555908,3.61999988555908,3.4300000667572,3.56100010871887,2600,2.79160785675049
2020-02-06,3.42000007629395,3.42000007629395,3.07999992370605,3.20000004768372,2900,2.50860548019409
2020-02-07,3.40000009536743,3.40000009536743,3.02999997138977,3.02999997138977,9100,2.37533569335938
2020-02-10,3.1800000667572,3.25,3.06900000572205,3.15000009536743,4500,2.46940875053406
2020-02-11,3.24399995803833,3.24399995803833,3.14100003242493,3.14100003242493,900,2.46235299110413
2020-02-12,3.1010000705719,3.16000008583069,3.05999994277954,3.07500004768372,13600,2.41061305999756
2020-02-13,3.28999996185303,3.29999995231628,3.09999990463257,3.10999989509583,4600,2.4380509853363
2020-02-14,3.1340000629425,3.29999995231628,3.11999988555908,3.11999988555908,5700,2.44589018821716
2020-02-18,3.09999990463257,3.22000002861023,3,3.22000002861023,8400,2.52428436279297
2020-02-19,3.22000002861023,3.25699996948242,3.22000002861023,3.22000002861023,800,2.52428436279297
2020-02-20,3.19000005722046,3.29999995231628,3.15000009536743,3.15499997138977,11500,2.47332811355591
2020-02-21,3.15000009536743,3.17000007629395,2.70000004768372,2.76999998092651,15300,2.17151165008545
2020-02-24,2.75,3,2.75,2.89499998092651,3100,2.26950407028198
2020-02-25,3,3,2.92000007629395,2.92000007629395,3000,2.28910255432129
2020-02-26,3.1800000667572,3.1800000667572,3.1800000667572,3.1800000667572,300,2.49292683601379
2020-02-27,2.70000004768372,3.17799997329712,2.58100008964539,3.16000008583069,3400,2.47724795341492
2020-02-28,2.45000004768372,2.57200002670288,2.45000004768372,2.57200002670288,1400,2.01629161834717
2020-03-02,3.24000000953674,3.24000000953674,2.87899994850159,2.87899994850159,3600,2.25696086883545
2020-03-03,3.16000008583069,3.16000008583069,2.88000011444092,2.99000000953674,5500,2.3439781665802
2020-03-04,3.02999997138977,3.02999997138977,2.88000011444092,2.96499991416931,4300,2.32437968254089
2020-03-05,2.88000011444092,2.88000011444092,2.86999988555908,2.86999988555908,700,2.2499053478241
2020-03-06,2.90000009536743,2.90000009536743,2.72900009155273,2.73200011253357,11100,2.14172196388245
2020-03-09,2.32999992370605,2.32999992370605,1.86000001430511,2.20000004768372,3400,1.72466623783112
2020-03-10,2.41100001335144,2.54299998283386,2.41100001335144,2.54299998283386,500,1.99355733394623
2020-03-11,2.54299998283386,2.54299998283386,2.54299998283386,2.54299998283386,0,1.99355733394623
2020-03-12,1.86000001430511,1.98000001907349,1.60000002384186,1.8400000333786,5600,1.44244813919067
2020-03-13,1.91999995708466,1.92999994754791,1.75,1.92999994754791,5300,1.51300275325775
2020-03-16,1.92999994754791,1.92999994754791,1.63900005817413,1.63900005817413,1600,1.28487646579742
2020-03-17,1.75,3.07999992370605,1.75,3.02500009536743,48000,2.37141633033752
2020-03-18,2.98000001907349,3.04999995231628,2.17000007629395,2.17000007629395,19300,1.70114803314209
2020-03-19,2.11999988555908,2.48000001907349,2.09999990463257,2.32999992370605,4700,1.82657825946808
2020-03-20,2.54999995231628,2.89000010490417,1.75999999046326,1.75999999046326,3900,1.37973296642303
2020-03-23,2.21499991416931,8.85999965667725,2.21499991416931,3.02999997138977,774900,2.37533569335938
2020-03-24,3.78999996185303,5.5,3.26999998092651,3.64499998092651,567800,2.8574583530426
2020-03-25,4.94000005722046,4.94000005722046,2.54999995231628,2.60999989509583,277300,2.04608130455017
2020-03-26,2.90000009536743,3.32500004768372,2.5,2.71000003814697,158900,2.1244752407074
2020-03-27,2.84999990463257,2.86999988555908,2.29999995231628,2.69000005722046,74600,2.10879635810852
2020-03-30,2.70000004768372,2.70000004768372,2.40000009536743,2.54999995231628,27600,1.99904477596283
2020-03-31,2.6800000667572,2.82999992370605,2.40199995040894,2.54999995231628,51800,1.99904477596283
2020-04-01,2.52999997138977,2.52999997138977,2.01999998092651,2.25,57100,1.76386320590973
2020-04-02,2.34999990463257,2.34999990463257,2.07999992370605,2.16000008583069,18000,1.69330883026123
2020-04-03,2.16000008583069,2.29999995231628,2.09999990463257,2.29999995231628,22600,1.80306005477905
2020-04-06,2.53999996185303,2.53999996185303,2.09999990463257,2.09999990463257,31800,1.64627230167389
2020-04-07,2.29999995231628,2.40000009536743,2.09999990463257,2.11999988555908,46300,1.66195106506348
2020-04-08,2.21000003814697,2.52999997138977,2.11100006103516,2.39000010490417,61000,1.87361478805542
2020-04-09,2.48000001907349,2.48000001907349,2.27500009536743,2.29999995231628,17400,1.80306005477905
2020-04-13,2.45000004768372,2.45000004768372,2.15000009536743,2.44000005722046,16500,1.91281175613403
2020-04-14,2.4300000667572,2.70000004768372,2.2739999294281,2.6800000667572,19700,2.10095715522766
2020-04-15,2.45000004768372,2.91000008583069,2.21099996566772,2.78999996185303,39200,2.18719029426575
2020-04-16,2.98000001907349,2.98000001907349,2.70000004768372,2.79999995231628,10100,2.19502973556519
2020-04-17,2.79999995231628,2.79999995231628,2.40000009536743,2.66300010681152,15500,2.08763027191162
2020-04-20,2.61999988555908,2.78999996185303,2.61999988555908,2.71000003814697,4700,2.1244752407074
2020-04-21,2.69700002670288,2.69700002670288,2.5,2.5,7000,1.95984816551208
2020-04-22,2.35999989509583,2.61999988555908,2.35999989509583,2.47000002861023,4300,1.93632972240448
2020-04-23,2.50500011444092,2.51999998092651,2.5,2.50999999046326,4300,1.96768736839294
2020-04-24,2.66000008583069,2.66000008583069,2.29200005531311,2.33500003814697,3700,1.83049786090851
2020-04-27,2.34999990463257,2.43199992179871,2.2409999370575,2.39800000190735,7600,1.87988650798798
2020-04-28,2.20000004768372,2.44000005722046,2.20000004768372,2.42000007629395,9400,1.89713299274445
2020-04-29,2.23000001907349,2.59400010108948,2.23000001907349,2.40000009536743,9100,1.88145411014557
2020-04-30,2.30999994277954,2.47000002861023,2.26999998092651,2.26999998092651,17800,1.77954185009003
2020-05-01,2.26999998092651,2.42400002479553,2.14000010490417,2.1800000667572,9600,1.70898747444153
2020-05-04,2.09999990463257,2.32999992370605,2.09999990463257,2.28999996185303,10200,1.79522061347961
2020-05-05,2.38000011444092,2.38000011444092,2.18300008773804,2.25,9600,1.76386320590973
2020-05-06,2.28999996185303,2.3050000667572,2.09999990463257,2.18099999427795,8600,1.70977139472961
2020-05-07,2.14000010490417,2.34999990463257,2.04999995231628,2.09999990463257,16400,1.64627230167389
2020-05-08,2.05999994277954,2.17899990081787,2.00999999046326,2.08699989318848,20200,1.63608109951019
2020-05-11,2.03999996185303,2.08999991416931,1.95000004768372,2,40400,1.56787848472595
2020-05-12,2.08999991416931,2.08999991416931,2,2,15800,1.56787848472595
2020-05-13,2,2.08999991416931,1.89999997615814,2,12600,1.56787848472595
2020-05-14,1.91999995708466,1.98000001907349,1.88100004196167,1.92999994754791,5100,1.51300275325775
2020-05-15,1.98800003528595,2.02999997138977,1.91999995708466,1.91999995708466,7900,1.50516331195831
2020-05-18,2.19000005722046,2.19000005722046,2,2,7000,1.56787848472595
2020-05-19,1.97000002861023,2.01999998092651,1.96700000762939,1.99000000953674,2300,1.56003904342651
2020-05-20,1.9539999961853,2.03999996185303,1.95299994945526,2,2600,1.56787848472595
2020-05-21,2.08999991416931,2.08999991416931,2.00999999046326,2.04999995231628,2800,1.60707533359528
2020-05-22,2,2.05999994277954,2,2.04800009727478,3400,1.60550761222839
2020-05-26,2,2.08599996566772,1.97500002384186,2.00399994850159,3700,1.5710141658783
2020-05-27,2.20000004768372,2.20000004768372,1.99000000953674,2.09400010108948,4800,1.64156877994537
2020-05-28,2.09999990463257,2.09999990463257,1.99000000953674,2.00300002098083,9500,1.5702303647995
2020-05-29,2.09999990463257,2.09999990463257,1.98699998855591,2.07100009918213,13900,1.62353825569153
2020-06-01,2.09999990463257,2.29999995231628,2.07999992370605,2.18099999427795,19100,1.70977139472961
2020-06-02,2.1949999332428,2.21000003814697,2.17499995231628,2.19400000572205,2400,1.7199627161026
2020-06-03,2.22000002861023,2.29999995231628,2.22000002861023,2.29999995231628,8100,1.80306005477905
2020-06-04,2.29999995231628,2.35999989509583,2.15000009536743,2.25,10300,1.76386320590973
2020-06-05,2.20000004768372,2.3199999332428,2.10999989509583,2.24600005149841,19900,1.7607274055481
2020-06-08,2.40000009536743,2.53999996185303,2.24799990653992,2.33999991416931,24900,1.83441758155823
2020-06-09,2.32999992370605,3.09999990463257,2.32999992370605,2.95000004768372,87200,2.31262040138245
2020-06-10,10.539999961853,30,5.38000011444092,5.80000019073486,40185100,4.54684782028198
2020-06-11,6.5,6.73000001907349,3.47000002861023,3.90000009536743,7608500,3.05736303329468
2020-06-12,5.96999979019165,6.05999994277954,3.75,4.55000019073486,11303500,3.56692361831665
2020-06-15,5.09999990463257,7.30000019073486,4.61999988555908,5.71999979019165,14993600,4.48413228988647
2020-06-16,5.51999998092651,6.46999979019165,5.07000017166138,5.76999998092651,6490100,4.52332925796509
2020-06-17,5.48999977111816,5.80999994277954,5.19999980926514,5.30000019073486,1716800,4.15487813949585
2020-06-18,5,5.26000022888184,4.65000009536743,5.1100001335144,1973300,4.00592947006226
2020-06-19,5.30000019073486,5.32999992370605,4.82000017166138,4.96000003814697,1021300,3.88833832740784
2020-06-22,4.61999988555908,4.80000019073486,4.22499990463257,4.40000009536743,857800,3.44933247566223
2020-06-23,4.28000020980835,4.44999980926514,3.83999991416931,4.30000019073486,2521200,3.370938539505
2020-06-24,4.71999979019165,5.3899998664856,4.28000020980835,4.55999994277954,4382200,3.57476258277893
2020-06-25,4.23000001907349,4.40000009536743,4,4.28000020980835,703100,3.35525989532471
2020-06-26,4.1100001335144,4.24499988555908,3.91000008583069,3.98000001907349,733700,3.12007808685303
2020-06-29,3.97000002861023,4.07999992370605,3.67000007629395,3.85999989509583,726900,3.0260055065155
2020-06-30,3.79999995231628,4.07999992370605,3.75,3.91000008583069,536500,3.06520247459412
2020-07-01,3.84999990463257,4.34999990463257,3.71000003814697,4,1114600,3.1357569694519
2020-07-02,3.90000009536743,4.09999990463257,3.84999990463257,3.88000011444092,400900,3.04168438911438
