Index,COIN.Open,COIN.High,COIN.Low,COIN.Close,COIN.Volume,COIN.Adjusted
2021-07-09,245,256.989990234375,244.210006713867,253.880004882812,4457400,253.880004882812
2021-07-12,254,254.889999389648,246.830001831055,247.669998168945,2222100,247.669998168945
2021-07-13,245.509994506836,249.149993896484,242.929992675781,243.309997558594,3308000,243.309997558594
2021-07-14,244.899993896484,247.449996948242,229.160003662109,229.940002441406,4808400,229.940002441406
2021-07-15,229.940002441406,234.470001220703,220.369995117188,224.630004882812,3635900,224.630004882812
2021-07-16,227.199996948242,231.300003051758,220.660003662109,225.009994506836,3373100,225.009994506836
2021-07-19,216.919998168945,221.889999389648,213.220001220703,220.610000610352,3149300,220.610000610352
2021-07-20,216.710006713867,226.889999389648,213.229995727539,224.960006713867,3104800,224.960006713867
2021-07-21,231.699996948242,237.149993896484,229.190002441406,230.869995117188,3677400,230.869995117188
2021-07-22,232,232.320007324219,224.5,226.080001831055,2551700,226.080001831055
2021-07-23,226.220001220703,227.350006103516,222.729995727539,224.919998168945,1574700,224.919998168945
2021-07-26,240.080001831055,249.800003051758,237.880004882812,245.449996948242,7615700,245.449996948242
2021-07-27,243,243.210006713867,229.119995117188,235.080001831055,5636400,235.080001831055
2021-07-28,240.300003051758,242.869995117188,238.029998779297,241.75,2065200,241.75
2021-07-29,241.770004272461,245.160003662109,235.330001831055,235.779998779297,2453100,235.779998779297
2021-07-30,233.279998779297,238.070007324219,231.899993896484,236.580001831055,2041100,236.580001831055
2021-08-02,237.279998779297,240.380004882812,233.800003051758,235.399993896484,2151300,235.399993896484
2021-08-03,233.869995117188,235.690002441406,226.910003662109,230.179992675781,2850500,230.179992675781
2021-08-04,231.059997558594,245.470001220703,229.850006103516,244.360000610352,3684700,244.360000610352
2021-08-05,239.759994506836,258.309997558594,237.589996337891,255.5,6017800,255.5
2021-08-06,255.5,263.899993896484,250.229995727539,258.260009765625,5579900,258.260009765625
2021-08-09,267.850006103516,282.429992675781,267.5,280.470001220703,8892400,280.470001220703
2021-08-10,280.670013427734,281.5,264.25,269.670013427734,7723400,269.670013427734
2021-08-11,282.339996337891,294,274.350006103516,278.399993896484,13998300,278.399993896484
2021-08-12,266.390014648438,267.75,255.199996948242,256.5,8247800,256.5
2021-08-13,262.820007324219,266.5,259.970001220703,261.25,4472800,261.25
2021-08-16,265.260009765625,265.429992675781,253.600006103516,256.829986572266,3232200,256.829986572266
2021-08-17,253.139999389648,260.739990234375,246.229995727539,250.800003051758,3102000,250.800003051758
2021-08-18,249,254.399993896484,243.759994506836,244.389999389648,2565000,244.389999389648
2021-08-19,240.600006103516,249.770004272461,239.190002441406,248.240005493164,3247200,248.240005493164
2021-08-20,252,260.619995117188,251.419998168945,257.320007324219,4031100,257.320007324219
2021-08-23,263.670013427734,266.5,255,256,5705300,256
2021-08-24,256.989990234375,260.25,253.199996948242,259.279998779297,3982800,259.279998779297
2021-08-25,257,262.109985351562,256,256.769989013672,2675100,256.769989013672
2021-08-26,253.210006713867,255.199996948242,248.5,248.539993286133,3038900,248.539993286133
2021-08-27,249.389999389648,259.670013427734,248.089996337891,259.119995117188,3201400,259.119995117188
2021-08-30,256.350006103516,263.339996337891,256.25,262.660003662109,2687600,262.660003662109
2021-08-31,260.019989013672,263.399993896484,257.179992675781,259,2493800,259
2021-09-01,260.309997558594,272.100006103516,258.630004882812,265.899993896484,4789600,265.899993896484
2021-09-02,272.540008544922,275.660003662109,266,268.179992675781,3733200,268.179992675781
2021-09-03,272,280.609985351562,270.029998779297,278.440002441406,4425700,278.440002441406
2021-09-07,277,278.869995117188,262.600006103516,266.809997558594,5173000,266.809997558594
2021-09-08,257,262.950012207031,253.880004882812,258.200012207031,4507600,258.200012207031
2021-09-09,260.299987792969,263.809997558594,255.699996948242,256.420013427734,3074500,256.420013427734
2021-09-10,257.309997558594,258.869995117188,247.399993896484,248.320007324219,3191300,248.320007324219
2021-09-13,246.509994506836,251.880004882812,239.600006103516,242.839996337891,4021400,242.839996337891
2021-09-14,247.25,248.789993286133,241.270004272461,243,2748900,243
2021-09-15,244,249.470001220703,242.050003051758,247.070007324219,2148300,247.070007324219
2021-09-16,247.380004882812,247.460006713867,239.610000610352,243.210006713867,2596800,243.210006713867
2021-09-17,243.130004882812,245.630004882812,238.75,245.190002441406,2948000,245.190002441406
2021-09-20,234.449996948242,237.360000610352,231.149993896484,236.529998779297,4192600,236.529998779297
2021-09-21,237.009994506836,240.259994506836,234.259994506836,238.460006713867,2174700,238.460006713867
2021-09-22,239.910003662109,243.199996948242,237.759994506836,241.850006103516,1660200,241.850006103516
2021-09-23,244.570007324219,245.800003051758,237.070007324219,237.5,3151300,237.5
2021-09-24,231,235.309997558594,229.169998168945,231.820007324219,3700000,231.820007324219
2021-09-27,231.880004882812,233.399993896484,227.350006103516,232.240005493164,3234800,232.240005493164
2021-09-28,229.679992675781,232.509994506836,227.520004272461,229.839996337891,3231200,229.839996337891
2021-09-29,231,233.770004272461,225.039993286133,225.279998779297,2547300,225.279998779297
2021-09-30,227,229.990005493164,225.279998779297,227.479995727539,2514700,227.479995727539
2021-10-01,232.889999389648,235.759994506836,226.929992675781,231.149993896484,3457300,231.149993896484
2021-10-04,231.490005493164,233.100006103516,224.509994506836,229.309997558594,2591100,229.309997558594
2021-10-05,231.350006103516,240.089996337891,230.789993286133,240.089996337891,2994400,240.089996337891
2021-10-06,242.399993896484,252.139999389648,242.199996948242,250.380004882812,5747700,250.380004882812
2021-10-07,248,253,245.649993896484,251.589996337891,3213200,251.589996337891
2021-10-08,253.529998779297,256.179992675781,246.899993896484,248.139999389648,2873700,248.139999389648
2021-10-11,249.570007324219,263.190002441406,248.490005493164,256.5,4945300,256.5
2021-10-12,254.259994506836,256.369995117188,246.080001831055,249.330001831055,3971900,249.330001831055
2021-10-13,246.5,249.729995727539,244.559997558594,246.779998779297,2878000,246.779998779297
