Index,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted
2015-10-13,27.7049999237061,28.1124992370605,27.6700000762939,27.9475002288818,132197200,25.1505794525146
2015-10-14,27.8225002288818,27.8799991607666,27.3899993896484,27.5524997711182,177849600,24.7951107025146
2015-10-15,27.7325000762939,28.0249996185303,27.6224994659424,27.9650001525879,150694000,25.1663284301758
2015-10-16,27.9449996948242,28,27.6324996948242,27.7600002288818,156930400,24.9818439483643
2015-10-19,27.7000007629395,27.9375,27.5275001525879,27.9325008392334,119036800,25.1370792388916
2015-10-20,27.8349990844727,28.5424995422363,27.7049999237061,28.4424991607666,195871200,25.5960445404053
2015-10-21,28.5,28.8950004577637,28.4249992370605,28.4400005340576,167180800,25.5937957763672
2015-10-22,28.5825004577637,28.875,28.5249996185303,28.875,166616400,25.9852657318115
2015-10-23,29.1749992370605,29.8075008392334,29.0825004577637,29.7700004577637,237467600,26.7906913757324
2015-10-26,29.5200004577637,29.5324993133545,28.7299995422363,28.8199996948242,265335200,25.9357643127441
2015-10-27,28.8500003814697,29.1350002288818,28.4974994659424,28.6375007629395,279537600,25.7715263366699
2015-10-28,29.2325000762939,29.8250007629395,29.0149993896484,29.8174991607666,342205600,26.8334331512451
2015-10-29,29.6749992370605,30.1725006103516,29.5674991607666,30.1324996948242,204909200,27.1169109344482
2015-10-30,30.2474994659424,30.3050003051758,29.8624992370605,29.875,197461200,26.8851852416992
2015-11-02,30.2000007629395,30.3400001525879,29.9025001525879,30.2950000762939,128813200,27.263147354126
2015-11-03,30.1975002288818,30.8724994659424,30.1749992370605,30.6424999237061,182076000,27.5758686065674
2015-11-04,30.7824993133545,30.9549999237061,30.4050006866455,30.5,179544400,27.4476337432861
2015-11-05,30.4624996185303,30.6725006103516,30.0450000762939,30.2299995422363,158210800,27.3211040496826
2015-11-06,30.2775001525879,30.4524993896484,30.1550006866455,30.2649993896484,132169200,27.3527336120605
2015-11-09,30.2399997711182,30.4524993896484,30.0125007629395,30.1424999237061,135485600,27.2420215606689
2015-11-10,29.2250003814697,29.5174999237061,29.0149993896484,29.1924991607666,236511600,26.3834400177002
2015-11-11,29.0925006866455,29.3549995422363,28.8024997711182,29.0275001525879,180872000,26.2343139648438
2015-11-12,29.0650005340576,29.2049999237061,28.9125003814697,28.9300003051758,130102400,26.1461982727051
2015-11-13,28.7999992370605,28.8924999237061,28.0674991607666,28.0849990844727,183249600,25.3825073242188
2015-11-16,27.8449993133545,28.5599994659424,27.75,28.5450000762939,152426800,25.798246383667
2015-11-17,28.7299995422363,28.7625007629395,28.3299999237061,28.4225006103516,110467600,25.6875286102295
2015-11-18,28.9400005340576,29.3724994659424,28.875,29.3225002288818,186698800,26.5009288787842
2015-11-19,29.4099998474121,29.9375,29.1900005340576,29.6949996948242,173183200,26.8375873565674
2015-11-20,29.7999992370605,29.9799995422363,29.7124996185303,29.8250007629395,137148400,26.9550704956055
2015-11-23,29.8174991607666,29.9325008392334,29.3349990844727,29.4375,129930000,26.604866027832
2015-11-24,29.3325004577637,29.8374996185303,29.2800006866455,29.7199993133545,171212800,26.8601722717285
2015-11-25,29.8024997711182,29.8075008392334,29.4799995422363,29.5074996948242,85553200,26.6681251525879
2015-11-27,29.5725002288818,29.6025009155273,29.3999996185303,29.4524993896484,52185600,26.6184139251709
2015-11-30,29.4974994659424,29.8525009155273,29.4375,29.5750007629395,156721200,26.729133605957
2015-12-01,29.6875,29.7024993896484,29.2150001525879,29.3349990844727,139409600,26.5122261047363
2015-12-02,29.3349990844727,29.5275001525879,29.0200004577637,29.0699996948242,133546400,26.2727241516113
2015-12-03,29.1375007629395,29.1975002288818,28.5550003051758,28.7999992370605,166278000,26.0287036895752
2015-12-04,28.8225002288818,29.8125,28.7775001525879,29.7574996948242,231108000,26.8940715789795
2015-12-07,29.7450008392334,29.9650001525879,29.4524993896484,29.5699996948242,128336800,26.7246189117432
2015-12-08,29.3799991607666,29.6499996185303,29.2150001525879,29.5575008392334,137238000,26.7133159637451
2015-12-09,29.4099998474121,29.4225006103516,28.7700004577637,28.9050006866455,185445600,26.1236057281494
2015-12-10,29.0100002288818,29.2350006103516,28.8775005340576,29.0424995422363,116850800,26.2478694915771
2015-12-11,28.7975006103516,28.8474998474121,28.2124996185303,28.2950000762939,187544800,25.5722999572754
2015-12-14,28.0450000762939,28.1700000762939,27.4475002288818,28.1200008392334,257274800,25.4141407012939
2015-12-15,27.9850006103516,28.2000007629395,27.5874996185303,27.6224994659424,213292400,24.9645080566406
