Index,MA.Open,MA.High,MA.Low,MA.Close,MA.Volume,MA.Adjusted
2015-10-13,96.3199996948242,96.6699981689453,95.879997253418,95.9300003051758,2415100,90.5749359130859
2015-10-14,95.7099990844727,96.1900024414062,94.7900009155273,95.0299987792969,2832500,89.7252044677734
2015-10-15,95.9599990844727,97.1600036621094,95.5199966430664,97.1600036621094,2896900,91.7362899780273
2015-10-16,97.370002746582,97.6900024414062,96.6600036621094,97.6399993896484,3388300,92.1895065307617
2015-10-19,97.2099990844727,97.9899978637695,97.0100021362305,97.7399978637695,4024100,92.2839126586914
2015-10-20,97.4800033569336,97.8300018310547,97.0699996948242,97.6699981689453,2451600,92.2178421020508
2015-10-21,98.1100006103516,98.3600006103516,96.4800033569336,96.5999984741211,2899600,91.2075729370117
2015-10-22,97.4400024414062,98.7399978637695,97.1600036621094,98.0199966430664,4033400,92.5482711791992
2015-10-23,99.25,99.8600006103516,98.1800003051758,99.7900009155273,5240400,94.2194747924805
2015-10-26,98.5,99.9300003051758,98.5,99.629997253418,3652000,94.0684356689453
2015-10-27,99.3499984741211,99.4700012207031,97.8399963378906,98.4300003051758,3789300,92.9354095458984
2015-10-28,98.7300033569336,100.129997253418,98.3600006103516,100.089996337891,4583800,94.5027313232422
2015-10-29,99.879997253418,101.650001525879,99,100.589996337891,4940600,94.9748153686523
2015-10-30,100.769996643066,101,98.7200012207031,98.9899978637695,5539000,93.4641571044922
2015-11-02,98.9000015258789,99.6699981689453,98.6900024414062,99.379997253418,5480700,93.8323745727539
2015-11-03,99.4499969482422,100.550003051758,99.0100021362305,100.120002746582,4497500,94.5310668945312
2015-11-04,100.099998474121,100.690002441406,99.5100021362305,100.519996643066,3292200,94.9087371826172
2015-11-05,100,101.199996948242,99.8099975585938,100.690002441406,3032300,95.0692443847656
2015-11-06,100.800003051758,101.51000213623,100.269996643066,101.5,4333200,95.8340072631836
2015-11-09,101.040000915527,101.169998168945,99.8000030517578,100.470001220703,3722700,94.8615341186523
2015-11-10,99.9700012207031,100.769996643066,99.8199996948242,100.650001525879,2991700,95.0314636230469
2015-11-11,101.290000915527,101.76000213623,100.76000213623,100.879997253418,4663300,95.248649597168
2015-11-12,100.809997558594,100.809997558594,98.2600021362305,98.2799987792969,5274800,92.7937622070312
2015-11-13,98.0899963378906,98.5,96.6900024414062,96.8600006103516,4363900,91.4530334472656
2015-11-16,96.5699996948242,98.3600006103516,96.5,98.3000030517578,3979900,92.8126602172852
2015-11-17,98.5599975585938,99.0199966430664,97.8099975585938,98.0699996948242,3767500,92.5954666137695
2015-11-18,98.4300003051758,99.2200012207031,98.129997253418,99.1600036621094,4502400,93.6246795654297
2015-11-19,99.0100021362305,99.2600021362305,98.3499984741211,98.9300003051758,3620800,93.4075241088867
2015-11-20,99.4199981689453,100.150001525879,99.2699966430664,99.5,3319700,93.945671081543
2015-11-23,99.9599990844727,99.9599990844727,99.0599975585938,99.370002746582,2115900,93.8229370117188
2015-11-24,98.7300033569336,98.9199981689453,97.5599975585938,98.5,2588400,93.0015106201172
2015-11-25,98.5400009155273,98.8399963378906,98.0599975585938,98.1600036621094,2196200,92.6804885864258
2015-11-27,98.2799987792969,98.9499969482422,98.2699966430664,98.6699981689453,1502600,93.1620178222656
2015-11-30,98.8000030517578,98.8899993896484,97.9199981689453,97.9199981689453,3847500,92.4538650512695
2015-12-01,98.2099990844727,98.6699981689453,97.1699981689453,97.9300003051758,4891600,92.4633102416992
2015-12-02,97.7399978637695,98,96.9100036621094,97.0999984741211,3584400,91.6796493530273
2015-12-03,97.3300018310547,97.9499969482422,95.6999969482422,95.9599990844727,3479200,90.6032943725586
2015-12-04,96.4300003051758,98.6999969482422,96.2399978637695,98.6999969482422,3868100,93.1903305053711
2015-12-07,98.3000030517578,98.6900024414062,97.4300003051758,97.8199996948242,2855600,92.3594284057617
2015-12-08,97.1800003051758,98.5699996948242,96.7600021362305,98.1800003051758,3664000,92.6993713378906
2015-12-09,98.6100006103516,99.9300003051758,97.4899978637695,97.8199996948242,5111300,92.3594284057617
2015-12-10,98.120002746582,98.6600036621094,97.4499969482422,97.6100006103516,2907900,92.1611862182617
2015-12-11,97.6100006103516,97.6100006103516,94.5,94.8300018310547,4558700,89.5363922119141
2015-12-14,95.0800018310547,96.3099975585938,94.6999969482422,96.3000030517578,3930200,90.9243011474609
2015-12-15,97.4000015258789,98.8600006103516,97.2799987792969,98.4300003051758,4579900,92.9354095458984
2015-12-16,99.6500015258789,100.290000915527,98.8899993896484,100.040000915527,4493600,94.4555435180664
2015-12-17,100.540000915527,100.800003051758,99.2600021362305,99.3300018310547,4581200,93.7851638793945
2015-12-18,98.6399993896484,98.9300003051758,96.2099990844727,96.2900009155273,6039600,90.9148788452148
2015-12-21,96.9100036621094,97.7399978637695,96.2300033569336,97.0400009155273,2748400,91.6230087280273
2015-12-22,97.5100021362305,97.7900009155273,96.7799987792969,97.5400009155273,3341900,92.095085144043
2015-12-23,97.9400024414062,98.879997253418,97.7099990844727,98.7300033569336,2054200,93.2186889648438
2015-12-24,98.7799987792969,99.1100006103516,98.3099975585938,98.5899963378906,932700,93.0864791870117
2015-12-28,98.1500015258789,98.620002746582,97.8600006103516,98.5299987792969,1673400,93.0298156738281
2015-12-29,99.2300033569336,99.9899978637695,99.2300033569336,99.7200012207031,2362300,94.1533737182617
2015-12-30,99.6699981689453,99.9700012207031,98.7300033569336,98.870002746582,1856700,93.3508605957031
2015-12-31,98.25,98.8600006103516,97.3600006103516,97.3600006103516,3219200,91.9251403808594
2016-01-04,95.370002746582,95.5899963378906,93.7200012207031,94.8099975585938,6378700,89.5174865722656
2016-01-05,95.379997253418,95.8300018310547,94.4100036621094,94.9899978637695,4352500,89.6874160766602
2016-01-06,93.4899978637695,94.3899993896484,92.9800033569336,93.3499984741211,4370000,88.3156280517578
2016-01-07,91.5599975585938,92.370002746582,90.6800003051758,91.6399993896484,6600000,86.6978530883789
2016-01-08,91.9700012207031,92.2399978637695,89.7200012207031,89.8899993896484,5912100,85.0422286987305
2016-01-11,90.25,91.0999984741211,89.2900009155273,90.5800018310547,5845600,85.6949996948242
2016-01-12,91.6100006103516,91.870002746582,90.120002746582,91.4400024414062,4441800,86.5086517333984
2016-01-13,92.0699996948242,92.1500015258789,88.75,89.1900024414062,4895000,84.3799667358398
2016-01-14,89.4000015258789,91.6900024414062,89.1600036621094,90.7099990844727,6235800,85.8180084228516
2016-01-15,88.0899963378906,89.2799987792969,87.8199996948242,88.7099990844727,6459800,83.9258499145508
2016-01-19,89.5599975585938,89.7399978637695,85.4899978637695,86.2200012207031,10175200,81.5701522827148
2016-01-20,84.7099990844727,85.9599990844727,83.5199966430664,85.129997253418,11672100,80.5389404296875
2016-01-21,85.2300033569336,87.5299987792969,84.5599975585938,86.120002746582,5989700,81.4755630493164
2016-01-22,87.7300033569336,88.8300018310547,87.4000015258789,88,4912500,83.2541427612305
2016-01-25,88.0299987792969,88.1900024414062,86.6500015258789,86.7699966430664,5110500,82.0904922485352
2016-01-26,87,87.5,86.4000015258789,87,4872500,82.3080749511719
2016-01-27,86.8899993896484,87.0500030517578,84.3399963378906,84.8099975585938,6750900,80.2361831665039
2016-01-28,85.3399963378906,85.6500015258789,83.3499984741211,83.4300003051758,9169600,78.9306488037109
2016-01-29,81.4499969482422,89.25,81,89.0299987792969,16410500,84.228630065918
2016-02-01,88.5199966430664,89.1999969482422,87.2300033569336,88.629997253418,5956400,83.8501815795898
2016-02-02,87.6800003051758,87.7399978637695,85.370002746582,85.9300003051758,7096900,81.2957992553711
2016-02-03,86.5599975585938,86.7600021362305,84.4599990844727,86.4700012207031,5253600,81.8066711425781
2016-02-04,86.2399978637695,86.870002746582,85.7399978637695,86.3300018310547,4490600,81.6742401123047
2016-02-05,86.0400009155273,86.3199996948242,82.1800003051758,82.7600021362305,8474000,78.2967376708984
2016-02-08,81.4400024414062,81.7399978637695,79.870002746582,80.6500015258789,9213800,76.3005676269531
2016-02-09,78.870002746582,83.2300033569336,78.5199966430664,81.9700012207031,7802700,77.5493469238281
2016-02-10,83.0599975585938,84.8399963378906,82.9300003051758,83.3099975585938,4858900,78.8170852661133
2016-02-11,80.1500015258789,82.7900009155273,79.9800033569336,82.1100006103516,6285400,77.6818313598633
2016-02-12,83.620002746582,85.2699966430664,83.3099975585938,84.8899993896484,5213300,80.311882019043
2016-02-16,86.120002746582,86.5899963378906,85.3600006103516,86.1800003051758,4908000,81.5322952270508
2016-02-17,86.9300003051758,87.5999984741211,86.5899963378906,87.2099990844727,4143400,82.5067443847656
2016-02-18,86.5800018310547,87.4499969482422,85.8300018310547,86.0400009155273,3551500,81.3998565673828
2016-02-19,85.6500015258789,86.8600006103516,85.2200012207031,86.7900009155273,3490500,82.1094207763672
2016-02-22,86.7900009155273,88.2300033569336,86.7900009155273,87.8199996948242,3010800,83.083869934082
2016-02-23,87.2600021362305,87.8499984741211,85.9300003051758,86.2099990844727,4236900,81.560676574707
2016-02-24,85.1399993896484,86.7600021362305,84.5899963378906,86.4199981689453,3361300,81.7593688964844
2016-02-25,86.5500030517578,87.4300003051758,85.5199966430664,87.4199981689453,3280500,82.7054138183594
2016-02-26,88.1100006103516,88.5899963378906,87.4899978637695,87.5699996948242,3294900,82.8473510742188
2016-02-29,87.3000030517578,88.8300018310547,86.9000015258789,86.9199981689453,4302900,82.2324066162109
2016-03-01,87.7699966430664,90.129997253418,87.7200012207031,90.0999984741211,4967500,85.2408981323242
2016-03-02,89.7600021362305,90.0899963378906,88.9899978637695,89.8899993896484,3898300,85.0422286987305
2016-03-03,89.7300033569336,90.1399993896484,88.9199981689453,89.7399978637695,4202500,84.9003448486328
2016-03-04,90,90.5599975585938,89.5,90.0500030517578,3181300,85.1935958862305
2016-03-07,89.6900024414062,89.75,87.4400024414062,88.3000030517578,4939800,83.5379867553711
