Index,EUR=X.Open,EUR=X.High,EUR=X.Low,EUR=X.Close,EUR=X.Volume,EUR=X.Adjusted
2015-10-12,0.880750000476837,0.881290018558502,0.876424014568329,0.880630016326904,0,0.880630016326904
2015-10-13,0.878340005874634,0.878340005874634,0.873362004756927,0.878350019454956,0,0.878350019454956
2015-10-14,0.871460020542145,0.879871010780334,0.870003998279572,0.8714200258255,0,0.8714200258255
2015-10-15,0.879739999771118,0.88188099861145,0.877192974090576,0.879649996757507,0,0.879649996757507
2015-10-18,0.880280017852783,0.884290993213654,0.87873500585556,0.880200028419495,0,0.880200028419495
2015-10-19,0.882459998130798,0.882939994335175,0.877963006496429,0.882690012454987,0,0.882690012454987
2015-10-20,0.88059002161026,0.881990015506744,0.87888902425766,0.880750000476837,0,0.880750000476837
2015-10-21,0.881290018558502,0.89782702922821,0.880900025367737,0.881210029125214,0,0.881210029125214
2015-10-22,0.902199983596802,0.908179998397827,0.897589981555939,0.902450025081635,0,0.902450025081635
2015-10-26,0.907410025596619,0.908595025539398,0.904159009456635,0.907410025596619,0,0.907410025596619
2015-10-27,0.904079973697662,0.906454026699066,0.9026899933815,0.903670012950897,0,0.903670012950897
2015-10-28,0.906130015850067,0.906859993934631,0.900901019573212,0.906040012836456,0,0.906040012836456
2015-10-29,0.91525000333786,0.916589975357056,0.910580992698669,0.915000021457672,0,0.915000021457672
2015-10-30,0.909749984741211,0.91158002614975,0.903178989887238,0.909600019454956,0,0.909600019454956
2015-11-02,0.907029986381531,0.908760011196136,0.904159009456635,0.906949996948242,0,0.906949996948242
2015-11-03,0.907689988613129,0.914243996143341,0.906454026699066,0.907769978046417,0,0.907769978046417
2015-11-04,0.911989986896515,0.921828985214233,0.911830008029938,0.912079989910126,0,0.912079989910126
2015-11-05,0.920300006866455,0.922760009765625,0.917430996894836,0.920130014419556,0,0.920130014419556
2015-11-06,0.918699979782104,0.933560013771057,0.917850017547607,0.918780028820038,0,0.918780028820038
2015-11-09,0.931760013103485,0.931970000267029,0.926783978939056,0.931670010089874,0,0.931670010089874
2015-11-10,0.929390013217926,0.936680018901825,0.929130017757416,0.929409980773926,0,0.929409980773926
2015-11-11,0.931270003318787,0.933880984783173,0.928250014781952,0.931309998035431,0,0.931309998035431
2015-11-12,0.928939998149872,0.935104012489319,0.925926029682159,0.929109990596771,0,0.929109990596771
2015-11-13,0.925159990787506,0.932662010192871,0.924979984760284,0.924639999866486,0,0.924639999866486
2015-11-16,0.934490025043488,0.934490025043488,0.929368019104004,0.934580028057098,0,0.934580028057098
2015-11-17,0.935540020465851,0.939495980739594,0.935280025005341,0.935630023479462,0,0.935630023479462
2015-11-18,0.939499974250793,0.940530002117157,0.935279011726379,0.939509987831116,0,0.939509987831116
2015-11-19,0.936940014362335,0.937206983566284,0.931618988513947,0.937210023403168,0,0.937210023403168
2015-11-20,0.932229995727539,0.937734007835388,0.931966006755829,0.932299971580505,0,0.932299971580505
2015-11-23,0.939849972724915,0.943130016326904,0.938615024089813,0.939760029315948,0,0.939760029315948
2015-11-24,0.939939975738525,0.941280007362366,0.937030971050262,0.939670026302338,0,0.939670026302338
2015-11-25,0.939499974250793,0.945536971092224,0.93545401096344,0.939509987831116,0,0.939509987831116
2015-11-26,0.941179990768433,0.943217992782593,0.940734028816223,0.941179990768433,0,0.941179990768433
2015-11-27,0.943000018596649,0.94607400894165,0.940025985240936,0.943000018596649,0,0.943000018596649
2015-11-30,0.944909989833832,0.946610987186432,0.943660020828247,0.944909989833832,0,0.944909989833832
2015-12-01,0.94581001996994,0.946430027484894,0.939849972724915,0.94581001996994,0,0.94581001996994
2015-12-02,0.940999984741211,0.946789979934692,0.939849972724915,0.941100001335144,0,0.941100001335144
2015-12-03,0.942330002784729,0.948587000370026,0.918105006217957,0.942239999771118,0,0.942239999771118
2015-12-04,0.915889978408813,0.920979976654053,0.913079977035522,0.91609001159668,0,0.91609001159668
2015-12-07,0.918860018253326,0.926096975803375,0.918860018253326,0.918780028820038,0,0.918780028820038
2015-12-08,0.922850012779236,0.923240005970001,0.917430996894836,0.923020005226135,0,0.923020005226135
2015-12-09,0.917850017547607,0.918950021266937,0.909918010234833,0.917940020561218,0,0.917940020561218
2015-12-10,0.907689988613129,0.915081024169922,0.907190024852753,0.90760999917984,0,0.90760999917984
2015-12-11,0.913410007953644,0.915080010890961,0.906617999076843,0.913399994373322,0,0.913399994373322
2015-12-14,0.90991997718811,0.913489997386932,0.905797004699707,0.910420000553131,0,0.910420000553131
2015-12-15,0.909730017185211,0.91558301448822,0.903342008590698,0.909669995307922,0,0.909669995307922
2015-12-16,0.914409995079041,0.916320025920868,0.912575006484985,0.914390027523041,0,0.914390027523041
2015-12-17,0.919619977474213,0.92305999994278,0.918359994888306,0.919579982757568,0,0.919579982757568
2015-12-18,0.922169983386993,0.925411999225616,0.919963002204895,0.922160029411316,0,0.922160029411316
2015-12-21,0.919950008392334,0.921489000320435,0.915750980377197,0.919969975948334,0,0.919969975948334
2015-12-22,0.916419982910156,0.917010009288788,0.91041499376297,0.916339993476868,0,0.916339993476868
2015-12-23,0.913240015506744,0.918699979782104,0.912829995155334,0.913240015506744,0,0.913240015506744
2015-12-24,0.916589975357056,0.916589975357056,0.911830008029938,0.916660010814667,0,0.916660010814667
2015-12-25,0.911979973316193,0.913489997386932,0.911159992218018,0.91158002614975,0,0.91158002614975
2015-12-28,0.911909997463226,0.912575006484985,0.909090995788574,0.911909997463226,0,0.911909997463226
2015-12-29,0.91100001335144,0.916589975357056,0.909090995788574,0.911140024662018,0,0.911140024662018
2015-12-30,0.915080010890961,0.916589975357056,0.913241982460022,0.915080010890961,0,0.915080010890961
2015-12-31,0.914240002632141,0.920301973819733,0.914160013198853,0.91457998752594,0,0.91457998752594
2016-01-01,0.920889973640442,0.920889973640442,0.920220017433167,0.920889973640442,0,0.920889973640442
2016-01-04,0.921230018138885,0.925411999225616,0.913576006889343,0.921320021152496,0,0.921320021152496
2016-01-05,0.923699975013733,0.933531999588013,0.922420024871826,0.923569977283478,0,0.923569977283478
2016-01-06,0.930060029029846,0.932662010192871,0.92833000421524,0.930060029029846,0,0.930060029029846
2016-01-07,0.927820026874542,0.928160011768341,0.919456005096436,0.927730023860931,0,0.927730023860931
2016-01-08,0.915160000324249,0.925239980220795,0.915000021457672,0.91525000333786,0,0.91525000333786
2016-01-11,0.914160013198853,0.921489000320435,0.913580000400543,0.913990020751953,0,0.913990020751953
2016-01-12,0.920899987220764,0.923873007297516,0.917262971401215,0.920979976654053,0,0.920979976654053
2016-01-13,0.922169983386993,0.925411999225616,0.918780028820038,0.922169983386993,0,0.922169983386993
2016-01-14,0.918439984321594,0.922510027885437,0.913241982460022,0.918609976768494,0,0.918609976768494
2016-01-15,0.921000003814697,0.921000003814697,0.910580992698669,0.920899987220764,0,0.920899987220764
2016-01-18,0.915830016136169,0.919456005096436,0.915160000324249,0.915750026702881,0,0.915750026702881
2016-01-19,0.917850017547607,0.920641005039215,0.916589975357056,0.917850017547607,0,0.917850017547607
2016-01-20,0.916459977626801,0.918030023574829,0.911078989505768,0.916339993476868,0,0.916339993476868
2016-01-21,0.919369995594025,0.927471995353699,0.91558301448822,0.919369995594025,0,0.919369995594025
2016-01-22,0.920729994773865,0.926270008087158,0.920471012592316,0.920639991760254,0,0.920639991760254
2016-01-25,0.926010012626648,0.926609992980957,0.921658992767334,0.926010012626648,0,0.926010012626648
2016-01-26,0.921339988708496,0.924214005470276,0.919117987155914,0.921400010585785,0,0.921400010585785
2016-01-27,0.920469999313354,0.921400010585785,0.916422009468079,0.920390009880066,0,0.920390009880066
2016-01-28,0.917089998722076,0.919963002204895,0.913241982460022,0.9167600274086,0,0.9167600274086
2016-01-29,0.914330005645752,0.924214005470276,0.91347998380661,0.914330005645752,0,0.914330005645752
2016-02-01,0.923680007457733,0.923680007457733,0.916422009468079,0.923709988594055,0,0.923709988594055
2016-02-02,0.917519986629486,0.917829990386963,0.91407698392868,0.917659997940063,0,0.917659997940063
2016-02-03,0.915579974651337,0.916926026344299,0.9026899933815,0.915579974651337,0,0.915579974651337
2016-02-04,0.901549994945526,0.903178989887238,0.889837980270386,0.901629984378815,0,0.901629984378815
2016-02-05,0.892859995365143,0.900089979171753,0.891499996185303,0.892859995365143,0,0.892859995365143
2016-02-08,0.89709997177124,0.901875972747803,0.893655002117157,0.897260010242462,0,0.897260010242462
2016-02-09,0.89358001947403,0.8957359790802,0.883861005306244,0.89367002248764,0,0.89367002248764
2016-02-10,0.885739982128143,0.895550012588501,0.884249985218048,0.885739982128143,0,0.885739982128143
2016-02-11,0.886210024356842,0.886838972568512,0.879661977291107,0.886449992656708,0,0.886449992656708
2016-02-12,0.883599996566772,0.890471994876862,0.882319986820221,0.883549988269806,0,0.883549988269806
2016-02-15,0.890789985656738,0.898473024368286,0.889720022678375,0.890789985656738,0,0.890789985656738
2016-02-16,0.894599974155426,0.898473024368286,0.89349502325058,0.894930005073547,0,0.894930005073547
2016-02-17,0.897180020809174,0.900251984596252,0.894454002380371,0.89709997177124,0,0.89709997177124
2016-02-18,0.899119973182678,0.903015971183777,0.896700024604797,0.89903998374939,0,0.89903998374939
2016-02-19,0.900089979171753,0.903505980968475,0.896861016750336,0.900009989738464,0,0.900009989738464
2016-02-22,0.898959994316101,0.908595025539398,0.898880004882812,0.898959994316101,0,0.898959994316101
2016-02-23,0.906859993934631,0.909753024578094,0.904814004898071,0.906780004501343,0,0.906780004501343
2016-02-24,0.907029986381531,0.912410020828247,0.905797004699707,0.906859993934631,0,0.906859993934631
2016-02-25,0.907859981060028,0.909753024578094,0.904977023601532,0.907939970493317,0,0.907939970493317
2016-02-26,0.907029986381531,0.915247976779938,0.903342008590698,0.907029986381531,0,0.907029986381531
2016-02-29,0.91525000333786,0.920471012592316,0.912241995334625,0.91541999578476,0,0.91541999578476
2016-03-01,0.918529987335205,0.922679007053375,0.917936027050018,0.918359994888306,0,0.918359994888306
2016-03-02,0.919369995594025,0.923702001571655,0.919117987155914,0.919459998607635,0,0.919459998607635
2016-03-03,0.919960021972656,0.921150028705597,0.914243996143341,0.920050024986267,0,0.920050024986267
2016-03-04,0.913410007953644,0.916758000850677,0.905797004699707,0.913330018520355,0,0.913330018520355
2016-03-07,0.909590005874634,0.91390997171402,0.909169971942902,0.909590005874634,0,0.909590005874634
2016-03-08,0.907939970493317,0.908595025539398,0.904159009456635,0.907769978046417,0,0.907769978046417
2016-03-09,0.908930003643036,0.913410007953644,0.907840013504028,0.908760011196136,0,0.908760011196136
2016-03-10,0.910170018672943,0.9235600233078,0.89605700969696,0.910000026226044,0,0.910000026226044
2016-03-11,0.89452999830246,0.902220010757446,0.892059981822968,0.894580006599426,0,0.894580006599426
2016-03-14,0.895820021629333,0.901225984096527,0.895415008068085,0.895420014858246,0,0.895420014858246
2016-03-15,0.900740027427673,0.903015971183777,0.898473024368286,0.900740027427673,0,0.900740027427673
2016-03-16,0.900089979171753,0.904322981834412,0.900009989738464,0.900170028209686,0,0.900170028209686
2016-03-17,0.891499996185303,0.892220020294189,0.881519973278046,0.891349971294403,0,0.891349971294403
2016-03-18,0.883750021457672,0.888257026672363,0.881910026073456,0.883549988269806,0,0.883549988269806
2016-03-21,0.886839985847473,0.889837980270386,0.885739982128143,0.886600017547607,0,0.886600017547607
