Index,ZAR=X.Open,ZAR=X.High,ZAR=X.Low,ZAR=X.Close,ZAR=X.Volume,ZAR=X.Adjusted
2015-10-12,13.3290796279907,13.4983997344971,13.3011999130249,13.329779624939,0,13.329779624939
2015-10-13,13.5420999526978,13.5481796264648,13.3008003234863,13.5333404541016,0,13.5333404541016
2015-10-14,13.2079000473022,13.2203798294067,13.0488004684448,13.2105798721313,0,13.2105798721313
2015-10-15,13.03600025177,13.1599798202515,13.0349998474121,13.0414896011353,0,13.0414896011353
2015-10-18,13.0836296081543,13.2914800643921,13.0128498077393,13.0836400985718,0,13.0836400985718
2015-10-19,13.287579536438,13.2933197021484,13.1740999221802,13.2861995697021,0,13.2861995697021
2015-10-20,13.2813997268677,13.5351495742798,13.2674798965454,13.2814903259277,0,13.2814903259277
2015-10-21,13.5141801834106,13.5955495834351,13.3879995346069,13.5147199630737,0,13.5147199630737
2015-10-22,13.419150352478,13.6969804763794,13.3135004043579,13.4206495285034,0,13.4206495285034
2015-10-26,13.6098003387451,13.6846303939819,13.5621795654297,13.6103000640869,0,13.6103000640869
2015-10-27,13.6266002655029,13.7556896209717,13.6134996414185,13.6260404586792,0,13.6260404586792
2015-10-28,13.6764001846313,13.6943798065186,13.5208797454834,13.6901302337646,0,13.6901302337646
2015-10-29,13.7200803756714,13.8758001327515,13.6851997375488,13.7181997299194,0,13.7181997299194
2015-10-30,13.8863000869751,13.8873796463013,13.7640495300293,13.8863000869751,0,13.8863000869751
2015-11-02,13.7868795394897,13.835280418396,13.7236995697021,13.7842998504639,0,13.7842998504639
2015-11-03,13.7871198654175,13.9242897033691,13.7292003631592,13.7867803573608,0,13.7867803573608
2015-11-04,13.7586803436279,13.9535799026489,13.7230997085571,13.7586803436279,0,13.7586803436279
2015-11-05,13.9418001174927,13.9929800033569,13.8605003356934,13.9418001174927,0,13.9418001174927
2015-11-06,13.880669593811,14.1944799423218,13.8800802230835,13.880669593811,0,13.880669593811
2015-11-09,14.1417999267578,14.3283004760742,14.1409997940063,14.1417999267578,0,14.1417999267578
2015-11-10,14.2914600372314,14.3781003952026,14.2363996505737,14.2919502258301,0,14.2919502258301
2015-11-11,14.2463998794556,14.2662801742554,14.1501998901367,14.2479295730591,0,14.2479295730591
2015-11-12,14.1494998931885,14.3355798721313,14.0749797821045,14.1494998931885,0,14.1494998931885
2015-11-13,14.2980804443359,14.4220600128174,14.2714996337891,14.2983798980713,0,14.2983798980713
2015-11-16,14.3817701339722,14.4355602264404,14.3334999084473,14.3816699981689,0,14.3816699981689
2015-11-17,14.3292903900146,14.3862495422363,14.2048997879028,14.3291397094727,0,14.3291397094727
2015-11-18,14.2741003036499,14.3162403106689,14.1569595336914,14.2695798873901,0,14.2695798873901
2015-11-19,14.161600112915,14.2121095657349,13.9998998641968,14.1618995666504,0,14.1618995666504
2015-11-20,14.0130796432495,14.0393800735474,13.8882999420166,14.0104999542236,0,14.0104999542236
2015-11-23,13.9554500579834,14.0735998153687,13.9527797698975,13.9747800827026,0,13.9747800827026
2015-11-24,14.0783100128174,14.1552000045776,13.9665002822876,14.0792198181152,0,14.0792198181152
2015-11-25,14.023380279541,14.1611995697021,13.9844999313354,14.0112495422363,0,14.0112495422363
2015-11-26,14.1229801177979,14.2817802429199,14.1005001068115,14.1229801177979,0,14.1229801177979
2015-11-27,14.2802801132202,14.3943796157837,14.246000289917,14.2804803848267,0,14.2804803848267
2015-11-30,14.3732204437256,14.4572601318359,14.3522996902466,14.3752002716064,0,14.3752002716064
2015-12-01,14.4244804382324,14.4908895492554,14.3622999191284,14.4209995269775,0,14.4209995269775
2015-12-02,14.4469995498657,14.450779914856,14.311900138855,14.4424800872803,0,14.4424800872803
2015-12-03,14.3484001159668,14.3900804519653,14.2480001449585,14.3484001159668,0,14.3484001159668
2015-12-04,14.3516798019409,14.4675798416138,14.2695999145508,14.3487997055054,0,14.3487997055054
2015-12-07,14.3230495452881,14.5626802444458,14.3199996948242,14.3244104385376,0,14.3244104385376
2015-12-08,14.5073003768921,14.6918296813965,14.4903001785278,14.5084295272827,0,14.5084295272827
2015-12-09,14.5965003967285,14.6462497711182,14.5043001174927,14.5961999893188,0,14.5961999893188
2015-12-10,14.8833703994751,15.3326797485352,14.8538303375244,14.8807201385498,0,14.8807201385498
2015-12-11,15.395299911499,16.0209999084473,15.3599996566772,15.3976001739502,0,15.3976001739502
2015-12-14,15.3492002487183,15.4954996109009,15.0158996582031,15.3464803695679,0,15.3464803695679
2015-12-15,15.0941896438599,15.1575002670288,14.8549995422363,15.092080116272,0,15.092080116272
2015-12-16,14.8965797424316,15.0700597763062,14.8509998321533,14.8965797424316,0,14.8965797424316
2015-12-17,14.9751996994019,15.2652101516724,14.8481998443604,14.9736003875732,0,14.9736003875732
2015-12-18,15.2015800476074,15.2273797988892,14.9910001754761,15.2015800476074,0,15.2015800476074
2015-12-21,15.0843801498413,15.0982999801636,14.8575000762939,15.0844802856445,0,15.0844802856445
2015-12-22,15.0818796157837,15.2028799057007,15.0447998046875,15.0819797515869,0,15.0819797515869
2015-12-23,15.1554002761841,15.2761201858521,15.1274995803833,15.1596298217773,0,15.1596298217773
2015-12-24,15.2040996551514,15.2817001342773,15.140700340271,15.2103595733643,0,15.2103595733643
2015-12-25,15.2217903137207,15.2648000717163,15.1505002975464,15.2488698959351,0,15.2488698959351
2015-12-28,15.234299659729,15.3222799301147,15.2160997390747,15.2412395477295,0,15.2412395477295
2015-12-29,15.2688703536987,15.3182096481323,15.2414999008179,15.2694396972656,0,15.2694396972656
2015-12-30,15.2820301055908,15.5625896453857,15.2735004425049,15.2820301055908,0,15.2820301055908
2015-12-31,15.5348997116089,15.650520324707,15.316499710083,15.5347995758057,0,15.5347995758057
2016-01-01,15.460000038147,15.460000038147,15.460000038147,15.460000038147,0,15.460000038147
2016-01-04,15.4606399536133,15.6504697799683,15.3830003738403,15.4606399536133,0,15.4606399536133
2016-01-05,15.5229997634888,15.6858797073364,15.504599571228,15.5229997634888,0,15.5229997634888
2016-01-06,15.6319999694824,15.8627500534058,15.628399848938,15.6376495361328,0,15.6376495361328
2016-01-07,15.8576803207397,16.1978797912598,15.7504997253418,15.8578796386719,0,15.8578796386719
2016-01-08,16.0621795654297,16.200080871582,15.9251003265381,16.0586795806885,0,16.0586795806885
2016-01-11,16.8135795593262,16.8359603881836,16.4733009338379,16.8171997070312,0,16.8171997070312
2016-01-12,16.8498706817627,16.9444999694824,16.4396991729736,16.8492393493652,0,16.8492393493652
2016-01-13,16.6275997161865,16.6392993927002,16.3584003448486,16.6254997253418,0,16.6254997253418
2016-01-14,16.5709991455078,16.6752109527588,16.3549995422363,16.5709991455078,0,16.5709991455078
2016-01-15,16.4206790924072,16.7829208374023,16.3505001068115,16.4206790924072,0,16.4206790924072
2016-01-18,16.8703708648682,16.8703708648682,16.6445007324219,16.8703708648682,0,16.8703708648682
2016-01-19,16.83909034729,16.8465805053711,16.5702991485596,16.83909034729,0,16.83909034729
2016-01-20,16.7336807250977,16.9531993865967,16.7073993682861,16.7342700958252,0,16.7342700958252
2016-01-21,16.7099990844727,16.8670997619629,16.5732707977295,16.7099990844727,0,16.7099990844727
2016-01-22,16.5213794708252,16.6297702789307,16.3928508758545,16.5209102630615,0,16.5209102630615
2016-01-25,16.4180793762207,16.535400390625,16.3840007781982,16.4069805145264,0,16.4069805145264
2016-01-26,16.5410003662109,16.6488990783691,16.3549995422363,16.5363903045654,0,16.5363903045654
2016-01-27,16.3545093536377,16.4643993377686,16.317699432373,16.3555603027344,0,16.3555603027344
2016-01-28,16.4399795532227,16.4494800567627,16.1594009399414,16.4385795593262,0,16.4385795593262
2016-01-29,16.174430847168,16.2088794708252,15.9044799804688,16.1669998168945,0,16.1669998168945
2016-02-01,15.8591403961182,16.0964794158936,15.8558797836304,15.8612804412842,0,15.8612804412842
2016-02-02,15.9204902648926,16.1730003356934,15.9005002975464,15.9200801849365,0,15.9200801849365
2016-02-03,16.306999206543,16.4076805114746,16.1260509490967,16.2856998443604,0,16.2856998443604
2016-02-04,15.9321699142456,16.0286998748779,15.7543001174927,15.9322900772095,0,15.9322900772095
2016-02-05,15.8472499847412,15.9917802810669,15.8086795806885,15.8428497314453,0,15.8428497314453
2016-02-08,16.0068092346191,16.2195701599121,15.6005001068115,16.0064907073975,0,16.0064907073975
2016-02-09,16.1161994934082,16.2696990966797,15.9716997146606,16.1159706115723,0,16.1159706115723
2016-02-10,16.0466594696045,16.079870223999,15.7664003372192,16.0453205108643,0,16.0453205108643
2016-02-11,15.9004602432251,16.0434799194336,15.6512002944946,15.9003496170044,0,15.9003496170044
2016-02-12,15.8172798156738,15.9544801712036,15.7270002365112,15.8242998123169,0,15.8242998123169
2016-02-15,15.8660802841187,15.884880065918,15.7323904037476,15.8660802841187,0,15.8660802841187
2016-02-16,15.7139196395874,15.8120403289795,15.6958999633789,15.7141799926758,0,15.7141799926758
2016-02-17,15.7704801559448,15.8663997650146,15.499400138855,15.7728004455566,0,15.7728004455566
2016-02-18,15.4586000442505,15.514479637146,15.2482004165649,15.4597997665405,0,15.4597997665405
2016-02-19,15.410059928894,15.5083999633789,15.3385000228882,15.3800001144409,0,15.3800001144409
2016-02-22,15.3795003890991,15.4335603713989,15.187689781189,15.3775997161865,0,15.3775997161865
2016-02-23,15.182689666748,15.2896499633789,15.0603799819946,15.1833600997925,0,15.1833600997925
2016-02-24,15.2272996902466,15.713680267334,15.2030000686646,15.229100227356,0,15.229100227356
2016-02-25,15.5969800949097,15.7525997161865,15.5084295272827,15.5969800949097,0,15.5969800949097
2016-02-26,15.5655899047852,16.1054801940918,15.5176000595093,15.5851802825928,0,15.5851802825928
2016-02-29,16.1571407318115,16.2058792114258,15.7742004394531,16.1600399017334,0,16.1600399017334
2016-03-01,15.8377504348755,15.8844003677368,15.6284999847412,15.8402795791626,0,15.8402795791626
2016-03-02,15.5676298141479,15.7389802932739,15.5305004119873,15.569860458374,0,15.569860458374
2016-03-03,15.546480178833,15.7249698638916,15.5172700881958,15.5497303009033,0,15.5497303009033
2016-03-04,15.5854997634888,15.6803398132324,15.37380027771,15.5881004333496,0,15.5881004333496
2016-03-07,15.3149795532227,15.4144802093506,15.2469997406006,15.303150177002,0,15.303150177002
2016-03-08,15.2415800094604,15.4626798629761,15.2415800094604,15.2415800094604,0,15.2415800094604
2016-03-09,15.4203796386719,15.4919004440308,15.2509002685547,15.4203796386719,0,15.4203796386719
2016-03-10,15.2004995346069,15.3939800262451,15.0200004577637,15.2103004455566,0,15.2103004455566
2016-03-11,15.3634195327759,15.3732204437256,15.1478004455566,15.3634195327759,0,15.3634195327759
2016-03-14,15.2258996963501,15.5823001861572,15.1590003967285,15.2261800765991,0,15.2261800765991
2016-03-15,15.522629737854,16.0324001312256,15.5155000686646,15.5224304199219,0,15.5224304199219
2016-03-16,15.9591798782349,16.2399806976318,15.9350996017456,15.957799911499,0,15.957799911499
2016-03-17,15.6773796081543,15.7424802780151,15.1745004653931,15.6774797439575,0,15.6774797439575
2016-03-18,15.163800239563,15.3968601226807,15.1396999359131,15.1689796447754,0,15.1689796447754
2016-03-21,15.2790002822876,15.4120998382568,15.1459999084473,15.2793598175049,0,15.2793598175049
2016-03-22,15.2195796966553,15.3741998672485,15.1723003387451,15.2233695983887,0,15.2233695983887
2016-03-23,15.1940803527832,15.389479637146,15.1709995269775,15.1940803527832,0,15.1940803527832
2016-03-24,15.3399801254272,15.5725803375244,15.335599899292,15.3390998840332,0,15.3390998840332
2016-03-25,15.4284400939941,15.4910802841187,15.3900003433228,15.435079574585,0,15.435079574585
2016-03-27,15.4531803131104,15.6078796386719,15.3900003433228,15.4234504699707,0,15.4234504699707
2016-03-28,15.4199895858765,15.5503196716309,15.3606996536255,15.4375495910645,0,15.4375495910645
2016-03-29,15.2006902694702,15.2160797119141,14.809700012207,15.2005796432495,0,15.2005796432495
2016-03-30,14.9127998352051,14.9629001617432,14.660400390625,14.9095001220703,0,14.9095001220703
2016-03-31,14.6395797729492,14.940770149231,14.6395797729492,14.6341896057129,0,14.6341896057129
2016-04-03,14.6915998458862,14.8058004379272,14.6314001083374,14.6915998458862,0,14.6915998458862
2016-04-04,14.7285003662109,15.0812196731567,14.7285003662109,14.7709999084473,0,14.7709999084473
2016-04-05,15.0825004577637,15.2882099151611,14.9863004684448,15.0834503173828,0,15.0834503173828
2016-04-06,15.0826997756958,15.2789497375488,14.9949998855591,15.0791702270508,0,15.0791702270508
2016-04-07,15.2473001480103,15.2482995986938,14.9118003845215,15.2449798583984,0,15.2449798583984
2016-04-10,14.9320802688599,14.9851999282837,14.6261196136475,14.9219303131104,0,14.9219303131104
2016-04-11,14.7548198699951,14.7734003067017,14.6260995864868,14.7546701431274,0,14.7546701431274
2016-04-12,14.7018804550171,14.7883796691895,14.5307998657227,14.7015495300293,0,14.7015495300293
2016-04-13,14.5308704376221,14.7143697738647,14.4471797943115,14.5242004394531,0,14.5242004394531
2016-04-14,14.5481796264648,14.6440896987915,14.4654998779297,14.541600227356,0,14.541600227356
