"Index","AVGO.Open","AVGO.High","AVGO.Low","AVGO.Close","AVGO.Volume","AVGO.Adjusted"
"2015-10-13",11.6339998245239,11.6669998168945,11.3210000991821,11.3420000076294,32475000,8.6956033706665
"2015-10-14",11.3000001907349,11.7760000228882,11.2379999160767,11.746000289917,33530000,9.00533962249756
"2015-10-15",11.8000001907349,12.1990003585815,11.7690000534058,12.1870002746582,49316000,9.34344100952148
"2015-10-16",12.1899995803833,12.1979999542236,11.9899997711182,12.1070003509521,19866000,9.28210735321045
"2015-10-19",12.1000003814697,12.1260004043579,11.7370004653931,11.8959999084473,18593000,9.12034034729004
"2015-10-20",11.8470001220703,12.0069999694824,11.7600002288818,11.9890003204346,21920000,9.19164085388184
"2015-10-21",12.1759996414185,12.2679996490479,12.0109996795654,12.0500001907349,28197000,9.23840713500977
"2015-10-22",12.1619997024536,12.5620002746582,12.121000289917,12.5340003967285,34344000,9.60947799682617
"2015-10-23",12.7469997406006,12.9840002059937,12.4060001373291,12.9580001831055,35498000,9.93454647064209
"2015-10-26",12.8059997558594,12.8059997558594,12.2740001678467,12.3610000610352,58129000,9.47684478759766
"2015-10-27",12.3090000152588,12.5150003433228,12.0939998626709,12.1490001678467,32280000,9.31430816650391
"2015-10-28",12.4790000915527,12.7849998474121,12.3699998855591,12.7089996337891,30966000,9.74364757537842
"2015-10-29",12.1000003814697,12.4160003662109,11.8719997406006,12.0089998245239,61582000,9.20697212219238
"2015-10-30",12.085000038147,12.4020004272461,12.0170001983643,12.3129997253418,25516000,9.44004344940186
"2015-11-02",12.3660001754761,12.5209999084473,12.246000289917,12.3800001144409,26068000,9.49141120910645
"2015-11-03",12.1479997634888,12.4949998855591,12.1479997634888,12.21399974823,26222000,9.36414432525635
"2015-11-04",12.25,12.4860000610352,12.0059995651245,12.41100025177,43098000,9.51517677307129
"2015-11-05",12.4910001754761,12.5,12.0600004196167,12.1059999465942,28308000,9.28134250640869
"2015-11-06",12.3249998092651,12.9790000915527,12.3229999542236,12.9670000076294,45287000,9.94144630432129
"2015-11-09",12.8369998931885,12.8940000534058,12.5710000991821,12.6499996185303,28250000,9.69841194152832
"2015-11-10",12.3109998703003,12.4079999923706,11.9770002365112,11.9860000610352,44759000,9.18933963775635
"2015-11-11",12.0209999084473,12.2700004577637,11.9820003509521,11.9949998855591,25953000,9.19623947143555
"2015-11-12",12.0209999084473,12.1409997940063,11.8920001983643,11.9849996566772,26588000,9.18857288360596
"2015-11-13",11.8999996185303,11.9890003204346,11.5209999084473,11.753999710083,39824000,9.01147365570068
"2015-11-16",11.7469997406006,12.1770000457764,11.7080001831055,12.1470003128052,27796000,9.31277847290039
"2015-11-17",12.1459999084473,12.3680000305176,12.1000003814697,12.206000328064,19868000,9.35800933837891
"2015-11-18",12.1920003890991,12.6099996566772,12.1599998474121,12.5920000076294,20270000,9.65394592285156
"2015-11-19",12.6099996566772,12.6129999160767,12.3009996414185,12.5209999084473,32780000,9.59950828552246
"2015-11-20",12.621000289917,12.6669998168945,12.3730001449585,12.6400003433228,28057000,9.69074821472168
"2015-11-23",12.6750001907349,12.6750001907349,12.4209995269775,12.4409999847412,16003000,9.53817939758301
"2015-11-24",12.3409996032715,12.8590002059937,12.3409996032715,12.8339996337891,35659000,9.83947849273682
"2015-11-25",12.8999996185303,12.9169998168945,12.7659997940063,12.83899974823,21396000,9.84331226348877
"2015-11-27",12.8629999160767,13.0450000762939,12.78600025177,13.003999710083,13262000,9.96981334686279
"2015-11-30",12.9429998397827,13.0699996948242,12.7119998931885,13.0450000762939,32615000,10.0012483596802
"2015-12-01",13.1169996261597,13.3769998550415,13.0909996032715,13.2889995574951,43255000,10.1883144378662
"2015-12-02",13.3070001602173,13.5,13.1540002822876,13.2209997177124,54364000,10.1361827850342
"2015-12-03",14.4860000610352,14.6859998703003,14.2880001068115,14.4779996871948,120661000,11.0998878479004
"2015-12-04",14.4799995422363,14.7889995574951,14.3240003585815,14.7559995651245,60329000,11.3130254745483
"2015-12-07",14.668999671936,14.9720001220703,14.5550003051758,14.8830003738403,44769000,11.4103937149048
"2015-12-08",14.6840000152588,14.8590002059937,14.5769996643066,14.7779998779297,34560000,11.329891204834
"2015-12-09",14.71399974823,14.8000001907349,14.4420003890991,14.5649995803833,30803000,11.1665916442871
"2015-12-10",14.6110000610352,14.9440002441406,14.5190000534058,14.7329998016357,33078000,11.2953939437866
"2015-12-11",14.4619998931885,14.7720003128052,14.4300003051758,14.4420003890991,27777000,11.0722904205322
"2015-12-14",14.4139995574951,14.53600025177,14.1239995956421,14.2510004043579,36993000,10.9258546829224
"2015-12-15",14.2679996490479,14.4230003356934,14.1309995651245,14.3269996643066,35398000,10.9841222763062
"2015-12-16",14.3170003890991,14.4280004501343,14.039999961853,14.3879995346069,29644000,11.0648698806763
"2015-12-17",14.4930000305176,14.5500001907349,14.0410003662109,14.0480003356934,24378000,10.8034009933472
"2015-12-18",14.0229997634888,14.1909999847412,13.8549995422363,14.0200004577637,51964000,10.7818670272827
"2015-12-21",14.3100004196167,14.6000003814697,14.1859998703003,14.5799999237061,26627000,11.2125272750854
"2015-12-22",14.7229995727539,14.7229995727539,14.2760000228882,14.5100002288818,21684000,11.1586942672729
"2015-12-23",14.6020002365112,14.6660003662109,14.4390001296997,14.6510000228882,16170000,11.2671270370483
"2015-12-24",14.6409997940063,14.7290000915527,14.5719995498657,14.6319999694824,7436000,11.2525157928467
"2015-12-28",14.5900001525879,14.6400003433228,14.3929996490479,14.6350002288818,13873000,11.2548227310181
"2015-12-29",14.6999998092651,14.8780002593994,14.5010004043579,14.793999671936,22533000,11.3770980834961
"2015-12-30",14.7510004043579,14.8889999389648,14.7119998931885,14.7370004653931,17396000,11.3332633972168
"2015-12-31",14.6579999923706,14.75,14.5120000839233,14.5150003433228,19673000,11.1625385284424
"2016-01-04",14.2069997787476,14.2349996566772,13.9879999160767,14.2279996871948,30970000,10.9418239593506
"2016-01-05",14.3140001296997,14.3299999237061,13.7209997177124,13.7519998550415,38173000,10.5757656097412
"2016-01-06",13.4569997787476,13.6059999465942,13.2279996871948,13.3290004730225,50824000,10.2504663467407
"2016-01-07",13.1309995651245,13.3769998550415,12.8190002441406,12.9049997329712,50056000,9.92439365386963
"2016-01-08",13.0030002593994,13.3459997177124,12.8059997558594,12.8199996948242,64641000,9.85902404785156
"2016-01-11",12.9499998092651,12.9969997406006,12.5419998168945,12.8039999008179,38941000,9.84672355651855
