"Index","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2015-10-13",74.4599990844727,75.25,74.1500015258789,75,7439400,70.1771850585938
"2015-10-14",74.8399963378906,75.2600021362305,73.7200012207031,74.1999969482422,7568300,69.4286117553711
"2015-10-15",74.9599990844727,75.4100036621094,74.5800018310547,75.3399963378906,6856200,70.4953155517578
"2015-10-16",75.3300018310547,76.5400009155273,74.7900009155273,76,9117400,71.1128845214844
"2015-10-19",75.9300003051758,77.3300018310547,75.9300003051758,76.9899978637695,9952600,72.0391998291016
"2015-10-20",76.6399993896484,76.8899993896484,75.9300003051758,76.2799987792969,8148800,71.3748626708984
"2015-10-21",76.9400024414062,76.9400024414062,75.3099975585938,75.4599990844727,7277900,70.6075820922852
"2015-10-22",75.8899993896484,76.8499984741211,75.6399993896484,76.4199981689453,9093400,71.5058822631836
"2015-10-23",77.4599990844727,77.629997253418,74.9499969482422,77.0699996948242,11971300,72.1140594482422
"2015-10-26",78.0800018310547,78.3099975585938,77.0899963378906,78.1800003051758,8019400,73.1526794433594
"2015-10-27",78.0299987792969,78.1800003051758,77.0599975585938,77.5199966430664,9527400,72.5351333618164
"2015-10-28",77.8199996948242,78.8899993896484,77.4400024414062,78.870002746582,10850200,73.7983322143555
"2015-10-29",78.5899963378906,78.7099990844727,77.9300003051758,78.5100021362305,7648600,73.4614868164062
"2015-10-30",78.7200012207031,78.8099975585938,77.5599975585938,77.5800018310547,11186500,72.5912704467773
"2015-11-02",75.1900024414062,76.2099990844727,74.5299987792969,75.2200012207031,29966000,70.3830184936523
"2015-11-03",75.129997253418,78.5800018310547,74.8099975585938,77.9000015258789,18899900,72.8906784057617
"2015-11-04",78.370002746582,78.8300018310547,77.9000015258789,78.3499984741211,8640800,73.3117599487305
"2015-11-05",78.4199981689453,79.7099990844727,78.4199981689453,79.2600021362305,9392600,74.1632461547852
"2015-11-06",79.5699996948242,79.5699996948242,78.3199996948242,78.75,8221600,73.6860504150391
