"Index","UNH.Open","UNH.High","UNH.Low","UNH.Close","UNH.Volume","UNH.Adjusted"
"2015-10-13",123.160003662109,125.98999786377,121.589996337891,123.98999786377,6655700,107.310699462891
"2015-10-14",123.849998474121,125,120.839996337891,122.069999694824,5592200,105.648963928223
"2015-10-15",119,120.5,115.959999084473,120.169998168945,8012400,104.00456237793
"2015-10-16",120.849998474121,120.849998474121,118.580001831055,119.980003356934,4416500,103.840133666992
"2015-10-19",119.779998779297,120.910003662109,119.199996948242,120.730003356934,3707500,104.489204406738
"2015-10-20",120.639999389648,121.569999694824,119.690002441406,120.419998168945,3278400,104.220924377441
"2015-10-21",120.690002441406,120.800003051758,115.269996643066,118.110000610352,5305600,102.2216796875
"2015-10-22",118.209999084473,119.029998779297,110.069999694824,113.809997558594,10475000,98.500114440918
"2015-10-23",114.449996948242,116.620002746582,114.040000915527,115.919998168945,5497500,100.326271057129
"2015-10-26",115.919998168945,117,115,116.529998779297,3377100,100.854202270508
"2015-10-27",116.389999389648,119.519996643066,115.900001525879,119.370002746582,4008400,103.312187194824
"2015-10-28",119.76000213623,120.139999389648,115.910003662109,119.779998779297,4405500,103.667022705078
"2015-10-29",119.790000915527,121.669998168945,119.5,119.709999084473,3257500,103.606460571289
"2015-10-30",119.930000305176,120.370002746582,117.779998779297,117.779998779297,4237800,101.936080932617
"2015-11-02",118.639999389648,119.949996948242,117.839996337891,118.690002441406,3874200,102.723648071289
"2015-11-03",118.169998168945,118.459999084473,116.25,117.660003662109,2758200,101.832183837891
"2015-11-04",117.599998474121,117.75,114.059997558594,114.639999389648,5396100,99.2184677124023
"2015-11-05",114.980003356934,116.769996643066,113.629997253418,116.230003356934,4009100,100.594581604004
"2015-11-06",115.230003356934,115.800003051758,114.01000213623,114.809997558594,4106900,99.3656005859375
"2015-11-09",114.129997253418,114.639999389648,113.01000213623,114.26000213623,2755100,98.8895874023438
"2015-11-10",114.269996643066,116.199996948242,114.029998779297,115.889999389648,2842600,100.300315856934
"2015-11-11",116.349998474121,116.860000610352,114.349998474121,114.540000915527,2374200,99.1319274902344
"2015-11-12",113.76000213623,114.73999786377,112.529998779297,112.819999694824,3341300,97.6432876586914
"2015-11-13",112.48999786377,113.019996643066,111.180000305176,111.410003662109,3767300,96.4229736328125
"2015-11-16",110.900001525879,114.139999389648,110.790000915527,113.819999694824,2450000,98.5087738037109
"2015-11-17",113.730003356934,115.440002441406,113.169998168945,114.389999389648,1981400,99.0020751953125
"2015-11-18",114.25,117.529998779297,113.75,117.25,3319900,101.477355957031
"2015-11-19",109.790000915527,113.709999084473,109.610000610352,110.629997253418,15731900,95.7478637695312
"2015-11-20",110.889999389648,114.440002441406,110.599998474121,112.970001220703,7059400,97.7731246948242
"2015-11-23",112.970001220703,114.48999786377,112.099998474121,112.160003662109,3780400,97.0720901489258
"2015-11-24",111.379997253418,113.449996948242,111.059997558594,113.190002441406,3244800,97.9635467529297
"2015-11-25",113.470001220703,115.050003051758,113,114.410003662109,2959200,99.0193939208984
"2015-11-27",114.48999786377,115.900001525879,114.080001831055,114.339996337891,1740400,98.9588088989258
"2015-11-30",114.559997558594,114.819999694824,112.620002746582,112.709999084473,4605200,97.548095703125
"2015-12-01",113.529998779297,116.370002746582,113.050003051758,116.26000213623,5467000,100.620544433594
"2015-12-02",116.23999786377,119.379997253418,116.110000610352,117.639999389648,6071100,102.254653930664
"2015-12-03",117.800003051758,118.279998779297,114.430000305176,115,4286600,99.9599533081055
"2015-12-04",115.589996337891,118.25,115.23999786377,117.73999786377,3588200,102.341583251953
"2015-12-07",117.889999389648,117.889999389648,115.199996948242,115.910003662109,3164300,100.750923156738
"2015-12-08",114.949996948242,116.349998474121,113.949996948242,115.879997253418,3551900,100.72484588623
"2015-12-09",115.400001525879,116.819999694824,114.660003662109,115.050003051758,3839100,100.003402709961
"2015-12-10",115.050003051758,117.050003051758,114.339996337891,116.209999084473,3202600,101.011672973633
"2015-12-11",116.209999084473,117.339996337891,114.620002746582,115.980003356934,3830800,100.811767578125
"2015-12-14",115.879997253418,116.73999786377,114.430000305176,115.849998474121,3867200,100.698783874512
"2015-12-15",116.870002746582,118.5,116.660003662109,117.610000610352,3124100,102.22859954834
"2015-12-16",118.300003051758,119.76000213623,116.900001525879,118.830001831055,3516900,103.289031982422
"2015-12-17",118.830001831055,121.089996337891,118.639999389648,119.220001220703,3945800,103.628051757812
"2015-12-18",118.610000610352,118.860000610352,115.819999694824,115.819999694824,7574800,100.672698974609
"2015-12-21",116.569999694824,117.769996643066,116,117.410003662109,3185200,102.054733276367
"2015-12-22",118.190002441406,118.339996337891,116.209999084473,117.440002441406,2821600,102.080841064453
"2015-12-23",117.900001525879,118.830001831055,117.550003051758,118.690002441406,2479600,103.167343139648
"2015-12-24",118.529998779297,119.180000305176,118.290000915527,118.339996337891,900100,102.863121032715
"2015-12-28",118.26000213623,118.610000610352,117.379997253418,118.330001831055,1582600,102.854461669922
"2015-12-29",118.870002746582,120.410003662109,118.699996948242,119.819999694824,2027600,104.149574279785
"2015-12-30",120.029998779297,120.110000610352,118.660003662109,118.919998168945,1747700,103.367248535156
"2015-12-31",118.639999389648,119.370002746582,117.360000610352,117.639999389648,2372500,102.254653930664
"2016-01-04",116.910003662109,116.910003662109,114.529998779297,116.459999084473,4991000,101.22900390625
"2016-01-05",116.720001220703,117.889999389648,116.209999084473,116.680000305176,2816800,101.420234680176
"2016-01-06",115.779998779297,116.650001525879,114.5,115.48999786377,2677300,100.38582611084
"2016-01-07",113.629997253418,114.089996337891,111.419998168945,112.089996337891,5277200,97.4305114746094
"2016-01-08",112.349998474121,113,109.76000213623,110.160003662109,4422400,95.7529067993164
"2016-01-11",110.51000213623,110.620002746582,108.190002441406,109.580001831055,4525800,95.2487716674805
"2016-01-12",110.360000610352,113.129997253418,110.050003051758,112.26000213623,4037800,97.5782928466797
"2016-01-13",112.410003662109,113.040000915527,108.930000305176,109.230003356934,3434300,94.9445648193359
"2016-01-14",108.73999786377,111.800003051758,107.51000213623,110.76000213623,4238200,96.2744598388672
"2016-01-15",109.080001831055,110.650001525879,107.790000915527,109.269996643066,6357000,94.9793319702148
"2016-01-19",111.48999786377,114.160003662109,109.599998474121,112.580001831055,7122800,97.8564605712891
"2016-01-20",112.089996337891,115.73999786377,110.150001525879,114.790000915527,8380700,99.7774047851562
"2016-01-21",114.669998168945,115.480003356934,112.26000213623,113.5,5413900,98.656120300293
"2016-01-22",114.669998168945,115.150001525879,113.889999389648,114.330001831055,3622200,99.3775634765625
"2016-01-25",114.519996643066,115.309997558594,112.849998474121,113.379997253418,2908500,98.5518341064453
"2016-01-26",112.910003662109,114.180000305176,111.76000213623,113.959999084473,4592500,99.0559539794922
"2016-01-27",114.430000305176,114.809997558594,111.839996337891,112.330001831055,4720300,97.6391220092773
"2016-01-28",112.290000915527,113.25,110.610000610352,111.379997253418,3525600,96.8133850097656
"2016-01-29",111.930000305176,115.160003662109,110.620002746582,115.160003662109,5280800,100.099021911621
"2016-02-01",114.830001831055,116.150001525879,114.110000610352,115.889999389648,4333500,100.733543395996
"2016-02-02",114.949996948242,115.389999389648,113.269996643066,113.879997253418,2997700,98.9864349365234
"2016-02-03",114.370002746582,114.370002746582,110.300003051758,112.75,3462300,98.0041885375977
"2016-02-04",112.669998168945,114.550003051758,112.040000915527,114.199996948242,3608300,99.2645568847656
"2016-02-05",114.069999694824,114.209999084473,110.900001525879,111.720001220703,3330800,97.1089096069336
"2016-02-08",110.5,111.120002746582,108.830001831055,110.019996643066,5050200,95.631233215332
"2016-02-09",109.370002746582,112.279998779297,109.139999389648,111.160003662109,3680200,96.6221389770508
"2016-02-10",111.330001831055,114.480003356934,111.330001831055,112.73999786377,3023200,97.9954986572266
"2016-02-11",111.319999694824,111.690002441406,110.089996337891,110.620002746582,3955000,96.1527557373047
"2016-02-12",111.199996948242,111.910003662109,110.209999084473,111.819999694824,2552100,97.1958160400391
"2016-02-16",112.629997253418,115.269996643066,112.529998779297,115.150001525879,3445700,100.090324401855
"2016-02-17",115.5,118.389999389648,115.199996948242,118.300003051758,4466000,102.828353881836
"2016-02-18",118.5,120,117.059997558594,117.449996948242,3847100,102.089530944824
"2016-02-19",117.5,118.550003051758,116.019996643066,117.680000305176,4481400,102.289413452148
"2016-02-22",119.099998474121,122.139999389648,118.959999084473,121.269996643066,5054800,105.40990447998
"2016-02-23",120.639999389648,121.800003051758,120.269996643066,121.150001525879,2804400,105.305625915527
"2016-02-24",119.930000305176,120.319999694824,117.830001831055,120.199996948242,2559700,104.479850769043
"2016-02-25",120.199996948242,121.230003356934,119.819999694824,121.199996948242,2281700,105.349067687988
"2016-02-26",121.480003356934,122.26000213623,120.889999389648,121.330001831055,2877500,105.462097167969
"2016-02-29",121.099998474121,121.819999694824,118.970001220703,119.099998474121,4526300,103.523719787598
"2016-03-01",119.48999786377,122.220001220703,119.370002746582,121.669998168945,3295600,105.757621765137
"2016-03-02",121.230003356934,121.839996337891,120.370002746582,121.269996643066,2670900,105.40990447998
"2016-03-03",120.860000610352,121.860000610352,120.089996337891,121.819999694824,3064100,105.887985229492
"2016-03-04",121.319999694824,122.190002441406,120.73999786377,121.800003051758,2873900,105.870590209961
"2016-03-07",121.080001831055,122.73999786377,120.900001525879,121.76000213623,2315400,105.83585357666
"2016-03-08",121.279998779297,122.319999694824,120.730003356934,121.660003662109,2522000,105.748924255371
"2016-03-09",121.879997253418,122.120002746582,120.449996948242,121.099998474121,2094000,105.69654083252
"2016-03-10",121.199996948242,122.76000213623,120.410003662109,122.089996337891,2638200,106.560623168945
