"Index","HKDUSD=X.Open","HKDUSD=X.High","HKDUSD=X.Low","HKDUSD=X.Close","HKDUSD=X.Volume","HKDUSD=X.Adjusted"
"2015-10-12",0.129040583968163,0.129041746258736,0.129032924771309,0.129040583968163,0,0.129040583968163
"2015-10-13",0.12904092669487,0.129043072462082,0.129032596945763,0.12904092669487,0,0.12904092669487
"2015-10-14",0.12904092669487,0.129041075706482,0.129032596945763,0.129040747880936,0,0.129040747880936
"2015-10-15",0.129041075706482,0.129041746258736,0.129032760858536,0.129041075706482,0,0.129041075706482
"2015-10-18",0.129041418433189,0.129041418433189,0.129032596945763,0.129041418433189,0,0.129041418433189
"2015-10-19",0.129040747880936,0.129042744636536,0.129029422998428,0.129040747880936,0,0.129040747880936
"2015-10-20",0.129040583968163,0.129041418433189,0.129025936126709,0.129033088684082,0,0.129033088684082
"2015-10-21",0.129036754369736,0.129042744636536,0.129029750823975,0.129037246108055,0,0.129037246108055
"2015-10-22",0.129040256142616,0.12904092669487,0.129031598567963,0.129040256142616,0,0.129040256142616
"2015-10-26",0.129040747880936,0.129041746258736,0.129032760858536,0.129040747880936,0,0.129040747880936
"2015-10-27",0.129040583968163,0.129040583968163,0.129032760858536,0.129040583968163,0,0.129040583968163
"2015-10-28",0.129040092229843,0.129047244787216,0.129032760858536,0.129040092229843,0,0.129040092229843
"2015-10-29",0.129040256142616,0.12904891371727,0.129032418131828,0.129040256142616,0,0.129040256142616
"2015-10-30",0.129033088684082,0.129041746258736,0.129030585289001,0.129039749503136,0,0.129039749503136
"2015-11-02",0.129039585590363,0.129043906927109,0.129027605056763,0.129039913415909,0,0.129039913415909
"2015-11-03",0.129038915038109,0.129040583968163,0.129026427865028,0.129039078950882,0,0.129039078950882
"2015-11-04",0.129030928015709,0.129040583968163,0.129015117883682,0.129029586911201,0,0.129029586911201
"2015-11-05",0.129032924771309,0.129037246108055,0.129016950726509,0.129032924771309,0,0.129032924771309
"2015-11-06",0.129021272063255,0.129029095172882,0.128994971513748,0.129027768969536,0,0.129027768969536
"2015-11-09",0.129013940691948,0.129024267196655,0.128993809223175,0.129004627466202,0,0.129004627466202
"2015-11-10",0.129011124372482,0.129032254219055,0.128996968269348,0.129010289907455,0,0.129010289907455
"2015-11-11",0.129009783267975,0.129030093550682,0.129005953669548,0.129015952348709,0,0.129015952348709
"2015-11-12",0.129033088684082,0.129038915038109,0.129023760557175,0.129033088684082,0,0.129033088684082
"2015-11-13",0.129036083817482,0.129043906927109,0.129013448953629,0.129036083817482,0,0.129036083817482
"2015-11-16",0.129030928015709,0.129035577178001,0.129016607999802,0.129030928015709,0,0.129030928015709
"2015-11-17",0.129031419754028,0.129038915038109,0.129020273685455,0.129031419754028,0,0.129031419754028
"2015-11-18",0.129030257463455,0.129037246108055,0.129010781645775,0.129023760557175,0,0.129023760557175
"2015-11-19",0.129035755991936,0.129040583968163,0.129026934504509,0.129028767347336,0,0.129028767347336
"2015-11-20",0.129037588834763,0.129045575857162,0.129028260707855,0.129031255841255,0,0.129031255841255
"2015-11-23",0.129037246108055,0.129040583968163,0.129026934504509,0.129037424921989,0,0.129037424921989
"2015-11-24",0.129031762480736,0.129047244787216,0.129029750823975,0.129038423299789,0,0.129038423299789
"2015-11-25",0.129032090306282,0.129047244787216,0.129022777080536,0.129032090306282,0,0.129032090306282
"2015-11-26",0.129035413265228,0.129043906927109,0.129024431109428,0.129035413265228,0,0.129035413265228
"2015-11-27",0.129035413265228,0.129037588834763,0.129019603133202,0.129035413265228,0,0.129035413265228
"2015-11-30",0.129033088684082,0.129039078950882,0.129013106226921,0.129033088684082,0,0.129033088684082
"2015-12-01",0.129014939069748,0.129024431109428,0.128984495997429,0.128998801112175,0,0.128998801112175
"2015-12-02",0.129015952348709,0.129038915038109,0.128996968269348,0.129014104604721,0,0.129014104604721
"2015-12-03",0.129027605056763,0.129043906927109,0.129025757312775,0.129037752747536,0,0.129037752747536
"2015-12-04",0.129032090306282,0.129047244787216,0.129028603434563,0.129042252898216,0,0.129042252898216
