"Index","ESEA.Open","ESEA.High","ESEA.Low","ESEA.Close","ESEA.Volume","ESEA.Adjusted"
"2015-10-13",38.3199996948242,38.4000015258789,38.2400016784668,38.2400016784668,200,31.5252952575684
"2015-10-14",38.2400016784668,38.2400016784668,38.0800018310547,38.0800018310547,63,31.3933925628662
"2015-10-15",38.0800018310547,38.0800018310547,37.9199981689453,37.9199981689453,550,31.2614841461182
"2015-10-16",38.2400016784668,38.2400016784668,36.0800018310547,36.0800018310547,638,29.7445793151855
"2015-10-19",37.2000007629395,37.2000007629395,37.2000007629395,37.2000007629395,188,30.6679134368896
"2015-10-20",36.4000015258789,36.560001373291,35.2799987792969,35.2799987792969,475,29.085054397583
"2015-10-21",38.1599998474121,38.4000015258789,37.1199989318848,38.4000015258789,250,31.6571979522705
"2015-10-22",38.4000015258789,38.4000015258789,38.4000015258789,38.4000015258789,0,31.6571979522705
"2015-10-23",36.6399993896484,36.6399993896484,35.7599983215332,35.7599983215332,63,29.4807643890381
"2015-10-26",35.7599983215332,35.7599983215332,35.7599983215332,35.7599983215332,0,29.4807643890381
"2015-10-27",36.2400016784668,36.2400016784668,36.2400016784668,36.2400016784668,25,29.8764820098877
"2015-10-28",37.439998626709,37.439998626709,37.439998626709,37.439998626709,50,30.8657703399658
"2015-10-29",36.0800018310547,38.3199996948242,35.0400009155273,38.3199996948242,75,31.5912532806396
"2015-10-30",36,36,36,36,50,29.6786270141602
"2015-11-02",34,36.1599998474121,33.439998626709,36.1599998474121,675,29.810525894165
"2015-11-03",34,37.0400009155273,34,37.0400009155273,300,30.5360088348389
"2015-11-04",34.4000015258789,36.0800018310547,34.4000015258789,34.7999992370605,75,28.6893367767334
"2015-11-05",34.7999992370605,34.7999992370605,34.7999992370605,34.7999992370605,0,28.6893367767334
"2015-11-06",34.7999992370605,34.7999992370605,33.439998626709,33.439998626709,338,27.5681457519531
"2015-11-09",33.439998626709,34,33.2000007629395,33.2000007629395,663,27.370288848877
"2015-11-10",33.2000007629395,33.3600006103516,33.2000007629395,33.2000007629395,463,27.370288848877
"2015-11-11",33.2000007629395,33.2000007629395,32.7999992370605,32.7999992370605,550,27.0405254364014
"2015-11-12",32.7999992370605,33.5200004577637,32.7999992370605,32.7999992370605,413,27.0405254364014
"2015-11-13",32.7999992370605,32.7999992370605,32.6399993896484,32.6399993896484,613,26.908618927002
"2015-11-16",32.6399993896484,32.6399993896484,32.4799995422363,32.4799995422363,138,26.7767143249512
"2015-11-17",32.4799995422363,32.4799995422363,32.0800018310547,32.0800018310547,625,26.4469528198242
"2015-11-18",32,32.0800018310547,31.2000007629395,32,463,26.3810005187988
"2015-11-19",31.3600006103516,31.5200004577637,30.8799991607666,30.8799991607666,663,25.4576644897461
"2015-11-20",30.9599990844727,30.9599990844727,30.4799995422363,30.4799995422363,413,25.1279029846191
"2015-11-23",29.7600002288818,29.7600002288818,28.0799999237061,28.7199993133545,300,23.6769485473633
"2015-11-24",28,28,26.0799999237061,26.0799999237061,1625,21.5005149841309
"2015-11-25",26.0799999237061,26.0799999237061,24.0799999237061,24.5599994659424,425,20.2474193572998
"2015-11-27",24.0799999237061,25.0400009155273,23.8400001525879,24,563,19.7857494354248
"2015-11-30",23.6800003051758,24.1599998474121,22.9599990844727,23.0400009155273,888,18.9943161010742
"2015-12-01",23.0400009155273,24.6399993896484,22.9599990844727,22.9599990844727,788,18.9283695220947
"2015-12-02",22.9599990844727,24.3199996948242,22.9599990844727,22.9599990844727,775,18.9283695220947
"2015-12-03",22.9599990844727,23.4400005340576,22.5599994659424,22.8799991607666,1875,18.8624134063721
"2015-12-04",23.9200000762939,23.9200000762939,22.8799991607666,23.7600002288818,163,19.5878944396973
"2015-12-07",23.1200008392334,23.4400005340576,22.5599994659424,23.3600006103516,188,19.2581310272217
"2015-12-08",23.5200004577637,23.6800003051758,22.5599994659424,22.6399993896484,363,18.6645545959473
"2015-12-09",23.1200008392334,23.2000007629395,22.5599994659424,22.7199993133545,513,18.7305107116699
"2015-12-10",22.9599990844727,23.2800006866455,22.3999996185303,23.2800006866455,238,19.1921806335449
"2015-12-11",22.3999996185303,22.7999992370605,22.3999996185303,22.3999996185303,475,18.4666996002197
"2015-12-14",22.3999996185303,23.2800006866455,22.3999996185303,22.3999996185303,350,18.4666996002197
"2015-12-15",22.3999996185303,22.9599990844727,22,22,563,18.1369361877441
"2015-12-16",22,22.5599994659424,21.8400001525879,22.0799999237061,675,18.2028884887695
"2015-12-17",22.2399997711182,22.2399997711182,21.6800003051758,21.6800003051758,263,17.8731288909912
"2015-12-18",22.6399993896484,22.6399993896484,21.7600002288818,22.4799995422363,1588,18.5326499938965
"2015-12-21",22,22.4799995422363,21.9200000762939,22.4799995422363,388,18.5326499938965
"2015-12-22",22.0799999237061,22.3999996185303,21.5200004577637,21.5200004577637,1388,17.7412204742432
"2015-12-23",22.3999996185303,22.3999996185303,21.5200004577637,21.5200004577637,300,17.7412204742432
"2015-12-24",21.5200004577637,21.5200004577637,21.5200004577637,21.5200004577637,75,17.7412204742432
"2015-12-28",21.6000003814697,22,21.2800006866455,21.2800006866455,2338,17.5433673858643
"2015-12-29",21.2800006866455,21.9200000762939,21.0400009155273,21.9200000762939,725,18.0709838867188
"2015-12-30",21.0400009155273,22,20.7999992370605,20.7999992370605,1063,17.147647857666
"2015-12-31",20.7999992370605,21.0400009155273,20.3999996185303,20.3999996185303,1050,16.8178844451904
"2016-01-04",20.7999992370605,20.7999992370605,20.5599994659424,20.5599994659424,175,16.9497928619385
"2016-01-05",20.4799995422363,21.3600006103516,20.4799995422363,20.5599994659424,63,16.9497928619385
"2016-01-06",20.5599994659424,20.5599994659424,20.3999996185303,20.5599994659424,125,16.9497928619385
"2016-01-07",20.2399997711182,20.7199993133545,20.1599998474121,20.1599998474121,300,16.6200313568115
"2016-01-08",20.1599998474121,20.1599998474121,19.6000003814697,19.6000003814697,463,16.1583614349365
"2016-01-11",19.6000003814697,21.2000007629395,19.6000003814697,21.2000007629395,75,17.4774112701416
"2016-01-12",21.8400001525879,21.8400001525879,21.4400005340576,21.4400005340576,38,17.675271987915
"2016-01-13",20.9599990844727,22,18.5599994659424,18.5599994659424,763,15.3009796142578
"2016-01-14",21.4400005340576,21.4400005340576,18.3999996185303,18.4799995422363,463,15.2350254058838
"2016-01-15",18.4799995422363,19.5200004577637,18.4799995422363,18.8799991607666,100,15.5647888183594
"2016-01-19",18.8799991607666,18.9599990844727,18.8799991607666,18.9599990844727,75,15.6307420730591
"2016-01-20",18.8799991607666,18.8799991607666,17.6000003814697,18.0799999237061,488,14.9052629470825
"2016-01-21",17.6800003051758,17.6800003051758,17.6800003051758,17.6800003051758,75,14.5755014419556
"2016-01-22",17.2000007629395,17.8400001525879,17.2000007629395,17.2000007629395,163,14.1797895431519
"2016-01-25",17.4400005340576,17.4400005340576,17.2000007629395,17.2000007629395,225,14.1797895431519
"2016-01-26",17.2800006866455,17.2800006866455,17.2800006866455,17.2800006866455,63,14.2457389831543
"2016-01-27",18.5599994659424,18.7199993133545,17.2000007629395,17.2000007629395,138,14.1797895431519
"2016-01-28",17.2000007629395,17.2000007629395,17.2000007629395,17.2000007629395,0,14.1797895431519
"2016-01-29",17.2800006866455,17.2800006866455,13.6800003051758,15.039999961853,1575,12.3990707397461
"2016-02-01",16,16,15.9200000762939,15.9200000762939,238,13.1245470046997
"2016-02-02",16.3999996185303,16.3999996185303,15.8400001525879,15.8400001525879,75,13.0585947036743
"2016-02-03",15.8400001525879,15.8400001525879,15.8400001525879,15.8400001525879,0,13.0585947036743
"2016-02-04",16,16,16,16,13,13.1905002593994
"2016-02-05",16,16,16,16,0,13.1905002593994
"2016-02-08",16,16,16,16,0,13.1905002593994
"2016-02-09",16.7999992370605,16.7999992370605,16.7999992370605,16.7999992370605,63,13.8500242233276
"2016-02-10",15.3599996566772,17.5200004577637,15.2799997329712,17.5200004577637,950,14.4435977935791
"2016-02-11",17.5200004577637,17.5200004577637,17.5200004577637,17.5200004577637,0,14.4435977935791
"2016-02-12",15.3599996566772,17.2000007629395,15.2799997329712,17.2000007629395,88,14.1797895431519
"2016-02-16",17.2000007629395,17.2000007629395,17.2000007629395,17.2000007629395,0,14.1797895431519
"2016-02-17",15.2799997329712,17.5200004577637,15.2799997329712,17.5200004577637,38,14.4435977935791
"2016-02-18",17.2800006866455,17.2800006866455,15.9200000762939,16.7199993133545,325,13.7840728759766
"2016-02-19",16.7199993133545,16.7199993133545,16.7199993133545,16.7199993133545,0,13.7840728759766
"2016-02-22",16,16,16,16,50,13.1905002593994
"2016-02-23",15.6000003814697,15.6800003051758,14.8000001907349,14.8000001907349,738,12.2012138366699
"2016-02-24",14.960000038147,14.960000038147,14.8000001907349,14.8000001907349,50,12.2012138366699
"2016-02-25",16,16,16,16,125,13.1905002593994
"2016-02-26",16,16,16,16,0,13.1905002593994
"2016-02-29",15.1199998855591,15.1199998855591,15.039999961853,15.039999961853,400,12.3990707397461
"2016-03-01",16.3999996185303,16.3999996185303,14,14,113,11.5416870117188
"2016-03-02",14.8000001907349,15.6800003051758,14.1599998474121,14.3999996185303,8063,11.87144947052
"2016-03-03",14.3999996185303,14.3999996185303,14.3999996185303,14.3999996185303,0,11.87144947052
"2016-03-04",15.9200000762939,15.9200000762939,15.3599996566772,15.3599996566772,225,12.6628799438477
"2016-03-07",16,17.2000007629395,15.1199998855591,16.8799991607666,3988,13.9159774780273
"2016-03-08",16.8799991607666,17.5200004577637,16,16.0799999237061,425,13.2564535140991
"2016-03-09",15.9200000762939,19.9200000762939,15.9200000762939,16.1599998474121,1838,13.3224058151245
"2016-03-10",17.7600002288818,17.7600002288818,14.2399997711182,16.7999992370605,838,13.8500242233276
"2016-03-11",14.960000038147,17.2000007629395,14.960000038147,15.6000003814697,213,12.8607378005981
"2016-03-14",17.4400005340576,17.4400005340576,16.7199993133545,16.7999992370605,100,13.8500242233276
"2016-03-15",15.039999961853,15.7600002288818,15.039999961853,15.7600002288818,63,12.9926433563232
"2016-03-16",15.7600002288818,16.1599998474121,15.7600002288818,16,475,13.1905002593994
"2016-03-17",16,16.2399997711182,16,16.2399997711182,63,13.3883571624756
"2016-03-18",16.1599998474121,16.1599998474121,16,16,138,13.1905002593994
"2016-03-21",16,16,16,16,0,13.1905002593994
"2016-03-22",14.3999996185303,14.5600004196167,14.3999996185303,14.5600004196167,138,12.0033550262451
"2016-03-23",14.4799995422363,15.5200004577637,14.4799995422363,14.8000001907349,338,12.2012138366699
"2016-03-24",14.8000001907349,14.8800001144409,14.6400003433228,14.6400003433228,100,12.0693082809448
"2016-03-28",14.2399997711182,14.4799995422363,14.2399997711182,14.4799995422363,113,11.9374008178711
"2016-03-29",14.2399997711182,14.3999996185303,14.2399997711182,14.3999996185303,550,11.87144947052
"2016-03-30",14.3999996185303,14.3999996185303,14.2399997711182,14.2399997711182,500,11.7395458221436
"2016-03-31",14.8800001144409,14.8800001144409,14.8800001144409,14.8800001144409,38,12.2671642303467
"2016-04-01",14.8800001144409,14.8800001144409,14.8800001144409,14.8800001144409,50,12.2671642303467
"2016-04-04",14.2399997711182,14.3199996948242,14.1599998474121,14.3199996948242,63,11.8054981231689
"2016-04-05",13.6800003051758,16.7199993133545,11.1999998092651,15.1199998855591,12038,12.4650220870972
"2016-04-06",16.3199996948242,17.4400005340576,13.7600002288818,14.4799995422363,6138,11.9374008178711
"2016-04-07",14.5600004196167,14.5600004196167,13.6000003814697,14.5600004196167,925,12.0033550262451
"2016-04-08",13.5200004577637,17.0400009155273,13.5200004577637,17.0400009155273,1875,14.0478830337524
"2016-04-11",17.4400005340576,17.4400005340576,17.4400005340576,17.4400005340576,75,14.3776435852051
"2016-04-12",16.8799991607666,17.0400009155273,15.9200000762939,17.0400009155273,713,14.0478830337524
"2016-04-13",17.1200008392334,17.1200008392334,16,17.0400009155273,200,14.0478830337524
"2016-04-14",16.0799999237061,16.6399993896484,15.4399995803833,15.4399995803833,225,12.728832244873
"2016-04-15",16.6399993896484,17.6800003051758,16.0799999237061,17.3600006103516,1575,14.3116912841797
"2016-04-18",17.6000003814697,17.6000003814697,15.7600002288818,17.6000003814697,63,14.5095510482788
"2016-04-19",17.3600006103516,19.6000003814697,16.1599998474121,18.7999992370605,2413,15.4988374710083
"2016-04-20",19.6000003814697,20.2399997711182,18,18.7999992370605,1563,15.4988374710083
"2016-04-21",19.6000003814697,20.2399997711182,17.5200004577637,18.3999996185303,8363,15.1690759658813
"2016-04-22",19.6000003814697,19.6000003814697,16.7199993133545,18.3199996948242,325,15.1031227111816
"2016-04-25",18.4799995422363,18.4799995422363,16.7199993133545,18.3999996185303,513,15.1690759658813
"2016-04-26",18.2399997711182,18.3199996948242,18.1599998474121,18.3199996948242,88,15.1031227111816
"2016-04-27",18.2399997711182,20,16.7199993133545,18.6399993896484,1013,15.3669300079346
"2016-04-28",18.4799995422363,24.7999992370605,18.0799999237061,22.5599994659424,10513,18.5986042022705
"2016-04-29",23.4400005340576,27.9200000762939,23.2000007629395,24.7199993133545,8575,20.379322052002
"2016-05-02",23.2800006866455,31.2000007629395,20,22.1599998474121,3900,18.2688426971436
"2016-05-03",22.7199993133545,27.0400009155273,22.7199993133545,23.6000003814697,400,19.4559879302979
"2016-05-04",23.1200008392334,25.8400001525879,19.0400009155273,20.7999992370605,1113,17.147647857666
"2016-05-05",21.1200008392334,24.0799999237061,20.1599998474121,22.6399993896484,650,18.6645545959473
"2016-05-06",22.3199996948242,24.5599994659424,21.0400009155273,22.3999996185303,650,18.4666996002197
"2016-05-09",20.7999992370605,21.6800003051758,20.5599994659424,20.5599994659424,250,16.9497928619385
"2016-05-10",20.5599994659424,20.7199993133545,19.5200004577637,19.6000003814697,963,16.1583614349365
"2016-05-11",19.6000003814697,19.6000003814697,19.6000003814697,19.6000003814697,0,16.1583614349365
"2016-05-12",18.7199993133545,19.8400001525879,16.4799995422363,17.6000003814697,925,14.5095510482788
"2016-05-13",16.8799991607666,17.2800006866455,15.9200000762939,16.7999992370605,213,13.8500242233276
"2016-05-16",15.6800003051758,16.6399993896484,15.1999998092651,16,275,13.1905002593994
"2016-05-17",16.4799995422363,16.7999992370605,16.4799995422363,16.7999992370605,125,13.8500242233276
"2016-05-18",17.4400005340576,18.2399997711182,16,16,188,13.1905002593994
"2016-05-19",16,19.9200000762939,16,18.6399993896484,1263,15.3669300079346
"2016-05-20",20,20.3999996185303,16.8799991607666,19.2000007629395,1025,15.8285989761353
"2016-05-23",17.4400005340576,20,16.1599998474121,18.2399997711182,1538,15.0371704101562
"2016-05-24",18.5599994659424,18.5599994659424,16,16.2399997711182,2325,13.3883571624756
"2016-05-25",16.2399997711182,17.2800006866455,15.1999998092651,16.3199996948242,425,13.454309463501
"2016-05-26",16,17.2000007629395,15.1999998092651,15.6000003814697,1250,12.8607378005981
"2016-05-27",16.3999996185303,16.9599990844727,15.1999998092651,15.4399995803833,463,12.728832244873
"2016-05-31",17.3600006103516,17.3600006103516,15.1999998092651,16.4799995422363,450,13.5862131118774
"2016-06-01",15.8400001525879,15.8400001525879,15.1999998092651,15.1999998092651,750,12.5309743881226
"2016-06-02",15.1999998092651,15.1999998092651,15.1999998092651,15.1999998092651,50,12.5309743881226
"2016-06-03",15.9200000762939,15.9200000762939,15.5200004577637,15.5200004577637,75,12.7947864532471
