"Index","LLY.Open","LLY.High","LLY.Low","LLY.Close","LLY.Volume","LLY.Adjusted"
"2015-10-13",79.7900009155273,81.25,79.5400009155273,79.620002746582,10104700,67.0216064453125
"2015-10-14",80.9700012207031,82,79.0500030517578,79.25,9495500,66.7101440429688
"2015-10-15",79.3399963378906,80.0800018310547,78.8099975585938,79.8600006103516,6408600,67.2236099243164
"2015-10-16",80.5800018310547,81.5299987792969,79.9599990844727,81.5100021362305,5519800,68.6125411987305
"2015-10-19",81.129997253418,81.3000030517578,79.4700012207031,80.25,5869900,67.5519409179688
"2015-10-20",80.1500015258789,80.3399963378906,77.629997253418,77.7900009155273,7458000,65.4811630249023
"2015-10-21",78.2300033569336,78.379997253418,75.9199981689453,77.0100021362305,8955200,64.824592590332
"2015-10-22",77.2200012207031,77.8399963378906,75.1600036621094,76.9800033569336,10075500,64.7993469238281
"2015-10-23",77.5500030517578,79.0800018310547,77.2699966430664,78.3099975585938,5679200,65.9188613891602
"2015-10-26",78.3099975585938,79.8600006103516,77.7699966430664,79.1100006103516,4755200,66.5923233032227
"2015-10-27",79.5,80.9499969482422,79.5,80.9100036621094,4771600,68.1074981689453
"2015-10-28",81.1999969482422,83.0999984741211,80.3899993896484,83.0699996948242,5710300,69.9257049560547
"2015-10-29",82.3000030517578,83.5699996948242,81.2900009155273,82,5158600,69.025032043457
"2015-10-30",82.0800018310547,82.5500030517578,81.5699996948242,81.5699996948242,4044300,68.6630477905273
"2015-11-02",81.1399993896484,82.1800003051758,80.8099975585938,82.0400009155273,3473900,69.0586929321289
"2015-11-03",82.2300033569336,82.5400009155273,81.129997253418,81.6699981689453,4826100,68.7472381591797
"2015-11-04",82.1500015258789,82.1500015258789,80.9300003051758,81.0500030517578,3401900,68.2253341674805
"2015-11-05",81,81.4000015258789,79.6600036621094,80.6100006103516,3787200,67.8549499511719
"2015-11-06",80.3000030517578,80.5899963378906,78.4400024414062,80.4599990844727,6082600,67.7287063598633
"2015-11-09",80.0299987792969,80.2900009155273,78.5800018310547,79.3600006103516,4160200,66.8027496337891
"2015-11-10",78.7099990844727,80.3199996948242,78.7099990844727,80.0599975585938,3302600,67.8192749023438
"2015-11-11",80.0999984741211,81.2799987792969,79.9700012207031,80.6999969482422,3323400,68.3614196777344
"2015-11-12",80.5500030517578,80.7600021362305,79.8000030517578,79.8600006103516,3647800,67.6498641967773
"2015-11-13",79.6600036621094,80.2699966430664,79.1800003051758,79.5500030517578,3638600,67.3872528076172
"2015-11-16",80,81.2600021362305,79.9800033569336,81.2300033569336,3318900,68.8104019165039
"2015-11-17",80.9300003051758,82.4300003051758,80.629997253418,81.3000030517578,3012100,68.8696746826172
"2015-11-18",81.4899978637695,83.7600021362305,81.3899993896484,83.6500015258789,3916600,70.8603591918945
"2015-11-19",83.1999969482422,83.879997253418,82.7300033569336,83.7200012207031,3156100,70.919677734375
"2015-11-20",84.3000030517578,85.5,84.1100006103516,84.4700012207031,4251500,71.5550384521484
"2015-11-23",84.5,84.9199981689453,84.120002746582,84.7399978637695,4033100,71.7837448120117
"2015-11-24",83.5599975585938,84.3199996948242,83.0500030517578,83.879997253418,3431100,71.0552215576172
"2015-11-25",83.879997253418,84.4199981689453,83.5500030517578,83.7399978637695,2529400,70.9366149902344
"2015-11-27",83.7699966430664,84.25,83.5999984741211,83.6500015258789,1253800,70.8603591918945
"2015-11-30",83.7600021362305,84.0299987792969,82.0400009155273,82.0400009155273,6563300,69.4965362548828
"2015-12-01",84.2099990844727,86.5299987792969,83.3399963378906,86.5,7368900,73.2746429443359
"2015-12-02",86.2600021362305,86.7300033569336,84.4199981689453,84.5599975585938,4444800,71.6312408447266
"2015-12-03",84.6500015258789,84.8399963378906,82.5599975585938,83.0599975585938,3669800,70.3605880737305
"2015-12-04",83.4700012207031,87.2799987792969,83.4300003051758,86.620002746582,6987600,73.3762893676758
"2015-12-07",87.4499969482422,88.1600036621094,85.8899993896484,86.379997253418,4379000,73.172966003418
"2015-12-08",85.620002746582,87.6699981689453,85.5699996948242,86.4100036621094,4761000,73.1983947753906
"2015-12-09",86.0199966430664,86.3199996948242,83.5699996948242,83.8600006103516,5479500,71.0382690429688
"2015-12-10",84.2300033569336,85.5100021362305,83.3600006103516,84.9100036621094,3667200,71.9277267456055
"2015-12-11",83.8000030517578,84.379997253418,83.120002746582,83.2900009155273,3738200,70.5554046630859
"2015-12-14",83.3600006103516,84.7099990844727,82.9700012207031,84.6800003051758,5208700,71.73291015625
"2015-12-15",85.1800003051758,85.9800033569336,85.0199966430664,85.5199966430664,3975500,72.4444580078125
"2015-12-16",86,86.5800018310547,84.0500030517578,86.2900009155273,2983600,73.0967559814453
"2015-12-17",86.75,87.2099990844727,86.1999969482422,86.2200012207031,3928200,73.0374221801758
"2015-12-18",85.5699996948242,85.9800033569336,84.7699966430664,84.7699966430664,5821300,71.8091125488281
"2015-12-21",85.7200012207031,86.4499969482422,85.1500015258789,86.0400009155273,3742400,72.8849716186523
"2015-12-22",86.2699966430664,86.4700012207031,85.2699966430664,85.9100036621094,2446100,72.7748489379883
"2015-12-23",86.3600006103516,86.870002746582,86.129997253418,86.1999969482422,2804200,73.0204925537109
"2015-12-24",85.9800033569336,86.1500015258789,85.4700012207031,85.8499984741211,1486900,72.7240219116211
"2015-12-28",85.5800018310547,85.6999969482422,84.8899993896484,85.4899978637695,2031100,72.4190673828125
"2015-12-29",85.8399963378906,86.870002746582,85.5999984741211,86.25,2097700,73.062858581543
"2015-12-30",86.4499969482422,87.0999984741211,86.1399993896484,86.1999969482422,1969400,73.0204925537109
"2015-12-31",85.7200012207031,85.75,84.0800018310547,84.2600021362305,3178500,71.3771209716797
"2016-01-04",83.4000015258789,83.5999984741211,81.7900009155273,82.870002746582,6907300,70.1996307373047
"2016-01-05",82.9000015258789,85.4000015258789,82.870002746582,84.1100006103516,7475300,71.2500534057617
"2016-01-06",82.6900024414062,84.879997253418,82.5,83.5800018310547,6628400,70.8010864257812
"2016-01-07",81.629997253418,82.8099975585938,80.8300018310547,81.4100036621094,5833200,68.962890625
"2016-01-08",81.6699981689453,82.4899978637695,81.0400009155273,81.25,5880200,68.8273315429688
"2016-01-11",81.3000030517578,81.9199981689453,78.8300018310547,80.2699966430664,4889300,67.9971694946289
"2016-01-12",80.6100006103516,81,79.5199966430664,80.4000015258789,4329300,68.107292175293
"2016-01-13",80.7399978637695,80.8199996948242,79.0899963378906,79.3000030517578,4628400,67.1754684448242
