"Index","SYG500.JO.Open","SYG500.JO.High","SYG500.JO.Low","SYG500.JO.Close","SYG500.JO.Volume","SYG500.JO.Adjusted"
"2017-12-13",3621.44702148438,3621.44702148438,3621.44702148438,3621.44702148438,0,3618.8095703125
"2017-12-14",3595.92700195312,3595.92700195312,3595.92700195312,3595.92700195312,0,3593.30786132812
"2017-12-15",3546.96704101562,3546.96704101562,3546.96704101562,3546.96704101562,0,3544.38330078125
"2017-12-18",3460.56103515625,3460.56103515625,3460.56103515625,3460.56103515625,0,3458.04077148438
"2017-12-19",3435.2451171875,3435.2451171875,3435.2451171875,3435.2451171875,0,3432.74243164062
"2017-12-20",3394.88110351562,3394.88110351562,3394.88110351562,3394.88110351562,0,3392.40795898438
"2017-12-21",3415.82299804688,3415.82299804688,3415.82299804688,3415.82299804688,0,3413.33569335938
"2017-12-22",3390.63500976562,3390.63500976562,3390.63500976562,3390.63500976562,0,3388.16479492188
"2017-12-25",NA,NA,NA,NA,NA,NA
"2017-12-26",NA,NA,NA,NA,NA,NA
"2017-12-27",3310.93408203125,3310.93408203125,3310.93408203125,3310.93408203125,0,3308.5224609375
"2017-12-28",3303.40893554688,3303.40893554688,3303.40893554688,3303.40893554688,0,3301.0029296875
"2017-12-29",3309.86206054688,3309.86206054688,3309.86206054688,3309.86206054688,0,3307.45092773438
"2018-01-02",3358.59399414062,3358.59399414062,3358.59399414062,3358.59399414062,0,3356.14770507812
"2018-01-03",3354.22607421875,3354.22607421875,3354.22607421875,3354.22607421875,0,3351.78295898438
"2018-01-04",3352.86791992188,3352.86791992188,3352.86791992188,3352.86791992188,0,3350.42602539062
"2018-01-05",3385.72509765625,3385.72509765625,3385.72509765625,3385.72509765625,0,3383.2587890625
"2018-01-08",3409.51611328125,3409.51611328125,3409.51611328125,3409.51611328125,0,3407.03271484375
"2018-01-09",3405.48803710938,3405.48803710938,3405.48803710938,3405.48803710938,0,3403.00805664062
"2018-01-10",3421.05004882812,3421.05004882812,3421.05004882812,3421.05004882812,0,3418.55834960938
"2018-01-11",3442.52197265625,3442.52197265625,3442.52197265625,3442.52197265625,0,3440.0146484375
"2018-01-12",3465.35107421875,3465.35107421875,3465.35107421875,3465.35107421875,0,3462.82690429688
"2018-01-15",3438.0439453125,3438.0439453125,3438.0439453125,3438.0439453125,0,3435.5400390625
"2018-01-16",3410.7041015625,3410.7041015625,3410.7041015625,3410.7041015625,0,3408.2197265625
"2018-01-17",3436.56811523438,3436.56811523438,3436.56811523438,3436.56811523438,0,3434.06469726562
"2018-01-18",3398.88793945312,3398.88793945312,3398.88793945312,3398.88793945312,0,3396.412109375
"2018-01-19",3438.40087890625,3438.40087890625,3438.40087890625,3438.40087890625,0,3435.89697265625
"2018-01-22",3432.48901367188,3432.48901367188,3432.48901367188,3432.48901367188,0,3429.9892578125
"2018-01-23",3428.330078125,3428.330078125,3428.330078125,3428.330078125,0,3425.83276367188
"2018-01-24",3381.60595703125,3381.60595703125,3381.60595703125,3381.60595703125,0,3379.14282226562
"2018-01-25",3359.82788085938,3359.82788085938,3359.82788085938,3359.82788085938,0,3357.380859375
"2018-01-26",3418.65307617188,3418.65307617188,3418.65307617188,3418.65307617188,0,3416.16284179688
"2018-01-29",3420.0859375,3420.0859375,3420.0859375,3420.0859375,0,3417.59521484375
"2018-01-30",3376.48608398438,3376.48608398438,3376.48608398438,3376.48608398438,0,3374.02685546875
"2018-01-31",3354.77294921875,3354.77294921875,3354.77294921875,3354.77294921875,0,3352.32958984375
"2018-02-01",3347.40698242188,3347.40698242188,3347.40698242188,3347.40698242188,0,3344.96899414062
"2018-02-02",3330.40307617188,3330.40307617188,3330.40307617188,3330.40307617188,0,3327.9775390625
"2018-02-05",3186.94897460938,3186.94897460938,3186.94897460938,3186.94897460938,0,3184.62744140625
"2018-02-06",3252.47192382812,3252.47192382812,3252.47192382812,3252.47192382812,0,3250.10327148438
"2018-02-07",3210.4140625,3210.4140625,3210.4140625,3210.4140625,0,3208.07543945312
"2018-02-08",3124.19702148438,3124.19702148438,3124.19702148438,3124.19702148438,0,3121.921875
"2018-02-09",3161.43896484375,3161.43896484375,3161.43896484375,3161.43896484375,0,3159.13647460938
"2018-02-12",3172.80395507812,3172.80395507812,3172.80395507812,3172.80395507812,0,3170.4931640625
"2018-02-13",3192.69506835938,3192.69506835938,3192.69506835938,3192.69506835938,0,3190.36987304688
"2018-02-14",3181.29907226562,3181.29907226562,3181.29907226562,3181.29907226562,0,3178.98217773438
"2018-02-15",3187.78588867188,3187.78588867188,3187.78588867188,3187.78588867188,0,3185.4638671875
"2018-02-16",3180.46801757812,3180.46801757812,3180.46801757812,3180.46801757812,0,3178.15161132812
"2018-02-19",3199.9189453125,3199.9189453125,3199.9189453125,3199.9189453125,0,3197.58837890625
"2018-02-20",3197.4140625,3197.4140625,3197.4140625,3197.4140625,0,3195.08520507812
"2018-02-21",3150.47290039062,3150.47290039062,3150.47290039062,3150.47290039062,0,3148.17822265625
"2018-02-22",3158.45703125,3158.45703125,3158.45703125,3158.45703125,0,3156.15625
"2018-02-23",3187.10107421875,3187.10107421875,3187.10107421875,3187.10107421875,0,3184.779296875
"2018-02-26",3242.4599609375,3242.4599609375,3242.4599609375,3242.4599609375,0,3240.09765625
"2018-02-27",3228.80493164062,3228.80493164062,3228.80493164062,3228.80493164062,0,3226.453125
"2018-02-28",3210.60888671875,3210.60888671875,3210.60888671875,3210.60888671875,0,3208.27026367188
"2018-03-01",3201.55004882812,3201.55004882812,3201.55004882812,3201.55004882812,0,3199.21826171875
"2018-03-02",3241.89111328125,3241.89111328125,3241.89111328125,3241.89111328125,0,3239.52978515625
"2018-03-05",3238.01196289062,3238.01196289062,3238.01196289062,3238.01196289062,0,3235.6533203125
"2018-03-06",3224.78588867188,3224.78588867188,3224.78588867188,3224.78588867188,0,3222.43676757812
"2018-03-07",3244.89404296875,3244.89404296875,3244.89404296875,3244.89404296875,0,3242.53002929688
"2018-03-08",3272.63696289062,3272.63696289062,3272.63696289062,3272.63696289062,0,3270.25317382812
"2018-03-09",3300.42407226562,3300.42407226562,3300.42407226562,3300.42407226562,0,3298.01953125
"2018-03-12",3300.72998046875,3300.72998046875,3300.72998046875,3300.72998046875,0,3298.32543945312
"2018-03-13",3265.67211914062,3265.67211914062,3265.67211914062,3265.67211914062,0,3263.29321289062
"2018-03-14",3247.94506835938,3247.94506835938,3247.94506835938,3247.94506835938,0,3245.5791015625
"2018-03-15",3273.623046875,3273.623046875,3273.623046875,3273.623046875,0,3271.23852539062
"2018-03-16",3307.03002929688,3307.03002929688,3307.03002929688,3307.03002929688,0,3304.62109375
"2018-03-19",3282.48901367188,3282.48901367188,3282.48901367188,3282.48901367188,0,3280.09790039062
"2018-03-20",3258.56909179688,3258.56909179688,3258.56909179688,3258.56909179688,0,3256.1953125
"2018-03-22",3152.31811523438,3152.31811523438,3152.31811523438,3152.31811523438,0,3150.02221679688
"2018-03-23",3052.38500976562,3052.38500976562,3052.38500976562,3052.38500976562,0,3050.16162109375
"2018-03-26",3108.294921875,3108.294921875,3108.294921875,3108.294921875,0,3106.03076171875
"2018-03-27",3052.02001953125,3052.02001953125,3052.02001953125,3052.02001953125,0,3049.796875
"2018-03-28",3079.68994140625,3079.68994140625,3079.68994140625,3079.68994140625,0,3077.44677734375
"2018-03-29",3139.5439453125,3139.5439453125,3139.5439453125,3139.5439453125,0,3137.25708007812
"2018-04-03",3097.51708984375,3097.51708984375,3097.51708984375,3097.51708984375,0,3095.2607421875
"2018-04-04",3157.52807617188,3157.52807617188,3157.52807617188,3157.52807617188,0,3155.22827148438
"2018-04-05",3201.998046875,3201.998046875,3201.998046875,3201.998046875,0,3199.66577148438
"2018-04-06",3151.537109375,3151.537109375,3151.537109375,3151.537109375,0,3149.24169921875
"2018-04-09",3171.60302734375,3171.60302734375,3171.60302734375,3171.60302734375,0,3169.29345703125
"2018-04-10",3214.4951171875,3214.4951171875,3214.4951171875,3214.4951171875,0,3212.15356445312
"2018-04-11",3186.93090820312,3186.93090820312,3186.93090820312,3186.93090820312,0,3184.609375
"2018-04-12",3208.7880859375,3208.7880859375,3208.7880859375,3208.7880859375,0,3206.45141601562
"2018-04-13",3221.56811523438,3221.56811523438,3221.56811523438,3221.56811523438,0,3219.22143554688
"2018-04-16",3247.2958984375,3247.2958984375,3247.2958984375,3247.2958984375,0,3244.93090820312
"2018-04-17",3256.72900390625,3256.72900390625,3256.72900390625,3256.72900390625,0,3254.35693359375
"2018-04-18",3242.5830078125,3242.5830078125,3242.5830078125,3242.5830078125,0,3240.220703125
"2018-04-19",3228.48388671875,3228.48388671875,3228.48388671875,3228.48388671875,0,3226.13232421875
"2018-04-20",3241.71899414062,3241.71899414062,3241.71899414062,3241.71899414062,0,3239.35766601562
"2018-04-23",3291.13793945312,3291.13793945312,3291.13793945312,3291.13793945312,0,3288.74047851562
"2018-04-24",3273.36108398438,3273.36108398438,3273.36108398438,3273.36108398438,0,3270.97680664062
"2018-04-25",3309.6689453125,3309.6689453125,3309.6689453125,3309.6689453125,0,3307.25805664062
"2018-04-26",3329.28198242188,3329.28198242188,3329.28198242188,3329.28198242188,0,3326.85717773438
"2018-04-30",3319.56103515625,3319.56103515625,3319.56103515625,3319.56103515625,0,3317.14306640625
"2018-05-02",3363.87890625,3363.87890625,3363.87890625,3363.87890625,0,3361.4287109375
"2018-05-03",3361.23388671875,3361.23388671875,3361.23388671875,3361.23388671875,0,3358.78515625
"2018-05-04",3367.99096679688,3367.99096679688,3367.99096679688,3367.99096679688,0,3365.53735351562
"2018-05-07",3376.8701171875,3376.8701171875,3376.8701171875,3376.8701171875,0,3374.41064453125
"2018-05-08",3388.875,3388.875,3388.875,3388.875,0,3386.40673828125
"2018-05-09",3409.287109375,3409.287109375,3409.287109375,3409.287109375,0,3406.80395507812
"2018-05-10",3388.375,3388.375,3388.375,3388.375,0,3385.90698242188
"2018-05-11",3358.1220703125,3358.1220703125,3358.1220703125,3358.1220703125,0,3355.67626953125
"2018-05-14",3368.55493164062,3368.55493164062,3368.55493164062,3368.55493164062,0,3366.10083007812
"2018-05-15",3429.72900390625,3429.72900390625,3429.72900390625,3429.72900390625,0,3427.23095703125
"2018-05-16",3410.07495117188,3410.07495117188,3410.07495117188,3410.07495117188,0,3407.59106445312
"2018-05-17",3432.72094726562,3432.72094726562,3432.72094726562,3432.72094726562,0,3430.220703125
"2018-05-18",3474.20288085938,3474.20288085938,3474.20288085938,3474.20288085938,0,3471.67236328125
"2018-05-21",3515.17700195312,3515.17700195312,3515.17700195312,3515.17700195312,0,3512.61669921875
"2018-05-22",3449.81811523438,3449.81811523438,3449.81811523438,3449.81811523438,0,3447.30541992188
"2018-05-23",3453.80200195312,3453.80200195312,3453.80200195312,3453.80200195312,0,3451.28588867188
"2018-05-24",3419.81494140625,3419.81494140625,3419.81494140625,3419.81494140625,0,3417.32421875
"2018-05-25",3420.82690429688,3420.82690429688,3420.82690429688,3420.82690429688,0,3418.33520507812
"2018-05-28",3405.55297851562,3405.55297851562,3405.55297851562,3405.55297851562,0,3403.07299804688
"2018-05-29",3408.18408203125,3408.18408203125,3408.18408203125,3408.18408203125,0,3405.70190429688
"2018-05-30",3441.98608398438,3441.98608398438,3441.98608398438,3441.98608398438,0,3439.47924804688
"2018-05-31",3445.52392578125,3445.52392578125,3445.52392578125,3445.52392578125,0,3443.0146484375
"2018-06-01",3477.18798828125,3477.18798828125,3477.18798828125,3477.18798828125,0,3474.65551757812
"2018-06-04",3471.7080078125,3471.7080078125,3471.7080078125,3471.7080078125,0,3469.1796875
"2018-06-05",3529.69189453125,3529.69189453125,3529.69189453125,3529.69189453125,0,3527.12109375
"2018-06-06",3542.47607421875,3542.47607421875,3542.47607421875,3542.47607421875,0,3539.89624023438
"2018-06-07",3598.24389648438,3598.24389648438,3598.24389648438,3598.24389648438,0,3595.623046875
"2018-06-08",3666.07006835938,3666.07006835938,3666.07006835938,3666.07006835938,0,3663.40014648438
"2018-06-11",3669.94311523438,3669.94311523438,3669.94311523438,3669.94311523438,0,3667.27001953125
"2018-06-12",3703.67895507812,3703.67895507812,3703.67895507812,3703.67895507812,0,3700.9814453125
"2018-06-13",3695.23608398438,3695.23608398438,3695.23608398438,3695.23608398438,0,3692.544921875
"2018-06-14",3731.0791015625,3731.0791015625,3731.0791015625,3731.0791015625,0,3728.36181640625
"2018-06-15",3773.69409179688,3773.69409179688,3773.69409179688,3773.69409179688,0,3770.94555664062
"2018-06-18",3817.65209960938,3817.65209960938,3817.65209960938,3817.65209960938,0,3814.87084960938
"2018-06-19",3828.74096679688,3828.74096679688,3828.74096679688,3828.74096679688,0,3825.95190429688
"2018-06-20",3803.89306640625,3803.89306640625,3803.89306640625,3803.89306640625,0,3801.12255859375
"2018-06-21",3770.69409179688,3770.69409179688,3770.69409179688,3770.69409179688,0,3767.94775390625
"2018-06-22",3735.3359375,3735.3359375,3735.3359375,3735.3359375,0,3732.61547851562
"2018-06-25",3714.68994140625,3714.68994140625,3714.68994140625,3714.68994140625,0,3711.984375
"2018-06-26",3707.04296875,3707.04296875,3707.04296875,3707.04296875,0,3704.34350585938
"2018-06-27",3723.14306640625,3723.14306640625,3723.14306640625,3723.14306640625,0,3720.431640625
"2018-06-28",3790.06005859375,3790.06005859375,3790.06005859375,3790.06005859375,0,3787.2998046875
"2018-06-29",3747.69409179688,3747.69409179688,3747.69409179688,3747.69409179688,0,3744.96459960938
"2018-07-02",3805.10009765625,3805.10009765625,3805.10009765625,3805.10009765625,0,3802.32885742188
"2018-07-03",3743.09790039062,3743.09790039062,3743.09790039062,3743.09790039062,0,3740.37158203125
"2018-07-04",3723.69409179688,3723.69409179688,3723.69409179688,3723.69409179688,0,3721.212890625
"2018-07-05",3722.2958984375,3722.2958984375,3722.2958984375,3722.2958984375,0,3719.81567382812
"2018-07-06",3732.60888671875,3732.60888671875,3732.60888671875,3732.60888671875,0,3730.12133789062
"2018-07-09",3725.27099609375,3725.27099609375,3725.27099609375,3725.27099609375,0,3722.78833007812
"2018-07-10",3737.02001953125,3737.02001953125,3737.02001953125,3737.02001953125,0,3734.52954101562
"2018-07-11",3728.57592773438,3728.57592773438,3728.57592773438,3728.57592773438,0,3726.09106445312
"2018-07-12",3732.51000976562,3732.51000976562,3732.51000976562,3732.51000976562,0,3730.0224609375
"2018-07-13",3722.85595703125,3722.85595703125,3722.85595703125,3722.85595703125,0,3720.37524414062
"2018-07-16",3708.46508789062,3708.46508789062,3708.46508789062,3708.46508789062,0,3705.99365234375
"2018-07-17",3719.873046875,3719.873046875,3719.873046875,3719.873046875,0,3717.39379882812
"2018-07-18",3739.4970703125,3739.4970703125,3739.4970703125,3739.4970703125,0,3737.00512695312
"2018-07-19",3786.82104492188,3786.82104492188,3786.82104492188,3786.82104492188,0,3784.29736328125
"2018-07-20",3770.73901367188,3770.73901367188,3770.73901367188,3770.73901367188,0,3768.22631835938
"2018-07-23",3794.48803710938,3794.48803710938,3794.48803710938,3794.48803710938,0,3791.95922851562
"2018-07-24",3756.25903320312,3756.25903320312,3756.25903320312,3756.25903320312,0,3753.755859375
"2018-07-25",3767.44409179688,3767.44409179688,3767.44409179688,3767.44409179688,0,3764.93359375
"2018-07-26",3757.81103515625,3757.81103515625,3757.81103515625,3757.81103515625,0,3755.30688476562
"2018-07-27",3715.69897460938,3715.69897460938,3715.69897460938,3715.69897460938,0,3713.22314453125
"2018-07-30",3691.60693359375,3691.60693359375,3691.60693359375,3691.60693359375,0,3689.14624023438
"2018-07-31",3694.53002929688,3694.53002929688,3694.53002929688,3694.53002929688,0,3692.06811523438
"2018-08-01",3715.18603515625,3715.18603515625,3715.18603515625,3715.18603515625,0,3712.71044921875
"2018-08-02",3795.52807617188,3795.52807617188,3795.52807617188,3795.52807617188,0,3792.99853515625
"2018-08-03",3783.67309570312,3783.67309570312,3783.67309570312,3783.67309570312,0,3781.15161132812
"2018-08-06",3829.58203125,3829.58203125,3829.58203125,3829.58203125,0,3827.02978515625
"2018-08-07",3813.72290039062,3813.72290039062,3813.72290039062,3813.72290039062,0,3811.18090820312
"2018-08-08",3834.6298828125,3834.6298828125,3834.6298828125,3834.6298828125,0,3832.07446289062
"2018-08-10",3985.60791015625,3985.60791015625,3985.60791015625,3985.60791015625,0,3982.95190429688
"2018-08-13",4049.05004882812,4049.05004882812,4049.05004882812,4049.05004882812,0,4046.35180664062
"2018-08-14",4044.55004882812,4044.55004882812,4044.55004882812,4044.55004882812,0,4041.85424804688
"2018-08-15",4140.55322265625,4140.55322265625,4140.55322265625,4140.55322265625,0,4137.7939453125
"2018-08-16",4162.865234375,4162.865234375,4162.865234375,4162.865234375,0,4160.09130859375
"2018-08-17",4224.96484375,4224.96484375,4224.96484375,4224.96484375,0,4222.1484375
"2018-08-20",4197.13818359375,4197.13818359375,4197.13818359375,4197.13818359375,0,4194.34130859375
"2018-08-21",4120.494140625,4120.494140625,4120.494140625,4120.494140625,0,4117.7470703125
"2018-08-22",4100.28515625,4100.28515625,4100.28515625,4100.28515625,0,4097.55224609375
"2018-08-23",4093.93798828125,4093.93798828125,4093.93798828125,4093.93798828125,0,4091.2099609375
"2018-08-24",4109.52783203125,4109.52783203125,4109.52783203125,4109.52783203125,0,4106.7890625
"2018-08-27",4104.6337890625,4104.6337890625,4104.6337890625,4104.6337890625,0,4101.89794921875
"2018-08-28",4106.4599609375,4106.4599609375,4106.4599609375,4106.4599609375,0,4103.7236328125
"2018-08-29",4213.36083984375,4213.36083984375,4213.36083984375,4213.36083984375,0,4210.55322265625
"2018-08-30",4272.7890625,4272.7890625,4272.7890625,4272.7890625,0,4269.94091796875
"2018-08-31",4264.97021484375,4264.97021484375,4264.97021484375,4264.97021484375,0,4262.1279296875
"2018-09-03",4326.40087890625,4326.40087890625,4326.40087890625,4326.40087890625,0,4323.517578125
"2018-09-04",4426.4228515625,4426.4228515625,4426.4228515625,4426.4228515625,0,4423.47265625
"2018-09-05",4474.580078125,4474.580078125,4474.580078125,4474.580078125,0,4471.59814453125
"2018-09-06",4442.7880859375,4442.7880859375,4442.7880859375,4442.7880859375,0,4439.8271484375
"2018-09-07",4363.76318359375,4363.76318359375,4363.76318359375,4363.76318359375,0,4360.85400390625
"2018-09-10",4388.5791015625,4388.5791015625,4388.5791015625,4388.5791015625,0,4385.65478515625
"2018-09-11",4393.89990234375,4393.89990234375,4393.89990234375,4393.89990234375,0,4390.9716796875
"2018-09-12",4357.25,4357.25,4357.25,4357.25,0,4354.345703125
"2018-09-13",4300.048828125,4300.048828125,4300.048828125,4300.048828125,0,4297.18310546875
"2018-09-14",4338.94921875,4338.94921875,4338.94921875,4338.94921875,0,4336.05712890625
"2018-09-17",4322.51318359375,4322.51318359375,4322.51318359375,4322.51318359375,0,4319.6328125
"2018-09-18",4324.44921875,4324.44921875,4324.44921875,4324.44921875,0,4321.56689453125
"2018-09-19",4278.9921875,4278.9921875,4278.9921875,4278.9921875,0,4276.14013671875
"2018-09-20",4245.96484375,4245.96484375,4245.96484375,4245.96484375,0,4243.13525390625
"2018-09-21",4212.501953125,4212.501953125,4212.501953125,4212.501953125,0,4209.69482421875
"2018-09-25",4209.59521484375,4209.59521484375,4209.59521484375,4209.59521484375,0,4206.78955078125
"2018-09-26",4144.001953125,4144.001953125,4144.001953125,4144.001953125,0,4141.23974609375
"2018-09-27",4114.10693359375,4114.10693359375,4114.10693359375,4114.10693359375,0,4111.36474609375
"2018-09-28",4141.39208984375,4141.39208984375,4141.39208984375,4141.39208984375,0,4138.63232421875
"2018-10-01",4171.3232421875,4171.3232421875,4171.3232421875,4171.3232421875,0,4168.54345703125
"2018-10-02",4205.744140625,4205.744140625,4205.744140625,4205.744140625,0,4202.94189453125
"2018-10-03",4217.59814453125,4217.59814453125,4217.59814453125,4217.59814453125,0,4214.78759765625
"2018-10-04",4292.7041015625,4292.7041015625,4292.7041015625,4292.7041015625,0,4289.84326171875
"2018-10-05",4274.3369140625,4274.3369140625,4274.3369140625,4274.3369140625,0,4271.48876953125
"2018-10-08",4308.466796875,4308.466796875,4308.466796875,4308.466796875,0,4305.595703125
"2018-10-09",4274.06005859375,4274.06005859375,4274.06005859375,4274.06005859375,0,4271.2119140625
"2018-10-10",4100.0361328125,4100.0361328125,4100.0361328125,4100.0361328125,0,4097.30322265625
"2018-10-11",4012.3369140625,4012.3369140625,4012.3369140625,4012.3369140625,0,4009.66284179688
"2018-10-12",4020.3740234375,4020.3740234375,4020.3740234375,4020.3740234375,0,4017.69458007812
"2018-10-15",3971.56811523438,3971.56811523438,3971.56811523438,3971.56811523438,0,3968.92138671875
"2018-10-16",4010.794921875,4010.794921875,4010.794921875,4010.794921875,0,4008.1220703125
"2018-10-17",4005.90087890625,4005.90087890625,4005.90087890625,4005.90087890625,0,4003.23095703125
"2018-10-18",3987.81811523438,3987.81811523438,3987.81811523438,3987.81811523438,0,3985.16064453125
"2018-10-19",4009.85205078125,4009.85205078125,4009.85205078125,4009.85205078125,0,4007.1796875
"2018-10-22",3956.38403320312,3956.38403320312,3956.38403320312,3956.38403320312,0,3953.7470703125
"2018-10-23",3975.35205078125,3975.35205078125,3975.35205078125,3975.35205078125,0,3972.70239257812
"2018-10-24",3867.82202148438,3867.82202148438,3867.82202148438,3867.82202148438,0,3865.24438476562
"2018-10-25",3964.53100585938,3964.53100585938,3964.53100585938,3964.53100585938,0,3961.888671875
"2018-10-26",3914.458984375,3914.458984375,3914.458984375,3914.458984375,0,3911.85009765625
"2018-10-29",3865.77001953125,3865.77001953125,3865.77001953125,3865.77001953125,0,3863.19360351562
"2018-10-30",3950.89697265625,3950.89697265625,3950.89697265625,3950.89697265625,0,3948.263671875
"2018-10-31",4031.9140625,4031.9140625,4031.9140625,4031.9140625,0,4029.22705078125
"2018-11-01",4002.07495117188,4002.07495117188,4002.07495117188,4002.07495117188,0,3999.40771484375
"2018-11-02",3943.14892578125,3943.14892578125,3943.14892578125,3943.14892578125,0,3940.52075195312
"2018-11-05",3910.88891601562,3910.88891601562,3910.88891601562,3910.88891601562,0,3908.28247070312
"2018-11-06",3936.15893554688,3936.15893554688,3936.15893554688,3936.15893554688,0,3933.53564453125
"2018-11-07",3958.125,3958.125,3958.125,3958.125,0,3955.48706054688
"2018-11-08",3970.2490234375,3970.2490234375,3970.2490234375,3970.2490234375,0,3967.60327148438
"2018-11-09",4001.68701171875,4001.68701171875,4001.68701171875,4001.68701171875,0,3999.02001953125
"2018-11-12",3960.31298828125,3960.31298828125,3960.31298828125,3960.31298828125,0,3957.673828125
"2018-11-13",3971.458984375,3971.458984375,3971.458984375,3971.458984375,0,3968.81225585938
"2018-11-14",3906.373046875,3906.373046875,3906.373046875,3906.373046875,0,3903.76928710938
"2018-11-15",3930.90600585938,3930.90600585938,3930.90600585938,3930.90600585938,0,3928.2861328125
"2018-11-16",3879.6298828125,3879.6298828125,3879.6298828125,3879.6298828125,0,3877.04443359375
"2018-11-19",3791.86401367188,3791.86401367188,3791.86401367188,3791.86401367188,0,3789.33715820312
"2018-11-20",3744.75,3744.75,3744.75,3744.75,0,3742.25463867188
"2018-11-21",3716.71508789062,3716.71508789062,3716.71508789062,3716.71508789062,0,3714.23852539062
"2018-11-22",3678.04907226562,3678.04907226562,3678.04907226562,3678.04907226562,0,3675.59814453125
"2018-11-23",3680.0380859375,3680.0380859375,3680.0380859375,3680.0380859375,0,3677.58520507812
"2018-11-26",3739.60107421875,3739.60107421875,3739.60107421875,3739.60107421875,0,3737.10913085938
"2018-11-27",3764.92700195312,3764.92700195312,3764.92700195312,3764.92700195312,0,3762.41821289062
"2018-11-28",3856.43408203125,3856.43408203125,3856.43408203125,3856.43408203125,0,3853.86401367188
"2018-11-29",3767.18408203125,3767.18408203125,3767.18408203125,3767.18408203125,0,3764.673828125
"2018-11-30",3860.33203125,3860.33203125,3860.33203125,3860.33203125,0,3857.759765625
"2018-12-03",3854.19506835938,3854.19506835938,3854.19506835938,3854.19506835938,0,3851.62646484375
"2018-12-04",3735.2470703125,3735.2470703125,3735.2470703125,3735.2470703125,0,3732.75830078125
"2018-12-05",3772.02392578125,3772.02392578125,3772.02392578125,3772.02392578125,0,3769.51049804688
