"Index","BCC.Open","BCC.High","BCC.Low","BCC.Close","BCC.Volume","BCC.Adjusted"
"2015-10-13",27.8299999237061,28.4899997711182,27.7199993133545,27.8099994659424,219900,18.8139705657959
"2015-10-14",27.8299999237061,28.1900005340576,27.6399993896484,27.7000007629395,180600,18.739559173584
"2015-10-15",27.8500003814697,28.4400005340576,27.6100006103516,28.3099994659424,345500,19.1522312164307
"2015-10-16",28.2999992370605,28.3600006103516,26.9200000762939,28.0799999237061,452600,18.9966316223145
"2015-10-19",28.0100002288818,28.5,27.7900009155273,28.25,263900,19.1116371154785
"2015-10-20",28.2299995422363,28.2299995422363,26.75,27.2800006866455,416400,18.455415725708
"2015-10-21",27.4300003051758,27.9099998474121,27.0699996948242,27.3700008392334,349300,18.5163097381592
"2015-10-22",29.7000007629395,32.1500015258789,29.1700000762939,32.0299987792969,1056400,21.6688804626465
"2015-10-23",32.4599990844727,33.1500015258789,31.9500007629395,32.8699989318848,595800,22.2371559143066
"2015-10-26",32.7999992370605,33.0999984741211,31.1399993896484,31.4300003051758,434700,21.2629680633545
"2015-10-27",31.3700008392334,31.5599994659424,29.9899997711182,30.0200004577637,461500,20.3090801239014
"2015-10-28",30.2399997711182,30.8700008392334,29.8150005340576,30.3999996185303,678300,20.5661525726318
"2015-10-29",30.1800003051758,30.7700004577637,30.1700000762939,30.25,315900,20.4646778106689
"2015-10-30",30.3199996948242,30.5,29.6399993896484,29.9300003051758,335800,20.2481956481934
"2015-11-02",29.9200000762939,30.7999992370605,29.7800006866455,30.5499992370605,533400,20.6676330566406
"2015-11-03",30.4300003051758,30.5699996948242,29.7800006866455,29.8700008392334,306500,20.2075996398926
"2015-11-04",30.0100002288818,30.2000007629395,29.6700000762939,29.9899997711182,326800,20.2887878417969
"2015-11-05",29.9899997711182,30.3299999237061,29.5400009155273,30.1499996185303,263000,20.3970260620117
"2015-11-06",30,30.9799995422363,29.8500003814697,30.75,384200,20.8029365539551
"2015-11-09",30.75,30.9099998474121,29.7900009155273,30.6100006103516,259200,20.7082271575928
"2015-11-10",30.5,30.9249992370605,29.9200000762939,30.4699993133545,174200,20.6135120391846
"2015-11-11",30.4899997711182,30.7000007629395,30.0300006866455,30.4599990844727,142600,20.6067447662354
"2015-11-12",30.1800003051758,30.3199996948242,29.2299995422363,29.3500003814697,181200,19.8558120727539
"2015-11-13",29.1800003051758,29.9400005340576,29.0599994659424,29.5,184400,19.9572887420654
"2015-11-16",29.4300003051758,29.8980007171631,29.2900009155273,29.8299999237061,188700,20.1805419921875
"2015-11-17",29.8899993896484,30.3050003051758,29.4799995422363,29.6499996185303,160200,20.0587692260742
"2015-11-18",29.6700000762939,30.5799999237061,29.5499992370605,30.5499992370605,243100,20.6676330566406
"2015-11-19",30.4300003051758,30.6000003814697,29.2299995422363,29.9899997711182,228100,20.2887878417969
"2015-11-20",30.2000007629395,30.6299991607666,29.6399993896484,30.4699993133545,297200,20.6135120391846
"2015-11-23",30.2999992370605,31.3999996185303,30.2999992370605,31.2299995422363,359600,21.12766456604
"2015-11-24",31.0100002288818,31.1800003051758,30.5200004577637,30.8500003814697,229300,20.8705921173096
"2015-11-25",30.8199996948242,31.1900005340576,30.3199996948242,31.0300006866455,195000,20.992359161377
"2015-11-27",31.1000003814697,31.25,30.9599990844727,31.1499996185303,45800,21.0735416412354
"2015-11-30",31.1700000762939,31.5799999237061,31,31.2999992370605,200700,21.1750183105469
"2015-12-01",31.3500003814697,31.7950000762939,31.2800006866455,31.4899997711182,248100,21.303560256958
"2015-12-02",31.4099998474121,31.8500003814697,30.2700004577637,30.3700008392334,195400,20.5458564758301
"2015-12-03",29.8799991607666,30.5200004577637,28.7099990844727,28.8299999237061,415200,19.5040225982666
"2015-12-04",28.8999996185303,29.0100002288818,28.4200000762939,28.8899993896484,224400,19.5446128845215
"2015-12-07",28.8799991607666,28.8799991607666,26.9699993133545,27.25,321800,18.4351234436035
"2015-12-08",27,27.9799995422363,26.7600002288818,27.5499992370605,356300,18.6380786895752
"2015-12-09",27.5900001525879,28.1800003051758,27.1499996185303,27.3099994659424,194500,18.4757118225098
"2015-12-10",27.2299995422363,27.5,26.9699993133545,27.0499992370605,400100,18.2998199462891
"2015-12-11",26.5799999237061,26.7399997711182,26.1499996185303,26.5799999237061,305300,17.9818572998047
"2015-12-14",26.5799999237061,26.8099994659424,25.3500003814697,25.6800003051758,407200,17.372989654541
"2015-12-15",25.7600002288818,26.2000007629395,25.3600006103516,25.4799995422363,284200,17.2376861572266
"2015-12-16",25.6299991607666,25.9400005340576,25.2600002288818,25.8199996948242,337000,17.4677028656006
"2015-12-17",25.8299999237061,25.9500007629395,25.2399997711182,25.6800003051758,348400,17.372989654541
"2015-12-18",25.4200000762939,25.9200000762939,25.0200004577637,25.5599994659424,1192600,17.291805267334
