"Index","BIDU.Open","BIDU.High","BIDU.Low","BIDU.Close","BIDU.Volume","BIDU.Adjusted"
"2015-12-21",193.800003051758,198.690002441406,193.639999389648,197.440002441406,2710800,197.440002441406
"2015-12-22",198.089996337891,198.5,195.169998168945,197.029998779297,2028700,197.029998779297
"2015-12-23",197.309997558594,198.419998168945,196.289993286133,196.529998779297,1422300,196.529998779297
"2015-12-24",197.600006103516,197.600006103516,193.75,193.929992675781,1070400,193.929992675781
"2015-12-28",191.229995727539,193.630004882812,188.449996948242,192.800003051758,2208600,192.800003051758
"2015-12-29",193.320007324219,195.559997558594,193.289993286133,194.679992675781,2041800,194.679992675781
"2015-12-30",195.179992675781,195.580001831055,192,192.130004882812,1319200,192.130004882812
"2015-12-31",190.580001831055,191.580001831055,188.330001831055,189.039993286133,1879200,189.039993286133
"2016-01-04",181.289993286133,185.539993286133,180.600006103516,184.029998779297,4328000,184.029998779297
"2016-01-05",186.710006713867,189.839996337891,185.339996337891,187.369995117188,3367900,187.369995117188
"2016-01-06",185.029998779297,187.289993286133,183.559997558594,185.610000610352,2280600,185.610000610352
"2016-01-07",176.300003051758,180.979995727539,171.460006713867,174.369995117188,7009100,174.369995117188
"2016-01-08",177.589996337891,178.949996948242,170.720001220703,171.339996337891,4682800,171.339996337891
"2016-01-11",172,172.839996337891,167.710006713867,170.369995117188,3202300,170.369995117188
"2016-01-12",172.399993896484,173.490005493164,169.820007324219,172.910003662109,3039600,172.910003662109
"2016-01-13",174.25,175.360000610352,164,166.039993286133,3961500,166.039993286133
"2016-01-14",166.300003051758,174.880004882812,163.009994506836,172.229995727539,4082200,172.229995727539
"2016-01-15",163.759994506836,165.309997558594,158.119995117188,163.919998168945,6350300,163.919998168945
"2016-01-19",167.520004272461,171.839996337891,163.979995727539,166.029998779297,3415700,166.029998779297
"2016-01-20",161.039993286133,169.330001831055,159.779998779297,164.990005493164,5116300,164.990005493164
"2016-01-21",165.990005493164,172.5,163.130004882812,169.559997558594,3483200,169.559997558594
"2016-01-22",173.550003051758,174.770004272461,168.770004272461,171.169998168945,2619200,171.169998168945
"2016-01-25",171.119995117188,173.740005493164,167.309997558594,167.539993286133,2499600,167.539993286133
"2016-01-26",166.669998168945,168.360000610352,162.889999389648,167.080001831055,2397900,167.080001831055
"2016-01-27",167.089996337891,167.910003662109,157.419998168945,158.270004272461,4064400,158.270004272461
"2016-01-28",161.869995117188,162.779998779297,154.529998779297,156.940002441406,4584700,156.940002441406
"2016-01-29",159.240005493164,163.639999389648,158.5,163.270004272461,4531600,163.270004272461
"2016-02-01",160.270004272461,161.899993896484,156.130004882812,161.100006103516,3640500,161.100006103516
"2016-02-02",162.100006103516,163,154.139999389648,154.820007324219,2750500,154.820007324219
"2016-02-03",155.839996337891,157.550003051758,150.839996337891,153.080001831055,3433000,153.080001831055
"2016-02-04",154.119995117188,155.169998168945,150.630004882812,152.589996337891,3102700,152.589996337891
"2016-02-05",151.850006103516,152.029998779297,144.479995727539,145.339996337891,4126800,145.339996337891
"2016-02-08",142.490005493164,147.199996948242,142.25,145.050003051758,4149700,145.050003051758
"2016-02-09",142.539993286133,145.309997558594,139.610000610352,140.679992675781,5253200,140.679992675781
"2016-02-10",142.779998779297,149.809997558594,142.380004882812,143.779998779297,4126200,143.779998779297
"2016-02-11",140.610000610352,143.419998168945,139.940002441406,141.210006713867,3095300,141.210006713867
"2016-02-12",148,154.149993896484,147.490005493164,152.729995727539,5586500,152.729995727539
"2016-02-16",158.5,163.839996337891,155.419998168945,157.520004272461,5286100,157.520004272461
"2016-02-17",159.960006713867,164.699996948242,156.429992675781,163.529998779297,3848400,163.529998779297
"2016-02-18",165.240005493164,166,160.270004272461,160.699996948242,3327300,160.699996948242
"2016-02-19",160,166,159.149993896484,164.470001220703,3055200,164.470001220703
"2016-02-22",166.539993286133,169.449996948242,164.300003051758,168.669998168945,3086700,168.669998168945
"2016-02-23",167.199996948242,167.419998168945,159.639999389648,161.020004272461,4031000,161.020004272461
"2016-02-24",159,164.110000610352,154.789993286133,162.75,4539800,162.75
"2016-02-25",160.050003051758,161.580001831055,156,158.220001220703,6180000,158.220001220703
"2016-02-26",175.240005493164,176.809997558594,172.199996948242,173.800003051758,8881800,173.800003051758
"2016-02-29",172.199996948242,175.460006713867,171.360000610352,173.419998168945,3966500,173.419998168945
"2016-03-01",175.690002441406,180.729995727539,175.380004882812,180.199996948242,4191000,180.199996948242
"2016-03-02",181.839996337891,182,175.259994506836,176.940002441406,3078600,176.940002441406
"2016-03-03",177.050003051758,178.940002441406,175.339996337891,177.300003051758,2499700,177.300003051758
"2016-03-04",178.970001220703,180.589996337891,175.25,178.550003051758,2942700,178.550003051758
"2016-03-07",178,180,175.889999389648,177.199996948242,1929300,177.199996948242
"2016-03-08",175.050003051758,176.240005493164,172.639999389648,172.809997558594,2384100,172.809997558594
"2016-03-09",173.559997558594,176.529998779297,169.279998779297,176.5,2820100,176.5
"2016-03-10",177,179.639999389648,173.759994506836,176.080001831055,2323900,176.080001831055
"2016-03-11",176.429992675781,183.860000610352,176.429992675781,182.979995727539,2845100,182.979995727539
"2016-03-14",182.5,187.550003051758,181.75,182.020004272461,2738500,182.020004272461
"2016-03-15",180.720001220703,182.570007324219,179.509994506836,180.220001220703,1627000,180.220001220703
"2016-03-16",179.080001831055,183.050003051758,178.259994506836,183.050003051758,1912000,183.050003051758
"2016-03-17",183.740005493164,184.979995727539,182.089996337891,183.440002441406,1783000,183.440002441406
"2016-03-18",184.820007324219,189.699996948242,184.770004272461,187.919998168945,3245800,187.919998168945
"2016-03-21",187.800003051758,189.800003051758,185.559997558594,187.119995117188,1598300,187.119995117188
"2016-03-22",185.270004272461,188.740005493164,185,188.399993896484,1571000,188.399993896484
"2016-03-23",187.600006103516,188.429992675781,181.820007324219,183.839996337891,2228700,183.839996337891
"2016-03-24",181.460006713867,184.990005493164,181.029998779297,184.860000610352,1649600,184.860000610352
"2016-03-28",185.330001831055,186,182.270004272461,185.169998168945,1150400,185.169998168945
"2016-03-29",185.470001220703,191.479995727539,185.059997558594,189.839996337891,2519700,189.839996337891
"2016-03-30",191.050003051758,193,188.300003051758,189.889999389648,2733500,189.889999389648
"2016-03-31",189.479995727539,193.729995727539,189.380004882812,190.880004882812,2380200,190.880004882812
"2016-04-01",188.789993286133,190.559997558594,185.889999389648,190.330001831055,2443000,190.330001831055
"2016-04-04",190.389999389648,192.350006103516,187.509994506836,188.970001220703,1741800,188.970001220703
"2016-04-05",187.630004882812,187.889999389648,182.149993896484,183.800003051758,2977100,183.800003051758
"2016-04-06",183.570007324219,187.270004272461,183.020004272461,186.820007324219,1928300,186.820007324219
"2016-04-07",185.740005493164,187.600006103516,181.440002441406,182.529998779297,1835900,182.529998779297
"2016-04-08",184.600006103516,186.300003051758,182.699996948242,183.979995727539,1714700,183.979995727539
"2016-04-11",185.759994506836,187.149993896484,184.759994506836,185.070007324219,1896000,185.070007324219
"2016-04-12",186.029998779297,188.699996948242,185.580001831055,187.399993896484,1714600,187.399993896484
"2016-04-13",191,195.600006103516,190.419998168945,193.979995727539,3264600,193.979995727539
"2016-04-14",194.979995727539,197.5,192.809997558594,195.720001220703,2031800,195.720001220703
"2016-04-15",195.320007324219,195.410003662109,191.759994506836,193.220001220703,1641700,193.220001220703
"2016-04-18",191.919998168945,193.990005493164,191.259994506836,192.940002441406,1500000,192.940002441406
"2016-04-19",193.440002441406,195.25,190.669998168945,194.520004272461,2123200,194.520004272461
"2016-04-20",193.5,194.759994506836,192.600006103516,193.669998168945,1496300,193.669998168945
"2016-04-21",194.059997558594,195.960006713867,191.75,192.740005493164,1726600,192.740005493164
"2016-04-22",190.029998779297,192.699996948242,188.029998779297,190.759994506836,2015800,190.759994506836
"2016-04-25",190.910003662109,192.410003662109,186.539993286133,188.039993286133,1754900,188.039993286133
"2016-04-26",188.679992675781,190.880004882812,186.369995117188,188.25,1892900,188.25
"2016-04-27",187.520004272461,189.070007324219,184.440002441406,187.949996948242,2257000,187.949996948242
"2016-04-28",187.350006103516,190.330001831055,185.539993286133,186.020004272461,3611300,186.020004272461
"2016-04-29",189.5,201,189,194.300003051758,6954700,194.300003051758
"2016-05-02",185.330001831055,185.330001831055,176.5,178.910003662109,10170300,178.910003662109
"2016-05-03",175.800003051758,176.380004882812,172,174.360000610352,5482300,174.360000610352
"2016-05-04",172.039993286133,178.149993896484,171.5,177.279998779297,4009200,177.279998779297
"2016-05-05",177.639999389648,179.699996948242,174.130004882812,175.220001220703,3559300,175.220001220703
"2016-05-06",173.910003662109,176.800003051758,172.110000610352,173.940002441406,3112600,173.940002441406
"2016-05-09",165.839996337891,172.360000610352,165.100006103516,169.490005493164,6555200,169.490005493164
"2016-05-10",170.75,171,165.419998168945,166.210006713867,5456200,166.210006713867
"2016-05-11",165.880004882812,166.270004272461,161.119995117188,163.050003051758,6152100,163.050003051758
"2016-05-12",164.039993286133,164.5,158.380004882812,161.279998779297,4103000,161.279998779297
"2016-05-13",160.660003662109,162.710006713867,159.119995117188,159.75,3131800,159.75
"2016-05-16",161.919998168945,168.949996948242,161.309997558594,167.960006713867,5489900,167.960006713867
"2016-05-17",168.589996337891,172.949996948242,167.649993896484,171.039993286133,5064900,171.039993286133
"2016-05-18",169.75,171.529998779297,167.669998168945,169.449996948242,3222800,169.449996948242
"2016-05-19",168.75,169.830001831055,164.929992675781,168.509994506836,2423100,168.509994506836
"2016-05-20",169.410003662109,171.100006103516,168.330001831055,170.050003051758,2255300,170.050003051758
"2016-05-23",170.690002441406,171.5,169.429992675781,169.770004272461,1627200,169.770004272461
"2016-05-24",171.550003051758,178.110000610352,169.919998168945,175.910003662109,4630800,175.910003662109
"2016-05-25",176.990005493164,178.809997558594,175.210006713867,176.710006713867,3567500,176.710006713867
"2016-05-26",176.190002441406,177.779998779297,175,177.669998168945,3541300,177.669998168945
"2016-05-27",178.289993286133,185.279998779297,178.279998779297,185.009994506836,5600300,185.009994506836
"2016-05-31",185.149993896484,185.509994506836,176.610000610352,178.539993286133,24063000,178.539993286133
"2016-06-01",176.529998779297,177.770004272461,174.259994506836,176.529998779297,4783300,176.529998779297
"2016-06-02",177.199996948242,179,174.75,175.639999389648,3210400,175.639999389648
"2016-06-03",176.639999389648,177.5,172.330001831055,173.740005493164,2961700,173.740005493164
"2016-06-06",174.729995727539,176.059997558594,173.800003051758,174.619995117188,1873000,174.619995117188
"2016-06-07",175.869995117188,175.869995117188,170.809997558594,170.860000610352,2401200,170.860000610352
"2016-06-08",172.039993286133,172.199996948242,168.460006713867,168.710006713867,2484800,168.710006713867
"2016-06-09",168,169.300003051758,166.149993896484,168.990005493164,2262200,168.990005493164
"2016-06-10",166.580001831055,167.449996948242,164,164.279998779297,2446800,164.279998779297
"2016-06-13",161.009994506836,164.860000610352,160,163.550003051758,3829900,163.550003051758
"2016-06-14",159.259994506836,170.190002441406,159.130004882812,160.839996337891,10154400,160.839996337891
"2016-06-15",161.610000610352,162.179992675781,160.059997558594,161.029998779297,3771000,161.029998779297
"2016-06-16",160.580001831055,166.169998168945,159.5,165.520004272461,4452800,165.520004272461
"2016-06-17",165.419998168945,165.839996337891,161.850006103516,162.679992675781,3220700,162.679992675781
"2016-06-20",165.570007324219,172.289993286133,165.570007324219,166.529998779297,3463500,166.529998779297
"2016-06-21",167.440002441406,168.389999389648,162.720001220703,162.800003051758,3036300,162.800003051758
"2016-06-22",162.490005493164,165.520004272461,161,162.220001220703,2778600,162.220001220703
"2016-06-23",163.509994506836,164.960006713867,162.550003051758,163.919998168945,2028500,163.919998168945
"2016-06-24",158.869995117188,163.630004882812,158.009994506836,159.119995117188,3182300,159.119995117188
"2016-06-27",158.240005493164,158.550003051758,155.279998779297,156.919998168945,3210200,156.919998168945
"2016-06-28",160.100006103516,162.979995727539,159.559997558594,160.410003662109,2171900,160.410003662109
"2016-06-29",163.100006103516,166.5,162.139999389648,164.410003662109,2468300,164.410003662109
"2016-06-30",165.070007324219,165.259994506836,162.100006103516,165.149993896484,1809300,165.149993896484
"2016-07-01",165.240005493164,166.619995117188,162.899993896484,165.190002441406,1775600,165.190002441406
"2016-07-05",164.419998168945,165.5,161,161.869995117188,2365000,161.869995117188
"2016-07-06",160.979995727539,161.869995117188,157.880004882812,161.559997558594,2157200,161.559997558594
"2016-07-07",162.5,165.860000610352,161.559997558594,163.419998168945,2013900,163.419998168945
"2016-07-08",159.210006713867,161.050003051758,155.279998779297,159.800003051758,6899500,159.800003051758
"2016-07-11",160.699996948242,167.899993896484,160.699996948242,167.029998779297,4073100,167.029998779297
"2016-07-12",169.889999389648,172.759994506836,163.910003662109,164.979995727539,3554300,164.979995727539
"2016-07-13",165.380004882812,166,162.570007324219,164.160003662109,2320800,164.160003662109
"2016-07-14",166.649993896484,166.800003051758,163.610000610352,164.850006103516,2079600,164.850006103516
"2016-07-15",164.860000610352,165.259994506836,161.850006103516,162.740005493164,2378100,162.740005493164
"2016-07-18",162.740005493164,165.009994506836,160.75,164.789993286133,2327000,164.789993286133
"2016-07-19",162.899993896484,165.279998779297,159.110000610352,161.190002441406,4350800,161.190002441406
"2016-07-20",161.210006713867,161.789993286133,159.5,160.649993896484,3332700,160.649993896484
"2016-07-21",161.470001220703,162.869995117188,160.600006103516,161.399993896484,2358000,161.399993896484
"2016-07-22",162.059997558594,162.639999389648,160.449996948242,160.880004882812,1595300,160.880004882812
"2016-07-25",159.300003051758,160.369995117188,157.539993286133,160.25,2920800,160.25
"2016-07-26",159.889999389648,164.789993286133,159.460006713867,164.029998779297,2697500,164.029998779297
"2016-07-27",164,165.669998168945,162.820007324219,165.5,2036300,165.5
"2016-07-28",166.899993896484,167.860000610352,165.149993896484,165.630004882812,3594300,165.630004882812
"2016-07-29",161.009994506836,161.550003051758,156.229995727539,159.600006103516,7858300,159.600006103516
"2016-08-01",159.800003051758,164.110000610352,158.619995117188,163.229995727539,4264000,163.229995727539
"2016-08-02",162.160003662109,164.5,160.330001831055,160.75,1850800,160.75
"2016-08-03",161.119995117188,163.199996948242,160.130004882812,162.240005493164,1740700,162.240005493164
"2016-08-04",162.720001220703,164.160003662109,161.339996337891,162.559997558594,1748300,162.559997558594
"2016-08-05",163.5,168.240005493164,163.210006713867,167.380004882812,2991500,167.380004882812
"2016-08-08",167.149993896484,169.490005493164,165.729995727539,166.449996948242,1769600,166.449996948242
"2016-08-09",165.899993896484,166.559997558594,164.679992675781,165.539993286133,1298600,165.539993286133
"2016-08-10",166.460006713867,167.449996948242,165,165.630004882812,1448700,165.630004882812
"2016-08-11",168.130004882812,168.75,166.509994506836,167.720001220703,1550800,167.720001220703
"2016-08-12",167.570007324219,168.550003051758,166.320007324219,167.979995727539,1841000,167.979995727539
"2016-08-15",169.220001220703,174.960006713867,169,172.949996948242,3448600,172.949996948242
"2016-08-16",173,174.419998168945,170.899993896484,173.300003051758,2642200,173.300003051758
"2016-08-17",173.979995727539,174,172.009994506836,172.729995727539,2426900,172.729995727539
"2016-08-18",173.029998779297,175.800003051758,172.679992675781,175.399993896484,2535600,175.399993896484
"2016-08-19",175.259994506836,178.880004882812,174.860000610352,177.529998779297,2906700,177.529998779297
"2016-08-22",177.880004882812,178,173.179992675781,173.850006103516,2766600,173.850006103516
"2016-08-23",174.259994506836,175.410003662109,173.160003662109,173.490005493164,1803800,173.490005493164
"2016-08-24",174.039993286133,175,170.899993896484,171.490005493164,1673500,171.490005493164
"2016-08-25",171.600006103516,174.100006103516,171.470001220703,172.850006103516,1340600,172.850006103516
"2016-08-26",172.850006103516,175.600006103516,172.070007324219,173.470001220703,1439900,173.470001220703
"2016-08-29",173.889999389648,173.899993896484,171.479995727539,173.649993896484,1655200,173.649993896484
"2016-08-30",174.229995727539,177.740005493164,173.880004882812,175.449996948242,1947500,175.449996948242
"2016-08-31",172.240005493164,172.979995727539,169.850006103516,171.070007324219,3050300,171.070007324219
"2016-09-01",171.850006103516,176.830001831055,171.770004272461,176.550003051758,3608500,176.550003051758
"2016-09-02",178,179.679992675781,177.190002441406,177.779998779297,2139600,177.779998779297
"2016-09-06",181.699996948242,189.339996337891,181.229995727539,189.059997558594,8176500,189.059997558594
"2016-09-07",189.330001831055,192.880004882812,188.610000610352,189.149993896484,4264600,189.149993896484
"2016-09-08",189.089996337891,190.869995117188,187.089996337891,187.5,2383700,187.5
"2016-09-09",186.479995727539,186.839996337891,181.669998168945,182.100006103516,3597400,182.100006103516
"2016-09-12",178.080001831055,184.919998168945,177.330001831055,184.130004882812,2779100,184.130004882812
"2016-09-13",182.789993286133,183.779998779297,180.639999389648,181.899993896484,2413100,181.899993896484
"2016-09-14",182,184.75,181.279998779297,182.179992675781,1975900,182.179992675781
"2016-09-15",182.889999389648,187.399993896484,182.740005493164,186.5,2109700,186.5
"2016-09-16",186.270004272461,186.270004272461,183.529998779297,185.009994506836,1919400,185.009994506836
"2016-09-19",186,187,184.029998779297,184.740005493164,1910800,184.740005493164
"2016-09-20",186.630004882812,189,185.880004882812,186.369995117188,2414300,186.369995117188
"2016-09-21",187.850006103516,196.309997558594,187.300003051758,196.029998779297,5742200,196.029998779297
"2016-09-22",197,197.800003051758,193.679992675781,195.449996948242,3619800,195.449996948242
"2016-09-23",193.240005493164,197,190.300003051758,191.720001220703,3253000,191.720001220703
"2016-09-26",189.529998779297,189.660003662109,187.139999389648,188.860000610352,1861000,188.860000610352
"2016-09-27",189,192.419998168945,188.850006103516,190.830001831055,1606100,190.830001831055
"2016-09-28",186.710006713867,188.309997558594,185.210006713867,187.740005493164,2488400,187.740005493164
"2016-09-29",186.600006103516,186.960006713867,181.5,182.229995727539,3628100,182.229995727539
"2016-09-30",183.949996948242,184.630004882812,180.630004882812,182.070007324219,2183700,182.070007324219
"2016-10-03",182.839996337891,184.5,181.619995117188,183.539993286133,1742900,183.539993286133
"2016-10-04",184,187.240005493164,183.520004272461,184.080001831055,2132200,184.080001831055
"2016-10-05",185.889999389648,185.889999389648,183.279998779297,184.110000610352,1481500,184.110000610352
"2016-10-06",183.75,184.130004882812,181.089996337891,181.520004272461,1757200,181.520004272461
"2016-10-07",182.229995727539,182.729995727539,178.869995117188,179.800003051758,2386500,179.800003051758
"2016-10-10",181.169998168945,182.320007324219,180.880004882812,181.490005493164,1308700,181.490005493164
"2016-10-11",181.199996948242,182.75,175.550003051758,177.039993286133,2932500,177.039993286133
"2016-10-12",177,178.009994506836,174.710006713867,175.410003662109,2165300,175.410003662109
"2016-10-13",173.300003051758,175.190002441406,171.889999389648,174.610000610352,1699000,174.610000610352
"2016-10-14",176.479995727539,178.179992675781,174.610000610352,175.509994506836,1800000,175.509994506836
"2016-10-17",175.179992675781,177.029998779297,173.800003051758,175.149993896484,1338300,175.149993896484
"2016-10-18",177.919998168945,178.759994506836,175.639999389648,175.649993896484,1627100,175.649993896484
"2016-10-19",177.5,177.5,174.699996948242,176.199996948242,920300,176.199996948242
"2016-10-20",175.75,176.25,174.009994506836,175.169998168945,1543000,175.169998168945
"2016-10-21",174.800003051758,177.5,173.850006103516,176.759994506836,2065100,176.759994506836
"2016-10-24",178.770004272461,181.199996948242,177.779998779297,180.860000610352,2077200,180.860000610352
"2016-10-25",181.990005493164,181.990005493164,176.070007324219,176.679992675781,1893000,176.679992675781
"2016-10-26",175,175.199996948242,172.330001831055,172.820007324219,2426500,172.820007324219
"2016-10-27",173.470001220703,176.539993286133,172.610000610352,175.100006103516,3596000,175.100006103516
"2016-10-28",180.740005493164,185.199996948242,179.270004272461,179.589996337891,6649200,179.589996337891
"2016-10-31",178.169998168945,182.639999389648,176.080001831055,176.860000610352,3268800,176.860000610352
"2016-11-01",176.75,177.350006103516,172.289993286133,173.490005493164,2875000,173.490005493164
"2016-11-02",173.550003051758,173.550003051758,167.509994506836,168.779998779297,3563600,168.779998779297
"2016-11-03",168,172,168,168.570007324219,2457500,168.570007324219
"2016-11-04",166.440002441406,169.419998168945,166,167.699996948242,2034600,167.699996948242
"2016-11-07",171.399993896484,172.779998779297,170.179992675781,171.559997558594,2305800,171.559997558594
"2016-11-08",171.600006103516,172,169.419998168945,170.919998168945,1298200,170.919998168945
"2016-11-09",166.5,168.839996337891,165.399993896484,168.660003662109,3060900,168.660003662109
"2016-11-10",168.910003662109,169.119995117188,162,163.470001220703,3963200,163.470001220703
"2016-11-11",162.389999389648,164.429992675781,159.539993286133,162.949996948242,3004100,162.949996948242
"2016-11-14",160.610000610352,164.729995727539,160.610000610352,161.729995727539,1867700,161.729995727539
"2016-11-15",163.990005493164,167.979995727539,163.800003051758,164.440002441406,1784800,164.440002441406
"2016-11-16",164.210006713867,168.410003662109,163.139999389648,166.740005493164,2012600,166.740005493164
"2016-11-17",167.509994506836,168.350006103516,165.520004272461,166.210006713867,1471600,166.210006713867
"2016-11-18",165.929992675781,167,163.929992675781,164.380004882812,1506700,164.380004882812
"2016-11-21",165,167.25,164.5,165.690002441406,1291100,165.690002441406
"2016-11-22",167.5,167.5,163.559997558594,164.470001220703,1595300,164.470001220703
"2016-11-23",163.360000610352,164.639999389648,161.690002441406,163.630004882812,1421200,163.630004882812
"2016-11-25",165,165.600006103516,163.619995117188,164.440002441406,924600,164.440002441406
"2016-11-28",165.130004882812,168,164.059997558594,167,2219500,167
"2016-11-29",166.009994506836,171.240005493164,166,169.179992675781,2548600,169.179992675781
"2016-11-30",169.990005493164,171.550003051758,166.490005493164,166.949996948242,2579700,166.949996948242
"2016-12-01",167.520004272461,167.820007324219,161.800003051758,163.080001831055,2275200,163.080001831055
"2016-12-02",162.949996948242,163.880004882812,160.789993286133,161.669998168945,1948900,161.669998168945
"2016-12-05",161.720001220703,165.389999389648,161.559997558594,164.320007324219,1413600,164.320007324219
"2016-12-06",165.009994506836,165.740005493164,163.550003051758,165.169998168945,1280500,165.169998168945
"2016-12-07",165.539993286133,169.559997558594,164.369995117188,169.330001831055,1857100,169.330001831055
"2016-12-08",168.919998168945,169.740005493164,166.330001831055,167.75,1944500,167.75
"2016-12-09",168.490005493164,171.100006103516,168.339996337891,170.820007324219,2375800,170.820007324219
"2016-12-12",168.630004882812,169.279998779297,167.009994506836,168.479995727539,2931900,168.479995727539
"2016-12-13",169.330001831055,173,169,171.460006713867,3170500,171.460006713867
"2016-12-14",170.899993896484,172.539993286133,169.630004882812,169.830001831055,1497300,169.830001831055
"2016-12-15",169.210006713867,169.630004882812,165.619995117188,165.779998779297,2031800,165.779998779297
"2016-12-16",166.419998168945,167.919998168945,164.649993896484,164.929992675781,2368800,164.929992675781
"2016-12-19",164.440002441406,164.929992675781,162.339996337891,163.690002441406,1927900,163.690002441406
"2016-12-20",164.259994506836,167.009994506836,164,165.279998779297,1506500,165.279998779297
"2016-12-21",165,165.990005493164,163.800003051758,163.919998168945,1342800,163.919998168945
"2016-12-22",163.289993286133,165.270004272461,162.020004272461,162.889999389648,1496500,162.889999389648
"2016-12-23",163.279998779297,164.619995117188,162.529998779297,163.619995117188,1049000,163.619995117188
"2016-12-27",163.630004882812,166.470001220703,163.070007324219,164.770004272461,940600,164.770004272461
"2016-12-28",165.119995117188,167.009994506836,164.759994506836,165.539993286133,1670200,165.539993286133
"2016-12-29",165.610000610352,167.589996337891,165.460006713867,166.5,1586900,166.5
"2016-12-30",166.759994506836,167.229995727539,163.559997558594,164.410003662109,1503000,164.410003662109
"2017-01-03",166.300003051758,169.660003662109,165.820007324219,168.300003051758,2314700,168.300003051758
