"Index","AMTD.Open","AMTD.High","AMTD.Low","AMTD.Close","AMTD.Volume","AMTD.Adjusted"
"2019-11-08",50.6399993896484,51,49.1399993896484,51,583,51
"2019-11-11",48.5999984741211,50.7599983215332,46.6199989318848,50.5200004577637,4200,50.5200004577637
"2019-11-12",49.5,50.5800018310547,46.9199981689453,48.4799995422363,5150,48.4799995422363
"2019-11-13",47.5200004577637,48.1800003051758,46.560001373291,47.6399993896484,1983,47.6399993896484
"2019-11-14",48.1860008239746,48.1860008239746,46.2480010986328,47.8800010681152,3183,47.8800010681152
"2019-11-15",47.6399993896484,48,45,48,5567,48
"2019-11-18",46.0800018310547,49.5,46.0499992370605,46.9199981689453,3367,46.9199981689453
"2019-11-19",45.2519989013672,48,45.2519989013672,48,2083,48
"2019-11-20",47.8800010681152,48,45.6599998474121,48,5233,48
"2019-11-21",47.8199996948242,50.3400001525879,46.7999992370605,49.2000007629395,3950,49.2000007629395
"2019-11-22",47.2799987792969,48.9000015258789,46.2000007629395,48,8383,48
"2019-11-25",48.5999984741211,48.5999984741211,46.8300018310547,48,783,48
"2019-11-26",46.7999992370605,49.7999992370605,46.7999992370605,48,1617,48
"2019-11-27",49.7999992370605,49.7999992370605,47.4599990844727,48,1033,48
"2019-11-29",47.4000015258789,47.4000015258789,45.060001373291,45.5999984741211,4183,45.5999984741211
"2019-12-02",46.560001373291,48.2999992370605,45.1800003051758,48.2999992370605,6383,48.2999992370605
"2019-12-03",49.0800018310547,49.0800018310547,47.8800010681152,48.2400016784668,867,48.2400016784668
"2019-12-04",48.7799987792969,49.5,47.5200004577637,49.2000007629395,3967,49.2000007629395
"2019-12-05",47.8199996948242,50.0999984741211,47.1599998474121,50.0999984741211,8083,50.0999984741211
"2019-12-06",50.939998626709,51.2999992370605,49.6800003051758,51,2867,51
"2019-12-09",49.9799995422363,51,49.6800003051758,51,1733,51
"2019-12-10",50.3400001525879,51,50.1599998474121,51,1850,51
"2019-12-11",50.8800010681152,51,50.2799987792969,51,1233,51
"2019-12-12",50.4599990844727,52.3800010681152,49.3079986572266,51,2000,51
"2019-12-13",50.4599990844727,54.8400001525879,49.9799995422363,51,1883,51
"2019-12-16",50.2200012207031,52.5,50.0999984741211,51,967,51
"2019-12-17",53.0400009155273,53.7060012817383,51.060001373291,51.060001373291,1483,51.060001373291
"2019-12-18",51.060001373291,51.4199981689453,49.8300018310547,51,1217,51
"2019-12-19",51.5999984741211,53.6399993896484,51,53.6399993896484,7383,53.6399993896484
"2019-12-20",52.560001373291,54.5999984741211,50.4599990844727,52.2000007629395,3517,52.2000007629395
"2019-12-23",52.560001373291,53.5800018310547,50.2200012207031,51,1983,51
"2019-12-24",51,53.4000015258789,48.5400009155273,53.2799987792969,4167,53.2799987792969
"2019-12-26",51.1800003051758,53.4599990844727,51.1800003051758,53.1599998474121,2033,53.1599998474121
"2019-12-27",52.5,53.5800018310547,50.7599983215332,51,1400,51
"2019-12-30",51.2999992370605,51.6599998474121,41.8199996948242,50.939998626709,15000,50.939998626709
"2019-12-31",50.939998626709,54.060001373291,50.4000015258789,53.1599998474121,44067,53.1599998474121
"2020-01-02",52.5,53.6399993896484,50.5800018310547,52.5,2567,52.5
"2020-01-03",51.5999984741211,53.8199996948242,49.7999992370605,50.7599983215332,3433,50.7599983215332
"2020-01-06",49.8600006103516,52.7999992370605,49.8600006103516,52.3800010681152,9467,52.3800010681152
"2020-01-07",51.689998626709,53.4000015258789,51,52.6199989318848,2767,52.6199989318848
"2020-01-08",53.2200012207031,53.2200012207031,50.4000015258789,51,5083,51
"2020-01-09",51.7799987792969,51.7799987792969,50.5800018310547,51,2833,51
"2020-01-10",51.4799995422363,52.2900009155273,49.3800010681152,51.2999992370605,3733,51.2999992370605
"2020-01-13",51.5999984741211,52.439998626709,51,52.3800010681152,1833,52.3800010681152
"2020-01-14",52.6800003051758,52.8600006103516,50.4000015258789,52.5,9367,52.5
"2020-01-15",52.439998626709,52.439998626709,50.7000007629395,51.6599998474121,4467,51.6599998474121
"2020-01-16",50.7000007629395,51.5999984741211,49.7400016784668,51,3200,51
"2020-01-17",49.7400016784668,52.2000007629395,49.6800003051758,51.1800003051758,4400,51.1800003051758
"2020-01-21",50.5800018310547,51,50.4000015258789,51,1833,51
"2020-01-22",51.4199981689453,51.4199981689453,50.4599990844727,51,1283,51
"2020-01-23",50.6399993896484,51,49.6199989318848,51,1200,51
"2020-01-24",50.5200004577637,51,49.7999992370605,51,1017,51
"2020-01-27",49.7999992370605,51,49.7999992370605,50.8800010681152,583,50.8800010681152
"2020-01-28",51,51,50.5800018310547,51,783,51
"2020-01-29",53.0400009155273,53.0400009155273,49.2599983215332,49.9199981689453,200,49.9199981689453
"2020-01-30",51,51,51,51,100,51
"2020-01-31",49.5060005187988,50.7000007629395,48.2400016784668,48.9599990844727,10150,48.9599990844727
"2020-02-03",50.8800010681152,50.8800010681152,48.8400001525879,49.6800003051758,1517,49.6800003051758
"2020-02-04",49.7999992370605,51,49.7400016784668,51,2350,51
"2020-02-05",50.939998626709,50.939998626709,49.3860015869141,50.6399993896484,550,50.6399993896484
"2020-02-06",50.939998626709,50.939998626709,49.2000007629395,50.3400001525879,1333,50.3400001525879
"2020-02-07",51.2999992370605,51.2999992370605,51,51,400,51
"2020-02-10",50.7000007629395,50.7000007629395,50.3400001525879,50.7000007629395,383,50.7000007629395
"2020-02-11",50.6399993896484,50.7000007629395,50.4000015258789,50.7000007629395,350,50.7000007629395
"2020-02-12",49.0800018310547,50.7000007629395,49.0800018310547,50.7000007629395,467,50.7000007629395
"2020-02-13",46.7400016784668,50.7000007629395,46.7400016784668,50.7000007629395,317,50.7000007629395
"2020-02-14",50.7000007629395,50.7000007629395,49.2000007629395,50.7000007629395,367,50.7000007629395
"2020-02-18",50.7000007629395,50.7000007629395,50.7000007629395,50.7000007629395,217,50.7000007629395
"2020-02-19",50.7000007629395,50.7000007629395,50.7000007629395,50.7000007629395,67,50.7000007629395
"2020-02-20",50.7000007629395,50.7000007629395,50.5200004577637,50.5200004577637,117,50.5200004577637
"2020-02-21",50.7000007629395,50.7000007629395,50.681999206543,50.7000007629395,300,50.7000007629395
"2020-02-24",49.7999992370605,51,48.2400016784668,51,767,51
"2020-02-25",51,51,51,51,1300,51
"2020-02-26",50.2799987792969,52.7999992370605,50.2799987792969,51,2067,51
"2020-02-27",48.3600006103516,52.7099990844727,48.3600006103516,51,983,51
"2020-02-28",51,51,51,51,100,51
"2020-03-02",51.060001373291,51.060001373291,51,51,1633,51
"2020-03-03",50.939998626709,51,50.939998626709,51,150,51
"2020-03-04",51,51,50.8800010681152,51,617,51
"2020-03-05",51.4500007629395,51.4500007629395,51,51,100,51
"2020-03-06",51.4199981689453,51.4199981689453,51,51,183,51
"2020-03-09",51,51,51,51,50,51
"2020-03-10",50.7000007629395,52.2000007629395,50.7000007629395,51,333,51
"2020-03-11",49.5,51.7799987792969,49.5,51,283,51
"2020-03-12",51,51,45.9599990844727,51,417,51
"2020-03-13",48,48,46.7999992370605,48,1967,48
"2020-03-16",42.060001373291,46.7999992370605,39.4199981689453,42,13717,42
"2020-03-17",41.8800010681152,46.2000007629395,39.4199981689453,41.8199996948242,6717,41.8199996948242
"2020-03-18",45.5999984741211,45.9000015258789,38.3400001525879,45.9000015258789,2967,45.9000015258789
"2020-03-19",43.6199989318848,46.7999992370605,41.6399993896484,46.7999992370605,5783,46.7999992370605
"2020-03-20",44.4599990844727,44.4599990844727,42,44.4599990844727,2667,44.4599990844727
"2020-03-23",42.2400016784668,42.2400016784668,40.9799995422363,42.2400016784668,2400,42.2400016784668
"2020-03-24",41.939998626709,42,39.6599998474121,42,1017,42
"2020-03-25",42,42.5999984741211,41.25,42.5999984741211,750,42.5999984741211
"2020-03-26",42.5999984741211,42.5999984741211,42.5999984741211,42.5999984741211,683,42.5999984741211
"2020-03-27",41.5800018310547,45,40.7999992370605,45,2183,45
"2020-03-30",49.5,51,49.0800018310547,51,1167,51
"2020-03-31",48.4799995422363,51,39.9599990844727,46.2000007629395,3883,46.2000007629395
"2020-04-01",45.5999984741211,50.7599983215332,45.5999984741211,50.7599983215332,567,50.7599983215332
"2020-04-02",48.1800003051758,51,47.7299995422363,51,450,51
"2020-04-03",51,51,49.7999992370605,51,400,51
"2020-04-06",51,51,47.0400009155273,51,1733,51
"2020-04-07",51,56.0999984741211,48.7200012207031,54,4067,54
"2020-04-08",54,54,49.9199981689453,54,10400,54
"2020-04-09",52.7999992370605,52.7999992370605,48.1199989318848,52.7999992370605,15383,52.7999992370605
"2020-04-13",52.5,52.7400016784668,47.8199996948242,49.5,9967,49.5
"2020-04-14",49.5,50.939998626709,47.7179985046387,50.939998626709,1067,50.939998626709
"2020-04-15",45.9000015258789,50.4000015258789,45.9000015258789,47.939998626709,2550,47.939998626709
"2020-04-16",47.5200004577637,48,45.2400016784668,48,1050,48
"2020-04-17",46.3199996948242,48,46.3199996948242,48,650,48
"2020-04-20",46.0800018310547,48,45.3600006103516,48,417,48
"2020-04-21",48,48,48,48,183,48
"2020-04-22",47.2200012207031,47.4000015258789,46.9199981689453,47.3400001525879,1533,47.3400001525879
"2020-04-23",47.3400001525879,47.4000015258789,47.2799987792969,47.4000015258789,1933,47.4000015258789
"2020-04-24",44.6520004272461,47.4000015258789,44.6520004272461,47.4000015258789,217,47.4000015258789
"2020-04-27",47.4000015258789,47.4000015258789,47.4000015258789,47.4000015258789,83,47.4000015258789
"2020-04-28",47.4000015258789,47.4000015258789,47.4000015258789,47.4000015258789,117,47.4000015258789
"2020-04-29",46.7999992370605,46.7999992370605,46.6199989318848,46.7999992370605,83,46.7999992370605
"2020-04-30",48,49.2000007629395,47.0400009155273,49.2000007629395,983,49.2000007629395
"2020-05-01",47.8800010681152,47.8800010681152,42.7200012207031,46.7999992370605,1683,46.7999992370605
"2020-05-04",45.5999984741211,45.5999984741211,42,45,3583,45
"2020-05-05",45,45,43.3199996948242,44.2200012207031,1450,44.2200012207031
"2020-05-06",42,42,40.2599983215332,41.8199996948242,1567,41.8199996948242
"2020-05-07",42.8460006713867,43.1399993896484,40.8600006103516,43.1399993896484,617,43.1399993896484
"2020-05-08",43.7639999389648,43.7999992370605,41.5800018310547,43.7999992370605,667,43.7999992370605
"2020-05-11",42,42,42,42,400,42
"2020-05-12",41.1599998474121,42,41.1599998474121,42,317,42
"2020-05-13",41.4000015258789,41.4000015258789,39.2400016784668,41.4000015258789,1717,41.4000015258789
"2020-05-14",40.1399993896484,41.4000015258789,40.1399993896484,41.1599998474121,133,41.1599998474121
"2020-05-15",40.5,40.7999992370605,40.5,40.7999992370605,1033,40.7999992370605
"2020-05-18",39,39,37.2599983215332,38.5200004577637,1383,38.5200004577637
"2020-05-19",38.1599998474121,38.4000015258789,37.3800010681152,38.4000015258789,283,38.4000015258789
"2020-05-20",35.7599983215332,37.7999992370605,35.2200012207031,37.7999992370605,1267,37.7999992370605
"2020-05-21",36.9599990844727,37.2000007629395,36.6599998474121,37.2000007629395,433,37.2000007629395
"2020-05-22",36.5400009155273,42,36.5400009155273,42,767,42
"2020-05-26",41.7599983215332,42.9599990844727,40.7999992370605,40.7999992370605,950,40.7999992370605
"2020-05-27",39.5999984741211,39.5999984741211,38.3400001525879,39.5999984741211,967,39.5999984741211
"2020-05-28",36.1199989318848,39,36.1199989318848,39,350,39
"2020-05-29",35.8199996948242,39,30.2999992370605,39,1433,39
"2020-06-01",39,39,36.2760009765625,39,317,39
"2020-06-02",39,39,39,39,267,39
"2020-06-03",39,39,38.2200012207031,39,267,39
"2020-06-04",39,39,37.6500015258789,39,833,39
"2020-06-05",39,39,38.9819984436035,39,1200,39
"2020-06-08",38.7000007629395,38.7000007629395,34.6800003051758,38.5800018310547,1400,38.5800018310547
"2020-06-09",39,39,38.7060012817383,39,2017,39
"2020-06-10",39,39,38.0999984741211,39,150,39
"2020-06-11",39,39,37.8600006103516,39,183,39
"2020-06-12",38.6699981689453,39,38.6699981689453,39,267,39
"2020-06-15",39,39,38.0579986572266,39,217,39
"2020-06-16",37.6500015258789,39,37.6500015258789,39,167,39
"2020-06-17",39,39,38.1599998474121,39,200,39
"2020-06-18",39,39,38.2200012207031,39,233,39
"2020-06-19",39,39,37.7999992370605,39,850,39
"2020-06-22",37.1100006103516,39,35.7000007629395,39,367,39
"2020-06-23",38.9819984436035,39,38.3940010070801,39,583,39
"2020-06-24",39,39,37.5,39,250,39
"2020-06-25",39.060001373291,46.2000007629395,39.060001373291,46.2000007629395,1150,46.2000007629395
"2020-06-26",44.0999984741211,44.0999984741211,42.5400009155273,43.7999992370605,1650,43.7999992370605
"2020-06-29",44.7599983215332,44.7599983215332,42.4799995422363,44.4000015258789,1317,44.4000015258789
"2020-06-30",43.2000007629395,43.2000007629395,40.9799995422363,43.2000007629395,6900,43.2000007629395
"2020-07-01",42.4799995422363,43.9739990234375,39.2400016784668,41.8800010681152,1683,41.8800010681152
"2020-07-02",43.2000007629395,45,40.2000007629395,45,683,45
"2020-07-06",43.2000007629395,43.2000007629395,41.7599983215332,41.7599983215332,1167,41.7599983215332
"2020-07-07",40.7999992370605,40.7999992370605,39.9000015258789,40.7999992370605,2100,40.7999992370605
"2020-07-08",40.7999992370605,40.7999992370605,39.8400001525879,40.7999992370605,383,40.7999992370605
"2020-07-09",40.2000007629395,40.2000007629395,39.6599998474121,40.2000007629395,2750,40.2000007629395
"2020-07-10",40.2000007629395,40.2000007629395,39.810001373291,40.2000007629395,633,40.2000007629395
"2020-07-13",39.7799987792969,40.2000007629395,39.6059989929199,40.2000007629395,367,40.2000007629395
"2020-07-14",39,39.5999984741211,39,39.5999984741211,383,39.5999984741211
"2020-07-15",39.5999984741211,39.5999984741211,39.5400009155273,39.5999984741211,217,39.5999984741211
"2020-07-16",39.5400009155273,39.5999984741211,39.5400009155273,39.5999984741211,2200,39.5999984741211
"2020-07-17",39.5999984741211,39.5999984741211,39,39.5999984741211,250,39.5999984741211
"2020-07-20",39.5999984741211,39.5999984741211,39.5999984741211,39.5999984741211,133,39.5999984741211
"2020-07-21",39.5999984741211,39.5999984741211,39.5999984741211,39.5999984741211,133,39.5999984741211
"2020-07-22",39.5999984741211,39.5999984741211,39.5999984741211,39.5999984741211,167,39.5999984741211
"2020-07-23",39.2400016784668,39.5999984741211,39.060001373291,39.5999984741211,1550,39.5999984741211
"2020-07-24",39.5999984741211,39.5999984741211,39.5999984741211,39.5999984741211,133,39.5999984741211
"2020-07-27",39.1800003051758,39.5999984741211,39.1800003051758,39.5999984741211,200,39.5999984741211
"2020-07-28",39.5999984741211,39.5999984741211,38.939998626709,39.5999984741211,267,39.5999984741211
"2020-07-29",39.5999984741211,39.5999984741211,39.5999984741211,39.5999984741211,117,39.5999984741211
"2020-07-30",39.5999984741211,39.5999984741211,39.5999984741211,39.5999984741211,117,39.5999984741211
"2020-07-31",39.2400016784668,40.7999992370605,39.2400016784668,40.7999992370605,1200,40.7999992370605
"2020-08-03",38.5800018310547,41.4000015258789,38.0400009155273,41.4000015258789,2867,41.4000015258789
"2020-08-04",40.5,42,40.5,42,1017,42
"2020-08-05",41.4599990844727,42,40.2000007629395,42,2917,42
"2020-08-06",41.4599990844727,42,39.5400009155273,42,833,42
"2020-08-07",40.7999992370605,40.7999992370605,40.7999992370605,40.7999992370605,333,40.7999992370605
"2020-08-10",40.7999992370605,40.7999992370605,37.3199996948242,40.7999992370605,2250,40.7999992370605
"2020-08-11",39,39.5999984741211,37.8600006103516,39.5999984741211,2200,39.5999984741211
"2020-08-12",38.2799987792969,39.5999984741211,37.5,39.5999984741211,833,39.5999984741211
"2020-08-13",39.2999992370605,39.5999984741211,38.8680000305176,39.5999984741211,267,39.5999984741211
"2020-08-14",39.5820007324219,39.5999984741211,39.1199989318848,39.5999984741211,2617,39.5999984741211
"2020-08-17",39.4199981689453,39.5999984741211,38.1599998474121,39.5999984741211,333,39.5999984741211
"2020-08-18",39.5999984741211,39.5999984741211,38.8199996948242,39.5999984741211,200,39.5999984741211
"2020-08-19",39.5999984741211,39.5999984741211,39.5999984741211,39.5999984741211,150,39.5999984741211
"2020-08-20",39.5999984741211,99.1800003051758,30.1200008392334,37.560001373291,373033,37.560001373291
"2020-08-21",37.7400016784668,39,31.6800003051758,39,83550,39
"2020-08-24",35.8800010681152,39,33,39,37150,39
"2020-08-25",38.4000015258789,38.4000015258789,38.0999984741211,38.4000015258789,13217,38.4000015258789
"2020-08-26",39,39.5999984741211,38.1599998474121,39,13267,39
"2020-08-27",38.4000015258789,38.4000015258789,37.7999992370605,38.4000015258789,4900,38.4000015258789
"2020-08-28",37.6800003051758,38.4000015258789,37.6800003051758,38.4000015258789,3367,38.4000015258789
"2020-08-31",37.7999992370605,37.7999992370605,37.6800003051758,37.7999992370605,2483,37.7999992370605
"2020-09-01",37.7999992370605,37.7999992370605,37.2000007629395,37.7999992370605,2317,37.7999992370605
"2020-09-02",37.7999992370605,37.7999992370605,36.9000015258789,37.7999992370605,4233,37.7999992370605
"2020-09-03",37.7999992370605,37.7999992370605,36.6599998474121,37.7999992370605,1533,37.7999992370605
"2020-09-04",37.7400016784668,37.7999992370605,37.439998626709,37.7999992370605,2633,37.7999992370605
"2020-09-08",37.7999992370605,37.7999992370605,37.2000007629395,37.7999992370605,2433,37.7999992370605
"2020-09-09",37.7999992370605,37.7999992370605,37.2599983215332,37.7999992370605,1167,37.7999992370605
"2020-09-10",37.7999992370605,37.7999992370605,37.6199989318848,37.7999992370605,867,37.7999992370605
"2020-09-11",37.7999992370605,37.7999992370605,37.3199996948242,37.7999992370605,467,37.7999992370605
"2020-09-14",37.7999992370605,41.8199996948242,37.6800003051758,40.6800003051758,9267,40.6800003051758
"2020-09-15",40.7999992370605,40.9199981689453,39.7799987792969,40.9199981689453,2167,40.9199981689453
"2020-09-16",40.7999992370605,41.4000015258789,40.2000007629395,41.4000015258789,1583,41.4000015258789
"2020-09-17",40.7999992370605,40.7999992370605,40.560001373291,40.7999992370605,1500,40.7999992370605
"2020-09-18",40.7999992370605,40.9799995422363,40.3199996948242,40.9799995422363,383,40.9799995422363
"2020-09-21",40.2599983215332,41.1599998474121,40.2599983215332,41.1599998474121,450,41.1599998474121
"2020-09-22",40.7999992370605,40.9199981689453,40.2599983215332,40.9199981689453,717,40.9199981689453
"2020-09-23",40.7999992370605,41.4000015258789,40.7400016784668,41.4000015258789,1000,41.4000015258789
"2020-09-24",41.0999984741211,42,39.060001373291,42,2150,42
"2020-09-25",40.6800003051758,41.0999984741211,40.6800003051758,40.7999992370605,750,40.7999992370605
"2020-09-28",40.3199996948242,41.0999984741211,40.3199996948242,41.0400009155273,600,41.0400009155273
"2020-09-29",41.0999984741211,41.0999984741211,41.0999984741211,41.0999984741211,233,41.0999984741211
"2020-09-30",41.0999984741211,42,40.2000007629395,42,817,42
"2020-10-01",41.0999984741211,41.0999984741211,40.7999992370605,40.8600006103516,750,40.8600006103516
"2020-10-02",40.5,41.2200012207031,39.8339996337891,41.2200012207031,667,41.2200012207031
"2020-10-05",41.0999984741211,42,40.560001373291,42,283,42
"2020-10-06",41.0999984741211,41.7000007629395,40.3800010681152,41.0400009155273,4783,41.0400009155273
"2020-10-07",41.5200004577637,42,41.1599998474121,42,483,42
"2020-10-08",41.3400001525879,41.7000007629395,40.7999992370605,40.7999992370605,1550,40.7999992370605
"2020-10-09",40.7400016784668,41.6399993896484,40.7400016784668,41.5800018310547,367,41.5800018310547
"2020-10-12",40.7999992370605,42,40.7999992370605,42,733,42
"2020-10-13",41.7000007629395,41.8199996948242,41.4599990844727,41.8199996948242,533,41.8199996948242
"2020-10-14",41.0999984741211,42,41.0999984741211,42,250,42
"2020-10-15",41.7000007629395,42,41.1599998474121,42,333,42
"2020-10-16",41.939998626709,42,41.7000007629395,42,317,42
"2020-10-19",41.939998626709,42,41.939998626709,42,917,42
"2020-10-20",42,42,41.0999984741211,42,200,42
"2020-10-21",41.4599990844727,42.2999992370605,41.4599990844727,42.2999992370605,183,42.2999992370605
"2020-10-22",42,42,42,42,117,42
"2020-10-23",42,42.2999992370605,37.2000007629395,42.2999992370605,1917,42.2999992370605
"2020-10-26",41.4599990844727,42,41.4599990844727,41.6399993896484,333,41.6399993896484
"2020-10-27",41.939998626709,41.939998626709,41.4599990844727,41.939998626709,317,41.939998626709
"2020-10-28",41.939998626709,41.939998626709,40.8660011291504,41.939998626709,517,41.939998626709
"2020-10-29",41.5800018310547,42,41.5800018310547,41.939998626709,483,41.939998626709
"2020-10-30",41.6399993896484,42.2999992370605,41.6399993896484,42.2999992370605,167,42.2999992370605
"2020-11-02",42,42.2999992370605,42,42.2999992370605,233,42.2999992370605
"2020-11-03",42,42,41.6879997253418,41.8800010681152,683,41.8800010681152
"2020-11-04",41.0999984741211,41.0999984741211,40.7999992370605,41.0999984741211,467,41.0999984741211
"2020-11-05",40.7999992370605,40.7999992370605,40.7999992370605,40.7999992370605,167,40.7999992370605
"2020-11-06",40.5,40.5,40.5,40.5,217,40.5
"2020-11-09",40.5,42,40.2000007629395,40.3800010681152,1200,40.3800010681152
"2020-11-10",40.5,40.5,39.3600006103516,40.5,1233,40.5
"2020-11-11",40.2000007629395,40.2000007629395,40.181999206543,40.2000007629395,317,40.2000007629395
"2020-11-12",40.2000007629395,40.2000007629395,40.2000007629395,40.2000007629395,167,40.2000007629395
