"Index","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2015-10-13",96.3199996948242,96.6699981689453,95.879997253418,95.9300003051758,2415100,90.7186279296875
"2015-10-14",95.7099990844727,96.1900024414062,94.7900009155273,95.0299987792969,2832500,89.8675155639648
"2015-10-15",95.9599990844727,97.1600036621094,95.5199966430664,97.1600036621094,2896900,91.8818054199219
"2015-10-16",97.370002746582,97.6900024414062,96.6600036621094,97.6399993896484,3388300,92.3357315063477
"2015-10-19",97.2099990844727,97.9899978637695,97.0100021362305,97.7399978637695,4024100,92.4302749633789
"2015-10-20",97.4800033569336,97.8300018310547,97.0699996948242,97.6699981689453,2451600,92.3640899658203
"2015-10-21",98.1100006103516,98.3600006103516,96.4800033569336,96.5999984741211,2899600,91.3522186279297
"2015-10-22",97.4400024414062,98.7399978637695,97.1600036621094,98.0199966430664,4033400,92.6950912475586
"2015-10-23",99.25,99.8600006103516,98.1800003051758,99.7900009155273,5240400,94.3689346313477
"2015-10-26",98.5,99.9300003051758,98.5,99.629997253418,3652000,94.217643737793
"2015-10-27",99.3499984741211,99.4700012207031,97.8399963378906,98.4300003051758,3789300,93.0828018188477
"2015-10-28",98.7300033569336,100.129997253418,98.3600006103516,100.089996337891,4583800,94.6526260375977
"2015-10-29",99.879997253418,101.650001525879,99,100.589996337891,4940600,95.1254653930664
"2015-10-30",100.769996643066,101,98.7200012207031,98.9899978637695,5539000,93.6123962402344
"2015-11-02",98.9000015258789,99.6699981689453,98.6900024414062,99.379997253418,5480700,93.9811935424805
"2015-11-03",99.4499969482422,100.550003051758,99.0100021362305,100.120002746582,4497500,94.6809997558594
"2015-11-04",100.099998474121,100.690002441406,99.5100021362305,100.519996643066,3292200,95.0592956542969
"2015-11-05",100,101.199996948242,99.8099975585938,100.690002441406,3032300,95.2200469970703
"2015-11-06",100.800003051758,101.51000213623,100.269996643066,101.5,4333200,95.9860382080078
"2015-11-09",101.040000915527,101.169998168945,99.8000030517578,100.470001220703,3722700,95.0119934082031
"2015-11-10",99.9700012207031,100.769996643066,99.8199996948242,100.650001525879,2991700,95.1822204589844
"2015-11-11",101.290000915527,101.76000213623,100.76000213623,100.879997253418,4663300,95.3997268676758
"2015-11-12",100.809997558594,100.809997558594,98.2600021362305,98.2799987792969,5274800,92.9409408569336
"2015-11-13",98.0899963378906,98.5,96.6900024414062,96.8600006103516,4363900,91.5980834960938
"2015-11-16",96.5699996948242,98.3600006103516,96.5,98.3000030517578,3979900,92.9598617553711
"2015-11-17",98.5599975585938,99.0199966430664,97.8099975585938,98.0699996948242,3767500,92.7423706054688
"2015-11-18",98.4300003051758,99.2200012207031,98.129997253418,99.1600036621094,4502400,93.7731552124023
"2015-11-19",99.0100021362305,99.2600021362305,98.3499984741211,98.9300003051758,3620800,93.5556411743164
"2015-11-20",99.4199981689453,100.150001525879,99.2699966430664,99.5,3319700,94.0946731567383
"2015-11-23",99.9599990844727,99.9599990844727,99.0599975585938,99.370002746582,2115900,93.9717407226562
"2015-11-24",98.7300033569336,98.9199981689453,97.5599975585938,98.5,2588400,93.1490173339844
"2015-11-25",98.5400009155273,98.8399963378906,98.0599975585938,98.1600036621094,2196200,92.8274993896484
"2015-11-27",98.2799987792969,98.9499969482422,98.2699966430664,98.6699981689453,1502600,93.3097686767578
"2015-11-30",98.8000030517578,98.8899993896484,97.9199981689453,97.9199981689453,3847500,92.6005401611328
"2015-12-01",98.2099990844727,98.6699981689453,97.1699981689453,97.9300003051758,4891600,92.609977722168
"2015-12-02",97.7399978637695,98,96.9100036621094,97.0999984741211,3584400,91.8250579833984
"2015-12-03",97.3300018310547,97.9499969482422,95.6999969482422,95.9599990844727,3479200,90.7469940185547
"2015-12-04",96.4300003051758,98.6999969482422,96.2399978637695,98.6999969482422,3868100,93.3381423950195
"2015-12-07",98.3000030517578,98.6900024414062,97.4300003051758,97.8199996948242,2855600,92.5059509277344
