"Index","ZARUSD=X.Open","ZARUSD=X.High","ZARUSD=X.Low","ZARUSD=X.Close","ZARUSD=X.Volume","ZARUSD=X.Adjusted"
"2015-10-12",0.0750239342451096,0.0751811861991882,0.0740828588604927,0.0750199928879738,0,0.0750199928879738
"2015-10-13",0.0738437920808792,0.0751834437251091,0.0738106518983841,0.0738915875554085,0,0.0738915875554085
"2015-10-14",0.075712263584137,0.0766353979706764,0.0756407901644707,0.0756969079375267,0,0.0756969079375267
"2015-10-15",0.0767106488347054,0.0767165347933769,0.0759879574179649,0.0766783580183983,0,0.0766783580183983
"2015-10-18",0.0764313936233521,0.0768471211194992,0.0752361640334129,0.0764313265681267,0,0.0764313265681267
"2015-10-19",0.0752582550048828,0.07590651512146,0.075225755572319,0.075266070663929,0,0.075266070663929
"2015-10-20",0.0752932652831078,0.0753722637891769,0.073881708085537,0.0752927586436272,0,0.0752927586436272
"2015-10-21",0.0739963501691818,0.0746937617659569,0.0735534802079201,0.0739933922886848,0,0.0739933922886848
"2015-10-22",0.0745203644037247,0.0751117244362831,0.0730087906122208,0.0745120421051979,0,0.0745120421051979
"2015-10-26",0.0734764635562897,0.0737344622612,0.07307468354702,0.0734737664461136,0,0.0734737664461136
"2015-10-27",0.0733858793973923,0.0734564960002899,0.0726971924304962,0.0733888894319534,0,0.0733888894319534
"2015-10-28",0.073118656873703,0.0739596858620644,0.0730226561427116,0.0730453208088875,0,0.0730453208088875
"2015-10-29",0.0728858709335327,0.0730716437101364,0.07206791639328,0.0728958621621132,0,0.0728958621621132
"2015-10-30",0.0720134228467941,0.0726530402898788,0.0720078274607658,0.0720134228467941,0,0.0720134228467941
"2015-11-02",0.0725327283143997,0.0728666484355927,0.0722789838910103,0.0725463032722473,0,0.0725463032722473
"2015-11-03",0.0725314617156982,0.0728374570608139,0.0718169510364532,0.0725332498550415,0,0.0725332498550415
"2015-11-04",0.0726813897490501,0.0728698372840881,0.0716661959886551,0.0726813897490501,0,0.0726813897490501
"2015-11-05",0.0717267468571663,0.0721474662423134,0.071464404463768,0.0717267468571663,0,0.0717267468571663
"2015-11-06",0.0720426365733147,0.0720456913113594,0.0704499185085297,0.0720426365733147,0,0.0720426365733147
"2015-11-09",0.0707123577594757,0.0707163587212563,0.0697919502854347,0.0707123577594757,0,0.0707123577594757
"2015-11-10",0.0699718594551086,0.0702424794435501,0.0695502161979675,0.0699694603681564,0,0.0699694603681564
"2015-11-11",0.0701931715011597,0.0706703811883926,0.0700953602790833,0.0701856389641762,0,0.0701856389641762
"2015-11-12",0.0706738755106926,0.0710480585694313,0.0697565078735352,0.0706738755106926,0,0.0706738755106926
"2015-11-13",0.0699394568800926,0.0700697228312492,0.0693382248282433,0.0699379965662956,0,0.0699379965662956
"2015-11-16",0.0695324689149857,0.0697666332125664,0.0692733749747276,0.0695329532027245,0,0.0695329532027245
"2015-11-17",0.0697871297597885,0.0703982412815094,0.069510817527771,0.069787859916687,0,0.069787859916687
"2015-11-18",0.0700569525361061,0.0706366375088692,0.069850742816925,0.0700791478157043,0,0.0700791478157043
"2015-11-19",0.0706134885549545,0.071429081261158,0.0703625306487083,0.0706119984388351,0,0.0706119984388351
"2015-11-20",0.0713618993759155,0.0720030516386032,0.0712282136082649,0.0713750422000885,0,0.0713750422000885
"2015-11-23",0.0716565921902657,0.0716703087091446,0.0710550248622894,0.0715574771165848,0,0.0715574771165848
"2015-11-24",0.0710312500596046,0.0715999007225037,0.0706454142928123,0.0710266605019569,0,0.0710266605019569
"2015-11-25",0.0713094845414162,0.0715077444911003,0.0706154853105545,0.0713712200522423,0,0.0713712200522423
"2015-11-26",0.070806585252285,0.070919468998909,0.0700192824006081,0.070806585252285,0,0.070806585252285
"2015-11-27",0.0700266361236572,0.0701951384544373,0.0694715604186058,0.0700256526470184,0,0.0700256526470184
"2015-11-30",0.0695738270878792,0.0696752443909645,0.0691694021224976,0.0695642456412315,0,0.0695642456412315
"2015-12-01",0.0693265870213509,0.0696267336606979,0.0690088793635368,0.0693433210253716,0,0.0693433210253716
"2015-12-02",0.0692185238003731,0.0698719248175621,0.0692004188895226,0.0692401826381683,0,0.0692401826381683
"2015-12-03",0.0696941837668419,0.0701852887868881,0.0694923177361488,0.0696941837668419,0,0.0696941837668419
"2015-12-04",0.0696782544255257,0.0700790509581566,0.0691200643777847,0.0696922391653061,0,0.0696922391653061
"2015-12-07",0.0698175355792046,0.069832406938076,0.0686686784029007,0.0698109045624733,0,0.0698109045624733
"2015-12-08",0.0689308121800423,0.0690116807818413,0.0680650398135185,0.0689254477620125,0,0.0689254477620125
"2015-12-09",0.0685095712542534,0.0689450725913048,0.0682768672704697,0.0685109794139862,0,0.0685109794139862
"2015-12-10",0.0671890825033188,0.067322701215744,0.0652201697230339,0.0672010481357574,0,0.0672010481357574
"2015-12-11",0.0649548918008804,0.0651041716337204,0.0624180771410465,0.0649451836943626,0,0.0649451836943626
"2015-12-14",0.0651499778032303,0.0665960758924484,0.0645348653197289,0.0651615187525749,0,0.0651615187525749
"2015-12-15",0.0662506595253944,0.0673174038529396,0.0659739375114441,0.0662599205970764,0,0.0662599205970764
"2015-12-16",0.0671295002102852,0.0673355311155319,0.0663567408919334,0.0671295002102852,0,0.0671295002102852
"2015-12-17",0.0667770728468895,0.0673482343554497,0.0655084326863289,0.0667842030525208,0,0.0667842030525208
"2015-12-18",0.0657826364040375,0.0667066872119904,0.0656711831688881,0.0657826364040375,0,0.0657826364040375
"2015-12-21",0.0662937387824059,0.0673060715198517,0.0662326216697693,0.0662932991981506,0,0.0662932991981506
"2015-12-22",0.0663047358393669,0.0664681494235992,0.0657770112156868,0.0663042962551117,0,0.0663042962551117
"2015-12-23",0.0659830793738365,0.0661047771573067,0.0654616504907608,0.0659646689891815,0,0.0659646689891815
"2015-12-24",0.0657717362046242,0.0660471394658089,0.0654377415776253,0.0657446682453156,0,0.0657446682453156
"2015-12-25",0.0656952932476997,0.0660044178366661,0.0655101910233498,0.0655786320567131,0,0.0655786320567131
"2015-12-28",0.065641351044178,0.0657198652625084,0.0652644410729408,0.0656114593148232,0,0.0656114593148232
"2015-12-29",0.0654927268624306,0.0656103417277336,0.0652817785739899,0.0654902905225754,0,0.0654902905225754
"2015-12-30",0.0654363334178925,0.0654728785157204,0.0642566606402397,0.0654363334178925,0,0.0654363334178925
"2015-12-31",0.0643711909651756,0.0652890652418137,0.0638956427574158,0.0643716081976891,0,0.0643716081976891
"2016-01-01",0.0646830499172211,0.0646830499172211,0.0646830499172211,0.0646830499172211,0,0.0646830499172211
"2016-01-04",0.0646803751587868,0.065006822347641,0.0638958439230919,0.0646803751587868,0,0.0646803751587868
"2016-01-05",0.0644205361604691,0.0644969865679741,0.063751608133316,0.0644205361604691,0,0.0644205361604691
"2016-01-06",0.0639713406562805,0.0639860779047012,0.0630407705903053,0.0639482289552689,0,0.0639482289552689
"2016-01-07",0.06306092441082,0.0634900480508804,0.0617364756762981,0.0630601346492767,0,0.0630601346492767
"2016-01-08",0.0622580498456955,0.062793955206871,0.061728086322546,0.0622716210782528,0,0.0622716210782528
"2016-01-11",0.0594757348299026,0.0607042871415615,0.0593966692686081,0.0594629310071468,0,0.0594629310071468
"2016-01-12",0.0593476369976997,0.0608283653855324,0.0590162016451359,0.0593498609960079,0,0.0593498609960079
"2016-01-13",0.0601409710943699,0.0611306726932526,0.060098685324192,0.0601485669612885,0,0.0601485669612885
"2016-01-14",0.0603463910520077,0.0611433833837509,0.0599692575633526,0.0603463910520077,0,0.0603463910520077
"2016-01-15",0.0608988218009472,0.0611602105200291,0.0595843829214573,0.0608988218009472,0,0.0608988218009472
"2016-01-18",0.0592755191028118,0.0600799024105072,0.0592755191028118,0.0592755191028118,0,0.0592755191028118
"2016-01-19",0.0593856312334538,0.0603489391505718,0.0593592263758183,0.0593856312334538,0,0.0593856312334538
"2016-01-20",0.0597597137093544,0.0598537214100361,0.0589859150350094,0.0597576126456261,0,0.0597576126456261
"2016-01-21",0.0598444081842899,0.0603381209075451,0.0592870153486729,0.0598444081842899,0,0.0598444081842899
"2016-01-22",0.0605276338756084,0.0610022023320198,0.060133121907711,0.060529351234436,0,0.060529351234436
"2016-01-25",0.0609084628522396,0.0610351525247097,0.0604763105511665,0.0609496682882309,0,0.0609496682882309
"2016-01-26",0.0604558363556862,0.0611433833837509,0.0600640326738358,0.0604726895689964,0,0.0604726895689964
"2016-01-27",0.0611452162265778,0.0612831488251686,0.060737106949091,0.0611412860453129,0,0.0611412860453129
"2016-01-28",0.0608273260295391,0.061883483082056,0.0607921965420246,0.0608325079083443,0,0.0608325079083443
"2016-01-29",0.061825979501009,0.0628753677010536,0.0616945810616016,0.0618543960154057,0,0.0618543960154057
"2016-02-01",0.063055120408535,0.0630680844187737,0.0621253848075867,0.0630466118454933,0,0.0630466118454933
"2016-02-02",0.0628121346235275,0.0628911033272743,0.0618314445018768,0.0628137513995171,0,0.0628137513995171
"2016-02-03",0.0613233596086502,0.0620114617049694,0.0609470680356026,0.0614035613834858,0,0.0614035613834858
"2016-02-04",0.0627660900354385,0.0634747371077538,0.0623880922794342,0.0627656131982803,0,0.0627656131982803
"2016-02-05",0.0631024315953255,0.0632563903927803,0.0625321269035339,0.0631199553608894,0,0.0631199553608894
"2016-02-08",0.0624734126031399,0.0641005113720894,0.0616539157927036,0.0624746568500996,0,0.0624746568500996
"2016-02-09",0.0620493702590466,0.0626107454299927,0.0614639520645142,0.062050249427557,0,0.062050249427557
"2016-02-10",0.0623182654380798,0.0634260177612305,0.062189556658268,0.0623234659433365,0,0.0623234659433365
"2016-02-11",0.0628912597894669,0.0638928636908531,0.0623306185007095,0.0628916993737221,0,0.0628916993737221
"2016-02-12",0.0632219985127449,0.0635849162936211,0.0626783221960068,0.0631939470767975,0,0.0631939470767975
"2016-02-15",0.0630275383591652,0.0635631307959557,0.0629529431462288,0.0630275383591652,0,0.0630275383591652
"2016-02-16",0.0636378452181816,0.063710905611515,0.0632429420948029,0.0636367946863174,0,0.0636367946863174
