"Index","EURUSD=X.Open","EURUSD=X.High","EURUSD=X.Low","EURUSD=X.Close","EURUSD=X.Volume","EURUSD=X.Adjusted"
"2015-10-12",0.880669355392456,0.881523251533508,0.876393496990204,0.880824446678162,0,0.880824446678162
"2015-10-13",0.878348708152771,0.878580152988434,0.873637139797211,0.878518462181091,0,0.878518462181091
"2015-10-14",0.871535658836365,0.879971861839294,0.870019137859344,0.871611595153809,0,0.871611595153809
"2015-10-15",0.879801511764526,0.882145404815674,0.877647161483765,0.879817008972168,0,0.879817008972168
"2015-10-18",0.880359172821045,0.884306192398071,0.878950893878937,0.880475401878357,0,0.880475401878357
"2015-10-19",0.882768392562866,0.883080184459686,0.878287017345428,0.882947623729706,0,0.882947623729706
"2015-10-20",0.880824446678162,0.882176578044891,0.878989458084106,0.880979657173157,0,0.880979657173157
"2015-10-21",0.881453335285187,0.897907853126526,0.88106507062912,0.881367862224579,0,0.881367862224579
"2015-10-22",0.902347922325134,0.908191025257111,0.897754669189453,0.902486383914948,0,0.902486383914948
"2015-10-26",0.907564520835876,0.908677875995636,0.904649913311005,0.907523393630981,0,0.907523393630981
"2015-10-27",0.904330849647522,0.906577229499817,0.902755200862885,0.904159188270569,0,0.904159188270569
"2015-10-28",0.906388282775879,0.907029509544373,0.901566922664642,0.9063800573349,0,0.9063800573349
"2015-10-29",0.915457487106323,0.917128264904022,0.910415172576904,0.915306687355042,0,0.915306687355042
"2015-10-30",0.910083770751953,0.911909520626068,0.90330970287323,0.909752547740936,0,0.909752547740936
"2015-11-02",0.907243430614471,0.908925592899323,0.904920041561127,0.90716940164566,0,0.90716940164566
"2015-11-03",0.907894194126129,0.914411067962646,0.90667587518692,0.907935321331024,0,0.907935321331024
"2015-11-04",0.9123255610466,0.921998918056488,0.91195946931839,0.912283897399902,0,0.912283897399902
"2015-11-05",0.920522153377533,0.922960519790649,0.918206214904785,0.920386493206024,0,0.920386493206024
"2015-11-06",0.91886430978775,0.933663189411163,0.918012261390686,0.91886430978775,0,0.91886430978775
"2015-11-09",0.932140171527863,0.932313978672028,0.926887154579163,0.931714653968811,0,0.931714653968811
"2015-11-10",0.929540872573853,0.936785757541656,0.929126262664795,0.929566740989685,0,0.929566740989685
"2015-11-11",0.931410908699036,0.933985829353333,0.928255081176758,0.931419610977173,0,0.931419610977173
"2015-11-12",0.92910897731781,0.935278654098511,0.925223469734192,0.92926436662674,0,0.92926436662674
"2015-11-13",0.925240516662598,0.932931542396545,0.925223469734192,0.92498379945755,0,0.92498379945755
"2015-11-16",0.934562027454376,0.934666752815247,0.929730951786041,0.934754133224487,0,0.934754133224487
"2015-11-17",0.935698807239532,0.939558207988739,0.935436189174652,0.935716331005096,0,0.935716331005096
"2015-11-18",0.939584732055664,0.940733790397644,0.935383677482605,0.939672946929932,0,0.939672946929932
"2015-11-19",0.937207102775574,0.937294960021973,0.931549727916718,0.937382817268372,0,0.937382817268372
"2015-11-20",0.932340085506439,0.937708079814911,0.932140171527863,0.932470500469208,0,0.932470500469208
"2015-11-23",0.940105855464935,0.943307280540466,0.938729166984558,0.940061628818512,0,0.940061628818512
"2015-11-24",0.940379858016968,0.941530883312225,0.936934947967529,0.939946830272675,0,0.939946830272675
"2015-11-25",0.939628839492798,0.945706963539124,0.935628771781921,0.939672946929932,0,0.939672946929932
"2015-11-26",0.941415727138519,0.943396270275116,0.941052496433258,0.941442310810089,0,0.941442310810089
